"Time","pod:productcatalogservice-w3-5d9b8d854-hzn66_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-pk5vd_service:currencyservice_node:worker--4.novalocal","pod:adservice-w2-754d7d8cd4-6b9rb_service:adservice_node:worker--2","pod:currencyservice-w2-656689488c-5fzd4_service:currencyservice_node:worker--2","pod:currencyservice-w2-656689488c-p9nlg_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-zfmk4_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-k5lsz_service:productcatalogservice_node:worker--2","pod:recommendationservice-w1-5bbcb977f8-x69hw_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-rfvc2_service:frontend_node:worker--2","pod:frontend-w4-599b6846df-p4m9x_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-q592t_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-9vbh5_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-42h8n_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-n9dg7_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-sxm6d_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-qb9g4_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-5l25c_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-6855bd669b-bxfwn_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-knvsn_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-fxz67_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-rbp6d_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-zfqg9_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-htzz5_service:redis-cart_node:worker--4.novalocal","pod:cartservice-w2-856bd974f7-tmt5c_service:cartservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-h7t27_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-2pmw7_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-jx6p6_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-bv8dq_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-vjz9w_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-4dwgd_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-nl7gh_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-dql4x_service:productcatalogservice_node:worker--2","pod:adservice-w4-5c67ddfffc-cp5mr_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w2-8597bb459d-pz766_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-7htks_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-kgtkb_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-wq6px_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-r8754_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-mcmqg_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w2-6d65c886c7-d7f45_service:redis-cart_node:worker--2","pod:currencyservice-w3-649d8c7669-8k884_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-wsmhn_service:productcatalogservice_node:worker--3.novalocal"
1638450058.825,0.080535280727144,0.47299532128863064,0.2513666253918488,0.4723601111209357,0.4755069331971008,0.44485894973393314,0.061737072391083794,0.00911898670332502,0.455553804911353,0.4479209891618462,0.44266856675901367,0.5302898004421925,0.47064115100178483,0.471769209641842,0.07098026310689905,0.4797973047931883,0.009145361083187468,0.00999063992513925,0.6026976084605965,0.5342522128658247,0.061715665832328966,0.06281629562644539,0.051782955138336945,0.23883681386631922,0.009387899217467464,0.010454635902047748,0.24261862610389667,0.009351958934984852,0.5289211017761323,0.48433961289442207,0.009232112663065846,0.0649514306853581,0.25643460131942963,0.009437154540923911,0.5045627738452546,0.498977997511318,0.010970483031008699,0.06920987418879766,0.009266561565177665,0.005617680757389126,0.58128518061875,0.08386785705061783
1638450073.982,0.080535280727144,0.47299532128863064,0.2513666253918488,0.4723601111209357,0.4755069331971008,0.44485894973393314,0.061737072391083794,0.00911898670332502,0.455553804911353,0.4479209891618462,0.44266856675901367,0.5302898004421925,0.47064115100178483,0.471769209641842,0.07098026310689905,0.4797973047931883,0.009145361083187468,0.00999063992513925,0.6026976084605965,0.5342522128658247,0.061715665832328966,0.06281629562644539,0.051782955138336945,0.23883681386631922,0.009387899217467464,0.010454635902047748,0.24261862610389667,0.009351958934984852,0.5289211017761323,0.48433961289442207,0.009232112663065846,0.0649514306853581,0.25643460131942963,0.009437154540923911,0.5045627738452546,0.498977997511318,0.010970483031008699,0.06920987418879766,0.009266561565177665,0.005617680757389126,0.58128518061875,0.08386785705061783
1638450089.073,0.09136640339915081,0.5193849299096398,0.2734572248868385,0.5299236700289106,0.5259203089434411,0.4812651936189779,0.06769008222731224,0.008874632741834292,0.5059777734819052,0.4956724833986972,0.48862402619716594,0.5771445057582928,0.5190060663371039,0.5199976076937602,0.07312238009471078,0.5271199217962408,0.008753439467967177,0.010432914061195675,0.665736148831868,0.5924274694156902,0.0663692619699613,0.06622275708652821,0.05487125276484257,0.2726425110734692,0.009086719772138024,0.010769239998651025,0.2633228786000196,0.008867983966909316,0.5737573461289032,0.5338137478051784,0.009044112145760338,0.06862027930281499,0.26545207283377753,0.009015892287527744,0.567134936859825,0.5948903445204641,0.010886575064219464,0.07298210824464185,0.009072481819902792,0.005470983733376291,0.6365746826384393,0.0844282700380319
1638450104.115,0.09136640339915081,0.5193849299096398,0.2734572248868385,0.5299236700289106,0.5259203089434411,0.4812651936189779,0.06769008222731224,0.008874632741834292,0.5059777734819052,0.4956724833986972,0.48862402619716594,0.5771445057582928,0.5190060663371039,0.5199976076937602,0.07312238009471078,0.5271199217962408,0.008753439467967177,0.010432914061195675,0.665736148831868,0.5924274694156902,0.0663692619699613,0.06622275708652821,0.05487125276484257,0.2726425110734692,0.009086719772138024,0.010769239998651025,0.2633228786000196,0.008867983966909316,0.5737573461289032,0.5338137478051784,0.009044112145760338,0.06862027930281499,0.26545207283377753,0.009015892287527744,0.567134936859825,0.5948903445204641,0.010886575064219464,0.07298210824464185,0.009072481819902792,0.005470983733376291,0.6365746826384393,0.0844282700380319
1638450119.134,0.08546313909655673,0.5210448584830857,0.24839354903993593,0.49072489688814214,0.5083912588336083,0.5067029245408174,0.06802323295148391,0.00891223456492556,0.4998328581843021,0.4983267284375531,0.49142479108842185,0.5767094856080832,0.5203204899041225,0.5199542744334439,0.07292571118391256,0.527169833597211,0.008708438512584366,0.010363609021280735,0.6196310276974495,0.5968491404460564,0.06642510381952554,0.06561827504287027,0.054959674889201754,0.273711891530819,0.00911091300598909,0.009873299621897525,0.26289194724410625,0.008856140001102523,0.5736195410884382,0.5346971497115723,0.008989639441276797,0.06908112323626499,0.24661495290813884,0.009040552762568207,0.52834496952,0.6069876214021002,0.010221464229357304,0.072765812834716,0.009008178979359628,0.005389377284632298,0.663730614088056,0.08623391387557941
1638450134.286,0.08546313909655673,0.5210448584830857,0.24839354903993593,0.49072489688814214,0.5083912588336083,0.5067029245408174,0.06802323295148391,0.00891223456492556,0.4998328581843021,0.4983267284375531,0.49142479108842185,0.5767094856080832,0.5203204899041225,0.5199542744334439,0.07292571118391256,0.527169833597211,0.008708438512584366,0.010363609021280735,0.6196310276974495,0.5968491404460564,0.06642510381952554,0.06561827504287027,0.054959674889201754,0.273711891530819,0.00911091300598909,0.009873299621897525,0.26289194724410625,0.008856140001102523,0.5736195410884382,0.5346971497115723,0.008989639441276797,0.06908112323626499,0.24661495290813884,0.009040552762568207,0.52834496952,0.6069876214021002,0.010221464229357304,0.072765812834716,0.009008178979359628,0.005389377284632298,0.663730614088056,0.08623391387557941
1638450149.351,0.09205927777676962,0.5228797209141367,0.22735055876950094,0.5340267377715612,0.5311455411957945,0.5087381436708628,0.06808653084080282,0.008835455228181006,0.5119722217018773,0.49927996131247177,0.49263777215999693,0.5779790884534256,0.521089340962561,0.5212425327939268,0.07362144344776793,0.5294546350788815,0.008838409395007917,0.010702491512545917,0.6397823881463574,0.6079533618149209,0.06680826246530962,0.06564554872494048,0.05533940831766393,0.27531413718374614,0.009316816845591552,0.010506842891832173,0.26495006925529263,0.008969534113007563,0.5751581641139056,0.5358189695163087,0.009033219065596641,0.0692427079541178,0.23213371994433424,0.00905687633684809,0.5991645719423984,0.5933863018822321,0.01003512665208732,0.07229291681033605,0.008981247679840074,0.005273180423688521,0.6322527376898893,0.08466152140793215
1638450164.368,0.09205927777676962,0.5228797209141367,0.22735055876950094,0.5340267377715612,0.5311455411957945,0.5087381436708628,0.06808653084080282,0.008835455228181006,0.5119722217018773,0.49927996131247177,0.49263777215999693,0.5779790884534256,0.521089340962561,0.5212425327939268,0.07362144344776793,0.5294546350788815,0.008838409395007917,0.010702491512545917,0.6397823881463574,0.6079533618149209,0.06680826246530962,0.06564554872494048,0.05533940831766393,0.27531413718374614,0.009316816845591552,0.010506842891832173,0.26495006925529263,0.008969534113007563,0.5751581641139056,0.5358189695163087,0.009033219065596641,0.0692427079541178,0.23213371994433424,0.00905687633684809,0.5991645719423984,0.5933863018822321,0.01003512665208732,0.07229291681033605,0.008981247679840074,0.005273180423688521,0.6322527376898893,0.08466152140793215
1638450179.388,0.0893733251501998,0.5241870793930806,0.23633878772592976,0.5197549007503818,0.5318756293297893,0.5094649439635763,0.06829847290303556,0.00885618181682896,0.5136202238368291,0.5004120951379264,0.49459065520263845,0.57854418807193,0.5211350884398592,0.5213763634516526,0.0731472820315272,0.531057359817119,0.008765273416007175,0.01069525786082075,0.6353699829995123,0.5452121537386689,0.06707115317586596,0.0660443050380927,0.05550015374444428,0.27019685361222673,0.009135317261109605,0.009647216531376616,0.2657687204451933,0.008906917537324035,0.5749529003159911,0.5361079591016356,0.009088376848033326,0.06804190461713287,0.2267367475214678,0.009128343553783561,0.6107379367591012,0.5504404601904551,0.010840461485415223,0.07248495034260166,0.009083907906107466,0.005593397344771389,0.6649614191945148,0.08240468710340178
1638450194.407,0.0893733251501998,0.5241870793930806,0.23633878772592976,0.5197549007503818,0.5318756293297893,0.5094649439635763,0.06829847290303556,0.00885618181682896,0.5136202238368291,0.5004120951379264,0.49459065520263845,0.57854418807193,0.5211350884398592,0.5213763634516526,0.0731472820315272,0.531057359817119,0.008765273416007175,0.01069525786082075,0.6353699829995123,0.5452121537386689,0.06707115317586596,0.0660443050380927,0.05550015374444428,0.27019685361222673,0.009135317261109605,0.009647216531376616,0.2657687204451933,0.008906917537324035,0.5749529003159911,0.5361079591016356,0.009088376848033326,0.06804190461713287,0.2267367475214678,0.009128343553783561,0.6107379367591012,0.5504404601904551,0.010840461485415223,0.07248495034260166,0.009083907906107466,0.005593397344771389,0.6649614191945148,0.08240468710340178
