"Time","pod:recommendationservice-w1-8597bb459d-9kh2t_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-9ksmz_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-w2zck_service:frontend_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-xlb9f_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-pdk2n_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-csnjn_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-k4shg_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-hnps4_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-t5ct5_service:recommendationservice_node:worker--1","pod:currencyservice-w2-649d8c7669-f7zgn_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-ch82v_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-29bbm_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-7jngk_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-zfsnt_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-d2mqc_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-fpbjl_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-sxtsl_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-nwzxt_service:frontend_node:worker--2.novalocal","pod:frontend-w3-599b6846df-4dckm_service:frontend_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-5xkj6_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-fkh8b_service:frontend_node:worker--1","pod:recommendationservice-w2-6855bd669b-9bqp2_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-lwk4z_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-56wt7_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w4-84485f8b85-tfvwd_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-kndgg_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-t8w6j_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-mscbc_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-m9kcc_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-bx2mp_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-4qffl_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-5b84c_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w2-6d5d8bb6bc-f6chw_service:cartservice_node:worker--2.novalocal","pod:cartservice-w4-59ff89795c-59rbt_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-vr9mv_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-cwpfz_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-tdwhj_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-zfbt2_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-sswbr_service:currencyservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-7rhqn_service:productcatalogservice_node:worker--1","pod:adservice-w2-76766bdfb6-77q5m_service:adservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-tvwgz_service:frontend_node:worker--2.novalocal"
1638436918.912,0.009255049972933525,0.07440220375607208,0.43308170309257976,0.30487692864304317,0.5306505214169946,0.48327215612039776,0.476916757166514,0.43820704371713165,0.008591823318904528,0.5558948931698224,0.0604249193716708,0.009198604041599839,0.009003127605844407,0.4846268025687233,0.0733095939870248,0.00963452627480764,0.5610255953817884,0.46743310833249996,0.4337760960135679,0.4428386581939603,0.44501624769433235,0.010284752563318742,0.4792768846677663,0.009359099771014416,0.045136618501298076,0.48184536538170675,0.009665001499230013,0.06210429733816562,0.009444678976520232,0.0812909675452896,0.44445104825211745,0.06159951810177327,0.28864183991187214,0.27107769091619355,0.010322636510665305,0.0035732842899829347,0.5352393102965606,0.07321092569332954,0.48719607292979206,0.06189808523472841,0.3374295043983878,0.47666279182375
1638436933.941,0.009255049972933525,0.07440220375607208,0.43308170309257976,0.30487692864304317,0.5306505214169946,0.48327215612039776,0.476916757166514,0.43820704371713165,0.008591823318904528,0.5558948931698224,0.0604249193716708,0.009198604041599839,0.009003127605844407,0.4846268025687233,0.0733095939870248,0.00963452627480764,0.5610255953817884,0.46743310833249996,0.4337760960135679,0.4428386581939603,0.44501624769433235,0.010284752563318742,0.4792768846677663,0.009359099771014416,0.045136618501298076,0.48184536538170675,0.009665001499230013,0.06210429733816562,0.009444678976520232,0.0812909675452896,0.44445104825211745,0.06159951810177327,0.28864183991187214,0.27107769091619355,0.010322636510665305,0.0035732842899829347,0.5352393102965606,0.07321092569332954,0.48719607292979206,0.06189808523472841,0.3374295043983878,0.47666279182375
1638436948.972,0.008397575437257398,0.08750546895290766,0.48243394210977436,0.30946097159337654,0.5801716127806477,0.5352124417156103,0.49732020127651766,0.485494320182995,0.008839755392317317,0.6332790163572093,0.06459346699807925,0.008888448589093108,0.008692396665621419,0.5379299645454192,0.07620687311105714,0.0093653696393743,0.6288321207396501,0.5831436826628613,0.48203485798257545,0.4888814071769646,0.5015902538599757,0.01029134501100112,0.5255513675890463,0.009046603249693499,0.04729266510375934,0.5268251759690936,0.009349548494186562,0.06530019867947574,0.008211009251900249,0.08550767682416258,0.4930358398604522,0.0653985628347616,0.282681049082688,0.2919662793482283,0.010768299363765983,0.0038229100125681745,0.5867163747408125,0.07668518522321194,0.5339951113384738,0.06843606191661107,0.36298482417928873,0.589768614012931
1638436964.009,0.008397575437257398,0.08750546895290766,0.48243394210977436,0.30946097159337654,0.5801716127806477,0.5352124417156103,0.49732020127651766,0.485494320182995,0.008839755392317317,0.6332790163572093,0.06459346699807925,0.008888448589093108,0.008692396665621419,0.5379299645454192,0.07620687311105714,0.0093653696393743,0.6288321207396501,0.5831436826628613,0.48203485798257545,0.4888814071769646,0.5015902538599757,0.01029134501100112,0.5255513675890463,0.009046603249693499,0.04729266510375934,0.5268251759690936,0.009349548494186562,0.06530019867947574,0.008211009251900249,0.08550767682416258,0.4930358398604522,0.0653985628347616,0.282681049082688,0.2919662793482283,0.010768299363765983,0.0038229100125681745,0.5867163747408125,0.07668518522321194,0.5339951113384738,0.06843606191661107,0.36298482417928873,0.589768614012931
1638436979.038,0.008917263618968694,0.0769848600447102,0.4850014038185142,0.28826995920960496,0.5813660599596355,0.5395936393519883,0.5310972154597231,0.47721046945818807,0.008719161780953442,0.5860761916345958,0.06479473050544138,0.008840687867517072,0.008756785287201103,0.5424459240482618,0.07626700253004437,0.009378572611143799,0.6410140361876504,0.5527095860979114,0.4844736677084909,0.49110092150318285,0.5048949970401515,0.011107790483749144,0.5244653736881102,0.008877883703362203,0.04757770773540268,0.5263705032430419,0.009402053321807652,0.06659109731743632,0.009025336294984147,0.08825533567413943,0.4956007259568638,0.06574741132331233,0.317677755035628,0.2933513139573189,0.010499275641759332,0.0035977187882224792,0.587837639403428,0.07652950281801187,0.5321800179941008,0.06706780362990829,0.33879754494111414,0.5534563476055414
1638436994.062,0.008917263618968694,0.0769848600447102,0.4850014038185142,0.28826995920960496,0.5813660599596355,0.5395936393519883,0.5310972154597231,0.47721046945818807,0.008719161780953442,0.5860761916345958,0.06479473050544138,0.008840687867517072,0.008756785287201103,0.5424459240482618,0.07626700253004437,0.009378572611143799,0.6410140361876504,0.5527095860979114,0.4844736677084909,0.49110092150318285,0.5048949970401515,0.011107790483749144,0.5244653736881102,0.008877883703362203,0.04757770773540268,0.5263705032430419,0.009402053321807652,0.06659109731743632,0.009025336294984147,0.08825533567413943,0.4956007259568638,0.06574741132331233,0.317677755035628,0.2933513139573189,0.010499275641759332,0.0035977187882224792,0.587837639403428,0.07652950281801187,0.5321800179941008,0.06706780362990829,0.33879754494111414,0.5534563476055414
1638437009.091,0.008612889223124136,0.08456268633341604,0.48503373683962564,0.27793934471418347,0.5828949922584692,0.5402674822358946,0.5321215277223377,0.48854973563895854,0.008321081804674786,0.6232469588885896,0.06512641296086974,0.008817601514136724,0.008753543486993708,0.5432394635552016,0.07650427070615133,0.009313037785123804,0.6317885898232676,0.5434769729367399,0.4851708436200538,0.4715028501303201,0.5052795702337722,0.01011830935511598,0.5249630820635349,0.008896767261570761,0.04782673382401539,0.526454067761123,0.009380786561588791,0.06855197048662531,0.00901304982087392,0.08749465839397942,0.496207146638481,0.06600701062553689,0.2964745023993568,0.29344440200847555,0.010298696135436018,0.0037070066882841698,0.589655638223303,0.0762623456438905,0.510749478823037,0.06892195266907891,0.33688795890733625,0.584134275426273
1638437024.128,0.008612889223124136,0.08456268633341604,0.48503373683962564,0.27793934471418347,0.5828949922584692,0.5402674822358946,0.5321215277223377,0.48854973563895854,0.008321081804674786,0.6232469588885896,0.06512641296086974,0.008817601514136724,0.008753543486993708,0.5432394635552016,0.07650427070615133,0.009313037785123804,0.6317885898232676,0.5434769729367399,0.4851708436200538,0.4715028501303201,0.5052795702337722,0.01011830935511598,0.5249630820635349,0.008896767261570761,0.04782673382401539,0.526454067761123,0.009380786561588791,0.06855197048662531,0.00901304982087392,0.08749465839397942,0.496207146638481,0.06600701062553689,0.2964745023993568,0.29344440200847555,0.010298696135436018,0.0037070066882841698,0.589655638223303,0.0762623456438905,0.510749478823037,0.06892195266907891,0.33688795890733625,0.584134275426273
1638437039.154,0.00897098382117812,0.08603800584485083,0.48555787837285214,0.2776838185500589,0.584134107709871,0.5417563750870094,0.5126685767543004,0.48823374122034446,0.008776432172880985,0.6673099972632321,0.06527570661370725,0.008988227283693842,0.00888129225430877,0.5453093991865006,0.07658167398643008,0.009327845664385628,0.6656927795116505,0.5647205500976822,0.48434670903407684,0.48176171758929465,0.5045309152489827,0.009977623083901141,0.524238205095292,0.00895496197906675,0.04786481100147443,0.5263645768865604,0.009487526326672668,0.06853559741672181,0.00903238472578002,0.08750281720256853,0.4952439659634754,0.06582220243781528,0.3068662293779668,0.2936951455843573,0.010567548676010063,0.003916222876369106,0.5912603068801805,0.0764722365037992,0.5138145181037119,0.065784432508871,0.3333351076415214,0.5974078105092078
1638437054.181,0.00897098382117812,0.08603800584485083,0.48555787837285214,0.2776838185500589,0.584134107709871,0.5417563750870094,0.5126685767543004,0.48823374122034446,0.008776432172880985,0.6673099972632321,0.06527570661370725,0.008988227283693842,0.00888129225430877,0.5453093991865006,0.07658167398643008,0.009327845664385628,0.6656927795116505,0.5647205500976822,0.48434670903407684,0.48176171758929465,0.5045309152489827,0.009977623083901141,0.524238205095292,0.00895496197906675,0.04786481100147443,0.5263645768865604,0.009487526326672668,0.06853559741672181,0.00903238472578002,0.08750281720256853,0.4952439659634754,0.06582220243781528,0.3068662293779668,0.2936951455843573,0.010567548676010063,0.003916222876369106,0.5912603068801805,0.0764722365037992,0.5138145181037119,0.065784432508871,0.3333351076415214,0.5974078105092078
