"Time","pod:frontend-w4-6646bc856b-zk2wg_service:frontend_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-vh9gb_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-qmvm7_service:adservice_node:worker--3","pod:currencyservice-w3-656689488c-6rjqx_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-55pcs_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-5zp56_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-wxm5s_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-hfj9c_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-qmzhm_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-dfnzj_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-kb9qw_service:frontend_node:worker--2.novalocal","pod:adservice-w1-5c67ddfffc-r55d4_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-vfcpc_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-wgdsc_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-5xgnp_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-knb7w_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-qqxcx_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-99vjt_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-c4n6n_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-cbm5g_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-m72fk_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-qtjl4_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-2r2lq_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-bzbqr_service:frontend_node:worker--3","pod:currencyservice-w1-cd78b8fd6-frrmt_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-9j5b6_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-rxjpz_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-bgkn8_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-rsl65_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-6jgwj_service:recommendationservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-h8rfd_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-49wf8_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-cdr4j_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-gxt8w_service:productcatalogservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-6npn9_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-fw6dz_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-k5d4x_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-hq8kv_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w4-5d9b8d854-zssxq_service:productcatalogservice_node:worker--4.novalocal"
1636905758.339,0.47127360940909935,0.028998849296326915,0.010117330595900323,0.19725014257663415,0.46255546340502085,0.009678247951823173,0.08230884966443554,0.44036073219281247,0.4382299857368781,0.0625551868207801,0.009621476331117807,0.4704598254078239,0.20870994341145904,0.07199472514111868,0.009925220117169255,0.45709957768486364,0.01084436236251071,0.2454010724722785,0.5282948066238952,0.47720150166372777,0.010169613024698586,0.010395559231015941,0.009889079233028085,0.5265780849235439,0.4278169576733975,0.46650711295357916,0.4663759181610766,0.07003186351285921,0.24399214527066088,0.45194055126285665,0.060779663650023005,0.00987156641498821,0.4711485215822086,0.009943049312411646,0.42499097608732844,0.06077307807420765,0.03102065492082079,0.592805282377421,0.5314120693636813,0.4995643663117362,0.06114884218642348,0.08198644779482284
1636905773.364,0.5663508771646042,0.03274820615418268,0.00987319574602734,0.2267874843176893,0.5118366474568903,0.0094925664532679,0.08459379219654606,0.4934776093730585,0.49184493114694067,0.06781683943456265,0.009149061923126511,0.5253516440480926,0.22174637872745612,0.07819114455933619,0.009402194815696315,0.5273317388828588,0.010242824214176202,0.27605558606421526,0.5907730722284263,0.5343775791676698,0.009335605799767898,0.01013772111318648,0.009492847938024667,0.5881841405776763,0.48161471108738474,0.5186726850711287,0.5210595464595785,0.07628021574457233,0.26858402667225995,0.5146515316787141,0.06686140667945377,0.009276249596642649,0.5262517679711312,0.0097145559509003,0.4889412954145081,0.06596786078322427,0.03312056759851351,0.637995907734393,0.6671215741072751,0.5250162294366505,0.06810996470632877,0.08500386053857899
1636905788.39,0.5663508771646042,0.03274820615418268,0.00987319574602734,0.2267874843176893,0.5118366474568903,0.0094925664532679,0.08459379219654606,0.4934776093730585,0.49184493114694067,0.06781683943456265,0.009149061923126511,0.5253516440480926,0.22174637872745612,0.07819114455933619,0.009402194815696315,0.5273317388828588,0.010242824214176202,0.27605558606421526,0.5907730722284263,0.5343775791676698,0.009335605799767898,0.01013772111318648,0.009492847938024667,0.5881841405776763,0.48161471108738474,0.5186726850711287,0.5210595464595785,0.07628021574457233,0.26858402667225995,0.5146515316787141,0.06686140667945377,0.009276249596642649,0.5262517679711312,0.0097145559509003,0.4889412954145081,0.06596786078322427,0.03312056759851351,0.637995907734393,0.6671215741072751,0.5250162294366505,0.06810996470632877,0.08500386053857899
1636905803.413,0.5492447005429142,0.03257867081856601,0.00980535265043615,0.22427024355211062,0.5067725169445697,0.009288663397956694,0.08988200568080205,0.5090812865495642,0.5076852585336498,0.06790883022022075,0.00906965242295335,0.5441892039511999,0.22676663960108062,0.07801033947010796,0.009473819844467445,0.5487281529916095,0.010454750799819806,0.27492395150167726,0.6021030998158641,0.5522119045296123,0.0098255439669538,0.010162460493887991,0.009543554253736191,0.5995327040825293,0.46345612035103667,0.5314162349736865,0.5389897540827508,0.07668898657997092,0.28024980045876824,0.5238473804366854,0.06820318553282621,0.009110910061973926,0.530928098180912,0.009696552687694891,0.48968089980783075,0.06957360022762683,0.033448082510726035,0.6198599139755308,0.6567025606484309,0.5950998018827895,0.06857479883528303,0.09166561431217671
1636905818.441,0.5492447005429142,0.03257867081856601,0.00980535265043615,0.22427024355211062,0.5067725169445697,0.009288663397956694,0.08988200568080205,0.5090812865495642,0.5076852585336498,0.06790883022022075,0.00906965242295335,0.5441892039511999,0.22676663960108062,0.07801033947010796,0.009473819844467445,0.5487281529916095,0.010454750799819806,0.27492395150167726,0.6021030998158641,0.5522119045296123,0.0098255439669538,0.010162460493887991,0.009543554253736191,0.5995327040825293,0.46345612035103667,0.5314162349736865,0.5389897540827508,0.07668898657997092,0.28024980045876824,0.5238473804366854,0.06820318553282621,0.009110910061973926,0.530928098180912,0.009696552687694891,0.48968089980783075,0.06957360022762683,0.033448082510726035,0.6198599139755308,0.6567025606484309,0.5950998018827895,0.06857479883528303,0.09166561431217671
1636905833.467,0.5258320605950084,0.03247438710535158,0.009847815067339448,0.2305945873787632,0.5131298200496225,0.009228903177048477,0.08948250449303,0.5097699850854323,0.5078811827867664,0.06849394172493263,0.009047166536627618,0.5453867298497631,0.22823512464165413,0.0788517503630162,0.009542089455015276,0.5806787015356301,0.010305357202845703,0.2751036394068528,0.6028606620615102,0.5538807762115395,0.009755454211320834,0.009837437571485926,0.009348281351546483,0.6014336584005271,0.46634624819836795,0.5318422970976797,0.5399819043503677,0.07695700996729377,0.27972795583653276,0.5234877837224466,0.06527505671945302,0.009201677474121818,0.5315720733234527,0.009712014767064013,0.5026822474276117,0.0679528125289867,0.03397366346598249,0.657709739804796,0.6501595402617234,0.59485156246543,0.0687230885714383,0.09144520056618638
1636905848.498,0.5258320605950084,0.03247438710535158,0.009847815067339448,0.2305945873787632,0.5131298200496225,0.009228903177048477,0.08948250449303,0.5097699850854323,0.5078811827867664,0.06849394172493263,0.009047166536627618,0.5453867298497631,0.22823512464165413,0.0788517503630162,0.009542089455015276,0.5806787015356301,0.010305357202845703,0.2751036394068528,0.6028606620615102,0.5538807762115395,0.009755454211320834,0.009837437571485926,0.009348281351546483,0.6014336584005271,0.46634624819836795,0.5318422970976797,0.5399819043503677,0.07695700996729377,0.27972795583653276,0.5234877837224466,0.06527505671945302,0.009201677474121818,0.5315720733234527,0.009712014767064013,0.5026822474276117,0.0679528125289867,0.03397366346598249,0.657709739804796,0.6501595402617234,0.59485156246543,0.0687230885714383,0.09144520056618638
1636905863.526,0.5970431956855878,0.03243721560868372,0.009823394527645277,0.23006183183720347,0.5126577971486656,0.00926121068670878,0.09158738324764364,0.5099146728682691,0.5081195627937323,0.06848281520409011,0.009105975543187981,0.5460236859281871,0.22839084586995753,0.0786524635265052,0.009595101693364815,0.5922806525051683,0.010041109699160122,0.2765117965724518,0.6047036588841492,0.5545350017164509,0.010470879710958472,0.010755410641987592,0.009529154305745326,0.6027094802942381,0.4879035628197387,0.5332651175558418,0.5405702451404383,0.07754010253774615,0.2786349154675843,0.5236696655358989,0.06846213310685255,0.009183747627027884,0.53130676215114,0.00988079818041335,0.5025481595237301,0.06930218011068152,0.031473089108418006,0.6262839284056985,0.675264638430253,0.5387023471025919,0.06846172839631672,0.09123456406453456
1636905878.555,0.5970431956855878,0.03243721560868372,0.009823394527645277,0.23006183183720347,0.5126577971486656,0.00926121068670878,0.09158738324764364,0.5099146728682691,0.5081195627937323,0.06848281520409011,0.009105975543187981,0.5460236859281871,0.22839084586995753,0.0786524635265052,0.009595101693364815,0.5922806525051683,0.010041109699160122,0.2765117965724518,0.6047036588841492,0.5545350017164509,0.010470879710958472,0.010755410641987592,0.009529154305745326,0.6027094802942381,0.4879035628197387,0.5332651175558418,0.5405702451404383,0.07754010253774615,0.2786349154675843,0.5236696655358989,0.06846213310685255,0.009183747627027884,0.53130676215114,0.00988079818041335,0.5025481595237301,0.06930218011068152,0.031473089108418006,0.6262839284056985,0.675264638430253,0.5387023471025919,0.06846172839631672,0.09123456406453456
1636905893.576,0.5578831618846876,0.032462609219701295,0.009811129904176815,0.20928935188030878,0.5245312184130504,0.008805483971103163,0.09094564908504293,0.5085041157154587,0.5067970318198357,0.0686736559454373,0.00910410128124089,0.5459347852030331,0.2293733740106862,0.0785747520336582,0.009589184897809765,0.56378802915995,0.010745508756310276,0.2749686732383803,0.6062998959951029,0.5551244984610494,0.01005849452491997,0.010958713769125375,0.009466162906056563,0.6029440006174157,0.48557409813565516,0.5317599507703568,0.5399137848466473,0.07792265176366477,0.266743220632666,0.523210930973657,0.06844131419733837,0.009196093430510312,0.5300437666187569,0.009892251191305766,0.4724949746913303,0.06870261345348574,0.03384762106542926,0.616443272418542,0.6387335432682313,0.526931231243118,0.06817700718002472,0.09139208926286091
