"Time","pod:frontend-w2-599b6846df-jf9z7_service:frontend_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-lb77x_service:currencyservice_node:worker--4","pod:recommendationservice-w1-6855bd669b-hjrv4_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-42pqv_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-lknng_service:productcatalogservice_node:worker--4","pod:redis-cart-w4-6d65c886c7-gsbk2_service:redis-cart_node:worker--4","pod:frontend-w1-6646bc856b-c7s6b_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-c24sv_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-66565874fb-rmnrz_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-t8v9k_service:recommendationservice_node:worker--4","pod:recommendationservice-w3-5bbcb977f8-vs8h8_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-w1cg8_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-rzf8g_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-9r28m_service:recommendationservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-k954h_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-777d8d5dcb-nlq2h_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-psxx5_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-m8tst_service:productcatalogservice_node:worker--3.novalocal","pod:adservice-w4-754d7d8cd4-hsqlf_service:adservice_node:worker--4","pod:cartservice-w4-856bd974f7-ckrl2_service:cartservice_node:worker--4","pod:currencyservice-w1-649d8c7669-4jf7j_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-9tdrf_service:frontend_node:worker--1.novalocal","pod:adservice-w2-5c67ddfffc-xbs9c_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-lr656_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-6kkzw_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w2-7c75d55f4d-56z8b_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-xnrm5_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-7f5j2_service:currencyservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-42txv_service:productcatalogservice_node:worker--4","pod:currencyservice-w1-649d8c7669-dldxf_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w2-86744bdcbd-rsmxv_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-cd78b8fd6-gzjgm_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-hf746_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-6855bd669b-gqxfb_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-n2c54_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-rml7g_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-qql9x_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-l59dp_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-qfdpv_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-gl6fh_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-xgpjm_service:frontend_node:worker--4","pod:frontend-w1-6646bc856b-tf5d5_service:frontend_node:worker--1.novalocal"
1638376219.869,0.4043147636944567,0.43641562591729904,0.011415612125192074,0.40277227939859683,0.05778251212625617,0.00591344166300173,0.4646783091389798,0.010161761540378731,0.06428865319046942,0.00981107972224119,0.009196819549282073,0.009244606816104102,0.40854485287937015,0.008831006110239936,0.07719510024113849,0.42977972341559434,0.4347060675290612,0.06315103400938721,0.24664815534707984,0.20820411134293693,0.521631782878358,0.48651986361424515,0.23991861657355362,0.059494704908468435,0.4697511036108183,0.04501555305045274,0.42162533969584515,0.43435296771762777,0.056377360738582155,0.5435794708367576,0.23439108491559746,0.44100803487229934,0.05668251702418865,0.011365009085666187,0.4308532830900202,0.4690385185407029,0.009330784123919808,0.08093777701568257,0.010758029135805274,0.010098856015512917,0.40526913012279775,0.44645317767958337
1638376234.913,0.45634891042592574,0.4948369545510698,0.011461908695537126,0.461187698333862,0.06428838663122739,0.005672562125222618,0.5543635828989052,0.009651179965529083,0.07040830099032179,0.009164999816159687,0.008758039782527233,0.008881524487658606,0.4631325847933433,0.009177989137713501,0.09101163600128295,0.4836790197255524,0.487763872940041,0.06896110816920786,0.2704010851544034,0.23206260573372356,0.6472676915820592,0.5578354024177812,0.26192339531015796,0.06526058649985039,0.5290994548286516,0.052354406168331556,0.4745635795094704,0.4911777448004173,0.06390005890419118,0.6216316849022056,0.2609266499657943,0.4976820492931066,0.06366242067535904,0.010147878479041578,0.4964142064789746,0.5286826115479158,0.008837642024631345,0.08667480139539654,0.010783391053036245,0.00978620762689416,0.4600476657879954,0.5457358727938098
1638376249.929,0.45634891042592574,0.4948369545510698,0.011461908695537126,0.461187698333862,0.06428838663122739,0.005672562125222618,0.5543635828989052,0.009651179965529083,0.07040830099032179,0.009164999816159687,0.008758039782527233,0.008881524487658606,0.4631325847933433,0.009177989137713501,0.09101163600128295,0.4836790197255524,0.487763872940041,0.06896110816920786,0.2704010851544034,0.23206260573372356,0.6472676915820592,0.5578354024177812,0.26192339531015796,0.06526058649985039,0.5290994548286516,0.052354406168331556,0.4745635795094704,0.4911777448004173,0.06390005890419118,0.6216316849022056,0.2609266499657943,0.4976820492931066,0.06366242067535904,0.010147878479041578,0.4964142064789746,0.5286826115479158,0.008837642024631345,0.08667480139539654,0.010783391053036245,0.00978620762689416,0.4600476657879954,0.5457358727938098
1638376264.951,0.4927836124091481,0.5283268735546878,0.011501089738740238,0.49641224839970255,0.06749095876374367,0.005517360509260629,0.568342705714218,0.009327816209152613,0.0719920938291628,0.009145171210799562,0.008750932593827419,0.00871619129711528,0.500663036541831,0.008475024002868045,0.0904593496558085,0.5202385305788819,0.5253362992170127,0.07189082056299484,0.27880235178983875,0.25198368916899055,0.6037950319750447,0.5689879093185821,0.2545074015822919,0.06757090768900556,0.5615025407615727,0.05426557231779344,0.5122987817258248,0.5282275692815599,0.06677484936294956,0.654358089141889,0.27402488300444855,0.5229891020601318,0.06664137875582266,0.010724840388936905,0.5241104036120688,0.5619090978832803,0.008800879774501195,0.08821532188696203,0.01055863939673106,0.009293023934992413,0.49758336464035563,0.5628356215031649
1638376279.991,0.4927836124091481,0.5283268735546878,0.011501089738740238,0.49641224839970255,0.06749095876374367,0.005517360509260629,0.568342705714218,0.009327816209152613,0.0719920938291628,0.009145171210799562,0.008750932593827419,0.00871619129711528,0.500663036541831,0.008475024002868045,0.0904593496558085,0.5202385305788819,0.5253362992170127,0.07189082056299484,0.27880235178983875,0.25198368916899055,0.6037950319750447,0.5689879093185821,0.2545074015822919,0.06757090768900556,0.5615025407615727,0.05426557231779344,0.5122987817258248,0.5282275692815599,0.06677484936294956,0.654358089141889,0.27402488300444855,0.5229891020601318,0.06664137875582266,0.010724840388936905,0.5241104036120688,0.5619090978832803,0.008800879774501195,0.08821532188696203,0.01055863939673106,0.009293023934992413,0.49758336464035563,0.5628356215031649
1638376295.042,0.49441491264218945,0.5013845555080614,0.010671231695135203,0.4983992712484592,0.06895504027523612,0.005289583485044228,0.5886204523505025,0.009345971718482223,0.07155884806776006,0.009132271352243109,0.008654448765574432,0.008845391643732086,0.50317693204277,0.008292965412946616,0.09223235091703832,0.519418875977907,0.5246609037683585,0.0717165535902244,0.26154512485167714,0.25205775013313453,0.6406929444795195,0.5795020084280197,0.2372647567262548,0.06753413995092696,0.5599854920259202,0.05441776763459879,0.5114735893051181,0.5292291960865827,0.06822344873040864,0.6584101334330464,0.27410037332804643,0.5243661442829569,0.06696342312915704,0.011071830628494941,0.5247133275692083,0.5603161799298764,0.008751819116134998,0.08690452022572123,0.011476863770497612,0.009319702903025265,0.4856572366464381,0.5960378081784176
1638376310.068,0.49441491264218945,0.5013845555080614,0.010671231695135203,0.4983992712484592,0.06895504027523612,0.005289583485044228,0.5886204523505025,0.009345971718482223,0.07155884806776006,0.009132271352243109,0.008654448765574432,0.008845391643732086,0.50317693204277,0.008292965412946616,0.09223235091703832,0.519418875977907,0.5246609037683585,0.0717165535902244,0.26154512485167714,0.25205775013313453,0.6406929444795195,0.5795020084280197,0.2372647567262548,0.06753413995092696,0.5599854920259202,0.05441776763459879,0.5114735893051181,0.5292291960865827,0.06822344873040864,0.6584101334330464,0.27410037332804643,0.5243661442829569,0.06696342312915704,0.011071830628494941,0.5247133275692083,0.5603161799298764,0.008751819116134998,0.08690452022572123,0.011476863770497612,0.009319702903025265,0.4856572366464381,0.5960378081784176
1638376325.096,0.49306362270495485,0.5294971996775361,0.011591625360128723,0.49767792261328153,0.06739912839015212,0.005484103486900248,0.5700716483412152,0.009193736057062812,0.07093119832660993,0.009131578936746248,0.00861535944726243,0.008780323930094279,0.5030542572714739,0.008996082316140925,0.08816810098585527,0.5185753413170882,0.5236874834667086,0.07110924369781699,0.24228082147821872,0.253072807334928,0.6572682809537216,0.5636139947308858,0.22836264510934673,0.06760184381462603,0.5591309283828275,0.05433906815936501,0.510118670046054,0.5291573072825704,0.06840756947967594,0.6594473941948846,0.2713896416639173,0.5216467690571263,0.06673268358179876,0.01057073995952705,0.5230820990432892,0.5586621102779125,0.008716543709758842,0.08777454383683653,0.01101178860525314,0.00919447737498035,0.49975433987136353,0.5412263104194928
1638376340.13,0.49306362270495485,0.5294971996775361,0.011591625360128723,0.49767792261328153,0.06739912839015212,0.005484103486900248,0.5700716483412152,0.009193736057062812,0.07093119832660993,0.009131578936746248,0.00861535944726243,0.008780323930094279,0.5030542572714739,0.008996082316140925,0.08816810098585527,0.5185753413170882,0.5236874834667086,0.07110924369781699,0.24228082147821872,0.253072807334928,0.6572682809537216,0.5636139947308858,0.22836264510934673,0.06760184381462603,0.5591309283828275,0.05433906815936501,0.510118670046054,0.5291573072825704,0.06840756947967594,0.6594473941948846,0.2713896416639173,0.5216467690571263,0.06673268358179876,0.01057073995952705,0.5230820990432892,0.5586621102779125,0.008716543709758842,0.08777454383683653,0.01101178860525314,0.00919447737498035,0.49975433987136353,0.5412263104194928
1638376355.168,0.4939914808436786,0.5308985266997522,0.011540202387135108,0.49828417892394006,0.06927699347216466,0.0055590364373285725,0.5660600036239275,0.009226206175100098,0.07117172008303511,0.009022174371276101,0.008650286322286281,0.008754276818732445,0.5051723507986136,0.008548847851566796,0.09234841978895057,0.5171848784830821,0.5234620814463502,0.07103373983274361,0.2303020459511346,0.2510832647660345,0.6843543794622038,0.5971617528100259,0.2280619630258928,0.06784725660491311,0.5579966207896707,0.05411141665653634,0.5097069704460947,0.5308386156760424,0.06543729068916579,0.6587848951193416,0.27236606582765616,0.5214934482723171,0.0670313117662751,0.010550151806839669,0.523258068440954,0.5589590513879058,0.008789368272760334,0.09418785519770081,0.010681744026259451,0.009305548266003346,0.5009041101298005,0.5517429473970494
