"Time","pod:recommendationservice-w1-5c774597c5-c5cjd_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-xbp4z_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-dmhtz_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-jh95w_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-9bzgb_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-cs2fh_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-9r8ln_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-8fqkn_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-7wrj9_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-4728q_service:frontend_node:worker--3","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-cp4sl_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-grw44_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-5bvwj_service:currencyservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:recommendationservice-w1-5c774597c5-84kcc_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-xhst5_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-rngtc_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-fhmtw_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-cnk6d_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-77l64_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-k6wtb_service:productcatalogservice_node:worker--3","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-r5m8x_service:currencyservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-kvhl2_service:frontend_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-7jsxm_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-pbvxd_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-vp42f_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-ssfrs_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-8bfvx_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-vk597_service:recommendationservice_node:worker--4.novalocal"
1637245978.912,0.009280793554319591,0.12936691352640783,0.009251276580082846,0.013691430921475428,0.014116326564361606,0.6075557995679974,0.012527961330228276,0.1461986977515896,0.013618497678981625,0.08082812214795845,0.010032628522801018,0.012970269337780588,0.6950993667593528,0.1368563250170245,0.7418577256569523,0.758435554083423,0.6337832160002805,0.010902925251523903,0.009317602529440628,0.6216273652560296,0.07824921313913566,0.013723181718510386,0.0815480447492852,0.012791638400561793,0.0768228447513184,0.14494695250606263,0.6191386358459565,0.7478379756805319,0.012991032602898519,0.012543899145829663,0.012555131167380804,0.009334961482427719,0.013045418258792005,0.013422592172793174
1637245993.941,0.009280793554319591,0.12936691352640783,0.009251276580082846,0.013691430921475428,0.014116326564361606,0.6075557995679974,0.012527961330228276,0.1461986977515896,0.013618497678981625,0.08082812214795845,0.010032628522801018,0.012970269337780588,0.6950993667593528,0.1368563250170245,0.7418577256569523,0.758435554083423,0.6337832160002805,0.010902925251523903,0.009317602529440628,0.6216273652560296,0.07824921313913566,0.013723181718510386,0.0815480447492852,0.012791638400561793,0.0768228447513184,0.14494695250606263,0.6191386358459565,0.7478379756805319,0.012991032602898519,0.012543899145829663,0.012555131167380804,0.009334961482427719,0.013045418258792005,0.013422592172793174
1637246008.97,0.008742867084677537,0.1486583537758669,0.007698646881147101,0.013673971468789722,0.013805219811078125,0.6767863909982579,0.01237790554123315,0.15686745433216134,0.012809769919410362,0.08561621745193174,0.010444470367861426,0.012942156655007616,0.8229508460479843,0.1461209497625284,0.8279835972840771,0.8515427264242821,0.7012878652394631,0.011234364465244421,0.008955574179981256,0.7011125522797061,0.08411011056301176,0.012919180384376883,0.08600281169235685,0.013038291603693568,0.08450368707216555,0.157189136441085,0.6824854140320864,0.8319183611505007,0.013026717161950249,0.012523111870003371,0.012467122942160706,0.008814653302551238,0.013675864828585606,0.01408248048651431
1637246024.006,0.008742867084677537,0.1486583537758669,0.007698646881147101,0.013673971468789722,0.013805219811078125,0.6767863909982579,0.01237790554123315,0.15686745433216134,0.012809769919410362,0.08561621745193174,0.010444470367861426,0.012942156655007616,0.8229508460479843,0.1461209497625284,0.8279835972840771,0.8515427264242821,0.7012878652394631,0.011234364465244421,0.008955574179981256,0.7011125522797061,0.08411011056301176,0.012919180384376883,0.08600281169235685,0.013038291603693568,0.08450368707216555,0.157189136441085,0.6824854140320864,0.8319183611505007,0.013026717161950249,0.012523111870003371,0.012467122942160706,0.008814653302551238,0.013675864828585606,0.01408248048651431
1637246039.165,0.008691651517555857,0.1484785890298051,0.008822309582384807,0.013446470302517305,0.013824357547534008,0.6814588260794157,0.012443530233075043,0.15343667099686878,0.013003772468431008,0.08615096571384176,0.010491629916001066,0.012778179643304936,0.7924174221862251,0.1461075289172994,0.8349878327859024,0.8562072468686256,0.7015478719327906,0.01119133309745645,0.008892592950222765,0.701108136089758,0.08389945518233054,0.013108235485827327,0.08622992286226436,0.012883151946841252,0.08554598541103492,0.15659711024006634,0.6857899447144459,0.842884713001477,0.013112086109817492,0.012611679295822372,0.012559119840466825,0.00871997642368245,0.01346070197587311,0.014123867158985108
1637246054.178,0.008691651517555857,0.1484785890298051,0.008822309582384807,0.013446470302517305,0.013824357547534008,0.6814588260794157,0.012443530233075043,0.15343667099686878,0.013003772468431008,0.08615096571384176,0.010491629916001066,0.012778179643304936,0.7924174221862251,0.1461075289172994,0.8349878327859024,0.8562072468686256,0.7015478719327906,0.01119133309745645,0.008892592950222765,0.701108136089758,0.08389945518233054,0.013108235485827327,0.08622992286226436,0.012883151946841252,0.08554598541103492,0.15659711024006634,0.6857899447144459,0.842884713001477,0.013112086109817492,0.012611679295822372,0.012559119840466825,0.00871997642368245,0.01346070197587311,0.014123867158985108
1637246069.191,0.008653209381702867,0.14867315359657807,0.008653440834992754,0.013600929895077496,0.013601979430108123,0.6831934045898003,0.012390391967697742,0.15859027870434778,0.014069133470113248,0.08640847303222567,0.010694720460360439,0.01266599994797269,0.8342860096067487,0.14600905012845017,0.8340134814549525,0.8535812565085354,0.7012360212764055,0.010517173109793632,0.008837604658739836,0.6647298026283395,0.08375251267152659,0.013131356572145907,0.08642482451098121,0.012906947099481536,0.08523042641347942,0.1578088853388695,0.6880300756085616,0.8476786785798202,0.013065576012227543,0.012561344340764103,0.012567173505627954,0.00866102378798362,0.012806330626689651,0.013667308634189398
1637246084.207,0.008653209381702867,0.14867315359657807,0.008653440834992754,0.013600929895077496,0.013601979430108123,0.6831934045898003,0.012390391967697742,0.15859027870434778,0.014069133470113248,0.08640847303222567,0.010694720460360439,0.01266599994797269,0.8342860096067487,0.14600905012845017,0.8340134814549525,0.8535812565085354,0.7012360212764055,0.010517173109793632,0.008837604658739836,0.6647298026283395,0.08375251267152659,0.013131356572145907,0.08642482451098121,0.012906947099481536,0.08523042641347942,0.1578088853388695,0.6880300756085616,0.8476786785798202,0.013065576012227543,0.012561344340764103,0.012567173505627954,0.00866102378798362,0.012806330626689651,0.013667308634189398
1637246099.226,0.008706964175534885,0.14518024268366647,0.008670242894047555,0.013005061912285294,0.013579592317694044,0.6840557364892597,0.012377063936520962,0.1579278023705752,0.0130668207427156,0.08599725075859081,0.01064495756558226,0.012722075784189124,0.8321826655547215,0.14515620108284683,0.8336928574879335,0.8532138410699905,0.7006903786799676,0.01093616151052966,0.008895296008853165,0.7002664854458254,0.0836206365384171,0.012857892968024644,0.08608608150295874,0.012907013337585515,0.08515193456218728,0.15736728775724446,0.6866568763133654,0.8498803397194555,0.013009074035958822,0.012498337342830915,0.012568035721416418,0.008657868730080058,0.012840742297115381,0.013357458086918156
1637246114.242,0.008706964175534885,0.14518024268366647,0.008670242894047555,0.013005061912285294,0.013579592317694044,0.6840557364892597,0.012377063936520962,0.1579278023705752,0.0130668207427156,0.08599725075859081,0.01064495756558226,0.012722075784189124,0.8321826655547215,0.14515620108284683,0.8336928574879335,0.8532138410699905,0.7006903786799676,0.01093616151052966,0.008895296008853165,0.7002664854458254,0.0836206365384171,0.012857892968024644,0.08608608150295874,0.012907013337585515,0.08515193456218728,0.15736728775724446,0.6866568763133654,0.8498803397194555,0.013009074035958822,0.012498337342830915,0.012568035721416418,0.008657868730080058,0.012840742297115381,0.013357458086918156
