"Time","pod:frontend-w1-599b6846df-njn6k_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-f77m9_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-z6rfq_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-nzn2s_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-kzrjv_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-qqwwj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-x4br2_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-wqwmv_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-6nx5t_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-mx5kg_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-xk8z6_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-t5jlx_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-vz9xs_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-5lpt2_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-h4ljw_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-rzwxd_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-gzw6c_service:frontend_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:currencyservice-w3-656689488c-g6sjg_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-p5zcd_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-cd5v9_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-8wqvc_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-zjxjc_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-6bgnx_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-llp78_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-vvqnk_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-97tz2_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-ngw52_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-7xf2g_service:productcatalogservice_node:worker--3"
1637247269.673,0.7327156324484928,0.013456865408129109,0.13809830299159134,0.6327908984604924,0.008966811409442475,0.01573188612429058,0.0802614407060008,0.07715195529591717,0.009524654125799633,0.0036631296213244305,0.013720918078036286,0.012382660335581757,0.013735001190420978,0.5986288332128922,0.012579773247761975,0.01341286338676101,0.014134274573245557,0.13005120897606826,0.07605419994345168,0.012473415130776986,0.7487532390596258,0.1311498867937306,0.6148750250872477,0.013234320618197726,0.14220151177979165,0.01376227447769868,0.7102825515171621,0.008978927724475266,0.013073418143600784,0.6228395885538175,0.00947452341154629,0.01399884307055266,0.7376264475158674,0.07415587045059766
1637247284.707,0.7327156324484928,0.013456865408129109,0.13809830299159134,0.6327908984604924,0.008966811409442475,0.01573188612429058,0.0802614407060008,0.07715195529591717,0.009524654125799633,0.0036631296213244305,0.013720918078036286,0.012382660335581757,0.013735001190420978,0.5986288332128922,0.012579773247761975,0.01341286338676101,0.014134274573245557,0.13005120897606826,0.07605419994345168,0.012473415130776986,0.7487532390596258,0.1311498867937306,0.6148750250872477,0.013234320618197726,0.14220151177979165,0.01376227447769868,0.7102825515171621,0.008978927724475266,0.013073418143600784,0.6228395885538175,0.00947452341154629,0.01399884307055266,0.7376264475158674,0.07415587045059766
1637247299.761,0.8200187690645988,0.013372599630650206,0.14846926358389534,0.6999036303926461,0.008582703301181983,0.016602237696359927,0.08572513168046623,0.08491422548343791,0.009097789936638484,0.0034542174282133553,0.013673424670194185,0.012735203324344312,0.013857838169604989,0.6849363106911328,0.013560916145954411,0.013433376839471645,0.01422724981904763,0.1446872269664202,0.08158679401099495,0.013314665238271926,0.8376901613071064,0.1512817926295149,0.6471330432309004,0.013498887903930425,0.15523761187027435,0.013713444185693417,0.8236571120258704,0.008325812882868043,0.013691034679471924,0.690021442363276,0.008954170518371645,0.014024427724087228,0.7630220127324072,0.08121324905141938
1637247314.775,0.8200187690645988,0.013372599630650206,0.14846926358389534,0.6999036303926461,0.008582703301181983,0.016602237696359927,0.08572513168046623,0.08491422548343791,0.009097789936638484,0.0034542174282133553,0.013673424670194185,0.012735203324344312,0.013857838169604989,0.6849363106911328,0.013560916145954411,0.013433376839471645,0.01422724981904763,0.1446872269664202,0.08158679401099495,0.013314665238271926,0.8376901613071064,0.1512817926295149,0.6471330432309004,0.013498887903930425,0.15523761187027435,0.013713444185693417,0.8236571120258704,0.008325812882868043,0.013691034679471924,0.690021442363276,0.008954170518371645,0.014024427724087228,0.7630220127324072,0.08121324905141938
1637247329.81,0.8279902235031873,0.013378061677821414,0.14833440585068747,0.7024149154648278,0.008559827927136932,0.016560291611650752,0.08554162950171733,0.08473638955661036,0.008992939508126038,0.0034790022517095552,0.01370074171679268,0.01372594831956687,0.01373530924954542,0.6888761470390787,0.012574029576532617,0.013636537635308414,0.01428383030071536,0.1443616894347418,0.08206563833356138,0.012737564624034269,0.846452768677367,0.14841517333408094,0.6683412425335167,0.013010061085469586,0.15439855963213084,0.013747266888161965,0.7951169927174442,0.008598994049352526,0.011953628786250002,0.6891083775375231,0.00897421441681567,0.013871104602486695,0.8138199748983205,0.07835563413647298
1637247344.854,0.8279902235031873,0.013378061677821414,0.14833440585068747,0.7024149154648278,0.008559827927136932,0.016560291611650752,0.08554162950171733,0.08473638955661036,0.008992939508126038,0.0034790022517095552,0.01370074171679268,0.01372594831956687,0.01373530924954542,0.6888761470390787,0.012574029576532617,0.013636537635308414,0.01428383030071536,0.1443616894347418,0.08206563833356138,0.012737564624034269,0.846452768677367,0.14841517333408094,0.6683412425335167,0.013010061085469586,0.15439855963213084,0.013747266888161965,0.7951169927174442,0.008598994049352526,0.011953628786250002,0.6891083775375231,0.00897421441681567,0.013871104602486695,0.8138199748983205,0.07835563413647298
1637247359.869,0.8314109994298136,0.013172936637915342,0.14789655541003,0.7014556980511415,0.008643060530508343,0.016540789324362756,0.0851650593592378,0.08440285039322307,0.008993754849683316,0.0034733192899815187,0.01356736563891054,0.013474717552531216,0.01354885691511643,0.6735881882524994,0.013399625351998597,0.013722475210054366,0.01399660579231134,0.13674300219509206,0.08439286801254099,0.012524650794443648,0.8448566520108249,0.15280807916119382,0.68693898302147,0.012919551828023096,0.1536311385577651,0.01362238886016828,0.8493242604321254,0.008516805504489276,0.013532980780874174,0.6873841750556691,0.008958421184287526,0.013703166439366204,0.7818189809466071,0.08258222994082376
1637247374.918,0.8314109994298136,0.013172936637915342,0.14789655541003,0.7014556980511415,0.008643060530508343,0.016540789324362756,0.0851650593592378,0.08440285039322307,0.008993754849683316,0.0034733192899815187,0.01356736563891054,0.013474717552531216,0.01354885691511643,0.6735881882524994,0.013399625351998597,0.013722475210054366,0.01399660579231134,0.13674300219509206,0.08439286801254099,0.012524650794443648,0.8448566520108249,0.15280807916119382,0.68693898302147,0.012919551828023096,0.1536311385577651,0.01362238886016828,0.8493242604321254,0.008516805504489276,0.013532980780874174,0.6873841750556691,0.008958421184287526,0.013703166439366204,0.7818189809466071,0.08258222994082376
1637247390.053,0.8307988360139883,0.013038208977843375,0.14758412127371667,0.7038582860197107,0.008023445750905056,0.015478082165598083,0.08466060905782262,0.08417735168265336,0.008982659054890551,0.0035129840544041507,0.013603033641213447,0.013407952710510027,0.01333588477544035,0.6923292975194405,0.013411300607801747,0.014499346755955695,0.013868184318742916,0.14393810008362692,0.08430778644294651,0.012778871255240118,0.8456121420773042,0.1525497670599082,0.6633588427447683,0.013846046008332516,0.15361311297346716,0.013505880518406259,0.8276222951414846,0.008296181552609803,0.012512839734642307,0.6877437028005784,0.008839457692382941,0.013610194191481784,0.7821167041196768,0.08246313779547271
1637247405.083,0.8307988360139883,0.013038208977843375,0.14758412127371667,0.7038582860197107,0.008023445750905056,0.015478082165598083,0.08466060905782262,0.08417735168265336,0.008982659054890551,0.0035129840544041507,0.013603033641213447,0.013407952710510027,0.01333588477544035,0.6923292975194405,0.013411300607801747,0.014499346755955695,0.013868184318742916,0.14393810008362692,0.08430778644294651,0.012778871255240118,0.8456121420773042,0.1525497670599082,0.6633588427447683,0.013846046008332516,0.15361311297346716,0.013505880518406259,0.8276222951414846,0.008296181552609803,0.012512839734642307,0.6877437028005784,0.008839457692382941,0.013610194191481784,0.7821167041196768,0.08246313779547271
