"Time","pod:productcatalogservice-w2-66565874fb-jssjt_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-rlm69_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-ppghr_service:currencyservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w4-6646bc856b-rzx58_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-v9nsq_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-xczkb_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-2ld5h_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-p4zs4_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-xft9g_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-zdrrw_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-9s46q_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-qvmfr_service:recommendationservice_node:worker--3","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-n57wb_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-klg8n_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-lw5g7_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-52g8d_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-flcxs_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-2x6dm_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-r9jsm_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-8bksz_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-d6pv6_service:frontend_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-68ngp_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-mbd5h_service:recommendationservice_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-r6bhs_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-vcb2h_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-gsqdk_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-wpzz5_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-jt2v7_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-xr8jn_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-54qvt_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-d4tj2_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-hh6d2_service:frontend_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-ghpnk_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-9pvd5_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-nfh9b_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-5zh9g_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-6fzlx_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-gnzqx_service:adservice_node:worker--3"
1637090714.47,0.06925940673479314,0.06805001650335774,0.4400559377442095,0.027621319299694733,0.4799054787362268,0.41119959038411946,0.06075852895270916,0.5129961113205808,0.07519252965457324,0.011036621267132167,0.46111766033449836,0.23464499697091118,0.06334295636037886,0.009897005630621632,0.2061029517366399,0.455613760814512,0.01046777140552668,0.4636124590488294,0.07887089400496741,0.25077127904231616,0.5136106929848654,0.010242176927291813,0.48176764484808554,0.4247923344806486,0.4134790134722248,0.009856454528974996,0.010151926729935956,0.06068681402984144,0.5647637942611398,0.4561396975538238,0.05901307523725467,0.4597933550140356,0.010309160936896086,0.4518194912849227,0.4035950653872422,0.01010405866794194,0.010583313357661623,0.5509956257023523,0.01036780605117413,0.028262146221408577,0.4543366082803406,0.1990741098826684
1637090729.493,0.07631688966605953,0.07701980770862227,0.5035952235426153,0.03127708777969385,0.5166208364477084,0.46266772824911995,0.0683821782039157,0.5760334657009071,0.08249544939962114,0.01048549344036132,0.5167669230555787,0.25543166901682696,0.06534316107816783,0.00942209528233106,0.22739515837073807,0.5174512254889584,0.010293829633954414,0.5547481845944647,0.08397521442231917,0.2799021865094117,0.5745308802005513,0.009686241421784602,0.5484638701609711,0.47709569348853453,0.4752368836371146,0.00912114345261561,0.009623934392980728,0.06713105540507239,0.5936959736519926,0.5153816882825805,0.06655400453629617,0.5184431484480972,0.009826925354185452,0.5107294681466055,0.462560254746373,0.009602826167259498,0.009611514913707507,0.6203208289310238,0.009603911645216881,0.031387535926820656,0.510429129715436,0.23520003448752258
1637090744.511,0.07631688966605953,0.07701980770862227,0.5035952235426153,0.03127708777969385,0.5166208364477084,0.46266772824911995,0.0683821782039157,0.5760334657009071,0.08249544939962114,0.01048549344036132,0.5167669230555787,0.25543166901682696,0.06534316107816783,0.00942209528233106,0.22739515837073807,0.5174512254889584,0.010293829633954414,0.5547481845944647,0.08397521442231917,0.2799021865094117,0.5745308802005513,0.009686241421784602,0.5484638701609711,0.47709569348853453,0.4752368836371146,0.00912114345261561,0.009623934392980728,0.06713105540507239,0.5936959736519926,0.5153816882825805,0.06655400453629617,0.5184431484480972,0.009826925354185452,0.5107294681466055,0.462560254746373,0.009602826167259498,0.009611514913707507,0.6203208289310238,0.009603911645216881,0.031387535926820656,0.510429129715436,0.23520003448752258
1637090759.532,0.07679364902730203,0.07773660882450265,0.526198051145284,0.0328118938140919,0.5839743595456599,0.4878805005896695,0.0684687424053825,0.5980352811264082,0.08241653049236762,0.010625615888844996,0.5459075672285008,0.27176446826229306,0.06367816918438547,0.009145670706931487,0.23397446528483412,0.5370376071472613,0.009779468876393742,0.565381761358539,0.08610913117232905,0.289122713779708,0.5990988153725082,0.009718218033765904,0.5205468151505828,0.5016917915228154,0.49392785241155324,0.009237272619258058,0.009627482179615973,0.07008022071898881,0.5876826371399999,0.5337148469556872,0.06803249802844466,0.5469082710800861,0.009676051865158939,0.5302157281345389,0.4739794708859936,0.00951734110935678,0.010128226266497526,0.6495465299114506,0.010146157180855271,0.0322667613423159,0.53976290320055,0.22286122095155506
1637090774.555,0.07679364902730203,0.07773660882450265,0.526198051145284,0.0328118938140919,0.5839743595456599,0.4878805005896695,0.0684687424053825,0.5980352811264082,0.08241653049236762,0.010625615888844996,0.5459075672285008,0.27176446826229306,0.06367816918438547,0.009145670706931487,0.23397446528483412,0.5370376071472613,0.009779468876393742,0.565381761358539,0.08610913117232905,0.289122713779708,0.5990988153725082,0.009718218033765904,0.5205468151505828,0.5016917915228154,0.49392785241155324,0.009237272619258058,0.009627482179615973,0.07008022071898881,0.5876826371399999,0.5337148469556872,0.06803249802844466,0.5469082710800861,0.009676051865158939,0.5302157281345389,0.4739794708859936,0.00951734110935678,0.010128226266497526,0.6495465299114506,0.010146157180855271,0.0322667613423159,0.53976290320055,0.22286122095155506
1637090789.57,0.07669029488653425,0.07769348079631434,0.5244426198746196,0.03269988592693868,0.5580347528100783,0.48712143089339865,0.06885926024807848,0.5973316073424864,0.08694842571137104,0.010447470679511168,0.5457032227887043,0.26097151315058287,0.06799784718241422,0.009101643852493561,0.23357974845565233,0.536484610945998,0.009780742536524048,0.5812292375079693,0.08700761111363177,0.28745541790842893,0.598356351158328,0.009739269532338557,0.5466292693078647,0.5022334204631049,0.5026144838144239,0.009163015591305813,0.009683338957996966,0.06547325220393475,0.6557750835440393,0.5325526010844057,0.06810303468394371,0.5468808095101613,0.009587331937198225,0.5294385065791635,0.4868964257109586,0.009581038795341052,0.010572783610470897,0.6264794950600738,0.010771155112120314,0.0320598136618994,0.54001092582349,0.2258472445874572
1637090804.593,0.07669029488653425,0.07769348079631434,0.5244426198746196,0.03269988592693868,0.5580347528100783,0.48712143089339865,0.06885926024807848,0.5973316073424864,0.08694842571137104,0.010447470679511168,0.5457032227887043,0.26097151315058287,0.06799784718241422,0.009101643852493561,0.23357974845565233,0.536484610945998,0.009780742536524048,0.5812292375079693,0.08700761111363177,0.28745541790842893,0.598356351158328,0.009739269532338557,0.5466292693078647,0.5022334204631049,0.5026144838144239,0.009163015591305813,0.009683338957996966,0.06547325220393475,0.6557750835440393,0.5325526010844057,0.06810303468394371,0.5468808095101613,0.009587331937198225,0.5294385065791635,0.4868964257109586,0.009581038795341052,0.010572783610470897,0.6264794950600738,0.010771155112120314,0.0320598136618994,0.54001092582349,0.2258472445874572
1637090819.621,0.07706726952073044,0.07832886732915953,0.5037211896068818,0.03244430870835268,0.5587177228132298,0.48750853022771096,0.0685999036805082,0.5989245477000212,0.08659848455512278,0.011033233171273962,0.5469790787978484,0.2697747042298604,0.06355068805502548,0.00898445812741213,0.23346238163531932,0.5358746672388849,0.009761004366342823,0.5429212275840518,0.09026719833491634,0.2868822330787325,0.5997917297260028,0.009750736464424207,0.5910608676582806,0.5023515746208536,0.49123373302830176,0.009120187530998712,0.009642441181687028,0.06912074803230042,0.681915338677336,0.5321189917948637,0.06821251032505271,0.5480467398493113,0.009564283026460197,0.5127501523560057,0.46456305247480867,0.009551750794553652,0.010552669227390659,0.6475749082525567,0.010794108640775409,0.031863855138421784,0.5406150804500869,0.23182375246226228
1637090834.642,0.07706726952073044,0.07832886732915953,0.5037211896068818,0.03244430870835268,0.5587177228132298,0.48750853022771096,0.0685999036805082,0.5989245477000212,0.08659848455512278,0.011033233171273962,0.5469790787978484,0.2697747042298604,0.06355068805502548,0.00898445812741213,0.23346238163531932,0.5358746672388849,0.009761004366342823,0.5429212275840518,0.09026719833491634,0.2868822330787325,0.5997917297260028,0.009750736464424207,0.5910608676582806,0.5023515746208536,0.49123373302830176,0.009120187530998712,0.009642441181687028,0.06912074803230042,0.681915338677336,0.5321189917948637,0.06821251032505271,0.5480467398493113,0.009564283026460197,0.5127501523560057,0.46456305247480867,0.009551750794553652,0.010552669227390659,0.6475749082525567,0.010794108640775409,0.031863855138421784,0.5406150804500869,0.23182375246226228
1637090849.68,0.07753191783919669,0.07857884075698235,0.5035615775581632,0.031383273680295046,0.5851903487492716,0.48597047793151293,0.0683472573640281,0.5986819663052811,0.08349293967371796,0.010978518546043071,0.5479276069305055,0.2481347306357532,0.0679583599613179,0.009046759223222267,0.23272441543236855,0.534333527888383,0.009636424284830842,0.5580915238411347,0.08226270622477486,0.29415886181381706,0.6014305953107153,0.009723903192081346,0.5414285150428373,0.5003861712924909,0.5005329889146495,0.009078016510613606,0.009692934148846158,0.0693987825528975,0.6485530401234634,0.5303080459876596,0.06828550604948568,0.548445385859252,0.009640884693473182,0.526472864840237,0.4851173203621143,0.009652414914622728,0.010331396164161637,0.6570252578345,0.010409954785297958,0.03208727151575552,0.5409976578422477,0.22326613818626567
