"Time","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-86744bdcbd-flcxs_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-g6f96_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-hj6fd_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-8wpvm_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-nw68g_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-9zlzl_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-rxxpk_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-szcmn_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-pdlnr_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-gnzqx_service:adservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-hstgr_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-scncb_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-www8f_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-5rzk2_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-sjfmn_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-drtvl_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-jmhqx_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-d6nxk_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-k4h8j_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-wwqf8_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-4s756_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-7dwst_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-jk7xb_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-j8bqs_service:currencyservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-kkxqg_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w4-6646bc856b-hpkjq_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-mwzjz_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-8mhtl_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-shwm2_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-2wchj_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-frt2j_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-gzvkl_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-bnljz_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-rsjdj_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-tgt9n_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-zvxd7_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-b8s59_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-64zjq_service:frontend_node:worker--3"
1637092014.02,0.22324838099399374,0.2611230226139094,0.009964673769699565,0.09018908981685872,0.010112355064156375,0.011134282568454033,0.06613810176471724,0.5694668911411318,0.5713919169786666,0.49954894743730827,0.21048741465660448,0.009125083169553645,0.6063311680272446,0.009751776670591083,0.07667217313656657,0.4996531179486372,0.06437078004106395,0.010732712657000886,0.4777533862722856,0.009837414064491207,0.02926111738197494,0.009934912267758493,0.009702124317619468,0.6266514716612772,0.4818792303542875,0.4960309362324608,0.44285089651235465,0.03084133208760824,0.49918609319451507,0.06562238542718252,0.5044041048401096,0.07747435429489055,0.244482751191537,0.4782357665436723,0.06603571386308962,0.5048979507556783,0.08226888934273986,0.447591141835388,0.45531498639699963,0.010109814824690644,0.47460758361368977,0.45596803151701093
1637092029.044,0.22324838099399374,0.2611230226139094,0.009964673769699565,0.09018908981685872,0.010112355064156375,0.011134282568454033,0.06613810176471724,0.5694668911411318,0.5713919169786666,0.49954894743730827,0.21048741465660448,0.009125083169553645,0.6063311680272446,0.009751776670591083,0.07667217313656657,0.4996531179486372,0.06437078004106395,0.010732712657000886,0.4777533862722856,0.009837414064491207,0.02926111738197494,0.009934912267758493,0.009702124317619468,0.6266514716612772,0.4818792303542875,0.4960309362324608,0.44285089651235465,0.03084133208760824,0.49918609319451507,0.06562238542718252,0.5044041048401096,0.07747435429489055,0.244482751191537,0.4782357665436723,0.06603571386308962,0.5048979507556783,0.08226888934273986,0.447591141835388,0.45531498639699963,0.010109814824690644,0.47460758361368977,0.45596803151701093
1637092044.097,0.23444123374959747,0.28757057443798617,0.009791458953408891,0.08811298638765312,0.010803724677382187,0.010986857925818914,0.06857527112667451,0.6118352155166167,0.6147506371153839,0.5462792762391007,0.23101797035153304,0.00943823467359298,0.6581399601590219,0.009456062206066774,0.07919212285489835,0.5463322926606333,0.06336423913628458,0.010830893879379008,0.5212119113178977,0.00948041043393116,0.03125389305229283,0.009823114949068745,0.009276005205597427,0.6737756111134543,0.542519559214883,0.5346111393870517,0.48681732642326125,0.029658609614126863,0.5905807294585922,0.0692578311815477,0.5515481527486579,0.07935355664543374,0.26601028618280387,0.51089365744486,0.06495496398244797,0.5631749971075822,0.08973714450167154,0.49515697625564326,0.4972529711790209,0.00992910890766631,0.5247902178592131,0.5001671468535703
1637092059.113,0.23444123374959747,0.28757057443798617,0.009791458953408891,0.08811298638765312,0.010803724677382187,0.010986857925818914,0.06857527112667451,0.6118352155166167,0.6147506371153839,0.5462792762391007,0.23101797035153304,0.00943823467359298,0.6581399601590219,0.009456062206066774,0.07919212285489835,0.5463322926606333,0.06336423913628458,0.010830893879379008,0.5212119113178977,0.00948041043393116,0.03125389305229283,0.009823114949068745,0.009276005205597427,0.6737756111134543,0.542519559214883,0.5346111393870517,0.48681732642326125,0.029658609614126863,0.5905807294585922,0.0692578311815477,0.5515481527486579,0.07935355664543374,0.26601028618280387,0.51089365744486,0.06495496398244797,0.5631749971075822,0.08973714450167154,0.49515697625564326,0.4972529711790209,0.00992910890766631,0.5247902178592131,0.5001671468535703
1637092074.139,0.235008116025406,0.28547285844042714,0.009782180322675266,0.08931864843393424,0.010969277878201207,0.010877792174558597,0.06813434668187303,0.6114183257944361,0.61515169818431,0.5468026020863215,0.2313668946880149,0.00930648815823545,0.6756923890396883,0.009479947114310798,0.07957887107033221,0.5464412355521323,0.06897492983082223,0.010402314446022966,0.520077873200578,0.009396914346202559,0.031007817467728,0.00982671984982016,0.00927420225045058,0.637229521493875,0.5506609711538674,0.5336113292383933,0.48716672406549316,0.031241493530556975,0.576596010958285,0.06928327082006154,0.5513905467300565,0.07955055083462129,0.24906427363974581,0.5240642902515741,0.06494425819082458,0.5984809548586546,0.09169318164631562,0.49420132710462605,0.49722801645955517,0.009899256715445,0.5256668231304786,0.48135087048196823
1637092089.161,0.235008116025406,0.28547285844042714,0.009782180322675266,0.08931864843393424,0.010969277878201207,0.010877792174558597,0.06813434668187303,0.6114183257944361,0.61515169818431,0.5468026020863215,0.2313668946880149,0.00930648815823545,0.6756923890396883,0.009479947114310798,0.07957887107033221,0.5464412355521323,0.06897492983082223,0.010402314446022966,0.520077873200578,0.009396914346202559,0.031007817467728,0.00982671984982016,0.00927420225045058,0.637229521493875,0.5506609711538674,0.5336113292383933,0.48716672406549316,0.031241493530556975,0.576596010958285,0.06928327082006154,0.5513905467300565,0.07955055083462129,0.24906427363974581,0.5240642902515741,0.06494425819082458,0.5984809548586546,0.09169318164631562,0.49420132710462605,0.49722801645955517,0.009899256715445,0.5256668231304786,0.48135087048196823
1637092104.206,0.23444440684132495,0.28629672646434795,0.009816089173488952,0.08332745376030556,0.010901191165710401,0.010691779099555926,0.06833502199193756,0.6117463593842067,0.6162043279814774,0.5465145766415345,0.22083637471030837,0.009308117688901711,0.6562347875048371,0.009477879900945016,0.07972689761053078,0.5453803745330117,0.06810234864546529,0.009713527538981139,0.5213371697617711,0.009356398885251683,0.031097497283769066,0.009753415402846893,0.00925428473255022,0.6455955818948174,0.5738780078891121,0.5345519471112398,0.485274356311729,0.031352957571417345,0.5527703557825675,0.06941404426258359,0.5520205986031903,0.07926838456837591,0.26463294698080636,0.5236214876531045,0.06830222402409802,0.5986819451170525,0.09189471071652745,0.4951364812304319,0.4976397163960247,0.009890137608265064,0.49854957432344255,0.4996914693829265
1637092119.233,0.23444440684132495,0.28629672646434795,0.009816089173488952,0.08332745376030556,0.010901191165710401,0.010691779099555926,0.06833502199193756,0.6117463593842067,0.6162043279814774,0.5465145766415345,0.22083637471030837,0.009308117688901711,0.6562347875048371,0.009477879900945016,0.07972689761053078,0.5453803745330117,0.06810234864546529,0.009713527538981139,0.5213371697617711,0.009356398885251683,0.031097497283769066,0.009753415402846893,0.00925428473255022,0.6455955818948174,0.5738780078891121,0.5345519471112398,0.485274356311729,0.031352957571417345,0.5527703557825675,0.06941404426258359,0.5520205986031903,0.07926838456837591,0.26463294698080636,0.5236214876531045,0.06830222402409802,0.5986819451170525,0.09189471071652745,0.4951364812304319,0.4976397163960247,0.009890137608265064,0.49854957432344255,0.4996914693829265
1637092134.248,0.2355674321953916,0.2831198523079969,0.009964254654407286,0.0864896345943044,0.010020200663456286,0.01004680321849331,0.06848528704502296,0.6130683431696993,0.6160291732767764,0.5464157151962081,0.224276608251476,0.009098634457944253,0.650269933331886,0.009376404567950147,0.07952520682557013,0.5458392207496707,0.0675138363101839,0.010240259027960573,0.5230172545324541,0.009380758081937435,0.031160738766961127,0.009705319751940892,0.009249410361225426,0.6527687603694102,0.5841067804992642,0.5369440164908548,0.48587846259605244,0.03241224945869037,0.5810926096244569,0.06963955148430648,0.5527015374585271,0.07924572265588867,0.27471841084398474,0.4967091061240372,0.06837228208666497,0.6001944954017066,0.086161426050029,0.49706448779501855,0.5007052010551097,0.009836242875522058,0.5252406263045191,0.49970087292648346
1637092149.265,0.2355674321953916,0.2831198523079969,0.009964254654407286,0.0864896345943044,0.010020200663456286,0.01004680321849331,0.06848528704502296,0.6130683431696993,0.6160291732767764,0.5464157151962081,0.224276608251476,0.009098634457944253,0.650269933331886,0.009376404567950147,0.07952520682557013,0.5458392207496707,0.0675138363101839,0.010240259027960573,0.5230172545324541,0.009380758081937435,0.031160738766961127,0.009705319751940892,0.009249410361225426,0.6527687603694102,0.5841067804992642,0.5369440164908548,0.48587846259605244,0.03241224945869037,0.5810926096244569,0.06963955148430648,0.5527015374585271,0.07924572265588867,0.27471841084398474,0.4967091061240372,0.06837228208666497,0.6001944954017066,0.086161426050029,0.49706448779501855,0.5007052010551097,0.009836242875522058,0.5252406263045191,0.49970087292648346
