"Time","pod:productcatalogservice-w2-66565874fb-7qvwk_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-k6kwj_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-wg6j6_service:currencyservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-hpb7n_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-25n6t_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-mcskf_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-ksp47_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-ht8pg_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-22zj8_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-h9gwt_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-2kw2f_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-s55ds_service:cartservice_node:worker--3","pod:adservice-w4-76766bdfb6-rzgpw_service:adservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-599b6846df-7sfrh_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-qvfcs_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-zkjdw_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-hv8nr_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-9g2c2_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-cpxd4_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-8z7pv_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-2d9v7_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-j9zbb_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-xjq8w_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-c5wrd_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-k9zpp_service:recommendationservice_node:worker--3","pod:frontend-w1-599b6846df-2gl6l_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-9bkxs_service:productcatalogservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-472sd_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-9ptf5_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-gjfnw_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-j86g4_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-n4h4c_service:productcatalogservice_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-bl644_service:adservice_node:worker--3","pod:currencyservice-w3-656689488c-7tg2m_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-cqqhg_service:frontend_node:worker--3","pod:adservice-w1-5c67ddfffc-q8vfj_service:adservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-p5hhq_service:frontend_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-ns7f7_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-9h2jg_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w4-649d8c7669-l76rz_service:currencyservice_node:worker--4.novalocal"
1636048490.664,0.27918452889090406,0.17548285238458358,0.2297152421273883,0.15383670868477142,0.2974990921911359,0.4888846601836342,0.14401178496154082,0.2850011978946235,0.17396153264919298,0.019892371073105906,0.2554307512398878,0.15280368611917095,0.0037606001541258542,0.013338033305055425,0.14787013855091907,0.15214990923680055,0.04218921868833031,0.5016673937546909,0.2797189748813325,0.5303571834509142,0.5047861728585747,0.2440876570620158,0.2422166144195858,0.14434149342980135,0.2844890297525146,0.14302786394218764,0.2790530079399612,0.18090901361596154,0.13588560854152157,0.4958458081676892,0.24903081984627704,0.16761937487062883,0.1784150690891864,0.20002088799039547,0.23604452839209855,0.24765365167336062,0.12791732243417098,0.23133546050709183,0.4998661330178863,0.13369318603999886,0.5361005389261201,0.49229883325340124,0.23386935647392,0.28251682782308307
1636048505.684,0.3135735788319578,0.19899618516288664,0.26535789628852835,0.17352958662520915,0.3214159956867655,0.5671385010243519,0.16100737359480677,0.31745574806959687,0.19455775252890617,0.021173823283303764,0.3025791079002745,0.17051638368791075,0.0034899338598789287,0.014271685568627896,0.16569164521708118,0.17999749567280549,0.04323369091637007,0.5612029466583162,0.31243267949848513,0.595706209444141,0.5814912452971388,0.28087123677276926,0.2776262718573437,0.15639348222734323,0.28416161799148726,0.15870059167674888,0.31645461987468915,0.2070541122985034,0.15407260564416148,0.5608403298640169,0.28150508556308707,0.1866814246914526,0.20109413131342124,0.2261442505193493,0.2670335461259167,0.28171603641608867,0.14851906592379943,0.2633692807935569,0.5365095984652157,0.14797136117536186,0.6066399612165989,0.5616402675299723,0.26936236666380525,0.3077974834400224
1636048520.74,0.3135735788319578,0.19899618516288664,0.26535789628852835,0.17352958662520915,0.3214159956867655,0.5671385010243519,0.16100737359480677,0.31745574806959687,0.19455775252890617,0.021173823283303764,0.3025791079002745,0.17051638368791075,0.0034899338598789287,0.014271685568627896,0.16569164521708118,0.17999749567280549,0.04323369091637007,0.5612029466583162,0.31243267949848513,0.595706209444141,0.5814912452971388,0.28087123677276926,0.2776262718573437,0.15639348222734323,0.28416161799148726,0.15870059167674888,0.31645461987468915,0.2070541122985034,0.15407260564416148,0.5608403298640169,0.28150508556308707,0.1866814246914526,0.20109413131342124,0.2261442505193493,0.2670335461259167,0.28171603641608867,0.14851906592379943,0.2633692807935569,0.5365095984652157,0.14797136117536186,0.6066399612165989,0.5616402675299723,0.26936236666380525,0.3077974834400224
1636048535.764,0.3299337688450732,0.1995565457687425,0.28182185565783063,0.19074916895142802,0.3361459677110224,0.6139084381134127,0.1654714079134637,0.32886830876314965,0.19797724216701093,0.022194627784732763,0.31729643869171664,0.17974556098771366,0.003458046010481486,0.014584639525691202,0.172771848456382,0.1842164658790008,0.04340503575761615,0.6143017592483739,0.33117227342543987,0.6455061993878746,0.6329786358988418,0.29657318960623036,0.28065219283809884,0.1691276181183937,0.33564609872228723,0.16407148596388987,0.32651486013094166,0.2111268695882236,0.1649264818925899,0.6080771919389749,0.2983180027206327,0.19135309101716466,0.19428793029553695,0.20956752136247225,0.276876365212315,0.2971821759897616,0.14982562279837525,0.2827578366121969,0.6279240763069515,0.1535427642568556,0.656061223094095,0.6385756953039572,0.27763060361315284,0.31249091222201875
1636048550.789,0.3299337688450732,0.1995565457687425,0.28182185565783063,0.19074916895142802,0.3361459677110224,0.6139084381134127,0.1654714079134637,0.32886830876314965,0.19797724216701093,0.022194627784732763,0.31729643869171664,0.17974556098771366,0.003458046010481486,0.014584639525691202,0.172771848456382,0.1842164658790008,0.04340503575761615,0.6143017592483739,0.33117227342543987,0.6455061993878746,0.6329786358988418,0.29657318960623036,0.28065219283809884,0.1691276181183937,0.33564609872228723,0.16407148596388987,0.32651486013094166,0.2111268695882236,0.1649264818925899,0.6080771919389749,0.2983180027206327,0.19135309101716466,0.19428793029553695,0.20956752136247225,0.276876365212315,0.2971821759897616,0.14982562279837525,0.2827578366121969,0.6279240763069515,0.1535427642568556,0.656061223094095,0.6385756953039572,0.27763060361315284,0.31249091222201875
1636048565.815,0.32920720503188017,0.19846863994139452,0.28029195561395076,0.18031784060568873,0.3181990553409487,0.6211270424094502,0.16514634243234133,0.3292531234437518,0.19863617122899724,0.021614721229424646,0.3429150341101121,0.18202973529474575,0.003460702707243847,0.014552993560447102,0.18122565157702464,0.1696946271119299,0.04150847136706067,0.6134690913375119,0.33124528539309417,0.6465898111405155,0.6337033071296058,0.29706107112207125,0.296579001620228,0.163330997940733,0.3136396134478615,0.16261674792305067,0.3254922494370875,0.19675160086796709,0.16509283237904226,0.6079305369173398,0.29829355605793945,0.19057097136814555,0.19723999198924785,0.21704213296220062,0.2753178737435835,0.29693802790749135,0.15593462171710126,0.26927208665320634,0.6275259659299083,0.1526222955957782,0.6569030327667574,0.6450157555987832,0.2766130781384323,0.3153308994740989
1636048580.838,0.32920720503188017,0.19846863994139452,0.28029195561395076,0.18031784060568873,0.3181990553409487,0.6211270424094502,0.16514634243234133,0.3292531234437518,0.19863617122899724,0.021614721229424646,0.3429150341101121,0.18202973529474575,0.003460702707243847,0.014552993560447102,0.18122565157702464,0.1696946271119299,0.04150847136706067,0.6134690913375119,0.33124528539309417,0.6465898111405155,0.6337033071296058,0.29706107112207125,0.296579001620228,0.163330997940733,0.3136396134478615,0.16261674792305067,0.3254922494370875,0.19675160086796709,0.16509283237904226,0.6079305369173398,0.29829355605793945,0.19057097136814555,0.19723999198924785,0.21704213296220062,0.2753178737435835,0.29693802790749135,0.15593462171710126,0.26927208665320634,0.6275259659299083,0.1526222955957782,0.6569030327667574,0.6450157555987832,0.2766130781384323,0.3153308994740989
1636048595.867,0.32828013991547556,0.1984179888577287,0.2795249826224768,0.19413568524101557,0.3198533188850693,0.6112904984702932,0.16427430683938454,0.32783228637602446,0.19801735539206528,0.021961566194850853,0.3375485710802688,0.18086622685797507,0.0034763466930811926,0.014607955016859018,0.17967968992409203,0.18601829377740287,0.04219150860310671,0.6132051250471374,0.3309864010074341,0.6471235055016265,0.6328680496545811,0.29658482149301774,0.2756620955574388,0.16769868088387568,0.3176949404818892,0.16271474472111774,0.3240551507384887,0.20325852402540903,0.16530814028920676,0.6084260148746108,0.29777219717780956,0.18927422055358656,0.19803812564588844,0.22358576735236188,0.2735955361104251,0.29691421080900343,0.15034862476299782,0.2804309163400507,0.6283924393579432,0.15194444706751403,0.6580175209104716,0.6438380265137782,0.27608225384536644,0.34357534580215626
1636048610.892,0.32828013991547556,0.1984179888577287,0.2795249826224768,0.19413568524101557,0.3198533188850693,0.6112904984702932,0.16427430683938454,0.32783228637602446,0.19801735539206528,0.021961566194850853,0.3375485710802688,0.18086622685797507,0.0034763466930811926,0.014607955016859018,0.17967968992409203,0.18601829377740287,0.04219150860310671,0.6132051250471374,0.3309864010074341,0.6471235055016265,0.6328680496545811,0.29658482149301774,0.2756620955574388,0.16769868088387568,0.3176949404818892,0.16271474472111774,0.3240551507384887,0.20325852402540903,0.16530814028920676,0.6084260148746108,0.29777219717780956,0.18927422055358656,0.19803812564588844,0.22358576735236188,0.2735955361104251,0.29691421080900343,0.15034862476299782,0.2804309163400507,0.6283924393579432,0.15194444706751403,0.6580175209104716,0.6438380265137782,0.27608225384536644,0.34357534580215626
1636048625.915,0.3274399380198474,0.19681462008865647,0.2786039812598494,0.1941222935108099,0.35181615136205413,0.6489532148723871,0.16370648879881977,0.32780711572133625,0.19878422000590754,0.021810234502142478,0.32371939106765807,0.18021821165591434,0.0033975242137028955,0.014668742385297494,0.17863090706782678,0.18113674038361743,0.04317234903987909,0.6131028658297183,0.3308815138727074,0.6466341288735177,0.6325645892279564,0.29169455769582886,0.2954616804395189,0.1671046382764585,0.33588535863942415,0.16246464887528927,0.32442186475825485,0.21092743507336303,0.16006076732183716,0.6081810508645765,0.2979773564953511,0.18890946691939292,0.19779294787084636,0.21321119400111183,0.2735363934502424,0.29676881413622835,0.15017135503377,0.2802473994613048,0.6283037397557312,0.15051486832098912,0.6571267156237293,0.6330559627905541,0.2752901398756809,0.31493534690744274
