"Time","pod:frontend-w3-6646bc856b-9x4fh_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-xdk4g_service:frontend_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-d5pvx_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-86744bdcbd-swf5b_service:cartservice_node:worker--4.novalocal","pod:cartservice-w2-856bd974f7-zqqlh_service:cartservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-tjpxw_service:recommendationservice_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-pfkwc_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-lt6rw_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-njwh2_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-ktnwt_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-p8sg5_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-nzg7h_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-h9j65_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-x89s5_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-rpxvs_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-qcn5z_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-czhzk_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-h79p4_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-ww4gg_service:frontend_node:worker--2","pod:frontend-w1-777d8d5dcb-x6bxk_service:frontend_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-gpcvr_service:adservice_node:worker--2","pod:currencyservice-w3-649d8c7669-7jllw_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-g6jwb_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w4-56c4dd84bf-gvvzc_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-whgmr_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-96d9t_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-z88lk_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-xw1nv_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-m4wps_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-pdbvt_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-xm6bb_service:productcatalogservice_node:worker--2","pod:currencyservice-w4-cd78b8fd6-z5k9s_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-js6kn_service:frontend_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-fcffw_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-sn9c4_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-qz9fs_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-jtgh7_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-7q7nj_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w2-6d65c886c7-w1xwf_service:redis-cart_node:worker--2","pod:currencyservice-w3-649d8c7669-bqggg_service:currencyservice_node:worker--3.novalocal"
1639752550.215,0.4130047286250853,0.39736036792439816,0.28136580704349506,0.2589663250476646,0.23508381278454096,0.06840320990233281,0.18686095471348294,0.07659434230311854,0.0041681323289842085,0.3728127338450721,0.1547858888503104,0.07318749169974931,0.4007995994072521,0.3236256869291667,0.08751229290257762,0.07617582241282604,0.36884958135342927,0.0760984789232731,0.5176226509689017,0.43643438190061,0.25307110238288366,0.40259961829479785,0.15936773144544528,0.1618175267408451,0.16472985359838554,0.07850364914310168,0.37062263812597424,0.43168480643481105,0.3728403262553875,0.14797360625724668,0.14835847660750498,0.39386013338285697,0.5429664346515065,0.4374987933875105,0.4648260161933194,0.0726143521083169,0.424546707510689,0.17007999443635968,0.04548518367588439,0.414277452462537
1639752565.24,0.45648623635757785,0.45392984313160023,0.3082831508355872,0.2859485480617896,0.2618311865047301,0.07555021077622447,0.19524000031749336,0.08458344929223263,0.0040225571977859104,0.41353178516992106,0.17359354541577027,0.0775423559378278,0.4455830618348968,0.39740094309293894,0.09446944562993936,0.08405102323296706,0.4155348168341927,0.08125299470903277,0.5935217361759687,0.4895457567995196,0.2773429856384724,0.45461322171932933,0.17633615925208598,0.18234260811185937,0.18246211951304642,0.085235432063347,0.4129097373783488,0.47932780686686255,0.40887914829405647,0.16846625582932317,0.15930794233033108,0.4444954618381927,0.6091968398713489,0.4895921018961546,0.5202875132263719,0.07553105694878329,0.45253131771610533,0.18808725504868812,0.04933800657312576,0.4505288837311727
1639752580.273,0.45648623635757785,0.45392984313160023,0.3082831508355872,0.2859485480617896,0.2618311865047301,0.07555021077622447,0.19524000031749336,0.08458344929223263,0.0040225571977859104,0.41353178516992106,0.17359354541577027,0.0775423559378278,0.4455830618348968,0.39740094309293894,0.09446944562993936,0.08405102323296706,0.4155348168341927,0.08125299470903277,0.5935217361759687,0.4895457567995196,0.2773429856384724,0.45461322171932933,0.17633615925208598,0.18234260811185937,0.18246211951304642,0.085235432063347,0.4129097373783488,0.47932780686686255,0.40887914829405647,0.16846625582932317,0.15930794233033108,0.4444954618381927,0.6091968398713489,0.4895921018961546,0.5202875132263719,0.07553105694878329,0.45253131771610533,0.18808725504868812,0.04933800657312576,0.4505288837311727
1639752595.302,0.491226686264687,0.5081077165603498,0.29263944974988654,0.2911152180125217,0.2697029644246515,0.07820884324092196,0.2070023612826871,0.08441169232001243,0.003947761879045507,0.4211286531167023,0.16909432151288142,0.07935436389643594,0.43896445563848085,0.3959780828811046,0.09240204119382514,0.08449681261609608,0.42130757971403027,0.08085789001630186,0.5825509527228998,0.5055956986908836,0.2709391664670505,0.4739175220614996,0.17617538515621103,0.18727852740268455,0.18689334437969857,0.08534561383388403,0.4175450965022792,0.49453223864755125,0.4265351640821177,0.1691893287571336,0.17545653833649738,0.45004823372790703,0.635585448714268,0.508055194345934,0.5441472020843148,0.07777421313334376,0.4681402093223952,0.189281912323927,0.05114828852927245,0.457064038933665
1639752610.328,0.491226686264687,0.5081077165603498,0.29263944974988654,0.2911152180125217,0.2697029644246515,0.07820884324092196,0.2070023612826871,0.08441169232001243,0.003947761879045507,0.4211286531167023,0.16909432151288142,0.07935436389643594,0.43896445563848085,0.3959780828811046,0.09240204119382514,0.08449681261609608,0.42130757971403027,0.08085789001630186,0.5825509527228998,0.5055956986908836,0.2709391664670505,0.4739175220614996,0.17617538515621103,0.18727852740268455,0.18689334437969857,0.08534561383388403,0.4175450965022792,0.49453223864755125,0.4265351640821177,0.1691893287571336,0.17545653833649738,0.45004823372790703,0.635585448714268,0.508055194345934,0.5441472020843148,0.07777421313334376,0.4681402093223952,0.189281912323927,0.05114828852927245,0.457064038933665
1639752625.366,0.5219239494522472,0.5177319893995012,0.2756270607709297,0.2891562270974626,0.26936047679145025,0.07873908674653582,0.19452918033812122,0.08281805957692683,0.003896791298318057,0.4206464205126577,0.17632324053744886,0.07556388863642616,0.47076734118615804,0.371243885482804,0.0928936505441185,0.08458166107498136,0.4201285980816628,0.08072777352536392,0.6207178884430573,0.5063269431022354,0.2568003481228333,0.4755179062781921,0.1758091040101122,0.18677358298542263,0.18589113237990246,0.08425770695965827,0.4177202589772233,0.4940813254979,0.4270625421684904,0.1649503337094143,0.17628372762967212,0.4497036321014355,0.6338303611616636,0.5097582109980503,0.5440435004798171,0.07467280883345659,0.4554854962320732,0.18850273745257143,0.051293233875288155,0.4567852040811349
1639752640.399,0.5219239494522472,0.5177319893995012,0.2756270607709297,0.2891562270974626,0.26936047679145025,0.07873908674653582,0.19452918033812122,0.08281805957692683,0.003896791298318057,0.4206464205126577,0.17632324053744886,0.07556388863642616,0.47076734118615804,0.371243885482804,0.0928936505441185,0.08458166107498136,0.4201285980816628,0.08072777352536392,0.6207178884430573,0.5063269431022354,0.2568003481228333,0.4755179062781921,0.1758091040101122,0.18677358298542263,0.18589113237990246,0.08425770695965827,0.4177202589772233,0.4940813254979,0.4270625421684904,0.1649503337094143,0.17628372762967212,0.4497036321014355,0.6338303611616636,0.5097582109980503,0.5440435004798171,0.07467280883345659,0.4554854962320732,0.18850273745257143,0.051293233875288155,0.4567852040811349
1639752655.428,0.5124880811814861,0.5269964270041589,0.26200860160714223,0.28720258714384184,0.2703670115104184,0.07851977337995343,0.19281744135848183,0.08296384224545159,0.003926796476349552,0.4207608343152718,0.17623601745207784,0.07975459473483118,0.4308672458805183,0.39621934927671826,0.09307805919515147,0.08396957050320336,0.42054210065429076,0.08094753073986072,0.6226175739587066,0.5058684775069492,0.24990837353498307,0.46122622115421946,0.1763868268284386,0.1867911252788634,0.1856232205621008,0.08323556694256601,0.41669391148685686,0.4931496547167432,0.4280090021141345,0.1733681887990845,0.17633538718319464,0.44872317423212293,0.638932618968073,0.5076724071986662,0.539478792697972,0.07717856829960529,0.43542739985351264,0.18831257616640815,0.051087168677587724,0.4724944480759219
1639752670.452,0.5124880811814861,0.5269964270041589,0.26200860160714223,0.28720258714384184,0.2703670115104184,0.07851977337995343,0.19281744135848183,0.08296384224545159,0.003926796476349552,0.4207608343152718,0.17623601745207784,0.07975459473483118,0.4308672458805183,0.39621934927671826,0.09307805919515147,0.08396957050320336,0.42054210065429076,0.08094753073986072,0.6226175739587066,0.5058684775069492,0.24990837353498307,0.46122622115421946,0.1763868268284386,0.1867911252788634,0.1856232205621008,0.08323556694256601,0.41669391148685686,0.4931496547167432,0.4280090021141345,0.1733681887990845,0.17633538718319464,0.44872317423212293,0.638932618968073,0.5076724071986662,0.539478792697972,0.07717856829960529,0.43542739985351264,0.18831257616640815,0.051087168677587724,0.4724944480759219
1639752685.479,0.49358568077709913,0.49691949571068034,0.25948486655346564,0.28479892720905947,0.2684952627562729,0.07366880040232202,0.19440669286707563,0.08246983086295046,0.00384708669259801,0.4219285872649281,0.1759235956270302,0.07944398390460797,0.4715672629097424,0.377538402659956,0.09063100870091241,0.08325758443772649,0.4203708851132294,0.08133002591924984,0.6173817503645126,0.506687007486384,0.24663052675682817,0.4767521664345638,0.1770532132225679,0.1871085310439176,0.1847705489845251,0.08279163381755653,0.4167459028574313,0.4927248125316743,0.42631137715837053,0.16222452135979068,0.17493480023270339,0.44737764144403425,0.6369484783757613,0.5085720156867671,0.5393849045628862,0.07674367065237263,0.45062822448514944,0.18785792590846348,0.04869941475820726,0.4556700347808309
