"Time","pod:frontend-w4-777d8d5dcb-l946d_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-qzmw6_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-g7hds_service:currencyservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-wzcp8_service:productcatalogservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-f2vwx_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-xw4zd_service:currencyservice_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-dkrcz_service:adservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-pfgsq_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-lv2ff_service:frontend_node:worker--1","pod:recommendationservice-w3-5c774597c5-djpdf_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w2-6d5d8bb6bc-pv884_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-8qzc5_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-shgqk_service:currencyservice_node:worker--1","pod:redis-cart-w4-84485f8b85-qjfd9_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-7bw5p_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-ps9jf_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-l5hv5_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-2zwp8_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-rhmnh_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-h886b_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-2bzx6_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-779mt_service:frontend_node:worker--1","pod:currencyservice-w3-cd78b8fd6-l7s6j_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-5b6rj_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-rlff9_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-76766bdfb6-5bjcd_service:adservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-l89qs_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-lnsmd_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-4c2x7_service:frontend_node:worker--1","pod:currencyservice-w2-649d8c7669-dxkf2_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-n8vnp_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w4-59ff89795c-cktf9_service:cartservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-r2rbn_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-rbxms_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-6pnj8_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-b7gqn_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-zhj6x_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-dpv4w_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-nxznw_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-v887n_service:currencyservice_node:worker--3.novalocal"
1641840183.503,0.6146960678284109,0.08588578100486517,0.3944625451154652,0.15768879037141786,0.22286304483927033,0.39413682920458026,0.3568938999174118,0.39141242219834316,0.3573175596453563,0.07785528807552225,0.31269186996171516,0.09922333144244752,0.3956308404015248,0.045447536761664804,0.10343380392203473,0.0040145055199460895,0.20084051946571801,0.4532553161124401,0.45075676162605843,0.20138867955925652,0.45138809246143563,0.450191832921951,0.39282173747643734,0.08669346395425874,0.0879825230457376,0.39888548428422177,0.6527934006911276,0.20019194197994172,0.455685711162519,0.5660806646291265,0.09650514360620019,0.3126668131510729,0.4514580904946711,0.44662534910751045,0.16054493147635351,0.5165304175117451,0.06837256590426141,0.23526620366150566,0.21645633355293803,0.3948825474726744
1641840198.538,0.6146960678284109,0.08588578100486517,0.3944625451154652,0.15768879037141786,0.22286304483927033,0.39413682920458026,0.3568938999174118,0.39141242219834316,0.3573175596453563,0.07785528807552225,0.31269186996171516,0.09922333144244752,0.3956308404015248,0.045447536761664804,0.10343380392203473,0.0040145055199460895,0.20084051946571801,0.4532553161124401,0.45075676162605843,0.20138867955925652,0.45138809246143563,0.450191832921951,0.39282173747643734,0.08669346395425874,0.0879825230457376,0.39888548428422177,0.6527934006911276,0.20019194197994172,0.455685711162519,0.5660806646291265,0.09650514360620019,0.3126668131510729,0.4514580904946711,0.44662534910751045,0.16054493147635351,0.5165304175117451,0.06837256590426141,0.23526620366150566,0.21645633355293803,0.3948825474726744
1641840213.567,0.68578054335486,0.09129097974308964,0.4202478775780443,0.172236932253732,0.25094116751730283,0.43624768944392645,0.3781951888888019,0.42742613090690107,0.40418723723574645,0.08250622992646896,0.34528569571105694,0.10691567674380834,0.4380495979408375,0.04812298371487805,0.10291897467942698,0.003773616399297199,0.21867665666168054,0.5081198899256765,0.5045005962094682,0.21711568103130485,0.513043859754963,0.48804404781768523,0.4356629977790448,0.09277196404866009,0.09221531928191559,0.4199201921912007,0.7259800328465215,0.2172443784325015,0.5128304005807568,0.6601359426226043,0.1023534241657621,0.3408504344900187,0.5064440987924808,0.5001165973680474,0.18078753236378703,0.5715859873979868,0.07823349227643941,0.2333039171449784,0.23799416724898476,0.4358719954186867
1641840228.596,0.68578054335486,0.09129097974308964,0.4202478775780443,0.172236932253732,0.25094116751730283,0.43624768944392645,0.3781951888888019,0.42742613090690107,0.40418723723574645,0.08250622992646896,0.34528569571105694,0.10691567674380834,0.4380495979408375,0.04812298371487805,0.10291897467942698,0.003773616399297199,0.21867665666168054,0.5081198899256765,0.5045005962094682,0.21711568103130485,0.513043859754963,0.48804404781768523,0.4356629977790448,0.09277196404866009,0.09221531928191559,0.4199201921912007,0.7259800328465215,0.2172443784325015,0.5128304005807568,0.6601359426226043,0.1023534241657621,0.3408504344900187,0.5064440987924808,0.5001165973680474,0.18078753236378703,0.5715859873979868,0.07823349227643941,0.2333039171449784,0.23799416724898476,0.4358719954186867
1641840243.626,0.7007391126182948,0.09162147705031587,0.43938926337685846,0.16743774831831804,0.23877927761651385,0.4352098553006055,0.357883715815121,0.4415161345773052,0.4008673356680289,0.08217468485157985,0.3512073056095149,0.10754975978059689,0.4403436517642181,0.04823320560815472,0.10588014534453291,0.0038583010636662005,0.2196002735664035,0.5161988124055719,0.5103178555059025,0.2178314732294934,0.5199764671383326,0.5120724874448725,0.4364694818050947,0.09307300860083048,0.09201333666861919,0.38700417076622956,0.7023869369957166,0.2178892128343432,0.5206336815628629,0.6416236795281542,0.10701189285242912,0.34131459345751797,0.5130702271763108,0.5075631013754546,0.1805666659536559,0.577284425513913,0.07861029989810112,0.25168767226538113,0.24034980631150488,0.4374227963118753
1641840258.659,0.7007391126182948,0.09162147705031587,0.43938926337685846,0.16743774831831804,0.23877927761651385,0.4352098553006055,0.357883715815121,0.4415161345773052,0.4008673356680289,0.08217468485157985,0.3512073056095149,0.10754975978059689,0.4403436517642181,0.04823320560815472,0.10588014534453291,0.0038583010636662005,0.2196002735664035,0.5161988124055719,0.5103178555059025,0.2178314732294934,0.5199764671383326,0.5120724874448725,0.4364694818050947,0.09307300860083048,0.09201333666861919,0.38700417076622956,0.7023869369957166,0.2178892128343432,0.5206336815628629,0.6416236795281542,0.10701189285242912,0.34131459345751797,0.5130702271763108,0.5075631013754546,0.1805666659536559,0.577284425513913,0.07861029989810112,0.25168767226538113,0.24034980631150488,0.4374227963118753
1641840273.69,0.7031996975361945,0.09205408451263822,0.41726634947857477,0.17495045416252536,0.25236614290044956,0.43472113619803765,0.34171569969916277,0.44141146310527624,0.4084421563163724,0.08359532974935138,0.35879602436835706,0.0987766156334919,0.4399458026579506,0.04868684641668897,0.10617026573373367,0.0039215089870819776,0.21853603900485094,0.516148058853523,0.5122397506645984,0.2168059200973648,0.4977733380950745,0.5129685438951274,0.43582187349560997,0.09365472436424811,0.0916600774348372,0.38578334981804374,0.7502059078870218,0.21662290728809627,0.5211795629458076,0.6468061229585961,0.10728542462325956,0.34237977949099746,0.5119947403103733,0.5089706907280362,0.18129893312156575,0.576793230296612,0.07864373803201422,0.2563609200881046,0.23940940531861787,0.4368740546143669
1641840288.726,0.7031996975361945,0.09205408451263822,0.41726634947857477,0.17495045416252536,0.25236614290044956,0.43472113619803765,0.34171569969916277,0.44141146310527624,0.4084421563163724,0.08359532974935138,0.35879602436835706,0.0987766156334919,0.4399458026579506,0.04868684641668897,0.10617026573373367,0.0039215089870819776,0.21853603900485094,0.516148058853523,0.5122397506645984,0.2168059200973648,0.4977733380950745,0.5129685438951274,0.43582187349560997,0.09365472436424811,0.0916600774348372,0.38578334981804374,0.7502059078870218,0.21662290728809627,0.5211795629458076,0.6468061229585961,0.10728542462325956,0.34237977949099746,0.5119947403103733,0.5089706907280362,0.18129893312156575,0.576793230296612,0.07864373803201422,0.2563609200881046,0.23940940531861787,0.4368740546143669
1641840303.768,0.7011005624149722,0.09115802855887178,0.4393035858623339,0.17466840113561632,0.2519629017361625,0.43495379756970776,0.3310389100482687,0.4419935816128412,0.3889488523973697,0.08357216545536375,0.35530810642845145,0.09827765481928802,0.4391321124119713,0.048915266465667726,0.09947971520504122,0.00404578285419448,0.21725219132350154,0.516588454776472,0.5121294505741825,0.2158729210595171,0.5118224486086852,0.5037233380471634,0.43666986310314626,0.09252444813038205,0.09050524551242589,0.3490218633390355,0.7252878478351232,0.21581318072303332,0.48732809709023156,0.6202659587722378,0.10509948590179746,0.3430750661382226,0.5137877330361154,0.5096233866331183,0.1812326788237281,0.5759872471334908,0.07549363374677866,0.2555528757335025,0.2461329606120076,0.43775490265620676
1641840318.788,0.7011005624149722,0.09115802855887178,0.4393035858623339,0.17466840113561632,0.2519629017361625,0.43495379756970776,0.3310389100482687,0.4419935816128412,0.3889488523973697,0.08357216545536375,0.35530810642845145,0.09827765481928802,0.4391321124119713,0.048915266465667726,0.09947971520504122,0.00404578285419448,0.21725219132350154,0.516588454776472,0.5121294505741825,0.2158729210595171,0.5118224486086852,0.5037233380471634,0.43666986310314626,0.09252444813038205,0.09050524551242589,0.3490218633390355,0.7252878478351232,0.21581318072303332,0.48732809709023156,0.6202659587722378,0.10509948590179746,0.3430750661382226,0.5137877330361154,0.5096233866331183,0.1812326788237281,0.5759872471334908,0.07549363374677866,0.2555528757335025,0.2461329606120076,0.43775490265620676
