"Time","pod:cartservice-w2-59ff89795c-cc4xg_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-d8wrj_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-nj9gq_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-ncj25_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-p9r8w_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-xzrvk_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-k65kw_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-46vn5_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-7xljk_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-f6r7j_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-6gzcr_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-j2j27_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-gplcw_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w4-76766bdfb6-sf2fp_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-6d5d8bb6bc-wh9x5_service:cartservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-qxdpc_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-tsg8h_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-9z5nj_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-9qgq8_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-z8pzd_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-pw895_service:recommendationservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-btmkq_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-s665s_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-lhsbn_service:frontend_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-zjbkx_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-69nbk_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-gqh25_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-zk8qm_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-drxsh_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-lsf2m_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-mcdmq_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-z8m69_service:frontend_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-6tzt7_service:adservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-xmn7m_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-v874s_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-9jcrc_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-9x5x4_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w4-6855bd669b-gg24p_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-kkncq_service:redis-cart_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-ddn4z_service:frontend_node:worker--3"
1641807296.66,0.3063447114408472,0.4058228902855286,0.4071468125423324,0.4738244526610224,0.5759999027191698,0.22683521282782998,0.4595982797899728,0.0892717195057118,0.0875271466967992,0.15808671946027075,0.22019186918349595,0.40188377636078576,0.20378184720749093,0.39760943182979624,0.31364190365296524,0.46244987608551125,0.4607179683660294,0.16660369020941868,0.20659654096577046,0.09168437213076,0.07374060373633284,0.40632421543817043,0.20517972162026699,0.6092086707977336,0.5326187935543081,0.3980356800149974,0.4664003723888852,0.6378880634042403,0.23637981610313064,0.11040295277931612,0.07791706103525364,0.4625098744707319,0.3627331794877031,0.03953954471679127,0.3667959093288572,0.10181497167262892,0.40077138115051936,0.10694394706358581,0.004182376534271541,0.46644941901625486
1641807311.696,0.3063447114408472,0.4058228902855286,0.4071468125423324,0.4738244526610224,0.5759999027191698,0.22683521282782998,0.4595982797899728,0.0892717195057118,0.0875271466967992,0.15808671946027075,0.22019186918349595,0.40188377636078576,0.20378184720749093,0.39760943182979624,0.31364190365296524,0.46244987608551125,0.4607179683660294,0.16660369020941868,0.20659654096577046,0.09168437213076,0.07374060373633284,0.40632421543817043,0.20517972162026699,0.6092086707977336,0.5326187935543081,0.3980356800149974,0.4664003723888852,0.6378880634042403,0.23637981610313064,0.11040295277931612,0.07791706103525364,0.4625098744707319,0.3627331794877031,0.03953954471679127,0.3667959093288572,0.10181497167262892,0.40077138115051936,0.10694394706358581,0.004182376534271541,0.46644941901625486
1641807326.73,0.32706693106862456,0.44025182136898916,0.4087167860718852,0.5250336730969422,0.603849087954877,0.24196187731193797,0.5070977471289138,0.0925003398043717,0.09207801195033763,0.1770498417058451,0.25444289921583507,0.4354040230674022,0.2196416357061012,0.4337785855366117,0.3430158393614765,0.5097378243317148,0.5097918244044595,0.1784692784722079,0.21819654530103566,0.09265962662925831,0.08274843553863051,0.4385625751282588,0.21607678782643833,0.6741173760780458,0.5809197423944312,0.44047676202002495,0.5214489177324663,0.7502415290557289,0.24846359408174787,0.10958839052796676,0.0833177436702141,0.5099357018055748,0.3801785778026173,0.04184650115757284,0.40347752341711873,0.09515152598624999,0.4342520569383239,0.10545348460033502,0.00396536268336194,0.5185888921410402
1641807341.754,0.32706693106862456,0.44025182136898916,0.4087167860718852,0.5250336730969422,0.603849087954877,0.24196187731193797,0.5070977471289138,0.0925003398043717,0.09207801195033763,0.1770498417058451,0.25444289921583507,0.4354040230674022,0.2196416357061012,0.4337785855366117,0.3430158393614765,0.5097378243317148,0.5097918244044595,0.1784692784722079,0.21819654530103566,0.09265962662925831,0.08274843553863051,0.4385625751282588,0.21607678782643833,0.6741173760780458,0.5809197423944312,0.44047676202002495,0.5214489177324663,0.7502415290557289,0.24846359408174787,0.10958839052796676,0.0833177436702141,0.5099357018055748,0.3801785778026173,0.04184650115757284,0.40347752341711873,0.09515152598624999,0.4342520569383239,0.10545348460033502,0.00396536268336194,0.5185888921410402
1641807356.809,0.32712908557261094,0.44224543550311757,0.4234565309669241,0.5265584344219614,0.6472336823654381,0.24211672515235083,0.508752250884162,0.09268109529950667,0.09190828183605435,0.17364979506810918,0.24075166285336103,0.43397001153095593,0.22017423208985518,0.4191656630589701,0.3660634276820173,0.511276038147056,0.5106998093589895,0.17956408732608103,0.21964245713852942,0.09328709824911388,0.08355698839071003,0.4375853146282792,0.21614213601281537,0.6780767937457591,0.5816254146570905,0.4388413011184765,0.523322297609631,0.7200412827445425,0.23838908306261059,0.10766684667836957,0.08381010980464076,0.5108072894377671,0.3633525428767358,0.042161427983246035,0.4051244140325971,0.10130689982454799,0.4339695248559732,0.10877022465462091,0.004125329417627261,0.5194774294517488
1641807371.837,0.32712908557261094,0.44224543550311757,0.4234565309669241,0.5265584344219614,0.6472336823654381,0.24211672515235083,0.508752250884162,0.09268109529950667,0.09190828183605435,0.17364979506810918,0.24075166285336103,0.43397001153095593,0.22017423208985518,0.4191656630589701,0.3660634276820173,0.511276038147056,0.5106998093589895,0.17956408732608103,0.21964245713852942,0.09328709824911388,0.08355698839071003,0.4375853146282792,0.21614213601281537,0.6780767937457591,0.5816254146570905,0.4388413011184765,0.523322297609631,0.7200412827445425,0.23838908306261059,0.10766684667836957,0.08381010980464076,0.5108072894377671,0.3633525428767358,0.042161427983246035,0.4051244140325971,0.10130689982454799,0.4339695248559732,0.10877022465462091,0.004125329417627261,0.5194774294517488
1641807386.863,0.32907872314079467,0.4424173431227346,0.44009826324870926,0.5152548317325245,0.6484672960545469,0.26098120475931974,0.5087943689048747,0.0926476269271836,0.09198494379917524,0.17722146219306464,0.23643195842263992,0.4337595692296009,0.21975335100861298,0.3887692947259345,0.3607715676534301,0.5112959875838112,0.5100774940664452,0.18006215373056642,0.2199834242560577,0.09282101349673527,0.08030499702641068,0.4372699676530642,0.21600893991050654,0.6802602202511683,0.5830719580091114,0.43972193413812516,0.5246050663195518,0.7322424441615794,0.25607204600076716,0.10686184135448257,0.08332258843961117,0.5104488125695276,0.34641296520645687,0.04259939677321306,0.40533048871862876,0.10205330444369382,0.43340549772924525,0.10966828072251689,0.003873410135554904,0.5083644976689571
1641807401.889,0.32907872314079467,0.4424173431227346,0.44009826324870926,0.5152548317325245,0.6484672960545469,0.26098120475931974,0.5087943689048747,0.0926476269271836,0.09198494379917524,0.17722146219306464,0.23643195842263992,0.4337595692296009,0.21975335100861298,0.3887692947259345,0.3607715676534301,0.5112959875838112,0.5100774940664452,0.18006215373056642,0.2199834242560577,0.09282101349673527,0.08030499702641068,0.4372699676530642,0.21600893991050654,0.6802602202511683,0.5830719580091114,0.43972193413812516,0.5246050663195518,0.7322424441615794,0.25607204600076716,0.10686184135448257,0.08332258843961117,0.5104488125695276,0.34641296520645687,0.04259939677321306,0.40533048871862876,0.10205330444369382,0.43340549772924525,0.10966828072251689,0.003873410135554904,0.5083644976689571
1641807417.33,0.3290114235789027,0.42506081228190784,0.42360184657206557,0.5276960314348115,0.6497740470962405,0.24911335106418436,0.5087859571608608,0.09218173568894303,0.09112985439190979,0.17736734314460167,0.2602185078455932,0.4334219641073194,0.21910205260564147,0.3811198950286446,0.3510028115582312,0.5101972077677615,0.5091531960330484,0.18068425512479425,0.21957752846485332,0.09194360019561817,0.08218252556861874,0.4368513495432915,0.2156306152946829,0.680726351338852,0.5829107838819856,0.4269423983015133,0.5241312070795363,0.7353122051223718,0.24107241929169893,0.11246671713211755,0.08337439261465053,0.5102448251743583,0.3421283192933352,0.04267364164637856,0.3975609157988182,0.10554009715316348,0.4332545027185889,0.10512372364922143,0.0038459042796536815,0.48707219333109375
1641807432.72,0.3290114235789027,0.42506081228190784,0.42360184657206557,0.5276960314348115,0.6497740470962405,0.24911335106418436,0.5087859571608608,0.09218173568894303,0.09112985439190979,0.17736734314460167,0.2602185078455932,0.4334219641073194,0.21910205260564147,0.3811198950286446,0.3510028115582312,0.5101972077677615,0.5091531960330484,0.18068425512479425,0.21957752846485332,0.09194360019561817,0.08218252556861874,0.4368513495432915,0.2156306152946829,0.680726351338852,0.5829107838819856,0.4269423983015133,0.5241312070795363,0.7353122051223718,0.24107241929169893,0.11246671713211755,0.08337439261465053,0.5102448251743583,0.3421283192933352,0.04267364164637856,0.3975609157988182,0.10554009715316348,0.4332545027185889,0.10512372364922143,0.0038459042796536815,0.48707219333109375
