"Time","pod:recommendationservice-w3-5c774597c5-vdhlj_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-5zkqz_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-8f9tf_service:productcatalogservice_node:worker--1","pod:currencyservice-w4-649d8c7669-2wgs4_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-v9fdj_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-8fd6c_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-xpz25_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-58xlg_service:currencyservice_node:worker--1","pod:recommendationservice-w4-6855bd669b-s427f_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-wvdnz_service:frontend_node:worker--2.novalocal","pod:cartservice-w1-856bd974f7-zqnh9_service:cartservice_node:worker--1","pod:frontend-w4-6646bc856b-68zlf_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-ptx8j_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-xgvfd_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-5bdlk_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-95k96_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-zmxmx_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-rtmvq_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-j4kpw_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-4mms9_service:recommendationservice_node:worker--1","pod:productcatalogservice-w3-56c4dd84bf-7lmkx_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-n8bql_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-zczk4_service:frontend_node:worker--2.novalocal","pod:redis-cart-w1-6d65c886c7-dt7b8_service:redis-cart_node:worker--1","pod:currencyservice-w4-649d8c7669-w8pgc_service:currencyservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-2csfk_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-vnkkw_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-bxt9q_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-n9m9s_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-pstpx_service:frontend_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-224mf_service:frontend_node:worker--2.novalocal","pod:adservice-w1-754d7d8cd4-nc95l_service:adservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-ld4gc_service:productcatalogservice_node:worker--1","pod:frontend-w4-6646bc856b-q75kc_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-zlfwg_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-9cgf4_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-cwcqn_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-pf6f9_service:frontend_node:worker--3.novalocal"
1642097833.964,0.06196029105349481,0.17211403045420537,0.12779718931725914,0.1879616419460004,0.24365679151028014,0.152668555987705,0.20975173369563366,0.14583101581080388,0.08001107881904543,0.21539201190226076,0.244114046756294,0.24950790322444583,0.06539009897443422,0.12835005763358268,0.05729300161279328,0.05712151834464618,0.18795645951862316,0.14952295698827045,0.13544872401584837,0.05359373684488637,0.13763816320753802,0.17132155843409733,0.21695409338948834,0.03104449829189823,0.1887856218117629,0.21136088247609192,0.16845510374029365,0.21422116382680376,0.1550053060103217,0.1994384592226483,0.21378111903252892,0.24837298643496075,0.12798469718975405,0.24854371299036138,0.2502140944183432,0.1689652815663804,0.1544160446775484,0.21332978704652544
1642097849.017,0.06695502632061966,0.19314872233189107,0.14421849037321333,0.23686188270686254,0.2893544159601018,0.17242244882391175,0.23918967949965264,0.1641295884019428,0.08650477681212825,0.24287534564052066,0.29351409760068725,0.29871230347450767,0.07119202888259979,0.14140731297017833,0.0618457507340057,0.061414786233300336,0.23791033284505586,0.16578317403218118,0.14825839802842075,0.058484039579710656,0.15541443104194202,0.1906789466734948,0.24690799264466898,0.03227173727616871,0.2148919243271194,0.2325665645284382,0.1929132334819199,0.24253377696635303,0.173376574786279,0.22903864498869186,0.24162226908135326,0.2714175655796567,0.14176402500159435,0.2555027825964783,0.2725654336660417,0.185745034039146,0.17495960427582,0.23831423445152594
1642097864.039,0.06695502632061966,0.19314872233189107,0.14421849037321333,0.23686188270686254,0.2893544159601018,0.17242244882391175,0.23918967949965264,0.1641295884019428,0.08650477681212825,0.24287534564052066,0.29351409760068725,0.29871230347450767,0.07119202888259979,0.14140731297017833,0.0618457507340057,0.061414786233300336,0.23791033284505586,0.16578317403218118,0.14825839802842075,0.058484039579710656,0.15541443104194202,0.1906789466734948,0.24690799264466898,0.03227173727616871,0.2148919243271194,0.2325665645284382,0.1929132334819199,0.24253377696635303,0.173376574786279,0.22903864498869186,0.24162226908135326,0.2714175655796567,0.14176402500159435,0.2555027825964783,0.2725654336660417,0.185745034039146,0.17495960427582,0.23831423445152594
1642097879.066,0.06816818167659638,0.19197488785739503,0.1516486149939945,0.21285616840923605,0.2865339307760475,0.1757943017004785,0.2454106404883769,0.1719899816437646,0.08687756527441559,0.2503427890714178,0.2938860104291524,0.306994357303725,0.07198258911957764,0.14558543139624502,0.0613460460650657,0.06083888541728551,0.23636020150426185,0.1674432135019375,0.15382251979152922,0.0640597084226067,0.1582364285279237,0.19162925310708884,0.25354763974531835,0.0341206286149337,0.22672423491998478,0.2460327669128794,0.1915528808508168,0.24950338732309574,0.17513483024625096,0.2392087711747829,0.2487053949757381,0.26830231623913203,0.1521773891749053,0.2911671991095022,0.27573815622786807,0.18839927740965823,0.176145099589115,0.24929001489847924
1642097894.093,0.06816818167659638,0.19197488785739503,0.1516486149939945,0.21285616840923605,0.2865339307760475,0.1757943017004785,0.2454106404883769,0.1719899816437646,0.08687756527441559,0.2503427890714178,0.2938860104291524,0.306994357303725,0.07198258911957764,0.14558543139624502,0.0613460460650657,0.06083888541728551,0.23636020150426185,0.1674432135019375,0.15382251979152922,0.0640597084226067,0.1582364285279237,0.19162925310708884,0.25354763974531835,0.0341206286149337,0.22672423491998478,0.2460327669128794,0.1915528808508168,0.24950338732309574,0.17513483024625096,0.2392087711747829,0.2487053949757381,0.26830231623913203,0.1521773891749053,0.2911671991095022,0.27573815622786807,0.18839927740965823,0.176145099589115,0.24929001489847924
1642097909.119,0.06838331783156207,0.19292791603502915,0.15197055505963245,0.2239003773932927,0.27361195368005853,0.17655833542430827,0.24649575300173832,0.1660853086731081,0.07910374161544663,0.25204048246335725,0.3018031069076209,0.29934053286888834,0.07324441564065029,0.15233522035635075,0.063643417543937,0.06432488089305959,0.23523281689069747,0.1696389099306635,0.14822435337246753,0.061901829950062354,0.15934774605343488,0.1921500232123903,0.25569381353119225,0.030202643342704838,0.23469848189210205,0.247605830401397,0.19186349850624096,0.25184601624684266,0.17546534202121022,0.24008648201696237,0.2507485316827411,0.24429677250634493,0.14900678886340826,0.29199033523153906,0.27007833667606007,0.20602308515523507,0.1762777449442713,0.25117562800735493
1642097924.15,0.06838331783156207,0.19292791603502915,0.15197055505963245,0.2239003773932927,0.27361195368005853,0.17655833542430827,0.24649575300173832,0.1660853086731081,0.07910374161544663,0.25204048246335725,0.3018031069076209,0.29934053286888834,0.07324441564065029,0.15233522035635075,0.063643417543937,0.06432488089305959,0.23523281689069747,0.1696389099306635,0.14822435337246753,0.061901829950062354,0.15934774605343488,0.1921500232123903,0.25569381353119225,0.030202643342704838,0.23469848189210205,0.247605830401397,0.19186349850624096,0.25184601624684266,0.17546534202121022,0.24008648201696237,0.2507485316827411,0.24429677250634493,0.14900678886340826,0.29199033523153906,0.27007833667606007,0.20602308515523507,0.1762777449442713,0.25117562800735493
1642097939.434,0.0685283757758005,0.19234726606211083,0.15134305564355038,0.2168161407008501,0.29486664155526726,0.1760323832586651,0.2462969167282419,0.1661893308901978,0.0794590975983236,0.25301083169958793,0.30383780955440465,0.2943262854645926,0.07381645431992641,0.15277625392737681,0.05675438500358532,0.06239266425363682,0.222817694234961,0.17038557269790247,0.14795542353430588,0.06317670776719198,0.1588586167660122,0.1928946479115125,0.2556970886102264,0.03289838110344751,0.22253144142404455,0.2469028892866661,0.1919972129506933,0.25236283939079635,0.17523901253200602,0.240679661695448,0.25155741308599566,0.24558751433475356,0.1524141898540453,0.29786202589511696,0.2927402300742359,0.1962031538525632,0.17676755316305265,0.25140550642259574
1642097954.523,0.0685283757758005,0.19234726606211083,0.15134305564355038,0.2168161407008501,0.29486664155526726,0.1760323832586651,0.2462969167282419,0.1661893308901978,0.0794590975983236,0.25301083169958793,0.30383780955440465,0.2943262854645926,0.07381645431992641,0.15277625392737681,0.05675438500358532,0.06239266425363682,0.222817694234961,0.17038557269790247,0.14795542353430588,0.06317670776719198,0.1588586167660122,0.1928946479115125,0.2556970886102264,0.03289838110344751,0.22253144142404455,0.2469028892866661,0.1919972129506933,0.25236283939079635,0.17523901253200602,0.240679661695448,0.25155741308599566,0.24558751433475356,0.1524141898540453,0.29786202589511696,0.2927402300742359,0.1962031538525632,0.17676755316305265,0.25140550642259574
1642097969.536,0.06864184039033544,0.1922224595020774,0.13838140284899034,0.2192487159598297,0.2853684506893648,0.1755604735509429,0.24645115014116348,0.1723152196774398,0.07819979707678232,0.2528899625721125,0.2893090242180918,0.30201814924629633,0.07374761110885857,0.1532336217182411,0.06186898705649441,0.06498705957476175,0.21724638550981107,0.17016663238334645,0.15588133981469998,0.06300287539259458,0.15952858324802371,0.1934780342144709,0.25524792478926106,0.03498696573008044,0.21452041930014953,0.247989984293971,0.1920505655490649,0.2530996966842875,0.17573402192207124,0.24066145164612932,0.2519043425553597,0.23084208493475822,0.15272715796331418,0.29802075092074964,0.28028938765253236,0.1982501129437083,0.17678509444440044,0.2520770679075987
