"Time","pod:adservice-w1-754d7d8cd4-ndb9x_service:adservice_node:worker--1","pod:productcatalogservice-w3-56c4dd84bf-xkfvw_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-5gcqg_service:frontend_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-f57wg_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-8q92x_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w1-6d65c886c7-ncxmx_service:redis-cart_node:worker--1","pod:frontend-w4-6646bc856b-wtc28_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-tckn6_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w3-5c774597c5-7lbbj_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-8649bb655b-6ss7b_service:productcatalogservice_node:worker--1","pod:currencyservice-w2-6f8d8654c5-zwvgp_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-n5ndp_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-pdqdf_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-r9wcm_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-fpmk9_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-k4zg5_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-8597bb459d-2mrxg_service:recommendationservice_node:worker--1","pod:frontend-w3-599b6846df-l7xst_service:frontend_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-czsnq_service:frontend_node:worker--1","pod:frontend-w2-777d8d5dcb-4q9kp_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-nlrvv_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-spmk5_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-5q47q_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-pm6hd_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-tg8rt_service:frontend_node:worker--4.novalocal","pod:frontend-w3-599b6846df-vmxlf_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-fg297_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-tst8n_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-cj2n5_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w1-856bd974f7-l5mhv_service:cartservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-5zjdc_service:productcatalogservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-cpcpb_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-nqb2g_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-vxf6m_service:currencyservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-vb7x2_service:productcatalogservice_node:worker--1","pod:frontend-w4-6646bc856b-hlkl5_service:frontend_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-f2dwx_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-jc58m_service:frontend_node:worker--2.novalocal"
1642096531.182,0.27870497164885766,0.14864104546530452,0.2574859341288759,0.2739989559820769,0.07727292793699567,0.036825029079365024,0.3040812953962811,0.1896578142022204,0.07072220588977914,0.14106350234476953,0.20370024804017917,0.0658608461288551,0.23315254931111223,0.08022957686392795,0.24293406552142452,0.2423820691438813,0.062462317918519264,0.23969626532547517,0.1405660450741562,0.2632447217421069,0.17483849521280603,0.06247296830219466,0.23491628153575894,0.2363364503317223,0.28809775872157417,0.23500111454210618,0.20217678766611963,0.17144478454614004,0.20828737524525215,0.30183535944047457,0.1395672186902619,0.1724158702426708,0.17243951590002204,0.1643835372113143,0.1420617133910862,0.2877463081709592,0.2595552736271429,0.26267186633536904
1642096546.213,0.27870497164885766,0.14864104546530452,0.2574859341288759,0.2739989559820769,0.07727292793699567,0.036825029079365024,0.3040812953962811,0.1896578142022204,0.07072220588977914,0.14106350234476953,0.20370024804017917,0.0658608461288551,0.23315254931111223,0.08022957686392795,0.24293406552142452,0.2423820691438813,0.062462317918519264,0.23969626532547517,0.1405660450741562,0.2632447217421069,0.17483849521280603,0.06247296830219466,0.23491628153575894,0.2363364503317223,0.28809775872157417,0.23500111454210618,0.20217678766611963,0.17144478454614004,0.20828737524525215,0.30183535944047457,0.1395672186902619,0.1724158702426708,0.17243951590002204,0.1643835372113143,0.1420617133910862,0.2877463081709592,0.2595552736271429,0.26267186633536904
1642096561.237,0.2919110362432653,0.1643056368015182,0.2837609259933207,0.3116918321897947,0.08126702891031592,0.03842538850277272,0.3150218172315409,0.19235039847917682,0.07446396714923093,0.1573286408573546,0.21745464105749132,0.06916167558983756,0.2515698382313642,0.08702692785391983,0.26704743882953896,0.26560671837486366,0.06830993116470468,0.2635564585542993,0.15814935017062023,0.2886179013325987,0.18529728481804075,0.06798057682423472,0.2546063737295537,0.22910410381894075,0.3010367054965952,0.26074043002244207,0.21717067860945488,0.1886565005318463,0.21985784357505045,0.33119851604366857,0.14464905254712307,0.1879572442831487,0.18818231528491774,0.1821373445255805,0.15358878491396843,0.322511728933807,0.28503895832415505,0.28818734830684045
1642096576.264,0.2919110362432653,0.1643056368015182,0.2837609259933207,0.3116918321897947,0.08126702891031592,0.03842538850277272,0.3150218172315409,0.19235039847917682,0.07446396714923093,0.1573286408573546,0.21745464105749132,0.06916167558983756,0.2515698382313642,0.08702692785391983,0.26704743882953896,0.26560671837486366,0.06830993116470468,0.2635564585542993,0.15814935017062023,0.2886179013325987,0.18529728481804075,0.06798057682423472,0.2546063737295537,0.22910410381894075,0.3010367054965952,0.26074043002244207,0.21717067860945488,0.1886565005318463,0.21985784357505045,0.33119851604366857,0.14464905254712307,0.1879572442831487,0.18818231528491774,0.1821373445255805,0.15358878491396843,0.322511728933807,0.28503895832415505,0.28818734830684045
1642096591.718,0.2709983433366816,0.16510368940505535,0.2850195054680295,0.30846203678906114,0.08103319928855794,0.040877608155611186,0.31888936027760423,0.21769798124328485,0.07531276160137504,0.1577976535793481,0.21644468422439522,0.06268073400594365,0.23583285830223127,0.0905093033743081,0.269936942803926,0.2689340417735523,0.06810220210058521,0.2673653114119289,0.1588600524807758,0.29037349384769123,0.18411781106490066,0.06638715445429183,0.24216093969773764,0.2369077266634403,0.33330858075889747,0.2642248028481924,0.2151729430032951,0.18815059117222294,0.2185412573535782,0.3214254330335689,0.15749809518519212,0.18755010116065662,0.186553673548571,0.18010999231163805,0.15811909876891456,0.30325292628578737,0.2879930352496632,0.2903618166387857
1642096606.937,0.2709983433366816,0.16510368940505535,0.2850195054680295,0.30846203678906114,0.08103319928855794,0.040877608155611186,0.31888936027760423,0.21769798124328485,0.07531276160137504,0.1577976535793481,0.21644468422439522,0.06268073400594365,0.23583285830223127,0.0905093033743081,0.269936942803926,0.2689340417735523,0.06810220210058521,0.2673653114119289,0.1588600524807758,0.29037349384769123,0.18411781106490066,0.06638715445429183,0.24216093969773764,0.2369077266634403,0.33330858075889747,0.2642248028481924,0.2151729430032951,0.18815059117222294,0.2185412573535782,0.3214254330335689,0.15749809518519212,0.18755010116065662,0.186553673548571,0.18010999231163805,0.15811909876891456,0.30325292628578737,0.2879930352496632,0.2903618166387857
1642096621.952,0.26597770757587996,0.1653404404839151,0.2851256068461594,0.30960130925409995,0.08076480862105356,0.04015051955349202,0.2974329713941904,0.21720337876318585,0.07506526778778431,0.14689750487999376,0.2158704197065618,0.06834219729256875,0.24111711569112956,0.08773961472486369,0.26961831583036233,0.2692431784826955,0.0650531473272875,0.26688498513379694,0.15841412386780634,0.29031724273119885,0.18445942357958364,0.06652847447177443,0.2333238647186478,0.24420875736213396,0.31306926287625053,0.2637764789498387,0.21547102884222707,0.18798293156558268,0.2171869924633753,0.33369107012823185,0.15698853594686174,0.18665596395671058,0.18605930959982406,0.17380584145037323,0.15882461732061798,0.3237543753770114,0.2870759522018488,0.2896494318645314
1642096636.971,0.26597770757587996,0.1653404404839151,0.2851256068461594,0.30960130925409995,0.08076480862105356,0.04015051955349202,0.2974329713941904,0.21720337876318585,0.07506526778778431,0.14689750487999376,0.2158704197065618,0.06834219729256875,0.24111711569112956,0.08773961472486369,0.26961831583036233,0.2692431784826955,0.0650531473272875,0.26688498513379694,0.15841412386780634,0.29031724273119885,0.18445942357958364,0.06652847447177443,0.2333238647186478,0.24420875736213396,0.31306926287625053,0.2637764789498387,0.21547102884222707,0.18798293156558268,0.2171869924633753,0.33369107012823185,0.15698853594686174,0.18665596395671058,0.18605930959982406,0.17380584145037323,0.15882461732061798,0.3237543753770114,0.2870759522018488,0.2896494318645314
1642096651.986,0.26001064125783935,0.1653090271886808,0.28480896191105515,0.31736680052459554,0.08052118637865986,0.04113655018217382,0.33326083441324117,0.2009324543915374,0.07547277711554756,0.15692030688155562,0.21715132790282282,0.06589772842213758,0.2404509203560108,0.08473105209975143,0.26966683820590176,0.2697072743967488,0.0646466381066705,0.2677905198922947,0.15551149766734468,0.29061851309712566,0.18487705208233246,0.06910063595575865,0.25192678956754494,0.2334932764044207,0.3058353616774834,0.264793173680884,0.215979938125743,0.18816465611117628,0.21660136800207103,0.3204075965736824,0.15728733346865936,0.18757049889775357,0.18649298704445197,0.17931224962281328,0.15840046133882452,0.3091849897381711,0.286755578847367,0.2904652070350776
1642096667.002,0.26001064125783935,0.1653090271886808,0.28480896191105515,0.31736680052459554,0.08052118637865986,0.04113655018217382,0.33326083441324117,0.2009324543915374,0.07547277711554756,0.15692030688155562,0.21715132790282282,0.06589772842213758,0.2404509203560108,0.08473105209975143,0.26966683820590176,0.2697072743967488,0.0646466381066705,0.2677905198922947,0.15551149766734468,0.29061851309712566,0.18487705208233246,0.06910063595575865,0.25192678956754494,0.2334932764044207,0.3058353616774834,0.264793173680884,0.215979938125743,0.18816465611117628,0.21660136800207103,0.3204075965736824,0.15728733346865936,0.18757049889775357,0.18649298704445197,0.17931224962281328,0.15840046133882452,0.3091849897381711,0.286755578847367,0.2904652070350776
