"Time","pod:currencyservice-w3-649d8c7669-vqclt_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-hl8k9_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-5b4gc_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-2rmqc_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-whcph_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-g5jkd_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-lpq5z_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-gn9fm_service:recommendationservice_node:worker--2","pod:productcatalogservice-w1-66565874fb-9qs6v_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-d94gf_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-ntshl_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-8m97c_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-md8cv_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-74ttw_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-gvwh4_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-tzcll_service:currencyservice_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-42k4j_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-7lm2p_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-zpbx8_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-tx7sj_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-r7d6w_service:frontend_node:worker--2","pod:recommendationservice-w3-6855bd669b-skvbf_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-q9g58_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-prbbh_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-59ff89795c-rjk7c_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-5lpvq_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-97lk5_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-nb6zb_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-pccjw_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-gpw4j_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-b59m7_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-lsqzj_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-n744k_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-p75lh_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-zpqrm_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-tw4zh_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-h459q_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-hs4ng_service:currencyservice_node:worker--2"
1642082112.648,0.21902694129902905,0.15989845934641944,0.2213244075157696,0.19524939272208336,0.07240412844186614,0.2145389067035216,0.2191511217167128,0.06195458608682579,0.16030435350575947,0.16183435880208336,0.21434244113268658,0.2746682031367671,0.06247322881651477,0.22342004144009506,0.0688385133255893,0.14964148686486128,0.19874989805475196,0.1603754152460004,0.3175435232115791,0.06829761846687249,0.13110418399438084,0.08274821864748617,0.22189394551985397,0.13691106023581964,0.3211551585000633,0.24190282811550756,0.21597404335937498,0.2706403887279166,0.2798629589820591,0.21896032235552668,0.1628052362752107,0.03788069249389074,0.1561332900568508,0.22147305360575556,0.1338671027859829,0.2662334459098744,0.1648474413748608,0.15994379578789533
1642082127.677,0.2476739654126763,0.17955235648149948,0.25061944213674137,0.21531719596588933,0.07855779507123724,0.24596990403522662,0.24528081563571674,0.06773158925457333,0.1777163727702203,0.17860604984955264,0.24697287138362628,0.2948530869790749,0.06803289706612373,0.24591299496159097,0.07604657006951901,0.16369090729934704,0.22122341044339075,0.1822955144985928,0.3465113549117522,0.07579498611329233,0.14805410736313496,0.09176047269754384,0.24923743757525424,0.15623928925382766,0.3574481802529944,0.27021571366983665,0.2404421642440972,0.32130132297478464,0.2952549004549455,0.2462270142038881,0.1787396976677855,0.041581289726092735,0.1753527709713528,0.24800851950275718,0.14227399474685956,0.29198252059020835,0.18298886540504344,0.17429922751385596
1642082142.71,0.2476739654126763,0.17955235648149948,0.25061944213674137,0.21531719596588933,0.07855779507123724,0.24596990403522662,0.24528081563571674,0.06773158925457333,0.1777163727702203,0.17860604984955264,0.24697287138362628,0.2948530869790749,0.06803289706612373,0.24591299496159097,0.07604657006951901,0.16369090729934704,0.22122341044339075,0.1822955144985928,0.3465113549117522,0.07579498611329233,0.14805410736313496,0.09176047269754384,0.24923743757525424,0.15623928925382766,0.3574481802529944,0.27021571366983665,0.2404421642440972,0.32130132297478464,0.2952549004549455,0.2462270142038881,0.1787396976677855,0.041581289726092735,0.1753527709713528,0.24800851950275718,0.14227399474685956,0.29198252059020835,0.18298886540504344,0.17429922751385596
1642082157.752,0.25352461365633205,0.18166193357953098,0.25991139477690817,0.21288718639584076,0.07799079752741842,0.24552806079046058,0.24348932036733706,0.06821599468944325,0.17740514721689127,0.17831452872533282,0.25273126117449307,0.3245079061013512,0.06947087329385564,0.2565038167888694,0.07440491115354952,0.17498968613485694,0.21201761700129051,0.18047807283908007,0.33086304877075723,0.07508221283822406,0.15357738554090478,0.08809616054772301,0.25514717654386004,0.15873251959357493,0.3630934092780391,0.2774297224730902,0.25196989572550804,0.33521907597651257,0.3262447128859365,0.25472371559417556,0.17897569163268073,0.04155109083041256,0.18201766357457416,0.2558319372996082,0.1593419324758485,0.3118111496888222,0.18303253714406753,0.18119696575668515
1642082172.777,0.25352461365633205,0.18166193357953098,0.25991139477690817,0.21288718639584076,0.07799079752741842,0.24552806079046058,0.24348932036733706,0.06821599468944325,0.17740514721689127,0.17831452872533282,0.25273126117449307,0.3245079061013512,0.06947087329385564,0.2565038167888694,0.07440491115354952,0.17498968613485694,0.21201761700129051,0.18047807283908007,0.33086304877075723,0.07508221283822406,0.15357738554090478,0.08809616054772301,0.25514717654386004,0.15873251959357493,0.3630934092780391,0.2774297224730902,0.25196989572550804,0.33521907597651257,0.3262447128859365,0.25472371559417556,0.17897569163268073,0.04155109083041256,0.18201766357457416,0.2558319372996082,0.1593419324758485,0.3118111496888222,0.18303253714406753,0.18119696575668515
1642082187.798,0.25346495359362736,0.18157139037125516,0.2592085801359949,0.2134788457138198,0.07784948148362367,0.2557294523131352,0.25627585476096665,0.07077216755595711,0.1775240953166705,0.17852423688714442,0.23524548403482304,0.33525886986420994,0.06957463287147678,0.2564835357743389,0.07479830424760427,0.18044981124475118,0.21573600470276294,0.1790104363560665,0.3179334287472235,0.07528041214434467,0.14877813797969136,0.09403242866139525,0.25417020919910277,0.1586814605338875,0.3663970333202935,0.2777859536474931,0.25710928416680046,0.3349828138134723,0.3039945552683369,0.2549222404783423,0.17918589635991833,0.041984378325582376,0.1799491607033019,0.25548645828155303,0.15956684085417316,0.3167027752924048,0.1821567390397178,0.16665616940198635
1642082202.829,0.25346495359362736,0.18157139037125516,0.2592085801359949,0.2134788457138198,0.07784948148362367,0.2557294523131352,0.25627585476096665,0.07077216755595711,0.1775240953166705,0.17852423688714442,0.23524548403482304,0.33525886986420994,0.06957463287147678,0.2564835357743389,0.07479830424760427,0.18044981124475118,0.21573600470276294,0.1790104363560665,0.3179334287472235,0.07528041214434467,0.14877813797969136,0.09403242866139525,0.25417020919910277,0.1586814605338875,0.3663970333202935,0.2777859536474931,0.25710928416680046,0.3349828138134723,0.3039945552683369,0.2549222404783423,0.17918589635991833,0.041984378325582376,0.1799491607033019,0.25548645828155303,0.15956684085417316,0.3167027752924048,0.1821567390397178,0.16665616940198635
1642082217.858,0.24543608122792254,0.1826882123423889,0.26066452896216225,0.21404322139983595,0.07814190935511887,0.25353209861739523,0.25434712400094484,0.07080129057393775,0.17742022256239637,0.1788483497614765,0.23008416300701695,0.33114286651485914,0.07007914295005643,0.2577765973121259,0.0751562316347017,0.17254414704648868,0.1973348447956218,0.17970851821652156,0.3104820685555017,0.07582179333707151,0.15153804942225443,0.08917627129215128,0.2551526036096216,0.15899360730139156,0.369803201183063,0.2795305374587176,0.23718845814985376,0.33004607989626905,0.3050446444240926,0.2561739909266763,0.17921971905985382,0.04214169392595279,0.1715501305922389,0.24725242840533523,0.1576956126354736,0.3054020906250163,0.18216294844756328,0.17787245325069792
1642082232.889,0.24543608122792254,0.1826882123423889,0.26066452896216225,0.21404322139983595,0.07814190935511887,0.25353209861739523,0.25434712400094484,0.07080129057393775,0.17742022256239637,0.1788483497614765,0.23008416300701695,0.33114286651485914,0.07007914295005643,0.2577765973121259,0.0751562316347017,0.17254414704648868,0.1973348447956218,0.17970851821652156,0.3104820685555017,0.07582179333707151,0.15153804942225443,0.08917627129215128,0.2551526036096216,0.15899360730139156,0.369803201183063,0.2795305374587176,0.23718845814985376,0.33004607989626905,0.3050446444240926,0.2561739909266763,0.17921971905985382,0.04214169392595279,0.1715501305922389,0.24725242840533523,0.1576956126354736,0.3054020906250163,0.18216294844756328,0.17787245325069792
1642082247.917,0.2403434031210187,0.18269335651075483,0.2602032819457123,0.21454252539021462,0.07767871277158442,0.24055552245599637,0.24566931475924914,0.06810051561686083,0.1785749226825314,0.17890835160622962,0.25501366313874685,0.3284090723974469,0.06965555219438568,0.2574389700733318,0.07582814930728307,0.17713541726547222,0.22115417289524414,0.17970519092597997,0.3085776123188333,0.075410381419284,0.15064614989974717,0.08696566719247194,0.2553155735113644,0.15939183497084705,0.36886738279300496,0.2794014844789652,0.2385634788022053,0.3210291700102904,0.3098715026295096,0.256255158369783,0.17984602370101904,0.04224352485065778,0.17743238381803,0.23998533267221578,0.15698678071860123,0.32300929268983175,0.18067268480319482,0.16997247038797741
