"Time","pod:productcatalogservice-w3-56c4dd84bf-nv8wg_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w1-8649bb655b-wtmzn_service:productcatalogservice_node:worker--1","pod:frontend-w4-6646bc856b-fhssz_service:frontend_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-gbmvv_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-8jsvz_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-rzpxs_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w1-6d65c886c7-4rzf2_service:redis-cart_node:worker--1","pod:currencyservice-w4-649d8c7669-6cwcx_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-tw2s8_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-6k8cx_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-ngf85_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-zf9jb_service:frontend_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-6hmkr_service:currencyservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-kgprz_service:recommendationservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-wmjqz_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-zx6x9_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-q8n4q_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w1-856bd974f7-98kph_service:cartservice_node:worker--1","pod:frontend-w4-6646bc856b-sfs8k_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-hrxt7_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ntgfk_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-62lzr_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-qcf9x_service:recommendationservice_node:worker--1","pod:recommendationservice-w3-5c774597c5-ct4hx_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-rpr87_service:frontend_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-hj84m_service:frontend_node:worker--1","pod:frontend-w4-6646bc856b-kbl5c_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-jdw3c_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-2x46q_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-djtwp_service:frontend_node:worker--3.novalocal","pod:adservice-w1-754d7d8cd4-2vlnz_service:adservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-hbn8w_service:productcatalogservice_node:worker--1","pod:currencyservice-w4-649d8c7669-cddg7_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-xq52g_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-jt46f_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-m6sqw_service:frontend_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-dwfw6_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-4g4gd_service:productcatalogservice_node:worker--1"
1642095226.219,0.13952521685714797,0.13426710649553192,0.26566380471864326,0.19881071616583335,0.07537460589291667,0.07554322693498663,0.03747675357788374,0.20537878070271265,0.16469125286977174,0.18641399575680057,0.24035671539166054,0.23729242080032653,0.15701755388863814,0.06097035461761302,0.16339664933050224,0.21831920489527862,0.18749414032969922,0.2694041047258694,0.26894310371109653,0.18875792907857192,0.15748660336569517,0.06211024635072858,0.06139994881450568,0.06833560134751007,0.23589085263024184,0.13236900263609966,0.26498188360877867,0.2753988282386285,0.16446740396448115,0.21816860131108207,0.275429300605565,0.1337301226202987,0.19644157635041665,0.16826702732458335,0.21770760551177615,0.21953935365383698,0.24012636953790845,0.13390982433815124
1642095241.242,0.15716474209548037,0.14559088949994492,0.2999386288986002,0.22434818401426387,0.0884170460185163,0.07939213542191231,0.03810785820870078,0.22585971110499997,0.18391283476010126,0.207738460862553,0.26993108080910355,0.2672977390696135,0.17130179923842884,0.0651263076325079,0.18227118833983924,0.24584980939432965,0.20917157388604413,0.29788424314854667,0.2918290011084895,0.21040977609394465,0.17584535056812317,0.06421572412711968,0.06509743122343967,0.07130945236700265,0.26428380725002487,0.14054053257631263,0.28709695664848356,0.31117739534233096,0.18284673445441407,0.24675999719233715,0.291076876174372,0.14303841122633607,0.21695996648891552,0.1900756759597917,0.24369513671168158,0.2471659827283823,0.26893168640691023,0.15055068411494127
1642095256.279,0.15716474209548037,0.14559088949994492,0.2999386288986002,0.22434818401426387,0.0884170460185163,0.07939213542191231,0.03810785820870078,0.22585971110499997,0.18391283476010126,0.207738460862553,0.26993108080910355,0.2672977390696135,0.17130179923842884,0.0651263076325079,0.18227118833983924,0.24584980939432965,0.20917157388604413,0.29788424314854667,0.2918290011084895,0.21040977609394465,0.17584535056812317,0.06421572412711968,0.06509743122343967,0.07130945236700265,0.26428380725002487,0.14054053257631263,0.28709695664848356,0.31117739534233096,0.18284673445441407,0.24675999719233715,0.291076876174372,0.14303841122633607,0.21695996648891552,0.1900756759597917,0.24369513671168158,0.2471659827283823,0.26893168640691023,0.15055068411494127
1642095271.575,0.16286961189101692,0.15212733312532065,0.33050012117167593,0.23287180821055428,0.0854705461935032,0.08085535341978949,0.038481653445415306,0.22134745190007082,0.18801976484447003,0.21363493759189378,0.2827946177983662,0.2822075089347056,0.17268854268505096,0.06739166575560421,0.18722165338214894,0.260172784433922,0.21257259210160534,0.31323888310079195,0.3225134498617024,0.21410553399458662,0.1838389825410162,0.06483409174186887,0.06564008599945345,0.0735920982877426,0.27758367760439506,0.15580623982398228,0.3259982522499214,0.2970921654272185,0.18855210292258687,0.2622448072718324,0.2942510799601248,0.14893601393550082,0.2217440312749507,0.21238712567365703,0.2602026055635886,0.26268194185615334,0.28324803794566955,0.1530395593005529
1642095286.689,0.16286961189101692,0.15212733312532065,0.33050012117167593,0.23287180821055428,0.0854705461935032,0.08085535341978949,0.038481653445415306,0.22134745190007082,0.18801976484447003,0.21363493759189378,0.2827946177983662,0.2822075089347056,0.17268854268505096,0.06739166575560421,0.18722165338214894,0.260172784433922,0.21257259210160534,0.31323888310079195,0.3225134498617024,0.21410553399458662,0.1838389825410162,0.06483409174186887,0.06564008599945345,0.0735920982877426,0.27758367760439506,0.15580623982398228,0.3259982522499214,0.2970921654272185,0.18855210292258687,0.2622448072718324,0.2942510799601248,0.14893601393550082,0.2217440312749507,0.21238712567365703,0.2602026055635886,0.26268194185615334,0.28324803794566955,0.1530395593005529
1642095301.708,0.16391160473790112,0.15621645307421286,0.2966040430277175,0.249265870163103,0.0834897009419063,0.08064183077873421,0.03979940622406261,0.24082896878419288,0.18849733754849463,0.21219303087573022,0.28157485477060734,0.2805577250773568,0.17932732976798643,0.06812116426167017,0.1873944912905936,0.26137882265661444,0.2105837056600924,0.3127552200239512,0.3018192218864357,0.21341650434415949,0.18329603947140688,0.0673246713447689,0.06757860231012125,0.07398863471807476,0.27659704007192765,0.1505728477064766,0.31737314255297205,0.30373628302066075,0.1880102262680667,0.26342681779926763,0.27614915611708823,0.15734271809952155,0.23732307585433987,0.21631336030965645,0.2611205290374654,0.26365779273827583,0.28300377023233336,0.15764498313226688
1642095316.727,0.16391160473790112,0.15621645307421286,0.2966040430277175,0.249265870163103,0.0834897009419063,0.08064183077873421,0.03979940622406261,0.24082896878419288,0.18849733754849463,0.21219303087573022,0.28157485477060734,0.2805577250773568,0.17932732976798643,0.06812116426167017,0.1873944912905936,0.26137882265661444,0.2105837056600924,0.3127552200239512,0.3018192218864357,0.21341650434415949,0.18329603947140688,0.0673246713447689,0.06757860231012125,0.07398863471807476,0.27659704007192765,0.1505728477064766,0.31737314255297205,0.30373628302066075,0.1880102262680667,0.26342681779926763,0.27614915611708823,0.15734271809952155,0.23732307585433987,0.21631336030965645,0.2611205290374654,0.26365779273827583,0.28300377023233336,0.15764498313226688
1642095331.745,0.16387255992842178,0.1540629695522973,0.3030787296526155,0.23783015187388187,0.08376976355041454,0.08017805272144155,0.04073777194328435,0.24795587958394466,0.1878791950648992,0.21228833396106445,0.2810862726860912,0.28073314548671197,0.17907399467364538,0.063606411371851,0.18625460342119843,0.2614139275482132,0.20993023219933116,0.32476924440501,0.32805922832673673,0.2122824508402719,0.18334540962873241,0.06737575504535519,0.067389854210099,0.07375728587643679,0.27630852723950006,0.15723873659295723,0.3124590222673728,0.3000769270688411,0.1882011004132774,0.26306668738581207,0.2594986234327795,0.15758388921938266,0.2227697573258232,0.2030707496502653,0.26103033150479527,0.26364449565681974,0.2824898509906506,0.15829096796443096
1642095346.761,0.16387255992842178,0.1540629695522973,0.3030787296526155,0.23783015187388187,0.08376976355041454,0.08017805272144155,0.04073777194328435,0.24795587958394466,0.1878791950648992,0.21228833396106445,0.2810862726860912,0.28073314548671197,0.17907399467364538,0.063606411371851,0.18625460342119843,0.2614139275482132,0.20993023219933116,0.32476924440501,0.32805922832673673,0.2122824508402719,0.18334540962873241,0.06737575504535519,0.067389854210099,0.07375728587643679,0.27630852723950006,0.15723873659295723,0.3124590222673728,0.3000769270688411,0.1882011004132774,0.26306668738581207,0.2594986234327795,0.15758388921938266,0.2227697573258232,0.2030707496502653,0.26103033150479527,0.26364449565681974,0.2824898509906506,0.15829096796443096
1642095361.958,0.16381176230525618,0.1573719469909547,0.3049149412300638,0.23744625210008513,0.08497967208186549,0.07997788544887958,0.040870667701064504,0.22957814625659761,0.18619068247803894,0.21208241059745922,0.2790356910700213,0.28145837789806627,0.17898288075649565,0.06824385730467945,0.18610094342825506,0.26023301409737065,0.2091531591300551,0.3253977108211173,0.2960488613020573,0.21276803029036434,0.18317116570402844,0.06756404666012196,0.06526441386502957,0.07365516432292389,0.27301960754173904,0.15699434550077387,0.31025257346167345,0.3169050748266332,0.18731045006657676,0.2624046769176971,0.25617066563736246,0.1485790696394935,0.2267518963621945,0.2038818525560506,0.2602027530389167,0.2630421995780186,0.27923505316320585,0.15122657087599115
