"Time","pod:currencyservice-w1-6f8d8654c5-gg27h_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-v24bb_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-6kp2j_service:frontend_node:worker--2","pod:frontend-w4-599b6846df-mwvtd_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-w178n_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-g8dd2_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-wzdsz_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-g4njf_service:currencyservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-7wpk4_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-f9778_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-x2mbf_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-mv2fp_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-zq2wq_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-fmn9l_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-mlcdd_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-z97rx_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-rkmx7_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-656689488c-8v64r_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-mrh27_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-mksvx_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-bdhq4_service:productcatalogservice_node:worker--3.novalocal","pod:adservice-w1-9f97cf96-fhmpl_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-59ff89795c-zskj4_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-5fss9_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w3-6855bd669b-45jzz_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-pxckw_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-fpsw5_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-rhrg2_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-w8kz5_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-2tzp9_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-q2ff7_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-wxhrh_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-fs9tt_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-55lhg_service:productcatalogservice_node:worker--2","pod:frontend-w4-599b6846df-42rw1_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-xwm4j_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-ptnz4_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-dxpq2_service:frontend_node:worker--2"
1642080808.9,0.20650662665158814,0.07355203303012381,0.23204543352897028,0.238974128421857,0.2393573914413827,0.1514359505303218,0.06647589890293785,0.16850930528480534,0.06775990358963749,0.22926077716301596,0.23646840178791162,0.281895879466875,0.16919538632093317,0.07443812863757046,0.04039389495863194,0.13785917663107572,0.2822110433490168,0.16535977777800637,0.2305510468211771,0.27565670768612394,0.195572964675943,0.3233196268735634,0.3394384858066158,0.0736744945279707,0.08652288710830564,0.21915015794616197,0.29695590339231714,0.16835651953171693,0.17369245564217486,0.25639886617595303,0.16936453119567105,0.1652439646956793,0.16376284432403576,0.1463810066422519,0.23418129936369625,0.23760104326098025,0.16553457939875982,0.22659103473769457
1642080823.929,0.20650662665158814,0.07355203303012381,0.23204543352897028,0.238974128421857,0.2393573914413827,0.1514359505303218,0.06647589890293785,0.16850930528480534,0.06775990358963749,0.22926077716301596,0.23646840178791162,0.281895879466875,0.16919538632093317,0.07443812863757046,0.04039389495863194,0.13785917663107572,0.2822110433490168,0.16535977777800637,0.2305510468211771,0.27565670768612394,0.195572964675943,0.3233196268735634,0.3394384858066158,0.0736744945279707,0.08652288710830564,0.21915015794616197,0.29695590339231714,0.16835651953171693,0.17369245564217486,0.25639886617595303,0.16936453119567105,0.1652439646956793,0.16376284432403576,0.1463810066422519,0.23418129936369625,0.23760104326098025,0.16553457939875982,0.22659103473769457
1642080839.119,0.2118632029767868,0.0742951295938719,0.25492478203494423,0.2599452696853882,0.2582219577327785,0.16391705041191862,0.07066904541275058,0.18637025920183914,0.07307255180104405,0.22944534986563309,0.2466261360346727,0.30807220241689914,0.1765146395904227,0.07605832331655057,0.04167161326268123,0.15449144618669566,0.3104362949375542,0.1836810412433915,0.2543733102779004,0.3284184219600987,0.21467093651023822,0.3343153247864408,0.36157448624320543,0.07516401071561751,0.08734460863354834,0.2385601738498525,0.3381321853257371,0.18410993413251214,0.18376368905119428,0.2773891688953301,0.17886702052433862,0.18191257962804766,0.17651869744559245,0.1541870764283736,0.260048070591301,0.2575180281187909,0.1747183969366398,0.2523628588238459
1642080854.145,0.2118632029767868,0.0742951295938719,0.25492478203494423,0.2599452696853882,0.2582219577327785,0.16391705041191862,0.07066904541275058,0.18637025920183914,0.07307255180104405,0.22944534986563309,0.2466261360346727,0.30807220241689914,0.1765146395904227,0.07605832331655057,0.04167161326268123,0.15449144618669566,0.3104362949375542,0.1836810412433915,0.2543733102779004,0.3284184219600987,0.21467093651023822,0.3343153247864408,0.36157448624320543,0.07516401071561751,0.08734460863354834,0.2385601738498525,0.3381321853257371,0.18410993413251214,0.18376368905119428,0.2773891688953301,0.17886702052433862,0.18191257962804766,0.17651869744559245,0.1541870764283736,0.260048070591301,0.2575180281187909,0.1747183969366398,0.2523628588238459
1642080869.164,0.2102876284880241,0.07467249004692672,0.2406685373318451,0.25945091436181567,0.2579720710314789,0.162687986579242,0.06983511225265268,0.18263180033651566,0.07213943526264063,0.24532264114548175,0.25639603558129465,0.31305889475686577,0.17584400115714163,0.07611435360058018,0.04133493402931221,0.15018931996948914,0.32074487720266787,0.18061450022529607,0.25484063053989103,0.3311858574671469,0.2213196261266268,0.30950785973056905,0.3595101126496366,0.07549367092908182,0.09048647577127152,0.24664547021598365,0.33097847150630266,0.18133550461700926,0.1799389258571149,0.27703579365398556,0.17997747662051194,0.17994642744994777,0.18109885641372062,0.15635367554558544,0.2596473938683035,0.2576691515217631,0.1737810013444327,0.25109691888406294
1642080884.179,0.2102876284880241,0.07467249004692672,0.2406685373318451,0.25945091436181567,0.2579720710314789,0.162687986579242,0.06983511225265268,0.18263180033651566,0.07213943526264063,0.24532264114548175,0.25639603558129465,0.31305889475686577,0.17584400115714163,0.07611435360058018,0.04133493402931221,0.15018931996948914,0.32074487720266787,0.18061450022529607,0.25484063053989103,0.3311858574671469,0.2213196261266268,0.30950785973056905,0.3595101126496366,0.07549367092908182,0.09048647577127152,0.24664547021598365,0.33097847150630266,0.18133550461700926,0.1799389258571149,0.27703579365398556,0.17997747662051194,0.17994642744994777,0.18109885641372062,0.15635367554558544,0.2596473938683035,0.2576691515217631,0.1737810013444327,0.25109691888406294
1642080899.196,0.21038604897972335,0.07497184675190083,0.25439257243423896,0.26045288008594597,0.25894610054090084,0.16302201799391985,0.0700629801802316,0.17739977240778215,0.06647369269542465,0.23185223979416827,0.2437445972266848,0.32922023989250765,0.1771167440673792,0.07575997493436512,0.04163685442429106,0.15399454753314384,0.3081965106283583,0.17407941209410815,0.24400451474540724,0.33110541027253215,0.20072270263620373,0.3006816152251917,0.362282987642051,0.07589871837745663,0.0899156337810386,0.250397775100951,0.33159463471143524,0.18210296008147447,0.18055392997049344,0.2798766939536057,0.17976446896986364,0.18027572687481896,0.17128030389197635,0.1599836006057603,0.2612362907784713,0.2588924202352185,0.17562796656188873,0.2510987467110496
1642080914.293,0.21038604897972335,0.07497184675190083,0.25439257243423896,0.26045288008594597,0.25894610054090084,0.16302201799391985,0.0700629801802316,0.17739977240778215,0.06647369269542465,0.23185223979416827,0.2437445972266848,0.32922023989250765,0.1771167440673792,0.07575997493436512,0.04163685442429106,0.15399454753314384,0.3081965106283583,0.17407941209410815,0.24400451474540724,0.33110541027253215,0.20072270263620373,0.3006816152251917,0.362282987642051,0.07589871837745663,0.0899156337810386,0.250397775100951,0.33159463471143524,0.18210296008147447,0.18055392997049344,0.2798766939536057,0.17976446896986364,0.18027572687481896,0.17128030389197635,0.1599836006057603,0.2612362907784713,0.2588924202352185,0.17562796656188873,0.2510987467110496
1642080929.312,0.20960880946607086,0.0746835018686839,0.25449899371623186,0.2603306275811275,0.258991228944446,0.16281654394870804,0.07000391193131052,0.18167676141469946,0.06978771110399282,0.24485620374027944,0.24233959633369992,0.3380524245461489,0.17709225922626176,0.07561394672777763,0.04163890993476683,0.15364693612801572,0.3236700528998817,0.17967445950464286,0.253414761739624,0.3229217042796526,0.19166285886,0.2964208000675994,0.35995979342124385,0.0760014508817545,0.08753087603365994,0.24162113228303267,0.299860208608836,0.18211775983235062,0.18050277319660607,0.2786639554055244,0.17925124091082298,0.18062950434986813,0.18006555332280677,0.1598639214802802,0.2615825581633492,0.25867299137920086,0.17497578051295876,0.2504925113842795
1642080944.335,0.20960880946607086,0.0746835018686839,0.25449899371623186,0.2603306275811275,0.258991228944446,0.16281654394870804,0.07000391193131052,0.18167676141469946,0.06978771110399282,0.24485620374027944,0.24233959633369992,0.3380524245461489,0.17709225922626176,0.07561394672777763,0.04163890993476683,0.15364693612801572,0.3236700528998817,0.17967445950464286,0.253414761739624,0.3229217042796526,0.19166285886,0.2964208000675994,0.35995979342124385,0.0760014508817545,0.08753087603365994,0.24162113228303267,0.299860208608836,0.18211775983235062,0.18050277319660607,0.2786639554055244,0.17925124091082298,0.18062950434986813,0.18006555332280677,0.1598639214802802,0.2615825581633492,0.25867299137920086,0.17497578051295876,0.2504925113842795
