"Time","pod:productcatalogservice-w1-56c4dd84bf-jzb2x_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-xwzvg_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-2sthk_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-x27jv_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-96tm7_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-qmvm7_service:adservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-96g9z_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-j5jsf_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-7xxh5_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-9stz5_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-hr84b_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-vzppg_service:frontend_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-j8f2m_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-ck2nk_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-4vlhv_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-4b96s_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-84b7p_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-bmh57_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-hs6tf_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-z5r7z_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-9mnb5_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-kt78c_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-r55d4_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-f8qzq_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-tcdrp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-4ms6m_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-stmbl_service:currencyservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-7bvrj_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-jg5fq_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-n2c9p_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-vzs6k_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-fm4m6_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-tzfh7_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-rcc4f_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-vpcl4_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-qqxcx_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4q69l_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-g54cz_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-g2hd6_service:productcatalogservice_node:worker--3"
1636929165.392,0.24777318894713884,0.23911555511010313,0.47115945685895844,0.2462667216036884,0.27460124479866344,0.21781507147186385,0.3004727667173339,0.14586696961484782,0.44536528822385746,0.11249017028479569,0.11678334384812261,0.467102686344375,0.4691095565175997,0.1408866140962398,0.04342949630358892,0.3052425003338104,0.44253044158033145,0.11619809093254588,0.00399170546267401,0.4667009118544172,0.14282662190371415,0.2294668121102627,0.1484137201368113,0.1396511593851979,0.2236376308095398,0.1146928493159155,0.2923546966867714,0.46738458032295144,0.23848978700090662,0.28136912970789596,0.22175276120567866,0.2506227972696268,0.2955848130581318,0.27544319968273867,0.1386170884545006,0.4331472218951071,0.31323195349241634,0.2408106923659799,0.24562933590426916,0.23345816368505343,0.447805056245665,0.2411050454650725
1636929180.522,0.27257033181109835,0.27132091150423965,0.5732944243878412,0.27219395947476277,0.3083945971017444,0.23775596309514957,0.33346564469605977,0.17193148855427937,0.4998561312857487,0.12328490064995185,0.12836420276820945,0.522771402747871,0.5260531456509863,0.15420198231327426,0.04667225201164511,0.3659145277181579,0.5001480178074158,0.12591219908409396,0.0038263306516174624,0.5240878920673575,0.15782619866665476,0.263751685940627,0.1663760251953057,0.16681629582700713,0.24644956810675683,0.1258714804347851,0.32876092690665304,0.5235118501810537,0.26839400000078284,0.31723308081729173,0.26694216841737645,0.27682158223502407,0.3302869341564333,0.3079028427756807,0.15538542224038263,0.5049549029869032,0.3562681466511814,0.2754375616077315,0.2802521571684696,0.26716604040710923,0.505859307347569,0.27162266611615254
1636929195.568,0.27257033181109835,0.27132091150423965,0.5732944243878412,0.27219395947476277,0.3083945971017444,0.23775596309514957,0.33346564469605977,0.17193148855427937,0.4998561312857487,0.12328490064995185,0.12836420276820945,0.522771402747871,0.5260531456509863,0.15420198231327426,0.04667225201164511,0.3659145277181579,0.5001480178074158,0.12591219908409396,0.0038263306516174624,0.5240878920673575,0.15782619866665476,0.263751685940627,0.1663760251953057,0.16681629582700713,0.24644956810675683,0.1258714804347851,0.32876092690665304,0.5235118501810537,0.26839400000078284,0.31723308081729173,0.26694216841737645,0.27682158223502407,0.3302869341564333,0.3079028427756807,0.15538542224038263,0.5049549029869032,0.3562681466511814,0.2754375616077315,0.2802521571684696,0.26716604040710923,0.505859307347569,0.27162266611615254
1636929210.632,0.2883600328497048,0.2816150880170314,0.6079039069066071,0.2824537608111223,0.316669125581459,0.2509907242566257,0.3342296874388634,0.16960736329631765,0.5306916433903099,0.13089471945150666,0.12360182890696098,0.5704727696602346,0.5563617731835581,0.15817481212264606,0.050842157963940336,0.36263259743238097,0.5293381308717259,0.129356178270051,0.003807067115683421,0.5556837193596207,0.16046821706992764,0.2835437685949023,0.16510847660413808,0.17751428050126145,0.25306398147187803,0.13059779676800914,0.3333694871130254,0.5541410301145826,0.2847575290206234,0.35136707411663043,0.2797052883540202,0.28470015875525895,0.336221720938576,0.3192665614433524,0.1557759476371285,0.5348915625898074,0.3486297487222631,0.2793379987982035,0.2894080842367944,0.2759119175721096,0.5367789708763319,0.28703998792443397
1636929225.671,0.2883600328497048,0.2816150880170314,0.6079039069066071,0.2824537608111223,0.316669125581459,0.2509907242566257,0.3342296874388634,0.16960736329631765,0.5306916433903099,0.13089471945150666,0.12360182890696098,0.5704727696602346,0.5563617731835581,0.15817481212264606,0.050842157963940336,0.36263259743238097,0.5293381308717259,0.129356178270051,0.003807067115683421,0.5556837193596207,0.16046821706992764,0.2835437685949023,0.16510847660413808,0.17751428050126145,0.25306398147187803,0.13059779676800914,0.3333694871130254,0.5541410301145826,0.2847575290206234,0.35136707411663043,0.2797052883540202,0.28470015875525895,0.336221720938576,0.3192665614433524,0.1557759476371285,0.5348915625898074,0.3486297487222631,0.2793379987982035,0.2894080842367944,0.2759119175721096,0.5367789708763319,0.28703998792443397
1636929240.763,0.2880934796361704,0.28567972696576804,0.5781822492986736,0.2814710145615485,0.3171356056935277,0.2396808984240177,0.34518175252498773,0.1707406529753988,0.5303354171569754,0.13015298315342672,0.13367165568796396,0.5783064889872984,0.556194128433983,0.15944020630394506,0.05042437679953845,0.3732681369762123,0.5294790361614772,0.1287025749523068,0.0038265747055634992,0.5560661182222579,0.16118358743422262,0.2691293529244562,0.16520340983920706,0.1723647148889088,0.25276019549785644,0.12997836462339216,0.33477389268912844,0.5545151802139495,0.2583999364826057,0.35090001334289517,0.26559801056264276,0.2831860073208561,0.33740805980330263,0.31821897099588414,0.15758306282992218,0.5334210831153372,0.3613337384305285,0.27850895378899615,0.28983568087132716,0.2687154812306225,0.5351473705219476,0.2859203999843044
1636929255.798,0.2880934796361704,0.28567972696576804,0.5781822492986736,0.2814710145615485,0.3171356056935277,0.2396808984240177,0.34518175252498773,0.1707406529753988,0.5303354171569754,0.13015298315342672,0.13367165568796396,0.5783064889872984,0.556194128433983,0.15944020630394506,0.05042437679953845,0.3732681369762123,0.5294790361614772,0.1287025749523068,0.0038265747055634992,0.5560661182222579,0.16118358743422262,0.2691293529244562,0.16520340983920706,0.1723647148889088,0.25276019549785644,0.12997836462339216,0.33477389268912844,0.5545151802139495,0.2583999364826057,0.35090001334289517,0.26559801056264276,0.2831860073208561,0.33740805980330263,0.31821897099588414,0.15758306282992218,0.5334210831153372,0.3613337384305285,0.27850895378899615,0.28983568087132716,0.2687154812306225,0.5351473705219476,0.2859203999843044
1636929270.905,0.28850139884284914,0.28589436099966653,0.603201033354475,0.28131128974582986,0.31686972336401326,0.2554722877918618,0.34499255990430605,0.16197732437871462,0.5305884186449931,0.1261079855739879,0.1343164076999534,0.5813380361688769,0.5557562928129529,0.15879053587919179,0.05009662161956524,0.34839767744520106,0.5308352384805832,0.12900579641101825,0.0038884843197692547,0.5553846092647478,0.16110638292064106,0.272777351304119,0.17132065942352792,0.16744193682375727,0.25339091139606185,0.1313228258072491,0.33423274763630473,0.5541960362998489,0.2827210589793018,0.32330739560798377,0.2645921600781731,0.283341167136272,0.33705093246069123,0.31916926478800034,0.15821728938046767,0.5334934251200281,0.3466381609251119,0.2783782676111239,0.2906677492995098,0.2757167303141454,0.5352590475091251,0.26784557827497957
1636929285.943,0.28850139884284914,0.28589436099966653,0.603201033354475,0.28131128974582986,0.31686972336401326,0.2554722877918618,0.34499255990430605,0.16197732437871462,0.5305884186449931,0.1261079855739879,0.1343164076999534,0.5813380361688769,0.5557562928129529,0.15879053587919179,0.05009662161956524,0.34839767744520106,0.5308352384805832,0.12900579641101825,0.0038884843197692547,0.5553846092647478,0.16110638292064106,0.272777351304119,0.17132065942352792,0.16744193682375727,0.25339091139606185,0.1313228258072491,0.33423274763630473,0.5541960362998489,0.2827210589793018,0.32330739560798377,0.2645921600781731,0.283341167136272,0.33705093246069123,0.31916926478800034,0.15821728938046767,0.5334934251200281,0.3466381609251119,0.2783782676111239,0.2906677492995098,0.2757167303141454,0.5352590475091251,0.26784557827497957
1636929301.062,0.28822789046419595,0.2665227866535188,0.6025687537609884,0.2807551417439158,0.3169735360385336,0.25402581095513566,0.34158105433809605,0.1601641044452277,0.5307634967404811,0.12518743539572463,0.1332716271521381,0.605889368729487,0.5554058936472339,0.15881532138345628,0.05011030875353949,0.35150136450881997,0.5302866766429459,0.1289056269987699,0.003887767967430963,0.5542979761355675,0.16101529297921635,0.28033264561386806,0.17213570180423354,0.17738746833999552,0.2521667792858779,0.13114781615505938,0.33459705572197673,0.5547297159461204,0.2685229549152344,0.33092863742216466,0.2720677892096917,0.2832659520066161,0.33630594932101887,0.31910843524714905,0.1600244888040515,0.5247724041644255,0.37511754646280104,0.278636694667758,0.29042687010799806,0.2757595329178938,0.5348945364996378,0.285714700085129
