"Time","pod:currencyservice-w4-6f8d8654c5-lkj6n_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-hdkpz_service:frontend_node:worker--4.novalocal","pod:redis-cart-w1-6d65c886c7-rqt2s_service:redis-cart_node:worker--1","pod:adservice-w1-754d7d8cd4-fvnks_service:adservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-sdpnn_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-nnd5b_service:recommendationservice_node:worker--1","pod:frontend-w2-6646bc856b-z5hvp_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-lr2w7_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-frp7g_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-kb6r7_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-pwt8z_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-hczcb_service:currencyservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-hhfwr_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-cq874_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-q6phc_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-856bd974f7-xllft_service:cartservice_node:worker--1","pod:currencyservice-w1-656689488c-8rfz6_service:currencyservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-f6xsv_service:recommendationservice_node:worker--1","pod:frontend-w2-6646bc856b-hmtxl_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-7tq9w_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-5qtg2_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-hpcvj_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-d2j6m_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-5zntt_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-d7v4b_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-9vrzh_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-z7fdk_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-ctzzh_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-98dtm_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-twqk8_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-2bkdr_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-wbdt7_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-xtrj9_service:frontend_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-xd22j_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-d284l_service:cartservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-78shs_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-tmnnt_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-f9bjx_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-p2lh4_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-d9gd8_service:productcatalogservice_node:worker--1","pod:currencyservice-w2-649d8c7669-vgh5q_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-k7wxv_service:recommendationservice_node:worker--2.novalocal"
1638819583.216,0.5128839673578998,0.5198952728460815,0.043879538015640235,0.2930703162035826,0.11272965169190044,0.03510871246329742,0.5150581182230227,0.1547364390627016,0.04046295454217269,0.47613676498432583,0.5139809838796622,0.4636575104982662,0.46030949305391616,0.4881490693744658,0.03335326328714867,0.237505953264349,0.46816626910763387,0.03395547755946927,0.49575581686832415,0.11032631839887508,0.003653118913980389,0.1273034004592934,0.03650537268793598,0.47102693138422347,0.4739001632855935,0.15595006826078828,0.033145260922413294,0.5067467823908988,0.5256536404379166,0.03789487466143725,0.28081364108252904,0.03285883413719402,0.5050948334256031,0.4529349780964579,0.24434992048861756,0.4599555941839637,0.1135077693343808,0.1263962891132359,0.03343910768183571,0.10924168472524645,0.5542039964235843,0.04018164476606598
1638819599.364,0.5732082879766754,0.5831445264409183,0.045180904043058565,0.29964179665305046,0.1291545868449978,0.03777774939794515,0.5395159895320718,0.1703897828570503,0.04132465171566316,0.5357043911829682,0.5747308718126751,0.5153368534538479,0.52103275810064,0.54794374679187,0.03659665756984171,0.2720954583094205,0.5221888846647125,0.03497657735771093,0.5263406230241666,0.12797201965126992,0.003480582318847298,0.1390195324705916,0.038685761193532515,0.5314297609249976,0.5404475636676063,0.16901679703894829,0.03515606691001223,0.5689869951566525,0.6438802048068227,0.041571213050968975,0.3103891599644856,0.03536258086700166,0.5673321379119888,0.5311985874209374,0.2701642324466907,0.5195219335688493,0.12816631659845862,0.14153657976651782,0.03590772170753061,0.1240420305218329,0.6452516275710507,0.04135459475408817
1638819614.384,0.5732082879766754,0.5831445264409183,0.045180904043058565,0.29964179665305046,0.1291545868449978,0.03777774939794515,0.5395159895320718,0.1703897828570503,0.04132465171566316,0.5357043911829682,0.5747308718126751,0.5153368534538479,0.52103275810064,0.54794374679187,0.03659665756984171,0.2720954583094205,0.5221888846647125,0.03497657735771093,0.5263406230241666,0.12797201965126992,0.003480582318847298,0.1390195324705916,0.038685761193532515,0.5314297609249976,0.5404475636676063,0.16901679703894829,0.03515606691001223,0.5689869951566525,0.6438802048068227,0.041571213050968975,0.3103891599644856,0.03536258086700166,0.5673321379119888,0.5311985874209374,0.2701642324466907,0.5195219335688493,0.12816631659845862,0.14153657976651782,0.03590772170753061,0.1240420305218329,0.6452516275710507,0.04135459475408817
1638819629.399,0.5956368518592964,0.615268860428539,0.04789703624145883,0.32335010543574527,0.13400784174556135,0.036371830603965864,0.584804169436125,0.1530588109488071,0.041167165954838936,0.5634263072091192,0.5968238792514342,0.5493322178201554,0.5403430561048679,0.5764620846382155,0.03545484505405448,0.28825368261078227,0.539227231857099,0.03560937651891068,0.5635959076599969,0.12800789697722406,0.003432188766068955,0.13986611311143723,0.03721398235391289,0.5638622756635515,0.5729086411516935,0.16949820180269268,0.03460154314473149,0.601548489641539,0.6266007521466708,0.04101096429055601,0.29833324513764503,0.034404133673735855,0.5977049002804863,0.5213357224497629,0.27915470459768343,0.5416319402069001,0.12795694058825874,0.14068343024163268,0.03448586788076777,0.1325292050146999,0.6459514040824632,0.03953578680943373
1638819644.414,0.5956368518592964,0.615268860428539,0.04789703624145883,0.32335010543574527,0.13400784174556135,0.036371830603965864,0.584804169436125,0.1530588109488071,0.041167165954838936,0.5634263072091192,0.5968238792514342,0.5493322178201554,0.5403430561048679,0.5764620846382155,0.03545484505405448,0.28825368261078227,0.539227231857099,0.03560937651891068,0.5635959076599969,0.12800789697722406,0.003432188766068955,0.13986611311143723,0.03721398235391289,0.5638622756635515,0.5729086411516935,0.16949820180269268,0.03460154314473149,0.601548489641539,0.6266007521466708,0.04101096429055601,0.29833324513764503,0.034404133673735855,0.5977049002804863,0.5213357224497629,0.27915470459768343,0.5416319402069001,0.12795694058825874,0.14068343024163268,0.03448586788076777,0.1325292050146999,0.6459514040824632,0.03953578680943373
1638819659.429,0.5938665949142607,0.614978692327047,0.04665179198390008,0.29634463825542867,0.1335902360648537,0.03728666225383648,0.5485793928934125,0.1614338600153019,0.04311394939398619,0.5655014639161752,0.5958095458148143,0.5489280134590093,0.5410472538211577,0.5793740874635219,0.0353626987353745,0.28339252700415507,0.5377443575734775,0.03604659898966263,0.5743203604417952,0.1281554279766603,0.003585095291104172,0.13983658468076582,0.03709986823224846,0.5532610291303902,0.5735419681518192,0.17382131500397122,0.03459331899465226,0.6035507166405312,0.6416438682871616,0.04267918492314701,0.2771956872981138,0.034189812357057175,0.5954644695708186,0.5311271780239284,0.2669890934868543,0.5422028973832037,0.12816508551363304,0.14056526049609544,0.03468181721486228,0.1321437283189011,0.6450133804264415,0.04106281027602419
1638819674.445,0.5938665949142607,0.614978692327047,0.04665179198390008,0.29634463825542867,0.1335902360648537,0.03728666225383648,0.5485793928934125,0.1614338600153019,0.04311394939398619,0.5655014639161752,0.5958095458148143,0.5489280134590093,0.5410472538211577,0.5793740874635219,0.0353626987353745,0.28339252700415507,0.5377443575734775,0.03604659898966263,0.5743203604417952,0.1281554279766603,0.003585095291104172,0.13983658468076582,0.03709986823224846,0.5532610291303902,0.5735419681518192,0.17382131500397122,0.03459331899465226,0.6035507166405312,0.6416438682871616,0.04267918492314701,0.2771956872981138,0.034189812357057175,0.5954644695708186,0.5311271780239284,0.2669890934868543,0.5422028973832037,0.12816508551363304,0.14056526049609544,0.03468181721486228,0.1321437283189011,0.6450133804264415,0.04106281027602419
1638819689.463,0.5960617213534529,0.6159929195099504,0.04483266932392482,0.27891335270410667,0.1337908152560322,0.03561310451904367,0.5871292235590968,0.1700667545794759,0.042609829089823026,0.5677928869424143,0.5958529130571136,0.5490060268843722,0.5425702185038439,0.5796387077474981,0.03570221152465936,0.3025935939515564,0.533401615530417,0.03635096509341568,0.564365091225315,0.128673776486877,0.003639736518139442,0.1398355008375416,0.03719152055323362,0.5619945947451603,0.571989126782073,0.1734731953158779,0.034621257583256765,0.6042223874181114,0.6420348872736685,0.04403019214764052,0.2735759637747934,0.03431107934953708,0.5951714469337492,0.5241665037278581,0.26878989112165597,0.5430146300718157,0.12872487555844575,0.1406618891353681,0.034967788963515094,0.13216914177462624,0.6303125067626558,0.03908052908852423
1638819704.482,0.5960617213534529,0.6159929195099504,0.04483266932392482,0.27891335270410667,0.1337908152560322,0.03561310451904367,0.5871292235590968,0.1700667545794759,0.042609829089823026,0.5677928869424143,0.5958529130571136,0.5490060268843722,0.5425702185038439,0.5796387077474981,0.03570221152465936,0.3025935939515564,0.533401615530417,0.03635096509341568,0.564365091225315,0.128673776486877,0.003639736518139442,0.1398355008375416,0.03719152055323362,0.5619945947451603,0.571989126782073,0.1734731953158779,0.034621257583256765,0.6042223874181114,0.6420348872736685,0.04403019214764052,0.2735759637747934,0.03431107934953708,0.5951714469337492,0.5241665037278581,0.26878989112165597,0.5430146300718157,0.12872487555844575,0.1406618891353681,0.034967788963515094,0.13216914177462624,0.6303125067626558,0.03908052908852423
1638819719.5,0.5963763072333909,0.616331562886253,0.04459360751322333,0.2707603583110231,0.13323435516860083,0.03662939446397733,0.5765701849296468,0.1714342781799677,0.03937918601282796,0.5678377901338677,0.5965620314821933,0.5493990558320803,0.5428731848687237,0.5812940092841965,0.035681571159385916,0.29815770527005003,0.5496011229761228,0.03638383671930387,0.5934160929580367,0.1291030164076034,0.0036010318122452856,0.1396812231263565,0.037175603409013186,0.560619557985684,0.5707442772318005,0.154571777349293,0.03482889826101302,0.603526840017158,0.6432904805260328,0.04409036642808688,0.2729445950123619,0.03431058669951554,0.5974155902423908,0.4855995263300623,0.2680444703653418,0.543122582642415,0.1289060380068837,0.1401885745233315,0.03490917394165598,0.13251390375292188,0.6168337236685209,0.04047193791630696
