"Time","pod:productcatalogservice-w1-5d9b8d854-xwfmn_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-2j6m7_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-qcvnj_service:productcatalogservice_node:worker--4","pod:currencyservice-w1-649d8c7669-gwt89_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-l6hkc_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-nzq9r_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-56hjb_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-689ds_service:recommendationservice_node:worker--4","pod:frontend-w1-6646bc856b-6qnk7_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-lbzts_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-28xrb_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-9f97cf96-zhqdk_service:adservice_node:worker--3.novalocal","pod:cartservice-w1-6d5d8bb6bc-cpxmf_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-c6gnn_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-jk8mh_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-zddjj_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-l822q_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-6646bc856b-tl4jr_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w3-66565874fb-9j8gj_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-gzv9m_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-xt9cq_service:frontend_node:worker--4","pod:adservice-w1-76766bdfb6-lcmz2_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-9swhb_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-b8j6p_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-59ff89795c-72bz8_service:cartservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-z8phg_service:currencyservice_node:worker--4","pod:frontend-w2-599b6846df-wrr4j_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-5bbcb977f8-bk7mj_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-cjpch_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-hsz84_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-ldwgf_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-84485f8b85-g9kgc_service:redis-cart_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-4k4d5_service:recommendationservice_node:worker--4","pod:redis-cart-w1-5fdf77f88c-gkbsm_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-599b6846df-l9z5g_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-v94nn_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-4k7bq_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-649d8c7669-b8fvq_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-vbbf9_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-lm2qn_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-zvk86_service:currencyservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-k69nc_service:recommendationservice_node:worker--4"
1638803797.926,0.15838309599263412,0.473066783863643,0.11979173198937161,0.5445657908697427,0.519133345692739,0.4802137316566605,0.11093247108838689,0.03346300572657375,0.4167691266089584,0.11380126692047801,0.03372482743796343,0.32852779794750187,0.25788943191676966,0.0412031035459483,0.47871107221599163,0.4872205628731989,0.03291516832183996,0.4709576662454345,0.13441859971646208,0.4970040211224752,0.4854911136747444,0.35294450876572675,0.15108808712195335,0.11531590293576431,0.26716614324172483,0.4644184369418183,0.48019571258994265,0.03578550678127462,0.035821069633398504,0.5143619357932545,0.13441289080360036,0.0313650738032763,0.031339327873303784,0.003879644150638696,0.47436827949445626,0.522888503168886,0.5184082247515146,0.527650852036325,0.04120522205148558,0.03364185576931819,0.46940812355939565,0.03166726697185216
1638803812.965,0.16407688925684313,0.5319711690242171,0.11967144210011002,0.6291658880106834,0.5806777809552592,0.5419818103487832,0.12322162191870954,0.0333704307000947,0.466401798165,0.1290189202832021,0.035422218844384415,0.3517496277082046,0.27433999840344175,0.042591331830625474,0.5372195579472556,0.5463827210466642,0.035292517790348275,0.5335780961204666,0.1456580375402286,0.5605605480989527,0.517387045093727,0.3698702448499974,0.1743920740508454,0.1292692667163653,0.29684470435799837,0.5199568159147269,0.5411346666692407,0.03642486019563336,0.037260594543975484,0.5763739578474467,0.14510518045106044,0.03406853131246469,0.03247997952654085,0.0033603516569757057,0.5342356398294454,0.5848295753476813,0.5794626855132482,0.6079976162685417,0.04113856677836387,0.03567150673462874,0.5265888293775619,0.03401188014115496
1638803827.984,0.16407688925684313,0.5319711690242171,0.11967144210011002,0.6291658880106834,0.5806777809552592,0.5419818103487832,0.12322162191870954,0.0333704307000947,0.466401798165,0.1290189202832021,0.035422218844384415,0.3517496277082046,0.27433999840344175,0.042591331830625474,0.5372195579472556,0.5463827210466642,0.035292517790348275,0.5335780961204666,0.1456580375402286,0.5605605480989527,0.517387045093727,0.3698702448499974,0.1743920740508454,0.1292692667163653,0.29684470435799837,0.5199568159147269,0.5411346666692407,0.03642486019563336,0.037260594543975484,0.5763739578474467,0.14510518045106044,0.03406853131246469,0.03247997952654085,0.0033603516569757057,0.5342356398294454,0.5848295753476813,0.5794626855132482,0.6079976162685417,0.04113856677836387,0.03567150673462874,0.5265888293775619,0.03401188014115496
1638803843.018,0.17634927501015452,0.5475546344975568,0.1295933359482091,0.60650903518768,0.5938424007777913,0.5598055679690928,0.12591471974107868,0.03200926543913188,0.4914735302468936,0.13018931415208365,0.03463038459748999,0.3365425345213261,0.2898933456153705,0.04007509988514491,0.5477902308164695,0.5654559758508295,0.034822315827816995,0.5507748256446646,0.14598339248456604,0.5789148471795302,0.535119599859565,0.3593776279946246,0.15930943714793144,0.13004930053254582,0.30333743848537054,0.5468885654415002,0.5611892723727678,0.03650022450919594,0.037220580963178804,0.5976957821047082,0.14538281083542087,0.03358980048615948,0.03387063660512243,0.0034789445927669,0.5550507627306205,0.598924927042507,0.6015432478930268,0.645616403900094,0.04164288039410715,0.034722958053765796,0.5419696885162719,0.03341904089509556
1638803858.044,0.17634927501015452,0.5475546344975568,0.1295933359482091,0.60650903518768,0.5938424007777913,0.5598055679690928,0.12591471974107868,0.03200926543913188,0.4914735302468936,0.13018931415208365,0.03463038459748999,0.3365425345213261,0.2898933456153705,0.04007509988514491,0.5477902308164695,0.5654559758508295,0.034822315827816995,0.5507748256446646,0.14598339248456604,0.5789148471795302,0.535119599859565,0.3593776279946246,0.15930943714793144,0.13004930053254582,0.30333743848537054,0.5468885654415002,0.5611892723727678,0.03650022450919594,0.037220580963178804,0.5976957821047082,0.14538281083542087,0.03358980048615948,0.03387063660512243,0.0034789445927669,0.5550507627306205,0.598924927042507,0.6015432478930268,0.645616403900094,0.04164288039410715,0.034722958053765796,0.5419696885162719,0.03341904089509556
1638803873.068,0.16588439327173643,0.5480191756138201,0.12981932914145553,0.6757006719642114,0.596361246743627,0.5592028270807645,0.12880422243719147,0.033879628140757775,0.5014058927526015,0.13033034699483445,0.034807808046308106,0.3174463649485525,0.28348682305834605,0.040058533792346335,0.54909475225998,0.5625477682153316,0.0349482515080203,0.5807652507725818,0.14619886592153442,0.57636113034136,0.5626007650379343,0.313220146489391,0.17886046568103023,0.12986394443258836,0.3189405637675431,0.5497053422484962,0.5614184241859861,0.03697319462013197,0.03706503943757449,0.5984921134832893,0.14611258603170596,0.03204700249022077,0.031507148449954676,0.003517960389394323,0.5565771753863098,0.6005863023048312,0.6000660634379288,0.6256653575954992,0.041372715085091286,0.0341023376789263,0.5241850080656524,0.033536246011086256
1638803888.113,0.16588439327173643,0.5480191756138201,0.12981932914145553,0.6757006719642114,0.596361246743627,0.5592028270807645,0.12880422243719147,0.033879628140757775,0.5014058927526015,0.13033034699483445,0.034807808046308106,0.3174463649485525,0.28348682305834605,0.040058533792346335,0.54909475225998,0.5625477682153316,0.0349482515080203,0.5807652507725818,0.14619886592153442,0.57636113034136,0.5626007650379343,0.313220146489391,0.17886046568103023,0.12986394443258836,0.3189405637675431,0.5497053422484962,0.5614184241859861,0.03697319462013197,0.03706503943757449,0.5984921134832893,0.14611258603170596,0.03204700249022077,0.031507148449954676,0.003517960389394323,0.5565771753863098,0.6005863023048312,0.6000660634379288,0.6256653575954992,0.041372715085091286,0.0341023376789263,0.5241850080656524,0.033536246011086256
1638803903.128,0.16451678119942686,0.5483877295331345,0.12634908978045556,0.6325101624651093,0.5959883921659993,0.5580418797611695,0.1286670559431111,0.034842350321193885,0.5188244092692889,0.12998869466308363,0.03455560523525805,0.3136503648682055,0.2535637534450139,0.04087411626282969,0.5489937373984227,0.5616970471831536,0.03481328610247469,0.6040690590290413,0.1466399229340477,0.5753204937108597,0.5606075605046305,0.3106651014375654,0.17470885209368758,0.1294045330793835,0.3202594080016733,0.5346643540754912,0.5616635589382062,0.0367769230808563,0.03716491292444498,0.599622948750542,0.14600265283922248,0.03106551660506773,0.03328387603430209,0.0036396651616077023,0.5568947592923955,0.6009978346377217,0.5993919390582232,0.6028122021497174,0.04117858041185573,0.03458854582875628,0.5456322736446968,0.033667416023595804
1638803918.174,0.16451678119942686,0.5483877295331345,0.12634908978045556,0.6325101624651093,0.5959883921659993,0.5580418797611695,0.1286670559431111,0.034842350321193885,0.5188244092692889,0.12998869466308363,0.03455560523525805,0.3136503648682055,0.2535637534450139,0.04087411626282969,0.5489937373984227,0.5616970471831536,0.03481328610247469,0.6040690590290413,0.1466399229340477,0.5753204937108597,0.5606075605046305,0.3106651014375654,0.17470885209368758,0.1294045330793835,0.3202594080016733,0.5346643540754912,0.5616635589382062,0.0367769230808563,0.03716491292444498,0.599622948750542,0.14600265283922248,0.03106551660506773,0.03328387603430209,0.0036396651616077023,0.5568947592923955,0.6009978346377217,0.5993919390582232,0.6028122021497174,0.04117858041185573,0.03458854582875628,0.5456322736446968,0.033667416023595804
1638803933.199,0.16912410947744624,0.5484630367838104,0.12987346584614717,0.6776843223497411,0.5971204291915373,0.5585171120931683,0.12909637295771872,0.03394593782246395,0.48395686638749996,0.13015980937292537,0.03461045203156757,0.31380927180537876,0.262867120546755,0.03865889598965562,0.5500212251914962,0.5627264505680738,0.03461390150522223,0.5950580680350448,0.147335038251847,0.5767076438580913,0.561196393646659,0.3058905472624649,0.1752136502050346,0.1292430078445555,0.3205726624584868,0.5501197084216527,0.5622190692641033,0.036547301751326255,0.03727411129688686,0.5985873771038039,0.14577951109019674,0.030100335069271837,0.03363715823126227,0.004531739888378957,0.5579156713557893,0.6016285887033227,0.6017912009195974,0.6272730326865695,0.04199581749490933,0.034488593473714815,0.5262303724998074,0.033673847983386025
