"Time","pod:currencyservice-w2-6f8d8654c5-8ntf9_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-bz9rs_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-h27hh_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-8b6v6_service:frontend_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-2zvnx_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-28lfj_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-4wbwp_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-r42t5_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-w4zw5_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:frontend-w3-8ddd87c7b-gzmj8_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-n4g4q_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-p4vz8_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-9fpvc_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-bkrps_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-nwkzq_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-msb6v_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-rhjpw_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-8v2tc_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-d8pmr_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w1-599b6846df-jsknb_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-rkbjz_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-rc4sl_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-2g5nr_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-4hl74_service:recommendationservice_node:worker--3","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-cqr6v_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-k7pl5_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-77tq6_service:currencyservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-fldvj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-2cx7x_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-27r26_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-4cvks_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-4tfjx_service:productcatalogservice_node:worker--3"
1637015145.713,0.5706676145179719,0.15067667371974372,0.45113551571776733,0.638131843941875,0.5757934497882465,0.6351149202916667,0.4620292151784566,0.45041822675002674,0.6772690078080359,0.2249337705513466,0.5387257746868057,0.05263518856181508,0.24009534430454466,0.11613052706443866,0.042561621668640415,0.5668919362245863,0.021310428016137736,0.14760463693678147,0.1643553040212224,0.5192500016868524,0.11513139208061732,0.04011231280768651,0.02278185250796526,0.5588435258798163,0.03973084526975675,0.6569788594111363,0.23917117024989665,0.05201200750310547,0.041401163608161644,0.23992472369744022,0.5440842246512161,0.04941782829720655,0.453892928094712,0.11881658063870186,0.048788785810639716,0.5412104894415408,0.15435408580544943,0.11693764298673472
1637015160.851,0.6403176178579555,0.16362897334947799,0.5010742911935931,0.7677647997698346,0.6717903727396145,0.7289520633595732,0.5182879474644121,0.5158542718780447,0.7594691034748262,0.25031040161089496,0.6146604383016115,0.05223895957719893,0.27940923716778365,0.13445098178219891,0.04540984387717195,0.6336437715233804,0.023007011628330052,0.16466167615328953,0.18208648739031097,0.6238684867674322,0.1258282905833232,0.04188645997271352,0.024622545424260362,0.6303523661856256,0.043150950487018835,0.7360570408365487,0.2708922406404422,0.058461005888535436,0.042578831546262366,0.26540014316280075,0.6115676939773818,0.05336903052953191,0.5024694874816469,0.13006200519401512,0.05274052478436164,0.6234397636569805,0.1726276886631352,0.12110179107924265
1637015175.915,0.6403176178579555,0.16362897334947799,0.5010742911935931,0.7677647997698346,0.6717903727396145,0.7289520633595732,0.5182879474644121,0.5158542718780447,0.7594691034748262,0.25031040161089496,0.6146604383016115,0.05223895957719893,0.27940923716778365,0.13445098178219891,0.04540984387717195,0.6336437715233804,0.023007011628330052,0.16466167615328953,0.18208648739031097,0.6238684867674322,0.1258282905833232,0.04188645997271352,0.024622545424260362,0.6303523661856256,0.043150950487018835,0.7360570408365487,0.2708922406404422,0.058461005888535436,0.042578831546262366,0.26540014316280075,0.6115676939773818,0.05336903052953191,0.5024694874816469,0.13006200519401512,0.05274052478436164,0.6234397636569805,0.1726276886631352,0.12110179107924265
1637015190.967,0.6687910426370938,0.16571325988860164,0.5214011354099923,0.8399118278980359,0.6734749168296764,0.7875853176497415,0.5408936313925592,0.5376854928955465,0.807670025636165,0.2650770220001085,0.6538062218342824,0.05265786793706801,0.2823403571932762,0.1357692327109123,0.04534842705882046,0.6633063580287771,0.023918886268834007,0.16540735873958304,0.17282530699292278,0.6681112860236537,0.13478935893010507,0.04434723182121508,0.025495008813629823,0.6701327032780908,0.04308392279524156,0.7852382870470689,0.2689086730320229,0.05415767546803013,0.04473923663922191,0.2773159258684714,0.6529358509350939,0.05336608106051398,0.5371908963992515,0.1358585659814032,0.051612213139886245,0.7294631422139154,0.17349869597434567,0.13574550083866743
1637015206.011,0.6687910426370938,0.16571325988860164,0.5214011354099923,0.8399118278980359,0.6734749168296764,0.7875853176497415,0.5408936313925592,0.5376854928955465,0.807670025636165,0.2650770220001085,0.6538062218342824,0.05265786793706801,0.2823403571932762,0.1357692327109123,0.04534842705882046,0.6633063580287771,0.023918886268834007,0.16540735873958304,0.17282530699292278,0.6681112860236537,0.13478935893010507,0.04434723182121508,0.025495008813629823,0.6701327032780908,0.04308392279524156,0.7852382870470689,0.2689086730320229,0.05415767546803013,0.04473923663922191,0.2773159258684714,0.6529358509350939,0.05336608106051398,0.5371908963992515,0.1358585659814032,0.051612213139886245,0.7294631422139154,0.17349869597434567,0.13574550083866743
1637015221.072,0.6686890293559745,0.1656274663440594,0.5422199027499419,0.8387905454280365,0.6719263995345749,0.786790863025969,0.5409739864103947,0.5381185078798225,0.8081528997334039,0.26674386060605,0.6552479149740282,0.05009672553778889,0.2811798138186421,0.13612242306169173,0.04552599798052317,0.6616911043724991,0.023851165390154534,0.16528032938729664,0.18202565204032234,0.6700643801058671,0.13528451203121,0.044550240122569904,0.023477723886089583,0.6706290649032187,0.04330037977663198,0.7852018162200265,0.28250738172691875,0.05261472158423851,0.045302106111960214,0.2766663869566937,0.652474787987902,0.053299256900965326,0.5385692243238952,0.13626739017957246,0.05236935200792511,0.7126764260757287,0.18196303183917456,0.13678343083703767
1637015236.112,0.6686890293559745,0.1656274663440594,0.5422199027499419,0.8387905454280365,0.6719263995345749,0.786790863025969,0.5409739864103947,0.5381185078798225,0.8081528997334039,0.26674386060605,0.6552479149740282,0.05009672553778889,0.2811798138186421,0.13612242306169173,0.04552599798052317,0.6616911043724991,0.023851165390154534,0.16528032938729664,0.18202565204032234,0.6700643801058671,0.13528451203121,0.044550240122569904,0.023477723886089583,0.6706290649032187,0.04330037977663198,0.7852018162200265,0.28250738172691875,0.05261472158423851,0.045302106111960214,0.2766663869566937,0.652474787987902,0.053299256900965326,0.5385692243238952,0.13626739017957246,0.05236935200792511,0.7126764260757287,0.18196303183917456,0.13678343083703767
1637015251.285,0.6690596530090871,0.16578231494355372,0.5417224241523696,0.7725905965786627,0.6623669661499978,0.7956912743311774,0.5414377860757934,0.5398725351292478,0.808391397103862,0.2561459600873963,0.6554423119574071,0.05164515015780245,0.2812429153687278,0.13600775909704008,0.04548213279622908,0.6611522751896999,0.023633237172217384,0.16469351560024637,0.17606231112149912,0.6694935369072534,0.12890844897974701,0.043778431206821206,0.02486984459927808,0.6710864711321276,0.044025056374749814,0.7856607734687138,0.28106181483167747,0.05470161247118816,0.044521812611289284,0.27762537076000515,0.6519972419892437,0.052790409872085775,0.5384355630062971,0.13681644801365803,0.052739864016336235,0.6933023607215048,0.1716093344424257,0.13626948585595844
1637015266.321,0.6690596530090871,0.16578231494355372,0.5417224241523696,0.7725905965786627,0.6623669661499978,0.7956912743311774,0.5414377860757934,0.5398725351292478,0.808391397103862,0.2561459600873963,0.6554423119574071,0.05164515015780245,0.2812429153687278,0.13600775909704008,0.04548213279622908,0.6611522751896999,0.023633237172217384,0.16469351560024637,0.17606231112149912,0.6694935369072534,0.12890844897974701,0.043778431206821206,0.02486984459927808,0.6710864711321276,0.044025056374749814,0.7856607734687138,0.28106181483167747,0.05470161247118816,0.044521812611289284,0.27762537076000515,0.6519972419892437,0.052790409872085775,0.5384355630062971,0.13681644801365803,0.052739864016336235,0.6933023607215048,0.1716093344424257,0.13626948585595844
1637015281.335,0.6695118151815357,0.16565297525906336,0.5170296443061698,0.784394159668404,0.6963730237420638,0.8397534170829192,0.5415270804699998,0.5403563369213802,0.8109169548789565,0.265717269991621,0.6537266063330076,0.05345654957403602,0.2805072119651466,0.13616577490814238,0.04546018046227551,0.6619511373946059,0.023762388042923507,0.1643832041007407,0.169222999101361,0.6687619661864823,0.13439039881699913,0.042879511695136055,0.024792403033973426,0.6707882742339655,0.04428962319633861,0.784618516589634,0.26899791345821156,0.057346919185764324,0.04459525276465667,0.27694376281901734,0.6529029560370992,0.052479919645971235,0.5226218478475759,0.13651361410625937,0.05240530936733235,0.7035163358649654,0.18608130306750514,0.13617291595532727
