"Time","pod:currencyservice-w4-649d8c7669-9cwp9_service:currencyservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-4txnd_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-42xwf_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-jb5gk_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-9rlk7_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-j76gk_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-cfl5b_service:productcatalogservice_node:worker--3","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-l5xfj_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-cqnrs_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-ct8q5_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-9j82s_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-vcmq4_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-xwk8x_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-flstg_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-lkr7l_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w4-5d9b8d854-88mf6_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-frg9x_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-clsqf_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-2qwmb_service:recommendationservice_node:worker--3","pod:currencyservice-w2-6f8d8654c5-rhm9f_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-sdrhj_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-6l8tm_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-sftrq_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-vx5k6_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-bzjm7_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-gmqwx_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-cqhdb_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-zmm56_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-msgzz_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-t4n9n_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-pnnb6_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-xmqkq_service:frontend_node:worker--3"
1637017745.772,0.5811778817822597,0.6938616733268761,0.1490556812600406,0.04332022386331084,0.022328588780968932,0.12363626884159558,0.47339865807197734,0.11666024980123968,0.24814076943711472,0.6942693640100023,0.15048419243191935,0.02200637781359999,0.5789410317800818,0.616738387853998,0.1729482102004371,0.47936523231852984,0.041122805405336166,0.042123015408762135,0.16238243761464577,0.11997283954656218,0.05174946278285275,0.040468854281520555,0.5889119050414275,0.6536215820264584,0.04952512723515935,0.04998065271990898,0.25244100679812875,0.5790715538685801,0.5850669501987462,0.24982574857852055,0.47883188108908126,0.05204370216265569,0.2582167216859198,0.11435595704181506,0.6607950411677034,0.5765109092693955,0.4652651453765083,0.5314327767349878
1637017760.802,0.5811778817822597,0.6938616733268761,0.1490556812600406,0.04332022386331084,0.022328588780968932,0.12363626884159558,0.47339865807197734,0.11666024980123968,0.24814076943711472,0.6942693640100023,0.15048419243191935,0.02200637781359999,0.5789410317800818,0.616738387853998,0.1729482102004371,0.47936523231852984,0.041122805405336166,0.042123015408762135,0.16238243761464577,0.11997283954656218,0.05174946278285275,0.040468854281520555,0.5889119050414275,0.6536215820264584,0.04952512723515935,0.04998065271990898,0.25244100679812875,0.5790715538685801,0.5850669501987462,0.24982574857852055,0.47883188108908126,0.05204370216265569,0.2582167216859198,0.11435595704181506,0.6607950411677034,0.5765109092693955,0.4652651453765083,0.5314327767349878
1637017775.824,0.6549084855410419,0.7761006979062721,0.16137421019877904,0.043488521021028105,0.024094373981799908,0.13471834201419872,0.5344713789780013,0.12710426877620898,0.2747527164086865,0.7773251431842245,0.1625457882979232,0.024346647890694198,0.6551137533312749,0.6508589790197064,0.18617820129287188,0.5373944566715183,0.04378735722216704,0.044132192427163826,0.18443380505826984,0.13188083944794624,0.05266269947521979,0.044018587481790494,0.6565557775264034,0.7836139854017276,0.052634159891859905,0.0538693580450237,0.2820186152480566,0.6482947702902264,0.6537392466449208,0.2823021634447422,0.5380043361809617,0.05358866087280417,0.26333944820925104,0.13339021476233193,0.7628128377917627,0.64698433168592,0.5309521875576491,0.6350622901119986
1637017790.846,0.6549084855410419,0.7761006979062721,0.16137421019877904,0.043488521021028105,0.024094373981799908,0.13471834201419872,0.5344713789780013,0.12710426877620898,0.2747527164086865,0.7773251431842245,0.1625457882979232,0.024346647890694198,0.6551137533312749,0.6508589790197064,0.18617820129287188,0.5373944566715183,0.04378735722216704,0.044132192427163826,0.18443380505826984,0.13188083944794624,0.05266269947521979,0.044018587481790494,0.6565557775264034,0.7836139854017276,0.052634159891859905,0.0538693580450237,0.2820186152480566,0.6482947702902264,0.6537392466449208,0.2823021634447422,0.5380043361809617,0.05358866087280417,0.26333944820925104,0.13339021476233193,0.7628128377917627,0.64698433168592,0.5309521875576491,0.6350622901119986
1637017805.875,0.7089893943271974,0.7972414387929475,0.1615279071413696,0.045077443296345575,0.02597236104199288,0.13483394188087125,0.5429683947166167,0.1293245509871557,0.27436692371285193,0.7998839124845412,0.16320754683194238,0.02431740861890704,0.6747042417444056,0.6743728578565351,0.18578142781822882,0.5406170214309352,0.04315848833063631,0.04421088308111472,0.16939805808118558,0.13410550056028234,0.05308957207151043,0.04433081340618631,0.6648268574797257,0.8138353340000386,0.051196403536785645,0.05108304247006447,0.28489480428295894,0.6670189628980527,0.6637552448867794,0.28663864966464553,0.5435372459551635,0.05293601249920076,0.27223771582009154,0.13523381460651684,0.7591454553830109,0.6657876095146616,0.5407933583830213,0.6542210216083736
1637017820.903,0.7089893943271974,0.7972414387929475,0.1615279071413696,0.045077443296345575,0.02597236104199288,0.13483394188087125,0.5429683947166167,0.1293245509871557,0.27436692371285193,0.7998839124845412,0.16320754683194238,0.02431740861890704,0.6747042417444056,0.6743728578565351,0.18578142781822882,0.5406170214309352,0.04315848833063631,0.04421088308111472,0.16939805808118558,0.13410550056028234,0.05308957207151043,0.04433081340618631,0.6648268574797257,0.8138353340000386,0.051196403536785645,0.05108304247006447,0.28489480428295894,0.6670189628980527,0.6637552448867794,0.28663864966464553,0.5435372459551635,0.05293601249920076,0.27223771582009154,0.13523381460651684,0.7591454553830109,0.6657876095146616,0.5407933583830213,0.6542210216083736
1637017835.925,0.7010430835616988,0.7963833650555692,0.16106549050913177,0.044736988704708255,0.026244863147718563,0.13636850689640143,0.5292554354776096,0.13446274271898892,0.2741409119133163,0.7998539048296635,0.16263346415403745,0.024363139572967138,0.6750384630270689,0.6765806467676567,0.18565845578688953,0.5427621977552997,0.04319973340285621,0.044430487428751914,0.17041258111882565,0.13503835845156636,0.053077400020486304,0.04406235972681319,0.6635601810714667,0.7690390103954732,0.0542568401586146,0.04921694302488196,0.28570813874839546,0.6671076067742104,0.6644353405246672,0.2569197150163337,0.5439987654063816,0.05264829390023665,0.27897177786377636,0.13423280013086109,0.8185718515281047,0.6658003066219852,0.5198553361931803,0.6532377383138429
1637017850.946,0.7010430835616988,0.7963833650555692,0.16106549050913177,0.044736988704708255,0.026244863147718563,0.13636850689640143,0.5292554354776096,0.13446274271898892,0.2741409119133163,0.7998539048296635,0.16263346415403745,0.024363139572967138,0.6750384630270689,0.6765806467676567,0.18565845578688953,0.5427621977552997,0.04319973340285621,0.044430487428751914,0.17041258111882565,0.13503835845156636,0.053077400020486304,0.04406235972681319,0.6635601810714667,0.7690390103954732,0.0542568401586146,0.04921694302488196,0.28570813874839546,0.6671076067742104,0.6644353405246672,0.2569197150163337,0.5439987654063816,0.05264829390023665,0.27897177786377636,0.13423280013086109,0.8185718515281047,0.6658003066219852,0.5198553361931803,0.6532377383138429
1637017865.974,0.6985668778353342,0.7951792949011492,0.1609490318208447,0.04477956633391736,0.026197788366093266,0.1361173058813065,0.5227555330887405,0.1337843540983617,0.2743666050240904,0.8006092640251186,0.16300412081855653,0.02442089777445283,0.6744210528145237,0.6786378034546483,0.185204701856652,0.5416378911177442,0.043777015369500155,0.04377699606698991,0.16780128845314865,0.13454776599884005,0.052416917095262215,0.04434310029799916,0.6623674801294852,0.8152417487435001,0.056127400520487924,0.0512364999451793,0.28479761214787247,0.6669071471955047,0.6628659312335463,0.2760061141374929,0.5436896166645335,0.05231155653936964,0.268615604819762,0.13419012914772968,0.8299001005192783,0.6661234197223327,0.5403463833267734,0.6528259577590991
1637017881.003,0.6985668778353342,0.7951792949011492,0.1609490318208447,0.04477956633391736,0.026197788366093266,0.1361173058813065,0.5227555330887405,0.1337843540983617,0.2743666050240904,0.8006092640251186,0.16300412081855653,0.02442089777445283,0.6744210528145237,0.6786378034546483,0.185204701856652,0.5416378911177442,0.043777015369500155,0.04377699606698991,0.16780128845314865,0.13454776599884005,0.052416917095262215,0.04434310029799916,0.6623674801294852,0.8152417487435001,0.056127400520487924,0.0512364999451793,0.28479761214787247,0.6669071471955047,0.6628659312335463,0.2760061141374929,0.5436896166645335,0.05231155653936964,0.268615604819762,0.13419012914772968,0.8299001005192783,0.6661234197223327,0.5403463833267734,0.6528259577590991
1637017896.029,0.7049547593882193,0.7952314595415868,0.16115989577288115,0.04295278680233322,0.02491355714698785,0.1366409038485259,0.5416419020659645,0.12725194723295236,0.27386269100399724,0.8012193147710573,0.16300921227380458,0.02436833021533263,0.6731709309021323,0.7004833315022261,0.1771631435261978,0.541333579136348,0.044006254750836915,0.043624289885315165,0.17590804354176007,0.13453158135643978,0.05236426144244575,0.043261516115341514,0.6631595636643506,0.8208275324653962,0.05311152020180941,0.051821022298465066,0.2851547877310948,0.6660641363627862,0.6627425790466367,0.28817604377706113,0.5428801690408233,0.051640140608053386,0.26544229886745724,0.1317181838698519,0.8159658305091273,0.6658370898642683,0.5393920620859695,0.6528441279566534
1637017911.048,0.7049547593882193,0.7952314595415868,0.16115989577288115,0.04295278680233322,0.02491355714698785,0.1366409038485259,0.5416419020659645,0.12725194723295236,0.27386269100399724,0.8012193147710573,0.16300921227380458,0.02436833021533263,0.6731709309021323,0.7004833315022261,0.1771631435261978,0.541333579136348,0.044006254750836915,0.043624289885315165,0.17590804354176007,0.13453158135643978,0.05236426144244575,0.043261516115341514,0.6631595636643506,0.8208275324653962,0.05311152020180941,0.051821022298465066,0.2851547877310948,0.6660641363627862,0.6627425790466367,0.28817604377706113,0.5428801690408233,0.051640140608053386,0.26544229886745724,0.1317181838698519,0.8159658305091273,0.6658370898642683,0.5393920620859695,0.6528441279566534
1637017926.074,0.7301406157001817,0.794545997084801,0.16038179630378493,0.04452023394068712,0.02508906026938063,0.13641369837842696,0.5402936078471169,0.13316834359816676,0.2742603018835741,0.7994436833685148,0.16247318852485879,0.02425747613597705,0.662081521950198,0.6790262378570182,0.17886018049579128,0.5416880039249864,0.04380262474525433,0.04386314992121308,0.1771059657361909,0.13482596922078324,0.05185477590209177,0.04494098886368621,0.6621617674714233,0.8299413326594154,0.05497694543086738,0.05308698852126235,0.284728725783619,0.6664953720751459,0.6624667473636718,0.28778890065511586,0.543058393156894,0.050352271041099336,0.275932743995113,0.12802462166698653,0.8170722035501321,0.666174108305117,0.5379369505601606,0.6533423185639814
1637017941.112,0.7301406157001817,0.794545997084801,0.16038179630378493,0.04452023394068712,0.02508906026938063,0.13641369837842696,0.5402936078471169,0.13316834359816676,0.2742603018835741,0.7994436833685148,0.16247318852485879,0.02425747613597705,0.662081521950198,0.6790262378570182,0.17886018049579128,0.5416880039249864,0.04380262474525433,0.04386314992121308,0.1771059657361909,0.13482596922078324,0.05185477590209177,0.04494098886368621,0.6621617674714233,0.8299413326594154,0.05497694543086738,0.05308698852126235,0.284728725783619,0.6664953720751459,0.6624667473636718,0.28778890065511586,0.543058393156894,0.050352271041099336,0.275932743995113,0.12802462166698653,0.8170722035501321,0.666174108305117,0.5379369505601606,0.6533423185639814
1637017956.132,0.6862566151717404,0.7952987597058956,0.16052083653831645,0.04357074918023904,0.02619314534640558,0.13647506212260063,0.5405062574170221,0.1333623186765767,0.2747316831366859,0.8012190864712477,0.16209249720852234,0.024374671331464894,0.6718631458416953,0.6790928353876591,0.16716720353619846,0.5428695926183884,0.044117691262504484,0.04417805206048228,0.17849657978877737,0.13478939400736983,0.051486160332605946,0.04509337398288597,0.6612492486306798,0.7435418436320631,0.05432111462928473,0.05071557959881929,0.28468872480799734,0.6660956085917407,0.6631537749361838,0.2880065721565829,0.5429485303695192,0.05010763682279727,0.26684051099850603,0.13415423036013768,0.8281433929535853,0.6660545203150579,0.5380956713611753,0.6228759231254815
