"Time","pod:recommendationservice-w4-8597bb459d-2znvf_service:recommendationservice_node:worker--4","pod:frontend-w1-6646bc856b-qkqxz_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-ndflg_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-7rhhj_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-m6dzs_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-9f97cf96-n4xqs_service:adservice_node:worker--3.novalocal","pod:cartservice-w3-59ff89795c-n89gx_service:cartservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-794l5_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-6855bd669b-8rcdp_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-8scg7_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-wvvfm_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-24cr5_service:currencyservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-7wnwz_service:productcatalogservice_node:worker--4","pod:adservice-w1-76766bdfb6-cx8r6_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-mm5n5_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-2j7mp_service:frontend_node:worker--2.novalocal","pod:frontend-w2-599b6846df-pqxpm_service:frontend_node:worker--2.novalocal","pod:currencyservice-w1-649d8c7669-ghhkt_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-c6kcc_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-5bbcb977f8-7pqwn_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w3-84485f8b85-555df_service:redis-cart_node:worker--3.novalocal","pod:cartservice-w1-6d5d8bb6bc-c2jgr_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-t54rw_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-4rhnw_service:frontend_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-g4pgk_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-v9xzm_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-5txn6_service:recommendationservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-tgbk7_service:recommendationservice_node:worker--4","pod:redis-cart-w1-5fdf77f88c-cnmnc_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-fl65r_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-dvtd9_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-hcwhs_service:productcatalogservice_node:worker--4","pod:frontend-w1-6646bc856b-xgt82_service:frontend_node:worker--1.novalocal","pod:currencyservice-w4-656689488c-7sltg_service:currencyservice_node:worker--4","pod:currencyservice-w1-649d8c7669-wz5pf_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-tfgzw_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-hrsng_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-php5j_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-76w2d_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-knl6h_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-qd9zz_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w1-6855bd669b-5fc4c_service:recommendationservice_node:worker--1.novalocal"
1638802489.95,0.034837316103455,0.40166298501907377,0.45434508115898875,0.03187094007240712,0.03320048916516352,0.31830237757723184,0.27130838838505267,0.4829538703374884,0.03881662424399611,0.4531211121408672,0.4868846438817408,0.4551555145268519,0.11277294863172985,0.31193497651228563,0.14143805199946513,0.4601502448135375,0.45789129830944125,0.5015129078866667,0.11027082005167366,0.034319461954740754,0.027838335803019466,0.2373054161935579,0.14358252759777973,0.4540421734310523,0.4594962419879106,0.4659630006265807,0.03298692258794454,0.03275928784166497,0.003921097518463763,0.03244119379446078,0.46540706503343326,0.11190513380419898,0.47464115376041965,0.45553076254497216,0.5310628440807466,0.10984705721131366,0.49011011866929466,0.48755708081945154,0.12447275407689959,0.124541694093917,0.03491661287301016,0.037310998751730294
1638802504.981,0.03683036631992814,0.45043030370270837,0.5055967495149192,0.03392059043690283,0.03545763522257124,0.3423506090697069,0.3049114147492882,0.5430830647912245,0.04201027205072672,0.5086497799928489,0.5459208590053846,0.5120560445647272,0.12935093638006107,0.34079477235012995,0.16871303087639677,0.5160587467659511,0.5157555746129447,0.5931120184967666,0.12517744402073117,0.03694052900261377,0.029554518218789745,0.23589023370954815,0.1672399358406137,0.5116897681789268,0.5200542441978535,0.5259335507210944,0.03550958757446881,0.033817069589742156,0.0037729751528979894,0.035174109957797045,0.5294152505986535,0.12061647575012255,0.5521452530885439,0.5145854594063106,0.5906724026040937,0.12209057564453776,0.5500211139431002,0.5500318706326206,0.1391187857851735,0.13905735014897475,0.03760481330812819,0.04237366294521765
1638802520.003,0.03683036631992814,0.45043030370270837,0.5055967495149192,0.03392059043690283,0.03545763522257124,0.3423506090697069,0.3049114147492882,0.5430830647912245,0.04201027205072672,0.5086497799928489,0.5459208590053846,0.5120560445647272,0.12935093638006107,0.34079477235012995,0.16871303087639677,0.5160587467659511,0.5157555746129447,0.5931120184967666,0.12517744402073117,0.03694052900261377,0.029554518218789745,0.23589023370954815,0.1672399358406137,0.5116897681789268,0.5200542441978535,0.5259335507210944,0.03550958757446881,0.033817069589742156,0.0037729751528979894,0.035174109957797045,0.5294152505986535,0.12061647575012255,0.5521452530885439,0.5145854594063106,0.5906724026040937,0.12209057564453776,0.5500211139431002,0.5500318706326206,0.1391187857851735,0.13905735014897475,0.03760481330812819,0.04237366294521765
1638802535.051,0.036024909786830484,0.4738498121241829,0.5516964116757018,0.033636713689832724,0.03540544665717436,0.34440889638173744,0.3193369044637436,0.5907439109889845,0.042601147307081616,0.5460627208667553,0.5905113659258098,0.5371594339432062,0.1277357576381521,0.364161972118508,0.17834052859378868,0.5615431109837642,0.5603977383154335,0.6169611772836049,0.12976359700833462,0.03601035083984215,0.031013300572916035,0.268463320278417,0.1756934689679803,0.5567560371165275,0.5687631463622886,0.5699100534820609,0.0361583274798793,0.034789930918470394,0.0039468877527101785,0.03449639189840654,0.5887830524694595,0.1339698615326668,0.5941271012266389,0.5380032556880907,0.6733556750787546,0.127396427126531,0.5933220542341449,0.598614449256198,0.14448445976751728,0.1433081886360334,0.03705623048944086,0.04092779869945427
1638802550.075,0.036024909786830484,0.4738498121241829,0.5516964116757018,0.033636713689832724,0.03540544665717436,0.34440889638173744,0.3193369044637436,0.5907439109889845,0.042601147307081616,0.5460627208667553,0.5905113659258098,0.5371594339432062,0.1277357576381521,0.364161972118508,0.17834052859378868,0.5615431109837642,0.5603977383154335,0.6169611772836049,0.12976359700833462,0.03601035083984215,0.031013300572916035,0.268463320278417,0.1756934689679803,0.5567560371165275,0.5687631463622886,0.5699100534820609,0.0361583274798793,0.034789930918470394,0.0039468877527101785,0.03449639189840654,0.5887830524694595,0.1339698615326668,0.5941271012266389,0.5380032556880907,0.6733556750787546,0.127396427126531,0.5933220542341449,0.598614449256198,0.14448445976751728,0.1433081886360334,0.03705623048944086,0.04092779869945427
1638802565.103,0.03528931451772435,0.499410539376775,0.5523983195098991,0.032996435217566275,0.03501595625008887,0.3291836492775806,0.3212795179775957,0.5922988067800687,0.04446941112491403,0.5465283586958389,0.5940237018851741,0.5580550024145055,0.12988323817981173,0.330096201561201,0.17034862014665275,0.5590955143415034,0.5608501978749685,0.6256819807008049,0.12916060083911962,0.03628163615065912,0.03127737185737707,0.28164547963788333,0.16856544244988092,0.5556865333583321,0.5680723653134199,0.531020341650774,0.03639849593418651,0.0359534192952064,0.003989254147734312,0.034041337401326616,0.5886136035840839,0.12275197668038215,0.5579368815202159,0.5583175092399966,0.6443581986357941,0.1272639514238023,0.5954571343394353,0.6004451880451783,0.14523924620689674,0.14405044292197963,0.03778753750337425,0.042251835501133525
1638802580.134,0.03528931451772435,0.499410539376775,0.5523983195098991,0.032996435217566275,0.03501595625008887,0.3291836492775806,0.3212795179775957,0.5922988067800687,0.04446941112491403,0.5465283586958389,0.5940237018851741,0.5580550024145055,0.12988323817981173,0.330096201561201,0.17034862014665275,0.5590955143415034,0.5608501978749685,0.6256819807008049,0.12916060083911962,0.03628163615065912,0.03127737185737707,0.28164547963788333,0.16856544244988092,0.5556865333583321,0.5680723653134199,0.531020341650774,0.03639849593418651,0.0359534192952064,0.003989254147734312,0.034041337401326616,0.5886136035840839,0.12275197668038215,0.5579368815202159,0.5583175092399966,0.6443581986357941,0.1272639514238023,0.5954571343394353,0.6004451880451783,0.14523924620689674,0.14405044292197963,0.03778753750337425,0.042251835501133525
1638802595.163,0.03703591114995129,0.538085042137339,0.5527090008561454,0.03314439044337803,0.034491341937704555,0.31932520525105806,0.32162369177594324,0.5958296212007756,0.042975686956685105,0.5490967767710832,0.5964094165907333,0.5598337079965915,0.13644050168917443,0.31831699427280413,0.1700854171414288,0.5571690225948085,0.5636470344206902,0.6423512505024145,0.12894573302986279,0.036527853108127006,0.031835366483775114,0.2719694577631796,0.16464857172895933,0.5548416833273255,0.5678155911198376,0.5704890135832053,0.03334962926983767,0.035973533551976536,0.0037421220171676853,0.03357886226460553,0.5883119622215653,0.13400939717051885,0.5738449210101185,0.539693313800625,0.6528768076647383,0.1269599560412765,0.5968270393250069,0.603377155539947,0.1455570607867151,0.1445988078469046,0.03803757611721588,0.04466785449142824
1638802610.241,0.03703591114995129,0.538085042137339,0.5527090008561454,0.03314439044337803,0.034491341937704555,0.31932520525105806,0.32162369177594324,0.5958296212007756,0.042975686956685105,0.5490967767710832,0.5964094165907333,0.5598337079965915,0.13644050168917443,0.31831699427280413,0.1700854171414288,0.5571690225948085,0.5636470344206902,0.6423512505024145,0.12894573302986279,0.036527853108127006,0.031835366483775114,0.2719694577631796,0.16464857172895933,0.5548416833273255,0.5678155911198376,0.5704890135832053,0.03334962926983767,0.035973533551976536,0.0037421220171676853,0.03357886226460553,0.5883119622215653,0.13400939717051885,0.5738449210101185,0.539693313800625,0.6528768076647383,0.1269599560412765,0.5968270393250069,0.603377155539947,0.1455570607867151,0.1445988078469046,0.03803757611721588,0.04466785449142824
1638802625.255,0.03735770586255496,0.5141158242497158,0.5520457780887835,0.03265760119729624,0.03459479329892986,0.3186442028989421,0.31907269304894803,0.5965809231031929,0.0438421131621739,0.5484532872922586,0.59700043386826,0.5605187763153778,0.1361116828324111,0.31670175590420335,0.16595755115117988,0.556867538122534,0.5645027228711533,0.6524974533947807,0.12853185154127886,0.03642138611916008,0.03222195209233958,0.25550543290245625,0.17645014957950209,0.5547048655580509,0.5586917822075426,0.5704990645109308,0.035510290533515565,0.036126936232342935,0.0037430407499308965,0.033392055264069444,0.5887072971567586,0.13437576153828187,0.5706491523281481,0.5585922086158064,0.6493002815583147,0.12636045744096402,0.5979613860421323,0.6057193503360698,0.14618410364954632,0.1453697101590294,0.038294682081744344,0.042565204780459005
