"Time","pod:frontend-w3-599b6846df-xhj77_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w2-6855bd669b-brtfk_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-vdxmx_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-fdh7v_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-jcd79_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-gmzwm_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-s4rvp_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-24gdb_service:recommendationservice_node:worker--1","pod:frontend-w2-6646bc856b-7ph2c_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-xf77l_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-wbwlv_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-qqs2c_service:frontend_node:worker--1","pod:redis-cart-w1-6d65c886c7-6t6fv_service:redis-cart_node:worker--1","pod:currencyservice-w2-649d8c7669-kk29q_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-649d8c7669-qhh2c_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-xzbm2_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-zjg6v_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-frt8b_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-x7scr_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-h8c7l_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-856bd974f7-df4nf_service:cartservice_node:worker--1","pod:currencyservice-w1-656689488c-2nstv_service:currencyservice_node:worker--1","pod:productcatalogservice-w3-56c4dd84bf-w4pcj_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-fdl4v_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-dwk6p_service:recommendationservice_node:worker--1","pod:currencyservice-w4-6f8d8654c5-5tkcs_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-tp2wd_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w3-7c75d55f4d-qpbc2_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-6q89m_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-m9nbq_service:productcatalogservice_node:worker--1","pod:frontend-w2-6646bc856b-2f8r2_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-qj97b_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-x4bpc_service:adservice_node:worker--3.novalocal","pod:cartservice-w3-86744bdcbd-ztmwh_service:cartservice_node:worker--3.novalocal","pod:adservice-w1-754d7d8cd4-4846t_service:adservice_node:worker--1","pod:currencyservice-w1-656689488c-c5ngz_service:currencyservice_node:worker--1","pod:frontend-w2-6646bc856b-5wn7d_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-g44n7_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-tncmc_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-5pvmf_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-2lckg_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-7snb9_service:frontend_node:worker--1"
1638820891.171,0.5108841864028507,0.04395726433060141,0.04049225636831681,0.4847403424471559,0.48531247273574796,0.5380617939952783,0.1245104317576102,0.03578447808949156,0.5375922815954204,0.03320256219173519,0.5314015305288371,0.5200858643948665,0.023505853077436207,0.5879161236040559,0.5494028194291667,0.041532208305131955,0.5058141115245469,0.03533253525159598,0.12972033419599685,0.034359445072696046,0.25863178912595425,0.46133336266223346,0.11880875859103648,0.5332922336042623,0.03491806082822364,0.532834937667445,0.034236434058613256,0.024223599663476033,0.1319389419733465,0.12242531817475294,0.4973685423004445,0.15409180629278418,0.29578446364933714,0.25781099978957595,0.30270769506939577,0.48678912390830176,0.46911045706284776,0.12117374384410329,0.5389328034656453,0.16224329816386393,0.03345056741366917,0.5013114930973622
1638820906.273,0.5108841864028507,0.04395726433060141,0.04049225636831681,0.4847403424471559,0.48531247273574796,0.5380617939952783,0.1245104317576102,0.03578447808949156,0.5375922815954204,0.03320256219173519,0.5314015305288371,0.5200858643948665,0.023505853077436207,0.5879161236040559,0.5494028194291667,0.041532208305131955,0.5058141115245469,0.03533253525159598,0.12972033419599685,0.034359445072696046,0.25863178912595425,0.46133336266223346,0.11880875859103648,0.5332922336042623,0.03491806082822364,0.532834937667445,0.034236434058613256,0.024223599663476033,0.1319389419733465,0.12242531817475294,0.4973685423004445,0.15409180629278418,0.29578446364933714,0.25781099978957595,0.30270769506939577,0.48678912390830176,0.46911045706284776,0.12117374384410329,0.5389328034656453,0.16224329816386393,0.03345056741366917,0.5013114930973622
1638820921.293,0.5702142977061776,0.045036330024332515,0.0414169926499916,0.5322489386805846,0.5365187534745062,0.6000777964070845,0.13284771650794353,0.03534552390418449,0.5966020213334715,0.0341102495586631,0.5858898797102008,0.583891122221404,0.026890726269077632,0.6532350161262689,0.6417840572104838,0.0430629087974332,0.5648425847367995,0.03499071979119963,0.1390331968524412,0.03523374185446636,0.2856925292054478,0.512134313529524,0.1299140054172044,0.5939131950468209,0.03667559584395039,0.5874325240256169,0.034890617717166644,0.026496875085159584,0.13913629024138072,0.1333190738873338,0.5672522726849744,0.1628753634989439,0.31294248267379676,0.2795319095278498,0.33000616020233864,0.5472598846179877,0.5330626326402246,0.12909338386689634,0.6015355630351036,0.16697140432966381,0.033974668560529026,0.559368801175661
1638820936.309,0.5702142977061776,0.045036330024332515,0.0414169926499916,0.5322489386805846,0.5365187534745062,0.6000777964070845,0.13284771650794353,0.03534552390418449,0.5966020213334715,0.0341102495586631,0.5858898797102008,0.583891122221404,0.026890726269077632,0.6532350161262689,0.6417840572104838,0.0430629087974332,0.5648425847367995,0.03499071979119963,0.1390331968524412,0.03523374185446636,0.2856925292054478,0.512134313529524,0.1299140054172044,0.5939131950468209,0.03667559584395039,0.5874325240256169,0.034890617717166644,0.026496875085159584,0.13913629024138072,0.1333190738873338,0.5672522726849744,0.1628753634989439,0.31294248267379676,0.2795319095278498,0.33000616020233864,0.5472598846179877,0.5330626326402246,0.12909338386689634,0.6015355630351036,0.16697140432966381,0.033974668560529026,0.559368801175661
1638820951.333,0.5760162966730595,0.04242844793829132,0.04187547241604213,0.5357799090425972,0.5367582159935513,0.6075997069351431,0.12742945796788435,0.03514765768596617,0.6014576751878326,0.033696108512726565,0.5887411872672793,0.58840283308448,0.026072149639641683,0.6135373434853925,0.6451503343187165,0.04152882734500338,0.5699012201594271,0.03477816425705342,0.13962297297645018,0.03561168025239919,0.28195819375868364,0.5460221727669033,0.12988990021137853,0.5998834435893601,0.036488409667541154,0.5895351358544865,0.03524887182363115,0.026810780177723263,0.13966888412083697,0.1343540515624545,0.5983778199686668,0.17086268766876628,0.29383584058674184,0.28078096212198345,0.30756413578517244,0.533180179308813,0.549632426660806,0.12842535028429442,0.6072642421538144,0.16325112506613337,0.033738478239283894,0.5760661976180302
1638820966.355,0.5760162966730595,0.04242844793829132,0.04187547241604213,0.5357799090425972,0.5367582159935513,0.6075997069351431,0.12742945796788435,0.03514765768596617,0.6014576751878326,0.033696108512726565,0.5887411872672793,0.58840283308448,0.026072149639641683,0.6135373434853925,0.6451503343187165,0.04152882734500338,0.5699012201594271,0.03477816425705342,0.13962297297645018,0.03561168025239919,0.28195819375868364,0.5460221727669033,0.12988990021137853,0.5998834435893601,0.036488409667541154,0.5895351358544865,0.03524887182363115,0.026810780177723263,0.13966888412083697,0.1343540515624545,0.5983778199686668,0.17086268766876628,0.29383584058674184,0.28078096212198345,0.30756413578517244,0.533180179308813,0.549632426660806,0.12842535028429442,0.6072642421538144,0.16325112506613337,0.033738478239283894,0.5760661976180302
1638820981.543,0.5767302926169433,0.04310368319962407,0.042913944756965305,0.5367806457571098,0.5365197661903873,0.6094292941576358,0.13339930038280648,0.036538945946585924,0.6153438993167719,0.033529424654821255,0.5907665148602751,0.5613652245245265,0.026975414646840563,0.6401300681036014,0.6407858426755322,0.04340888822554037,0.5700751313166835,0.0350820512437123,0.14035222895961091,0.03573185454340195,0.28889375804904927,0.5253349538660762,0.1298273681220138,0.6009315556272841,0.0362819737891715,0.5913741036063108,0.03571493113358522,0.02689392808751397,0.14068368253499344,0.1341078886849004,0.5980700824726245,0.1639887578409884,0.28092448269437453,0.2813697327645802,0.2816619193681673,0.5317887568153011,0.4919258629713704,0.1284642813611687,0.6089956653598807,0.15613542861038546,0.03423891141367602,0.5779013686497853
1638820996.585,0.5767302926169433,0.04310368319962407,0.042913944756965305,0.5367806457571098,0.5365197661903873,0.6094292941576358,0.13339930038280648,0.036538945946585924,0.6153438993167719,0.033529424654821255,0.5907665148602751,0.5613652245245265,0.026975414646840563,0.6401300681036014,0.6407858426755322,0.04340888822554037,0.5700751313166835,0.0350820512437123,0.14035222895961091,0.03573185454340195,0.28889375804904927,0.5253349538660762,0.1298273681220138,0.6009315556272841,0.0362819737891715,0.5913741036063108,0.03571493113358522,0.02689392808751397,0.14068368253499344,0.1341078886849004,0.5980700824726245,0.1639887578409884,0.28092448269437453,0.2813697327645802,0.2816619193681673,0.5317887568153011,0.4919258629713704,0.1284642813611687,0.6089956653598807,0.15613542861038546,0.03423891141367602,0.5779013686497853
1638821011.605,0.5771946666982257,0.040849444887666266,0.042034972077349894,0.5373459267807715,0.5374336597204216,0.609742815464966,0.12756035347689346,0.03665347021307845,0.5559018117802258,0.03364324137078597,0.5908252167251553,0.588232399689406,0.027738871846171118,0.6497007928219483,0.5914298513829453,0.043540162269225205,0.5713247529210198,0.035123605153514495,0.14051656781188576,0.035384055723567044,0.29033231499154577,0.5217903040946508,0.12979784000471642,0.6013849500993684,0.0349482640626731,0.5920608958395247,0.03534748164136666,0.026925337536082925,0.14084797537827343,0.12735756383459673,0.6080973967553968,0.16934876125428575,0.27466600267379015,0.28219415450316304,0.28209373106928676,0.5454426548535566,0.5544169648189265,0.12870172769303911,0.6099462948603978,0.17454401320812146,0.03468389839322911,0.5776984580676745
1638821026.622,0.5771946666982257,0.040849444887666266,0.042034972077349894,0.5373459267807715,0.5374336597204216,0.609742815464966,0.12756035347689346,0.03665347021307845,0.5559018117802258,0.03364324137078597,0.5908252167251553,0.588232399689406,0.027738871846171118,0.6497007928219483,0.5914298513829453,0.043540162269225205,0.5713247529210198,0.035123605153514495,0.14051656781188576,0.035384055723567044,0.29033231499154577,0.5217903040946508,0.12979784000471642,0.6013849500993684,0.0349482640626731,0.5920608958395247,0.03534748164136666,0.026925337536082925,0.14084797537827343,0.12735756383459673,0.6080973967553968,0.16934876125428575,0.27466600267379015,0.28219415450316304,0.28209373106928676,0.5454426548535566,0.5544169648189265,0.12870172769303911,0.6099462948603978,0.17454401320812146,0.03468389839322911,0.5776984580676745
