"Time","pod:productcatalogservice-w3-56c4dd84bf-xvnkq_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-kzcbb_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-9nm4t_service:frontend_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-9s27z_service:frontend_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-jsgxb_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-qrj56_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-ff6p5_service:redis-cart_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-zzxqr_service:currencyservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-4dfhb_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-r4p6s_service:recommendationservice_node:worker--1","pod:recommendationservice-w3-5c774597c5-gb9k5_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-xxrjz_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-jq5x7_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-nq4h9_service:productcatalogservice_node:worker--1","pod:redis-cart-w1-6d65c886c7-ncckv_service:redis-cart_node:worker--1","pod:currencyservice-w4-6f8d8654c5-94b9q_service:currencyservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-dvgqc_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-k2w5z_service:frontend_node:worker--3.novalocal","pod:adservice-w1-754d7d8cd4-2pzzp_service:adservice_node:worker--1","pod:currencyservice-w1-656689488c-vcpz7_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-blm6r_service:frontend_node:worker--1","pod:currencyservice-w2-649d8c7669-9zhd2_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-rt7wz_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-z7kp4_service:adservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-hwp9g_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-856bd974f7-rzsw6_service:cartservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-w3snr_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-8v9jn_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-v2b4l_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-5c774597c5-wmpsw_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-f4qcp_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-lg2d5_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-gqx7k_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-722wd_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-78ckx_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-4dpkh_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-f2zmp_service:productcatalogservice_node:worker--1","pod:currencyservice-w2-649d8c7669-g4rgb_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-hwqdr_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-99vwg_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-n97fv_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-bbt6s_service:cartservice_node:worker--3.novalocal"
1638818276.015,0.11908359337610103,0.1291407679597159,0.519051058948607,0.47061707568031635,0.5396287812328838,0.11850019055618549,0.0197755927660639,0.46655964978932174,0.03500326907928529,0.034744817621842866,0.034678063399647095,0.5324441388863691,0.03714610943156318,0.114132163801069,0.02987988757358312,0.5337856109463189,0.5182155263426571,0.5059791425826293,0.2945542344833427,0.47732478944054735,0.5066357767211046,0.6136834123945293,0.15322884921378815,0.2966048912968522,0.5297954935013794,0.25415413937614173,0.4857697438839886,0.5387776447234099,0.035148675608451675,0.03449349859731965,0.544141607129099,0.03501475506151627,0.0442674747122324,0.47608435470198174,0.12971442462726754,0.5023394779449042,0.11454625789363634,0.5686300607444008,0.15232370964929573,0.038996428961848656,0.041464112214738905,0.26869255421760274
1638818291.037,0.11908359337610103,0.1291407679597159,0.519051058948607,0.47061707568031635,0.5396287812328838,0.11850019055618549,0.0197755927660639,0.46655964978932174,0.03500326907928529,0.034744817621842866,0.034678063399647095,0.5324441388863691,0.03714610943156318,0.114132163801069,0.02987988757358312,0.5337856109463189,0.5182155263426571,0.5059791425826293,0.2945542344833427,0.47732478944054735,0.5066357767211046,0.6136834123945293,0.15322884921378815,0.2966048912968522,0.5297954935013794,0.25415413937614173,0.4857697438839886,0.5387776447234099,0.035148675608451675,0.03449349859731965,0.544141607129099,0.03501475506151627,0.0442674747122324,0.47608435470198174,0.12971442462726754,0.5023394779449042,0.11454625789363634,0.5686300607444008,0.15232370964929573,0.038996428961848656,0.041464112214738905,0.26869255421760274
1638818306.058,0.1274386557285686,0.13898228129857534,0.5864994683576311,0.5171166982942632,0.5755356912713052,0.1269777797402436,0.018767394382555126,0.5313610229111089,0.034272746074924164,0.03318284897144608,0.03496000264154466,0.5921426115858214,0.0372523869654227,0.1271825823738195,0.032829747478672386,0.5912386009634907,0.5765841717762618,0.564489079966301,0.3125659371224387,0.5330629309218657,0.5526347485228513,0.6568852441414198,0.16233586463982214,0.3048197767871401,0.5863092564784214,0.2773179813259583,0.5353641089016206,0.5994495202238953,0.035611998549838625,0.034278720484159836,0.6053786061143931,0.0356784392951928,0.04131057467546656,0.5311853047387989,0.13872340652998638,0.550109618780686,0.12736065795218715,0.6716331294371842,0.1735612888775454,0.04367656835597547,0.045030021068032874,0.29065681733378723
1638818321.083,0.1274386557285686,0.13898228129857534,0.5864994683576311,0.5171166982942632,0.5755356912713052,0.1269777797402436,0.018767394382555126,0.5313610229111089,0.034272746074924164,0.03318284897144608,0.03496000264154466,0.5921426115858214,0.0372523869654227,0.1271825823738195,0.032829747478672386,0.5912386009634907,0.5765841717762618,0.564489079966301,0.3125659371224387,0.5330629309218657,0.5526347485228513,0.6568852441414198,0.16233586463982214,0.3048197767871401,0.5863092564784214,0.2773179813259583,0.5353641089016206,0.5994495202238953,0.035611998549838625,0.034278720484159836,0.6053786061143931,0.0356784392951928,0.04131057467546656,0.5311853047387989,0.13872340652998638,0.550109618780686,0.12736065795218715,0.6716331294371842,0.1735612888775454,0.04367656835597547,0.045030021068032874,0.29065681733378723
1638818336.425,0.12722252154413294,0.13826723765481136,0.5440293388892357,0.5187565537705416,0.6057018322868484,0.1274102946038286,0.01645871969974225,0.5161715256378002,0.0340252521807272,0.03467034679402569,0.03495791492971423,0.5917825558613551,0.037168491480970636,0.12726333882227342,0.03608747043418438,0.5911019809215391,0.5808524424092517,0.5689388058537073,0.2654314391265389,0.5120326309747069,0.5666916668911365,0.6400364065037547,0.17584224523817785,0.29261833902766876,0.5855170134687111,0.2772108563011296,0.5358646639492424,0.5996540652746745,0.03545562370760152,0.03503316616691943,0.6054535702522423,0.0356583029010705,0.04460494743085104,0.5326127135233812,0.13886156222463508,0.5631172101494395,0.12740571838935474,0.6737010342722607,0.17125875640299307,0.045210797128591676,0.043718969679346714,0.2932527805464735
1638818351.468,0.12722252154413294,0.13826723765481136,0.5440293388892357,0.5187565537705416,0.6057018322868484,0.1274102946038286,0.01645871969974225,0.5161715256378002,0.0340252521807272,0.03467034679402569,0.03495791492971423,0.5917825558613551,0.037168491480970636,0.12726333882227342,0.03608747043418438,0.5911019809215391,0.5808524424092517,0.5689388058537073,0.2654314391265389,0.5120326309747069,0.5666916668911365,0.6400364065037547,0.17584224523817785,0.29261833902766876,0.5855170134687111,0.2772108563011296,0.5358646639492424,0.5996540652746745,0.03545562370760152,0.03503316616691943,0.6054535702522423,0.0356583029010705,0.04460494743085104,0.5326127135233812,0.13886156222463508,0.5631172101494395,0.12740571838935474,0.6737010342722607,0.17125875640299307,0.045210797128591676,0.043718969679346714,0.2932527805464735
1638818366.488,0.12696557085802185,0.1385068966859005,0.5695149396421155,0.5287163860660936,0.5958671166038824,0.12758471008031624,0.013218863271952656,0.5135077686606612,0.03422278588747637,0.03318435471414192,0.03467228137006226,0.5925957897343871,0.03736612886828025,0.1266556877807263,0.03850549606961572,0.5929683821300556,0.5854213748287103,0.571831381208899,0.25308439057978854,0.5312834983778616,0.5434482220868083,0.6400049820895546,0.1706850324631294,0.2760079806490987,0.5860151706658223,0.27836398694403464,0.5372476914237252,0.5988509109038832,0.03478798402768951,0.03486652406779521,0.6060946068050168,0.035653232864223686,0.04458031741244327,0.5336966329257792,0.1384537333886265,0.5351543716288514,0.1277180334826444,0.6307307058493217,0.16432746652432687,0.045004665286138945,0.04293247939332983,0.29376360752401265
1638818381.507,0.12696557085802185,0.1385068966859005,0.5695149396421155,0.5287163860660936,0.5958671166038824,0.12758471008031624,0.013218863271952656,0.5135077686606612,0.03422278588747637,0.03318435471414192,0.03467228137006226,0.5925957897343871,0.03736612886828025,0.1266556877807263,0.03850549606961572,0.5929683821300556,0.5854213748287103,0.571831381208899,0.25308439057978854,0.5312834983778616,0.5434482220868083,0.6400049820895546,0.1706850324631294,0.2760079806490987,0.5860151706658223,0.27836398694403464,0.5372476914237252,0.5988509109038832,0.03478798402768951,0.03486652406779521,0.6060946068050168,0.035653232864223686,0.04458031741244327,0.5336966329257792,0.1384537333886265,0.5351543716288514,0.1277180334826444,0.6307307058493217,0.16432746652432687,0.045004665286138945,0.04293247939332983,0.29376360752401265
1638818396.521,0.12739180056196264,0.13861688126978355,0.5530639978295496,0.5246587758713032,0.5618098939011658,0.12815861495246136,0.010705113110274583,0.5334354199147672,0.03203389983477855,0.03216756421037616,0.03521019568617276,0.5935025773784252,0.03722816326059147,0.1257958517920183,0.040630086840253904,0.5916877148614735,0.5851620512346097,0.5731673414602421,0.2642475248539299,0.5323511021862506,0.570217571603973,0.6810900905270438,0.16988810000022342,0.2728623962604305,0.5850298465787664,0.27848735021287485,0.5387268259022558,0.5984009887189374,0.03539312042242729,0.03495600163079477,0.6040055300065155,0.035730802272911436,0.04308672958922861,0.5356067396561908,0.13824014403228496,0.556574297769014,0.12752826052589356,0.6256242954080311,0.1637616157780708,0.04546267596907047,0.04063418125655065,0.2952666418136881
1638818411.537,0.12739180056196264,0.13861688126978355,0.5530639978295496,0.5246587758713032,0.5618098939011658,0.12815861495246136,0.010705113110274583,0.5334354199147672,0.03203389983477855,0.03216756421037616,0.03521019568617276,0.5935025773784252,0.03722816326059147,0.1257958517920183,0.040630086840253904,0.5916877148614735,0.5851620512346097,0.5731673414602421,0.2642475248539299,0.5323511021862506,0.570217571603973,0.6810900905270438,0.16988810000022342,0.2728623962604305,0.5850298465787664,0.27848735021287485,0.5387268259022558,0.5984009887189374,0.03539312042242729,0.03495600163079477,0.6040055300065155,0.035730802272911436,0.04308672958922861,0.5356067396561908,0.13824014403228496,0.556574297769014,0.12752826052589356,0.6256242954080311,0.1637616157780708,0.04546267596907047,0.04063418125655065,0.2952666418136881
1638818426.551,0.12794795171899156,0.13856974744443112,0.5946007812367342,0.5224967466175064,0.562925505298009,0.1287395906119767,0.008068841826210787,0.519863483706646,0.033799508804365754,0.0338874789136399,0.035384781936232054,0.5968762916286003,0.03680973200793948,0.12572987876980302,0.043086900106811696,0.5926899030579439,0.5858525768740468,0.5759960178881374,0.27174368706085833,0.532815448892374,0.5696966054589222,0.6450490706717119,0.1588593803876373,0.27308232011955025,0.5855554184655464,0.26375926201307703,0.5406569133791312,0.6015533150951302,0.03538492434178448,0.03508075026958218,0.60393624897568,0.03601510196236836,0.04388721437518808,0.5385006354190635,0.1386990102783825,0.5313322968682508,0.12156063251057206,0.6445459590361573,0.17122595943539232,0.0438584178996544,0.04073616690196627,0.2964450308525874
1638818441.565,0.12794795171899156,0.13856974744443112,0.5946007812367342,0.5224967466175064,0.562925505298009,0.1287395906119767,0.008068841826210787,0.519863483706646,0.033799508804365754,0.0338874789136399,0.035384781936232054,0.5968762916286003,0.03680973200793948,0.12572987876980302,0.043086900106811696,0.5926899030579439,0.5858525768740468,0.5759960178881374,0.27174368706085833,0.532815448892374,0.5696966054589222,0.6450490706717119,0.1588593803876373,0.27308232011955025,0.5855554184655464,0.26375926201307703,0.5406569133791312,0.6015533150951302,0.03538492434178448,0.03508075026958218,0.60393624897568,0.03601510196236836,0.04388721437518808,0.5385006354190635,0.1386990102783825,0.5313322968682508,0.12156063251057206,0.6445459590361573,0.17122595943539232,0.0438584178996544,0.04073616690196627,0.2964450308525874
