"Time","pod:currencyservice-w4-649d8c7669-l8nvb_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-dc85b_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-6gbjq_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-grcn5_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-6v7mg_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-qwlj8_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-rsbn4_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-tgkgm_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-r8dg4_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-g6h4q_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ftwk6_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w1-599b6846df-xn28v_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-z8smt_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-kgzl6_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-w5vc2_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:currencyservice-w4-649d8c7669-k2ssk_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-w7gd8_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-dj5nm_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-86z4m_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-fhcd7_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-2zgg4_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-krmt6_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-tfb8r_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-zcdct_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-lrftg_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-wd6jc_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-wxdhb_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-kqx6t_service:frontend_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-wls45_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-5d7l8_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-s7ptx_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-9m82s_service:productcatalogservice_node:worker--4.novalocal"
1637016445.879,0.6090167990210564,0.16331015150708333,0.5006991029856269,0.494665818930399,0.7362160647301891,0.4857254388025867,0.12459306184497693,0.04329824895937924,0.05457215712190354,0.2575643829552398,0.6135822239271582,0.15740224888867194,0.5897581055992386,0.6128294271172514,0.7116548134812214,0.052240098467172175,0.25014444259760155,0.6752108171353464,0.043962901941651825,0.02187056346958507,0.023880835321498664,0.1283466830295314,0.05200812837542268,0.4865618850054825,0.12116990524557086,0.6800404878447455,0.2651287965039106,0.6062116017372512,0.0422642051752079,0.15747161803840823,0.7152565974050915,0.05705369275036415,0.5863476362815325,0.12638604063679876,0.25550881851257146,0.6057451654043816,0.04268568812175927,0.16686356711569575
1637016460.905,0.6090167990210564,0.16331015150708333,0.5006991029856269,0.494665818930399,0.7362160647301891,0.4857254388025867,0.12459306184497693,0.04329824895937924,0.05457215712190354,0.2575643829552398,0.6135822239271582,0.15740224888867194,0.5897581055992386,0.6128294271172514,0.7116548134812214,0.052240098467172175,0.25014444259760155,0.6752108171353464,0.043962901941651825,0.02187056346958507,0.023880835321498664,0.1283466830295314,0.05200812837542268,0.4865618850054825,0.12116990524557086,0.6800404878447455,0.2651287965039106,0.6062116017372512,0.0422642051752079,0.15747161803840823,0.7152565974050915,0.05705369275036415,0.5863476362815325,0.12638604063679876,0.25550881851257146,0.6057451654043816,0.04268568812175927,0.16686356711569575
1637016475.938,0.6642759834873374,0.17733644050959138,0.5435170156183365,0.5386702011610242,0.8144555841706521,0.5106487432549702,0.1282409234416136,0.04527840658230461,0.05290203744066918,0.272459962163647,0.6685251835217803,0.16334461972422226,0.6537832433392913,0.666531000549252,0.7881859885514118,0.05191657227344387,0.2748813120281569,0.6668235550293997,0.04473659696493873,0.02356546094426894,0.02527472846932812,0.1341759505690397,0.05305758231719221,0.5382946057133832,0.13342850373644943,0.8149387091501046,0.28370232369595516,0.67102909730199,0.04468520775603624,0.16415971443430857,0.7979257006933538,0.05582946489427394,0.6586663546420767,0.13447212856525909,0.28619445089920337,0.6594204408610206,0.04404994364498292,0.18106966260921603
1637016490.972,0.6642759834873374,0.17733644050959138,0.5435170156183365,0.5386702011610242,0.8144555841706521,0.5106487432549702,0.1282409234416136,0.04527840658230461,0.05290203744066918,0.272459962163647,0.6685251835217803,0.16334461972422226,0.6537832433392913,0.666531000549252,0.7881859885514118,0.05191657227344387,0.2748813120281569,0.6668235550293997,0.04473659696493873,0.02356546094426894,0.02527472846932812,0.1341759505690397,0.05305758231719221,0.5382946057133832,0.13342850373644943,0.8149387091501046,0.28370232369595516,0.67102909730199,0.04468520775603624,0.16415971443430857,0.7979257006933538,0.05582946489427394,0.6586663546420767,0.13447212856525909,0.28619445089920337,0.6594204408610206,0.04404994364498292,0.18106966260921603
1637016505.989,0.6931570109691546,0.1736915623183545,0.5417921666941923,0.5362491843148911,0.8169856763975809,0.5179652570126032,0.13614499404653313,0.04417489703079265,0.05420689002725576,0.27213749193877884,0.6680889343027274,0.1628884360227003,0.6553787484169296,0.6652248314641069,0.7891624978823828,0.05199939322748863,0.2601277388934733,0.7307093684042176,0.044559421880873966,0.023441186805374666,0.025420126943798915,0.1342817694862799,0.053384724032433384,0.508765784279735,0.1336451808397156,0.7634974866213449,0.2831878957779171,0.6721688362715128,0.04473082274603769,0.1638350274522573,0.7991174713297005,0.05664999684646089,0.6597173173926825,0.13437057338340527,0.2869515844810963,0.6603860676880984,0.04584424910090999,0.17250040185188506
1637016521.009,0.6931570109691546,0.1736915623183545,0.5417921666941923,0.5362491843148911,0.8169856763975809,0.5179652570126032,0.13614499404653313,0.04417489703079265,0.05420689002725576,0.27213749193877884,0.6680889343027274,0.1628884360227003,0.6553787484169296,0.6652248314641069,0.7891624978823828,0.05199939322748863,0.2601277388934733,0.7307093684042176,0.044559421880873966,0.023441186805374666,0.025420126943798915,0.1342817694862799,0.053384724032433384,0.508765784279735,0.1336451808397156,0.7634974866213449,0.2831878957779171,0.6721688362715128,0.04473082274603769,0.1638350274522573,0.7991174713297005,0.05664999684646089,0.6597173173926825,0.13437057338340527,0.2869515844810963,0.6603860676880984,0.04584424910090999,0.17250040185188506
1637016536.122,0.7471309223387783,0.1727675844242199,0.5412246878366251,0.5365728241420606,0.8161672894774906,0.5197621993494829,0.12736103214257768,0.045656129647257876,0.058935064747941183,0.2713950889937727,0.6675442850253779,0.16268730183326635,0.6538985332142896,0.6655204887529553,0.788154411390849,0.05169755227120644,0.26728378308626055,0.7109973662096356,0.04451718685149261,0.023383385135554196,0.025678986279964993,0.13369015649944033,0.052776529500744365,0.5376087488628456,0.13396734574493763,0.7829215728971674,0.281980210735113,0.6717712386626369,0.044352448849146825,0.16328009992649528,0.7381455982715937,0.056072909815673505,0.6279506642274237,0.1346169557001664,0.27235464342613736,0.6711968459242835,0.04580130582146822,0.181600354475835
1637016551.16,0.7471309223387783,0.1727675844242199,0.5412246878366251,0.5365728241420606,0.8161672894774906,0.5197621993494829,0.12736103214257768,0.045656129647257876,0.058935064747941183,0.2713950889937727,0.6675442850253779,0.16268730183326635,0.6538985332142896,0.6655204887529553,0.788154411390849,0.05169755227120644,0.26728378308626055,0.7109973662096356,0.04451718685149261,0.023383385135554196,0.025678986279964993,0.13369015649944033,0.052776529500744365,0.5376087488628456,0.13396734574493763,0.7829215728971674,0.281980210735113,0.6717712386626369,0.044352448849146825,0.16328009992649528,0.7381455982715937,0.056072909815673505,0.6279506642274237,0.1346169557001664,0.27235464342613736,0.6711968459242835,0.04580130582146822,0.181600354475835
1637016566.175,0.7487519993855469,0.1756534757067516,0.5404796121830353,0.5365676120480292,0.8165515689390588,0.5421381237055112,0.1359143497550629,0.046215446119909236,0.05664456967774874,0.2707430884381139,0.6685865412990043,0.1627271757342048,0.6539935120810206,0.6649851096436394,0.7879990439768723,0.051772106862849304,0.27612299008305496,0.6995144674906524,0.04426158129603927,0.023452932933650278,0.025107180239549554,0.1329125941282746,0.052796246755992066,0.5379195972682159,0.12752544910090874,0.8219798859097294,0.282090017361762,0.6720904929167066,0.044554545566117494,0.16349803780434563,0.6950345440275,0.05737121463385199,0.6601352292087443,0.13487510551523646,0.27221454396188266,0.659686064661142,0.04527162340595495,0.17657161838964802
1637016581.192,0.7487519993855469,0.1756534757067516,0.5404796121830353,0.5365676120480292,0.8165515689390588,0.5421381237055112,0.1359143497550629,0.046215446119909236,0.05664456967774874,0.2707430884381139,0.6685865412990043,0.1627271757342048,0.6539935120810206,0.6649851096436394,0.7879990439768723,0.051772106862849304,0.27612299008305496,0.6995144674906524,0.04426158129603927,0.023452932933650278,0.025107180239549554,0.1329125941282746,0.052796246755992066,0.5379195972682159,0.12752544910090874,0.8219798859097294,0.282090017361762,0.6720904929167066,0.044554545566117494,0.16349803780434563,0.6950345440275,0.05737121463385199,0.6601352292087443,0.13487510551523646,0.27221454396188266,0.659686064661142,0.04527162340595495,0.17657161838964802
