"Time","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-cx782_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-7s95g_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-44867_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-grjzt_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-zn7fc_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-pncdh_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-x98xx_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-v768x_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-nt9s8_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-2gn5p_service:recommendationservice_node:worker--3","pod:frontend-w2-777d8d5dcb-b5r5l_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-q9vpf_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-lftdd_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-fnrjm_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w1-599b6846df-47lhc_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-d48m9_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-77456_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-9ps48_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-d4vr5_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-kd5rj_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-6m75g_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-ppgmh_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-cpgl7_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-7pxrb_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-6k8l6_service:frontend_node:worker--3","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-55s2s_service:frontend_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:currencyservice-w4-649d8c7669-t95qk_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-q9f96_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-4nzdp_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-f4zbt_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:currencyservice-w4-649d8c7669-mf48c_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-8vjzd_service:recommendationservice_node:worker--4.novalocal"
1637019045.236,0.23129035069969023,0.04095211690736432,0.563120418069468,0.6401494919396141,0.45707488943537244,0.12291685811123618,0.6678743233493999,0.15872224855269915,0.020289159184888172,0.04768056301366183,0.12296378352186069,0.04146282288936062,0.6749163601899398,0.44797963783973643,0.6912762728690462,0.04213128311530763,0.022218290256592783,0.5474730260714297,0.11939946611012732,0.5471299282017094,0.4208160828373695,0.5431465244502313,0.11738367714358197,0.1510606815396134,0.45690491276274614,0.04205953495184722,0.1456464438703855,0.5592769645601157,0.23824703555856253,0.5574730810883399,0.24053004203864337,0.595922967022671,0.052290863328165724,0.146967935879235,0.04780097053121484,0.23360541645129398,0.5886104903576244,0.05027599537355913
1637019060.366,0.25712033055654243,0.04464659866444563,0.6316539653814464,0.7180654442618521,0.5156489911227364,0.13108732270527665,0.7490601850979898,0.17142373626181778,0.022591957165547575,0.0509316774474845,0.13378181516470236,0.044570595980552095,0.7590024555956609,0.5137100692373303,0.7670472788253778,0.04497142469624951,0.023727897385359208,0.6173196955897229,0.1335065745313807,0.61433712868936,0.5061629245670516,0.6183587769707211,0.13200434143404474,0.17195266565590114,0.5160166373805648,0.0444589155603579,0.16353994090447538,0.6276494799645882,0.27525014341156706,0.6284823065487214,0.2622724888607966,0.6343724932167805,0.054735277366441924,0.16445864542098582,0.050731734998885426,0.2589458478182999,0.6730134945758464,0.05503685037566919
1637019075.402,0.25712033055654243,0.04464659866444563,0.6316539653814464,0.7180654442618521,0.5156489911227364,0.13108732270527665,0.7490601850979898,0.17142373626181778,0.022591957165547575,0.0509316774474845,0.13378181516470236,0.044570595980552095,0.7590024555956609,0.5137100692373303,0.7670472788253778,0.04497142469624951,0.023727897385359208,0.6173196955897229,0.1335065745313807,0.61433712868936,0.5061629245670516,0.6183587769707211,0.13200434143404474,0.17195266565590114,0.5160166373805648,0.0444589155603579,0.16353994090447538,0.6276494799645882,0.27525014341156706,0.6284823065487214,0.2622724888607966,0.6343724932167805,0.054735277366441924,0.16445864542098582,0.050731734998885426,0.2589458478182999,0.6730134945758464,0.05503685037566919
1637019090.495,0.27058167295510055,0.04453765873961142,0.6606341498839718,0.7234922542686024,0.5370810946682749,0.13668093868757517,0.7969018625941213,0.1775219350794831,0.0235817982736214,0.05156519689560736,0.12760544311685537,0.04528336689104853,0.8068652825469489,0.5398671628599875,0.8247937040484503,0.04453601968046411,0.025057130264730634,0.6552807945333501,0.13595725313037418,0.644632695843076,0.5397293274097382,0.6446994185287056,0.13826521753332402,0.17619426233437635,0.5388805042166135,0.04450031867369319,0.1654083011306992,0.6272410992454153,0.2820789469718229,0.6678143942756687,0.2801425392459351,0.6770638935696774,0.056132568444282736,0.16604122275394695,0.052055652486187716,0.26189004251772063,0.684658220001628,0.0541777221735537
1637019105.539,0.27058167295510055,0.04453765873961142,0.6606341498839718,0.7234922542686024,0.5370810946682749,0.13668093868757517,0.7969018625941213,0.1775219350794831,0.0235817982736214,0.05156519689560736,0.12760544311685537,0.04528336689104853,0.8068652825469489,0.5398671628599875,0.8247937040484503,0.04453601968046411,0.025057130264730634,0.6552807945333501,0.13595725313037418,0.644632695843076,0.5397293274097382,0.6446994185287056,0.13826521753332402,0.17619426233437635,0.5388805042166135,0.04450031867369319,0.1654083011306992,0.6272410992454153,0.2820789469718229,0.6678143942756687,0.2801425392459351,0.6770638935696774,0.056132568444282736,0.16604122275394695,0.052055652486187716,0.26189004251772063,0.684658220001628,0.0541777221735537
1637019120.581,0.2714482562138233,0.044291148522448906,0.662325089706126,0.7786596562806185,0.5377240075280512,0.1364384665177997,0.7999101994387832,0.18612605034698554,0.0236395298176109,0.05255356813837353,0.13603812728600378,0.04363835044101143,0.809529329719986,0.5255175248138755,0.7849097602182002,0.044938176331550866,0.025070047529775312,0.6573242020256778,0.13602413270195196,0.6459335804898001,0.5379318652292711,0.6592888917346971,0.13119159379187847,0.17349630346747008,0.5401475783748793,0.0442916074849994,0.16658016895728087,0.6698303545621396,0.28242051595046014,0.6688119154015634,0.2793219665198222,0.7065565138241277,0.05512464567303964,0.16641168143304555,0.052563605531768115,0.26713486874258624,0.7361667622851166,0.05562128831512377
1637019135.652,0.2714482562138233,0.044291148522448906,0.662325089706126,0.7786596562806185,0.5377240075280512,0.1364384665177997,0.7999101994387832,0.18612605034698554,0.0236395298176109,0.05255356813837353,0.13603812728600378,0.04363835044101143,0.809529329719986,0.5255175248138755,0.7849097602182002,0.044938176331550866,0.025070047529775312,0.6573242020256778,0.13602413270195196,0.6459335804898001,0.5379318652292711,0.6592888917346971,0.13119159379187847,0.17349630346747008,0.5401475783748793,0.0442916074849994,0.16658016895728087,0.6698303545621396,0.28242051595046014,0.6688119154015634,0.2793219665198222,0.7065565138241277,0.05512464567303964,0.16641168143304555,0.052563605531768115,0.26713486874258624,0.7361667622851166,0.05562128831512377
1637019150.722,0.2712972931612319,0.04463983139083505,0.6629126141917316,0.7662674184603429,0.5371388046097191,0.13609774602124575,0.8019794994756142,0.17666387506834164,0.02402157129201509,0.05284427775862551,0.1301134136157177,0.044826225140619264,0.8131001968299878,0.5381595258156466,0.7416554813568046,0.04507992907705123,0.025096162722801657,0.6562693258171497,0.13607553120488108,0.6474778838448496,0.5384090755953292,0.6593587601638692,0.13750653854896017,0.18572138552662726,0.5405097309346255,0.04406484960990642,0.16742483517431153,0.640074384957501,0.2835677972537686,0.6687376607707246,0.26060284434138103,0.6867292411714713,0.054381204090970664,0.1669572513508984,0.05321695194995908,0.2664615382175707,0.6743255444649086,0.0538733440996972
1637019165.774,0.2712972931612319,0.04463983139083505,0.6629126141917316,0.7662674184603429,0.5371388046097191,0.13609774602124575,0.8019794994756142,0.17666387506834164,0.02402157129201509,0.05284427775862551,0.1301134136157177,0.044826225140619264,0.8131001968299878,0.5381595258156466,0.7416554813568046,0.04507992907705123,0.025096162722801657,0.6562693258171497,0.13607553120488108,0.6474778838448496,0.5384090755953292,0.6593587601638692,0.13750653854896017,0.18572138552662726,0.5405097309346255,0.04406484960990642,0.16742483517431153,0.640074384957501,0.2835677972537686,0.6687376607707246,0.26060284434138103,0.6867292411714713,0.054381204090970664,0.1669572513508984,0.05321695194995908,0.2664615382175707,0.6743255444649086,0.0538733440996972
1637019180.829,0.2704896678023936,0.04443510088184564,0.6644945537583697,0.7611405496655047,0.5375904690085147,0.13568185634799348,0.8022689540433122,0.1860469414854905,0.02420921236946267,0.053622736451280226,0.13598571841511278,0.043347988846042414,0.8132355715152403,0.5390919189583878,0.8264444387101848,0.04491018855184249,0.024239984289114544,0.6562560293644026,0.13617860948775667,0.6482424170987482,0.5087720079210525,0.658713960062236,0.13738154356127802,0.17215572026428594,0.5413219181163876,0.04367716086705396,0.16763785919210472,0.669154357685425,0.2849349173066616,0.6696253597736028,0.27916515460429464,0.7303877923578262,0.050734207550344274,0.1675581687153587,0.05358601146666217,0.2725398293962,0.6835734764466823,0.05117616951659557
