"Time","pod:productcatalogservice-w4-66565874fb-p6fjq_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w2-76766bdfb6-24xlk_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-h88jr_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-5bbcb977f8-dlz6j_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-lswr4_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-cch4z_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-8jpxn_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-bx7kn_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-hkjpg_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-b6ncc_service:currencyservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-4hdh2_service:recommendationservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-wblw7_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-bvjl5_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-wpwwf_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-hmn4g_service:productcatalogservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-6w8wx_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-sz98c_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-z5rfk_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-4nkfd_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-7wns6_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w3-56c4dd84bf-sbgwf_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-znk7s_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-pkn7r_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-wwcpz_service:frontend_node:worker--1","pod:currencyservice-w3-cd78b8fd6-v6khq_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-cjgf2_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-d9t4w_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-s7wmw_service:frontend_node:worker--1","pod:currencyservice-w1-656689488c-cbzb5_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-vdzvf_service:frontend_node:worker--1","pod:currencyservice-w2-649d8c7669-jctxh_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-2cp7w_service:frontend_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-gwrqn_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-59ff89795c-xz4nh_service:cartservice_node:worker--4.novalocal","pod:redis-cart-w4-84485f8b85-v9wln_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-d8wlf_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-skwft_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-97lpd_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-v7q4k_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-bgnwd_service:currencyservice_node:worker--4.novalocal"
1641849348.71,0.2769405933356003,0.3080579009083462,0.17419014410920858,0.15992481039214287,0.15857129506850887,0.4777452537121881,0.18393764122726,0.18470820996075482,0.03144323715413189,0.2274673146748021,0.13196732567045946,0.22021800948149944,0.28631882941751513,0.27646614352438187,0.23501095187894558,0.27014672485379987,0.24667730428014203,0.42354867887248326,0.13985629763340113,0.27579328839699974,0.23912698584488346,0.48557177710481864,0.23367070438862658,0.1829037426984088,0.2459813793576629,0.16053468615268393,0.42691952433070424,0.43575361063331114,0.23760964605189577,0.44202647634219805,0.2886301907319324,0.42510986041696,0.32231127584008135,0.2756170935259999,0.008329986222344784,0.2912709444413957,0.24242869859602542,0.41877407444373205,0.4262499401285143,0.29542168478615743
1641849363.746,0.31194868572298146,0.3549346070994015,0.207173413576382,0.1795141796851909,0.18049320103246566,0.5940580898044014,0.22303881343915838,0.20428822748002207,0.03215091308716332,0.2670395514088469,0.1441711741987759,0.2578575227892498,0.303338230672355,0.31195432755273295,0.264344252606542,0.31234947139944497,0.2740332208050852,0.47849094303000483,0.15439567061636172,0.30671542118792755,0.2702046260572821,0.5484074279778484,0.26972039503876316,0.20612272839423984,0.27203797617982395,0.18214443803758779,0.47308378467823686,0.4924870326267507,0.27250008070815335,0.49906483222756537,0.3569796211864646,0.47683018434545915,0.3538097632442492,0.3065011214563531,0.009251139708368949,0.31945248404867566,0.2718282934953552,0.47143362887119966,0.48001732584882395,0.32914844418900313
1641849378.772,0.31194868572298146,0.3549346070994015,0.207173413576382,0.1795141796851909,0.18049320103246566,0.5940580898044014,0.22303881343915838,0.20428822748002207,0.03215091308716332,0.2670395514088469,0.1441711741987759,0.2578575227892498,0.303338230672355,0.31195432755273295,0.264344252606542,0.31234947139944497,0.2740332208050852,0.47849094303000483,0.15439567061636172,0.30671542118792755,0.2702046260572821,0.5484074279778484,0.26972039503876316,0.20612272839423984,0.27203797617982395,0.18214443803758779,0.47308378467823686,0.4924870326267507,0.27250008070815335,0.49906483222756537,0.3569796211864646,0.47683018434545915,0.3538097632442492,0.3065011214563531,0.009251139708368949,0.31945248404867566,0.2718282934953552,0.47143362887119966,0.48001732584882395,0.32914844418900313
1641849393.801,0.32844139103894754,0.3674236887199953,0.2078347660158227,0.18105560778282928,0.18204711355286246,0.6440484581689494,0.20640399918302654,0.21361365895914128,0.03502584050505603,0.2626545412751463,0.1546622023003223,0.25561857322059334,0.3355246298028431,0.32531287429725014,0.280372327411061,0.34151938073264315,0.286992195144865,0.5121584037016207,0.16335089948005962,0.3245876044138031,0.2865231240844551,0.5913358546384663,0.28167546725731385,0.2158661126032115,0.2867213831981328,0.1828971010034698,0.4907909835052157,0.5303392081098146,0.2728363997401516,0.5353806693741898,0.38314135093042156,0.511001693617936,0.3471835413016097,0.32385427420612944,0.010378822446278847,0.34315673759724286,0.2857039601292275,0.5046684320826178,0.5136233064506828,0.34243726033657124
1641849408.84,0.32844139103894754,0.3674236887199953,0.2078347660158227,0.18105560778282928,0.18204711355286246,0.6440484581689494,0.20640399918302654,0.21361365895914128,0.03502584050505603,0.2626545412751463,0.1546622023003223,0.25561857322059334,0.3355246298028431,0.32531287429725014,0.280372327411061,0.34151938073264315,0.286992195144865,0.5121584037016207,0.16335089948005962,0.3245876044138031,0.2865231240844551,0.5913358546384663,0.28167546725731385,0.2158661126032115,0.2867213831981328,0.1828971010034698,0.4907909835052157,0.5303392081098146,0.2728363997401516,0.5353806693741898,0.38314135093042156,0.511001693617936,0.3471835413016097,0.32385427420612944,0.010378822446278847,0.34315673759724286,0.2857039601292275,0.5046684320826178,0.5136233064506828,0.34243726033657124
1641849423.864,0.3274243118674765,0.34830994282509303,0.20920654424082896,0.1810441584960424,0.1810922721986117,0.6080867548420227,0.21528891639288855,0.2123970401319594,0.031474320135335264,0.2789498449687263,0.14731604345042149,0.2727266060250702,0.34248953551460665,0.3256850342395075,0.28066064587347317,0.3408702771927181,0.28550142159450653,0.5122419169600039,0.16290665820549993,0.3249052502049099,0.2862078970460689,0.59124372309623,0.2786793357219418,0.21522207995993403,0.28532812614726033,0.1828929941534772,0.5083857777482806,0.5294526318203123,0.28024622168959124,0.5363016254952417,0.3763659864244238,0.5106133757426377,0.32977329837480307,0.32485402455852713,0.011426899659154634,0.3364465211445634,0.2849475436662485,0.5042170217927779,0.513136607605621,0.3409576473649486
1641849438.893,0.3274243118674765,0.34830994282509303,0.20920654424082896,0.1810441584960424,0.1810922721986117,0.6080867548420227,0.21528891639288855,0.2123970401319594,0.031474320135335264,0.2789498449687263,0.14731604345042149,0.2727266060250702,0.34248953551460665,0.3256850342395075,0.28066064587347317,0.3408702771927181,0.28550142159450653,0.5122419169600039,0.16290665820549993,0.3249052502049099,0.2862078970460689,0.59124372309623,0.2786793357219418,0.21522207995993403,0.28532812614726033,0.1828929941534772,0.5083857777482806,0.5294526318203123,0.28024622168959124,0.5363016254952417,0.3763659864244238,0.5106133757426377,0.32977329837480307,0.32485402455852713,0.011426899659154634,0.3364465211445634,0.2849475436662485,0.5042170217927779,0.513136607605621,0.3409576473649486
1641849453.928,0.32721864933660666,0.31962933177360436,0.2153116644366102,0.18049012729126385,0.18182032503800447,0.6450470101405129,0.2157271314896862,0.22066338542856856,0.030596966946385952,0.2688049019259266,0.1500477030680359,0.247466753928026,0.320604449477073,0.32529563590714883,0.2760340882402346,0.33733209123392116,0.2844566340664547,0.5108454873679271,0.16219667448898595,0.3253158464118567,0.28588513098631313,0.5909581435364408,0.2688932829694123,0.21036804170134907,0.2834207187358812,0.18275787077926947,0.5186860436429428,0.5081889493657232,0.28162838237052473,0.5369655334621486,0.3663458824400708,0.5093364482591295,0.32218761518067807,0.3384834920571315,0.011717602103608858,0.33228429049381925,0.2840502923441341,0.5018101333244418,0.5120388579688296,0.3403741331734608
1641849468.969,0.32721864933660666,0.31962933177360436,0.2153116644366102,0.18049012729126385,0.18182032503800447,0.6450470101405129,0.2157271314896862,0.22066338542856856,0.030596966946385952,0.2688049019259266,0.1500477030680359,0.247466753928026,0.320604449477073,0.32529563590714883,0.2760340882402346,0.33733209123392116,0.2844566340664547,0.5108454873679271,0.16219667448898595,0.3253158464118567,0.28588513098631313,0.5909581435364408,0.2688932829694123,0.21036804170134907,0.2834207187358812,0.18275787077926947,0.5186860436429428,0.5081889493657232,0.28162838237052473,0.5369655334621486,0.3663458824400708,0.5093364482591295,0.32218761518067807,0.3384834920571315,0.011717602103608858,0.33228429049381925,0.2840502923441341,0.5018101333244418,0.5120388579688296,0.3403741331734608
1641849483.99,0.3291316493880694,0.3338285302048259,0.20281649365212526,0.18220936252193923,0.18406367020182982,0.6452425592246259,0.21412070901578142,0.21402991084837672,0.030080671197033226,0.2794408060036667,0.14988864528742574,0.248648904156955,0.3416026158404003,0.3282414275203335,0.2575730384416673,0.3453464248895804,0.28478384588958033,0.5107997542922242,0.16345965277498242,0.3270835714851963,0.2864307685138076,0.5938446361749217,0.2800152330979417,0.22101808323513022,0.2841010713970018,0.18418283841118865,0.5194554681576783,0.4991347468714422,0.2810241416766842,0.4987327830761239,0.3783142891707231,0.5088246092713133,0.3199604121552825,0.3314370649229529,0.011733274688342468,0.32822135603353686,0.2846413497526072,0.5021643096544732,0.51170672849476,0.3431626065203567
