"Time","pod:adservice-w2-9f97cf96-88tcl_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-vprss_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-5cwfv_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-49gtd_service:frontend_node:worker--3","pod:currencyservice-w1-cd78b8fd6-nbx25_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-jgzjg_service:frontend_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-2bdx6_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-66pxp_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-t5zsg_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-s2w2s_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-rxm47_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-9hk6r_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-vq4f4_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-pllr7_service:redis-cart_node:worker--2.novalocal","pod:frontend-w1-599b6846df-jqksm_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-bvnkx_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-vpbdz_service:currencyservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-26txc_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-fdlzh_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-mttdb_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-54gzx_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-dwx2w_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-zwvv9_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-5sd29_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-mv4tz_service:productcatalogservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-kdsds_service:cartservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-m7w5l_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-b6tvb_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-288lp_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-zbhdk_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-4sm7q_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-kklmd_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-tkdgn_service:frontend_node:worker--3","pod:adservice-w4-76766bdfb6-jhpxz_service:adservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-k7kvk_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-hr988_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-2lcnd_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-jj29z_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-zv8qg_service:currencyservice_node:worker--3","pod:currencyservice-w4-649d8c7669-wq9hh_service:currencyservice_node:worker--4.novalocal"
1641815150.191,0.3132773842426802,0.2671738780660574,0.15718454543121507,0.43573518216633994,0.24410609364984948,0.4244482474857193,0.5091223707069444,0.2649757993258844,0.1817202424249076,0.24282748624273084,0.4889051883112046,0.2749878865517089,0.15639023675531355,0.03199850657561605,0.41934120198343355,0.23514337582852884,0.2316560540745214,0.28555372576043675,0.18262965017920935,0.18101636654346148,0.003998642036669974,0.24690893970495775,0.41562102042514776,0.27216331909428304,0.23310184272126874,0.23545367637879336,0.4141537501283962,0.2890964818054539,0.4111120744753115,0.12890487225650366,0.26886530105000067,0.42617969712714354,0.18033110292797608,0.31715161119212215,0.24570041768801526,0.13682012935441507,0.2762675406191707,0.15350131735395106,0.2385929788373673,0.29714324213940774
1641815165.211,0.3421708964927322,0.30062962648235075,0.17350136650461295,0.49801211873121,0.27566032222331494,0.48041204068673876,0.596363110007027,0.31566787152687503,0.206032565682928,0.2757663729727894,0.5518471971571931,0.3082836741859069,0.17360957798484974,0.036573267394369224,0.4740536295949208,0.2684959185344208,0.2611609769472574,0.30863735749700205,0.19894651081000003,0.21147574653567236,0.004083713487544766,0.27995536002792654,0.47831445537607503,0.3070159598293117,0.27199248598695525,0.2833067865624968,0.4674086890989042,0.3259949152332574,0.4971394780078282,0.14543308394120802,0.32040714508596774,0.48516697785120655,0.20571545507827463,0.36731195824771534,0.2771816261551754,0.1570711188518906,0.31021887833323003,0.17470579116255402,0.2699167463346207,0.34180346742877143
1641815180.248,0.3421708964927322,0.30062962648235075,0.17350136650461295,0.49801211873121,0.27566032222331494,0.48041204068673876,0.596363110007027,0.31566787152687503,0.206032565682928,0.2757663729727894,0.5518471971571931,0.3082836741859069,0.17360957798484974,0.036573267394369224,0.4740536295949208,0.2684959185344208,0.2611609769472574,0.30863735749700205,0.19894651081000003,0.21147574653567236,0.004083713487544766,0.27995536002792654,0.47831445537607503,0.3070159598293117,0.27199248598695525,0.2833067865624968,0.4674086890989042,0.3259949152332574,0.4971394780078282,0.14543308394120802,0.32040714508596774,0.48516697785120655,0.20571545507827463,0.36731195824771534,0.2771816261551754,0.1570711188518906,0.31021887833323003,0.17470579116255402,0.2699167463346207,0.34180346742877143
1641815195.281,0.3297507237425854,0.31129911740445965,0.17780821016135745,0.5378264282899307,0.286890492019917,0.5159131900263386,0.6339733217763117,0.3324332559041357,0.21480071897959824,0.2899160737387784,0.5958358226840732,0.3246952200076523,0.17803148257255852,0.037155055809137714,0.5092420895191879,0.2860950657334952,0.2823377284789108,0.32135217107336755,0.21587474386159825,0.21537939511087523,0.0035428708888496753,0.2878059830713009,0.5157187839856017,0.32279945223701906,0.2874491209391987,0.27323053460871677,0.5015509265077608,0.3355286343044063,0.5358999569591599,0.15595583799983825,0.34027424475192575,0.5262404276029006,0.22284026485668323,0.3716500516317338,0.2866493113045312,0.16051356899497748,0.3236932548255996,0.17551828969975294,0.28401696225169226,0.3803424087704603
1641815210.309,0.3297507237425854,0.31129911740445965,0.17780821016135745,0.5378264282899307,0.286890492019917,0.5159131900263386,0.6339733217763117,0.3324332559041357,0.21480071897959824,0.2899160737387784,0.5958358226840732,0.3246952200076523,0.17803148257255852,0.037155055809137714,0.5092420895191879,0.2860950657334952,0.2823377284789108,0.32135217107336755,0.21587474386159825,0.21537939511087523,0.0035428708888496753,0.2878059830713009,0.5157187839856017,0.32279945223701906,0.2874491209391987,0.27323053460871677,0.5015509265077608,0.3355286343044063,0.5358999569591599,0.15595583799983825,0.34027424475192575,0.5262404276029006,0.22284026485668323,0.3716500516317338,0.2866493113045312,0.16051356899497748,0.3236932548255996,0.17551828969975294,0.28401696225169226,0.3803424087704603
1641815225.359,0.3209227663905374,0.3132493533926586,0.1776708370355489,0.5388430284374551,0.28540648891342074,0.5154591415425265,0.6388929713008696,0.3528601930131956,0.2121868552978922,0.289997261939572,0.598127471917173,0.32525357578563574,0.177421215778385,0.03738450110444082,0.5085333421258946,0.2845176529513668,0.2712586587366228,0.3630779433231343,0.2137139145609014,0.2156357626485667,0.003667718867269889,0.2875323215886206,0.5151048958709885,0.32395346031728095,0.28791885758175395,0.27815650706217276,0.5020644368611786,0.3356977516342068,0.49607015934252174,0.15654307364638714,0.32820879179206397,0.5029025385474702,0.223008314577258,0.3546836602677349,0.28464441588504297,0.16059659782429508,0.3250080367428808,0.17530162811643002,0.2828022727173885,0.37646705036680145
1641815240.379,0.3209227663905374,0.3132493533926586,0.1776708370355489,0.5388430284374551,0.28540648891342074,0.5154591415425265,0.6388929713008696,0.3528601930131956,0.2121868552978922,0.289997261939572,0.598127471917173,0.32525357578563574,0.177421215778385,0.03738450110444082,0.5085333421258946,0.2845176529513668,0.2712586587366228,0.3630779433231343,0.2137139145609014,0.2156357626485667,0.003667718867269889,0.2875323215886206,0.5151048958709885,0.32395346031728095,0.28791885758175395,0.27815650706217276,0.5020644368611786,0.3356977516342068,0.49607015934252174,0.15654307364638714,0.32820879179206397,0.5029025385474702,0.223008314577258,0.3546836602677349,0.28464441588504297,0.16059659782429508,0.3250080367428808,0.17530162811643002,0.2828022727173885,0.37646705036680145
1641815255.4,0.3070514815950844,0.3157045409476493,0.17791614228647923,0.5382363968484628,0.28497518440272457,0.514289941392343,0.6077831859158583,0.3381779459783779,0.2118376945362919,0.2897515072294884,0.6001853009465379,0.32635259788159293,0.1784455585782935,0.03758604049486569,0.5081286789534077,0.2846972219558609,0.2813113862041192,0.3263346659002248,0.20712713868746185,0.21648987410688117,0.0038469567190333133,0.2871045927663723,0.5140252573274968,0.32576301295692806,0.28760036322055244,0.29272516535934573,0.5008577550715452,0.3367173686663156,0.5366078768451206,0.15529441986345155,0.3454886346389437,0.5279539049456438,0.20170949123725562,0.3387333915718348,0.2845971563770024,0.1611057816988182,0.32549065192435817,0.1762347258485152,0.2738760215628044,0.3953882538776847
1641815270.433,0.3070514815950844,0.3157045409476493,0.17791614228647923,0.5382363968484628,0.28497518440272457,0.514289941392343,0.6077831859158583,0.3381779459783779,0.2118376945362919,0.2897515072294884,0.6001853009465379,0.32635259788159293,0.1784455585782935,0.03758604049486569,0.5081286789534077,0.2846972219558609,0.2813113862041192,0.3263346659002248,0.20712713868746185,0.21648987410688117,0.0038469567190333133,0.2871045927663723,0.5140252573274968,0.32576301295692806,0.28760036322055244,0.29272516535934573,0.5008577550715452,0.3367173686663156,0.5366078768451206,0.15529441986345155,0.3454886346389437,0.5279539049456438,0.20170949123725562,0.3387333915718348,0.2845971563770024,0.1611057816988182,0.32549065192435817,0.1762347258485152,0.2738760215628044,0.3953882538776847
1641815285.459,0.30452360677641127,0.320591493496905,0.17932619051065973,0.5387331815656873,0.28469521634902345,0.5130115995076079,0.6538970528861358,0.3393857517929066,0.22156804656021162,0.2900625248228398,0.5997380851895344,0.3259075939987539,0.17818885460593153,0.03757734044801413,0.5076083851537502,0.28315619228429684,0.2815507066046127,0.3618156555073392,0.22184692800835537,0.20948116715406684,0.0037276025602083103,0.2862505116679628,0.5136721462250058,0.32602555422198976,0.28727921364764597,0.275924853717284,0.5004127544791166,0.3372119517185377,0.4989101549914078,0.14785787932058714,0.3599081625165604,0.4947244548600633,0.22259080454408287,0.3086187498384998,0.2838954837047283,0.16084758516142728,0.32492132303786836,0.17559245286442973,0.2744564329295108,0.3801703900151947
