"Time","pod:frontend-w4-599b6846df-rdjqb_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-jkwdq_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-t95rq_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-z98mk_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-rnp64_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-v4dvk_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-2c457_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-5m8gn_service:frontend_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-9s9xl_service:cartservice_node:worker--2","pod:currencyservice-w1-6f8d8654c5-ct778_service:currencyservice_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-bcl4k_service:adservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-lgg9t_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-45kc7_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-ck98p_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-kdtt9_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-5k5wq_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-66bf8_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w2-8649bb655b-c7wcx_service:productcatalogservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-mxmtm_service:redis-cart_node:worker--2","pod:currencyservice-w3-649d8c7669-8mqmv_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-rxdr6_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-txqhj_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-kth88_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-lks6j_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-8ddd87c7b-d6wtv_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-dcv24_service:recommendationservice_node:worker--2","pod:cartservice-w4-86744bdcbd-fwrzq_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-7qt97_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-6qqn9_service:frontend_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-2vs8q_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-j6g7r_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-cksl7_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-8pdgz_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-vzfl2_service:frontend_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-vfqp6_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-hwxdn_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-gb567_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-w7vtc_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-qdk7w_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-8w347_service:productcatalogservice_node:worker--2"
1639760407.149,0.5193460632000919,0.2627619040308443,0.24612784710056607,0.1293171520321987,0.4775349563044218,0.14485141527221368,0.2686579444037579,0.45137611182930215,0.23951983176439112,0.2682374842409311,0.273167793303956,0.13865978586705896,0.29587297049874994,0.299291456256072,0.19258324722544332,0.26204000911442127,0.26676977785895684,0.24525934380831155,0.04423426051555925,0.28258097936033744,0.22497642698710257,0.27466882888590355,0.2595248706569275,0.1473946928973528,0.4854732242278218,0.1326599230240931,0.256571501624437,0.27052851501980935,0.46146318041547985,0.4782820215676681,0.2692917190665583,0.4574900462697092,0.15117767852342506,0.473448495541832,0.28717969012231126,0.1433303343501588,0.003883746410281136,0.45093717254316423,0.23320946995312997,0.2454453186371807
1639760422.192,0.5193460632000919,0.2627619040308443,0.24612784710056607,0.1293171520321987,0.4775349563044218,0.14485141527221368,0.2686579444037579,0.45137611182930215,0.23951983176439112,0.2682374842409311,0.273167793303956,0.13865978586705896,0.29587297049874994,0.299291456256072,0.19258324722544332,0.26204000911442127,0.26676977785895684,0.24525934380831155,0.04423426051555925,0.28258097936033744,0.22497642698710257,0.27466882888590355,0.2595248706569275,0.1473946928973528,0.4854732242278218,0.1326599230240931,0.256571501624437,0.27052851501980935,0.46146318041547985,0.4782820215676681,0.2692917190665583,0.4574900462697092,0.15117767852342506,0.473448495541832,0.28717969012231126,0.1433303343501588,0.003883746410281136,0.45093717254316423,0.23320946995312997,0.2454453186371807
1639760437.206,0.582169682416303,0.2902008689584908,0.27983392491936443,0.1438544819782515,0.5257896899383344,0.15959495612837798,0.2949581211014286,0.5047835372368507,0.2438243120020687,0.29203982702934217,0.29435817974944345,0.14735506249752003,0.3270196211917967,0.33804497525939536,0.19005645013506656,0.29404496357380144,0.2972456648391883,0.2783682349019265,0.04944526727691667,0.3533102276639975,0.24815151574897945,0.3032823867136157,0.29444820278370065,0.1608168133670907,0.5361615300789393,0.14924286920117358,0.28679909538563586,0.2948454045570105,0.5151571260500085,0.5197124138135416,0.294240758379863,0.5109853522799863,0.16395067666071178,0.5310400260222359,0.3110161926856261,0.16122842151172234,0.003745964061878544,0.5029877190191471,0.26286585219294367,0.2755342468309647
1639760452.219,0.582169682416303,0.2902008689584908,0.27983392491936443,0.1438544819782515,0.5257896899383344,0.15959495612837798,0.2949581211014286,0.5047835372368507,0.2438243120020687,0.29203982702934217,0.29435817974944345,0.14735506249752003,0.3270196211917967,0.33804497525939536,0.19005645013506656,0.29404496357380144,0.2972456648391883,0.2783682349019265,0.04944526727691667,0.3533102276639975,0.24815151574897945,0.3032823867136157,0.29444820278370065,0.1608168133670907,0.5361615300789393,0.14924286920117358,0.28679909538563586,0.2948454045570105,0.5151571260500085,0.5197124138135416,0.294240758379863,0.5109853522799863,0.16395067666071178,0.5310400260222359,0.3110161926856261,0.16122842151172234,0.003745964061878544,0.5029877190191471,0.26286585219294367,0.2755342468309647
1639760467.231,0.5991368669094822,0.2920542575608374,0.2866646911914279,0.15175353565621222,0.5520701555294942,0.16057597905296983,0.29404175232506957,0.5186248596177391,0.2681786451359156,0.29010442235091555,0.2854390571151182,0.14530479281965974,0.31541435017232144,0.3288763693450534,0.19285794396294298,0.29792115570250777,0.30034708277919947,0.2673659599843941,0.05131569551799446,0.34127881590363984,0.26838265856219323,0.31123938793452655,0.2993307992484307,0.15990073420570966,0.5376702503302739,0.1471224851525179,0.28815037616358213,0.29601035169908396,0.5306802171574504,0.5811658014136206,0.29315426086044793,0.5255743930020006,0.16448222743049806,0.5766436741819885,0.29880670819201116,0.16078815003754543,0.003710601931005125,0.5182339098701042,0.28107018187677296,0.28600265564302924
1639760482.246,0.5991368669094822,0.2920542575608374,0.2866646911914279,0.15175353565621222,0.5520701555294942,0.16057597905296983,0.29404175232506957,0.5186248596177391,0.2681786451359156,0.29010442235091555,0.2854390571151182,0.14530479281965974,0.31541435017232144,0.3288763693450534,0.19285794396294298,0.29792115570250777,0.30034708277919947,0.2673659599843941,0.05131569551799446,0.34127881590363984,0.26838265856219323,0.31123938793452655,0.2993307992484307,0.15990073420570966,0.5376702503302739,0.1471224851525179,0.28815037616358213,0.29601035169908396,0.5306802171574504,0.5811658014136206,0.29315426086044793,0.5255743930020006,0.16448222743049806,0.5766436741819885,0.29880670819201116,0.16078815003754543,0.003710601931005125,0.5182339098701042,0.28107018187677296,0.28600265564302924
1639760497.266,0.6010915434926445,0.2921127174942156,0.28704467824464625,0.1521716927586909,0.5617067372133321,0.16025908334876307,0.294272918232124,0.5186335693165722,0.2758175763111627,0.29007927684342194,0.25098394964496523,0.14943932700677082,0.32482421678512535,0.33211952517737625,0.19112807471465648,0.298657693859207,0.30075729856252287,0.2862282208069017,0.0516300156917977,0.32096192942395463,0.2486749440753223,0.3274972170875359,0.29952237208741644,0.1600134684180901,0.5248282371973901,0.14685779541491284,0.28880659685255816,0.2955270646142985,0.5307334688000164,0.5325919470712552,0.2930926385953241,0.5256282982855291,0.16418221200990535,0.5861526812236635,0.2786226515381415,0.16093447024070445,0.0037045961095880818,0.5176567653905466,0.26639959112912326,0.2866666000080345
1639760512.28,0.6010915434926445,0.2921127174942156,0.28704467824464625,0.1521716927586909,0.5617067372133321,0.16025908334876307,0.294272918232124,0.5186335693165722,0.2758175763111627,0.29007927684342194,0.25098394964496523,0.14943932700677082,0.32482421678512535,0.33211952517737625,0.19112807471465648,0.298657693859207,0.30075729856252287,0.2862282208069017,0.0516300156917977,0.32096192942395463,0.2486749440753223,0.3274972170875359,0.29952237208741644,0.1600134684180901,0.5248282371973901,0.14685779541491284,0.28880659685255816,0.2955270646142985,0.5307334688000164,0.5325919470712552,0.2930926385953241,0.5256282982855291,0.16418221200990535,0.5861526812236635,0.2786226515381415,0.16093447024070445,0.0037045961095880818,0.5176567653905466,0.26639959112912326,0.2866666000080345
1639760527.301,0.6031412285917975,0.29197681246507046,0.28767550549278886,0.1515858227446915,0.5318047794664493,0.16099853242678336,0.2940114277034248,0.5182103447153712,0.277675500254018,0.2901529077608972,0.2502480437170066,0.14481521654301177,0.3391807141183856,0.3339652575283033,0.19380329974043253,0.2997998093281465,0.3018372646310794,0.2872730952030294,0.0517560301111299,0.34505078643616605,0.25490020112452183,0.2938540823844335,0.3007767647160303,0.1615192933338169,0.5641929540604746,0.15209382638852237,0.2885962223881589,0.29632199557488403,0.5303175585761548,0.5401188455144511,0.29252677703026464,0.5259907661385462,0.1647793278460889,0.5495205190636976,0.27109132431371075,0.16151310600948948,0.0037640346422101335,0.5177714706632325,0.2819893626640707,0.286278152912102
1639760542.315,0.6031412285917975,0.29197681246507046,0.28767550549278886,0.1515858227446915,0.5318047794664493,0.16099853242678336,0.2940114277034248,0.5182103447153712,0.277675500254018,0.2901529077608972,0.2502480437170066,0.14481521654301177,0.3391807141183856,0.3339652575283033,0.19380329974043253,0.2997998093281465,0.3018372646310794,0.2872730952030294,0.0517560301111299,0.34505078643616605,0.25490020112452183,0.2938540823844335,0.3007767647160303,0.1615192933338169,0.5641929540604746,0.15209382638852237,0.2885962223881589,0.29632199557488403,0.5303175585761548,0.5401188455144511,0.29252677703026464,0.5259907661385462,0.1647793278460889,0.5495205190636976,0.27109132431371075,0.16151310600948948,0.0037640346422101335,0.5177714706632325,0.2819893626640707,0.286278152912102
