"Time","pod:productcatalogservice-w3-5d9b8d854-46jqr_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-69dwl_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w2-8649bb655b-dnzf4_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-4dxtx_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-dwq5p_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-jk4kh_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w2-8597bb459d-x2m5c_service:recommendationservice_node:worker--2","pod:cartservice-w4-86744bdcbd-zz6ws_service:cartservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-fvrn4_service:frontend_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-r8ktg_service:adservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-lbp2h_service:recommendationservice_node:worker--2","pod:adservice-w4-5c67ddfffc-rtpzl_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-6jhv9_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-r2th6_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-fjrdp_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-vnlhf_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-c9k88_service:cartservice_node:worker--2","pod:currencyservice-w3-649d8c7669-9xd5v_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w2-6d65c886c7-5n94q_service:redis-cart_node:worker--2","pod:currencyservice-w3-649d8c7669-26pnx_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-2p5wv_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-n7t6x_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-pnst4_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-9mw3w_service:frontend_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-66jqw_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-ql5vq_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-krngl_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-nggst_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-glbtn_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-c8kr9_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-d69px_service:frontend_node:worker--1.novalocal","pod:frontend-w4-599b6846df-psjwk_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-zfd5z_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-tphk7_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-jgf9k_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-c5vhh_service:frontend_node:worker--3.novalocal","pod:redis-cart-w4-7c75d55f4d-4rk64_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-wvv8g_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-gwl84_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-zzvfq_service:currencyservice_node:worker--2"
1639561550.908,0.06920722167416253,0.01036514633264226,0.058409312700404524,0.010508269959149556,0.3834461034197651,0.3951272917234134,0.009868437537627636,0.25735841049286096,0.38137848039259603,0.2523141436304124,0.010880427415822848,0.2591122229946333,0.06443475015515385,0.01143527897999671,0.41423417756327785,0.06060028286137173,0.2117924012141888,0.4219585334885416,0.04464269163040616,0.44106369800029016,0.0641172155373885,0.01075303680038635,0.4149558024818937,0.37964088352127723,0.4330412824588379,0.05739160297667449,0.3561422849255858,0.4553515400216186,0.06362948657698525,0.011529730297607892,0.3800832152816195,0.4542862993312117,0.41335588990502525,0.05836250691212115,0.445524513730413,0.34637330615874995,0.004447445132590931,0.3682449369325297,0.00963498356154532,0.42977044194162883
1639561565.934,0.07350061428102123,0.0097601364196921,0.06656982168041903,0.00955880234385545,0.4084202957397917,0.44973638148769063,0.009775114401111064,0.3007031789408847,0.4301716195913018,0.27025445357089944,0.010588811722849627,0.2818076178447394,0.07193777545857269,0.0109057804003714,0.46335930345862075,0.06680028878430669,0.23688911784067868,0.48261897210476146,0.04913329254806068,0.4785047201252084,0.07092758791616205,0.010441594052483936,0.46572566655758973,0.4282100227301058,0.49784583404797805,0.06856568402019152,0.4144044530935417,0.5095909796693618,0.07027313095109737,0.010770899747598326,0.4262179112177089,0.5131074765654089,0.4625126649545208,0.06544649771835334,0.5046326174713118,0.434662521056411,0.005043199936765815,0.4140213198046364,0.009328087100389758,0.48410843063525305
1639561580.992,0.07350061428102123,0.0097601364196921,0.06656982168041903,0.00955880234385545,0.4084202957397917,0.44973638148769063,0.009775114401111064,0.3007031789408847,0.4301716195913018,0.27025445357089944,0.010588811722849627,0.2818076178447394,0.07193777545857269,0.0109057804003714,0.46335930345862075,0.06680028878430669,0.23688911784067868,0.48261897210476146,0.04913329254806068,0.4785047201252084,0.07092758791616205,0.010441594052483936,0.46572566655758973,0.4282100227301058,0.49784583404797805,0.06856568402019152,0.4144044530935417,0.5095909796693618,0.07027313095109737,0.010770899747598326,0.4262179112177089,0.5131074765654089,0.4625126649545208,0.06544649771835334,0.5046326174713118,0.434662521056411,0.005043199936765815,0.4140213198046364,0.009328087100389758,0.48410843063525305
1639561596.02,0.0765118521185025,0.010074888222063847,0.07055246114504568,0.010042444327937227,0.44614944383954824,0.4852514998171379,0.010113018353787308,0.31338811301564373,0.4611839679626283,0.263487241769635,0.010138643472517158,0.283245716860116,0.0745526663602368,0.010659856948976398,0.49080058711175134,0.06685795687447432,0.24788202287483593,0.504361564542778,0.050434109725810805,0.5505537267964671,0.07349405084564459,0.010137944479741916,0.4937908403104811,0.46098487390256293,0.5463826285242968,0.07013202672200508,0.4580452055800385,0.5434723907297394,0.0736430181109316,0.010667406580076234,0.4594952795198305,0.5547658073393062,0.4889375326565741,0.06909952568678371,0.5139829956046232,0.45084660524271314,0.008028014616957076,0.4445874551415714,0.009164412786923013,0.5284831748130969
1639561611.059,0.0765118521185025,0.010074888222063847,0.07055246114504568,0.010042444327937227,0.44614944383954824,0.4852514998171379,0.010113018353787308,0.31338811301564373,0.4611839679626283,0.263487241769635,0.010138643472517158,0.283245716860116,0.0745526663602368,0.010659856948976398,0.49080058711175134,0.06685795687447432,0.24788202287483593,0.504361564542778,0.050434109725810805,0.5505537267964671,0.07349405084564459,0.010137944479741916,0.4937908403104811,0.46098487390256293,0.5463826285242968,0.07013202672200508,0.4580452055800385,0.5434723907297394,0.0736430181109316,0.010667406580076234,0.4594952795198305,0.5547658073393062,0.4889375326565741,0.06909952568678371,0.5139829956046232,0.45084660524271314,0.008028014616957076,0.4445874551415714,0.009164412786923013,0.5284831748130969
1639561626.082,0.07589068544680744,0.010831493484995836,0.0709092700876486,0.01005697660783934,0.4643873147819817,0.48523300247736656,0.010072174663184573,0.3161626031462913,0.46160189995928447,0.2502333251342313,0.010081943426209309,0.27094400148807274,0.07473466204775643,0.010706044594327177,0.4928806936193918,0.06706065126022294,0.2533296624842254,0.5267561873490716,0.0477982307602625,0.5477197768745155,0.07332610735004401,0.010180217179861905,0.49512782722249227,0.46223083388015623,0.5496164751868837,0.07073917063939598,0.44144334681331976,0.5433643246311906,0.07342377810828529,0.01057919244286891,0.4606361900430911,0.5538975292993338,0.4892686557906999,0.07172282329776797,0.5163082827473564,0.46043518105080317,0.011440072873602521,0.44679989858852304,0.009181173033153597,0.5339975229971494
1639561641.119,0.07589068544680744,0.010831493484995836,0.0709092700876486,0.01005697660783934,0.4643873147819817,0.48523300247736656,0.010072174663184573,0.3161626031462913,0.46160189995928447,0.2502333251342313,0.010081943426209309,0.27094400148807274,0.07473466204775643,0.010706044594327177,0.4928806936193918,0.06706065126022294,0.2533296624842254,0.5267561873490716,0.0477982307602625,0.5477197768745155,0.07332610735004401,0.010180217179861905,0.49512782722249227,0.46223083388015623,0.5496164751868837,0.07073917063939598,0.44144334681331976,0.5433643246311906,0.07342377810828529,0.01057919244286891,0.4606361900430911,0.5538975292993338,0.4892686557906999,0.07172282329776797,0.5163082827473564,0.46043518105080317,0.011440072873602521,0.44679989858852304,0.009181173033153597,0.5339975229971494
1639561656.143,0.07652404316839953,0.010833537792075274,0.07095425029851155,0.009649693010451498,0.4603008056808966,0.4646448567863751,0.009659915477043847,0.31737416771455185,0.4621951759902387,0.24557518742217566,0.009899648300889859,0.25369176758169243,0.07478610024218177,0.01068506822807501,0.49416278405212033,0.06709791222367445,0.25909646901329625,0.4968575891508613,0.044398424929360004,0.5473312750323331,0.07386660825346028,0.010069389596872692,0.4973183415976802,0.4638692304870221,0.5491678590092819,0.07058970431992959,0.47247034566154933,0.5450971736799624,0.07307225841559298,0.01063255593486634,0.460680367842757,0.5539014631969248,0.49083741043944445,0.07148352881061196,0.5242337313982712,0.4630576150528212,0.014399629489542473,0.4478790950254262,0.009287662105627162,0.5332769150961494
1639561671.166,0.07652404316839953,0.010833537792075274,0.07095425029851155,0.009649693010451498,0.4603008056808966,0.4646448567863751,0.009659915477043847,0.31737416771455185,0.4621951759902387,0.24557518742217566,0.009899648300889859,0.25369176758169243,0.07478610024218177,0.01068506822807501,0.49416278405212033,0.06709791222367445,0.25909646901329625,0.4968575891508613,0.044398424929360004,0.5473312750323331,0.07386660825346028,0.010069389596872692,0.4973183415976802,0.4638692304870221,0.5491678590092819,0.07058970431992959,0.47247034566154933,0.5450971736799624,0.07307225841559298,0.01063255593486634,0.460680367842757,0.5539014631969248,0.49083741043944445,0.07148352881061196,0.5242337313982712,0.4630576150528212,0.014399629489542473,0.4478790950254262,0.009287662105627162,0.5332769150961494
1639561686.191,0.08209391980794711,0.010402256597434564,0.07080908356692131,0.01019327160628807,0.46746781129055426,0.44208812488856153,0.00945160457447258,0.3169312575620683,0.4606973317197434,0.23990474773451825,0.00999368991582283,0.24626886681241605,0.07527666900294418,0.01083609262085106,0.49451988988368634,0.06731109611126349,0.2561912673965505,0.5496311875365489,0.0423763391929565,0.5470934111084772,0.07420452936520772,0.010031158505460061,0.4980025169135865,0.4647808375937487,0.5494892314081744,0.07054563267313477,0.41440406344273417,0.5455361126975711,0.07314477860090007,0.010688701874486685,0.45894727995234746,0.5530647287674724,0.49231658309088216,0.06751535664019012,0.5326476767825542,0.46681698231694213,0.01735102994648258,0.44934711938498334,0.009318222957262434,0.522030635851326
