"Time","pod:currencyservice-w3-cd78b8fd6-kpmzx_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-tdwjb_service:frontend_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-lt6g7_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-ghrsg_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-wlc8n_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-vj4gd_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-9j9d8_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-7svp6_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-vjjtd_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-xxff7_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-rlc6t_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-wfb7s_service:frontend_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-xwdh9_service:cartservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-b57nl_service:frontend_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-xqjl8_service:adservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-jqcvg_service:frontend_node:worker--1","pod:adservice-w2-76766bdfb6-gfz8n_service:adservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-wmz6z_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-6jnk8_service:recommendationservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-lzqfc_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-brm9j_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-9dpz5_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-vkrfv_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-nrhkc_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-m2rs6_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-mljzq_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-5cw7k_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w2-6855bd669b-f9qpp_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-55rc4_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-4z4j8_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-5ntd6_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-v9jfc_service:currencyservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-vtnsq_service:productcatalogservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-gxtk9_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-2skqj_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-xd6m7_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-m6whg_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w4-84485f8b85-kddt9_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-vvz6g_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-tmsr6_service:productcatalogservice_node:worker--2.novalocal"
1639517795.552,0.4359915551304279,0.38875354640648496,0.309646027241642,0.07345519068189624,0.011062292455008331,0.58738889387965,0.07559206922615838,0.010207219169805127,0.010487133557577922,0.4306891685684724,0.38428741814571643,0.3805101750778086,0.3376947626267267,0.389578579172199,0.32193766231225107,0.384495830768655,0.3593689442571859,0.5547908899569115,0.00932218380093126,0.436205829731952,0.37963759395921626,0.07527750428138238,0.01021669441825115,0.4161460547064859,0.6755008841920717,0.004157902706028716,0.06380030092219804,0.011168045385149174,0.43610600694911805,0.5565585659937443,0.07740171820343106,0.4253494783235789,0.05877056863721103,0.08457769150850883,0.011168211503742125,0.3961106851798915,0.009988789370068182,0.0631091113198522,0.37556963274394206,0.08144236087254461
1639517810.58,0.4359915551304279,0.38875354640648496,0.309646027241642,0.07345519068189624,0.011062292455008331,0.58738889387965,0.07559206922615838,0.010207219169805127,0.010487133557577922,0.4306891685684724,0.38428741814571643,0.3805101750778086,0.3376947626267267,0.389578579172199,0.32193766231225107,0.384495830768655,0.3593689442571859,0.5547908899569115,0.00932218380093126,0.436205829731952,0.37963759395921626,0.07527750428138238,0.01021669441825115,0.4161460547064859,0.6755008841920717,0.004157902706028716,0.06380030092219804,0.011168045385149174,0.43610600694911805,0.5565585659937443,0.07740171820343106,0.4253494783235789,0.05877056863721103,0.08457769150850883,0.011168211503742125,0.3961106851798915,0.009988789370068182,0.0631091113198522,0.37556963274394206,0.08144236087254461
1639517825.641,0.4886667611533565,0.43600083577962157,0.3454156645960302,0.0890861264946734,0.010699848586494986,0.6556816422943945,0.0807916931266108,0.010108603598585161,0.010247957526873002,0.47638213041470184,0.4162828338590798,0.42744763835788335,0.37040169346084206,0.4368596568291944,0.3405117556484658,0.415369127866494,0.401510251453776,0.649110822398125,0.008379763664112048,0.4830361737249146,0.42664305181100914,0.08106694027688358,0.009883548035568315,0.4729838822919326,0.725917891243526,0.004033320387171124,0.06857142109756166,0.011095139138618116,0.4892007897334274,0.623404282446235,0.08269012111046034,0.4758113904138899,0.0651692355032971,0.09240343492324182,0.010963698104580916,0.44404335467632733,0.00946857860136413,0.06845222192969445,0.4230132863531345,0.08885289808194832
1639517840.658,0.4886667611533565,0.43600083577962157,0.3454156645960302,0.0890861264946734,0.010699848586494986,0.6556816422943945,0.0807916931266108,0.010108603598585161,0.010247957526873002,0.47638213041470184,0.4162828338590798,0.42744763835788335,0.37040169346084206,0.4368596568291944,0.3405117556484658,0.415369127866494,0.401510251453776,0.649110822398125,0.008379763664112048,0.4830361737249146,0.42664305181100914,0.08106694027688358,0.009883548035568315,0.4729838822919326,0.725917891243526,0.004033320387171124,0.06857142109756166,0.011095139138618116,0.4892007897334274,0.623404282446235,0.08269012111046034,0.4758113904138899,0.0651692355032971,0.09240343492324182,0.010963698104580916,0.44404335467632733,0.00946857860136413,0.06845222192969445,0.4230132863531345,0.08885289808194832
1639517855.677,0.4888048077635833,0.4413212495130963,0.34716447371419557,0.0910610897198007,0.010381943225104504,0.6649710523342727,0.08162171264532378,0.010073777069006858,0.01026427383094656,0.4769582604054181,0.43988580446017406,0.43488752715725565,0.402451819322974,0.4434865699135479,0.32231988099841385,0.4417584042520208,0.38168808389375486,0.6652906891880888,0.008490949292178338,0.4845263819232767,0.4342712422337252,0.08105172333400795,0.009878371890141388,0.4811320758465304,0.7139173903003406,0.003955317924484765,0.06833779047726307,0.010483594641538923,0.49122116151158257,0.6399830063840453,0.08225393105541956,0.48241214815374545,0.065075486714855,0.08657814078222725,0.011467742437035695,0.45021191024404117,0.009194513442188601,0.06858504461221851,0.4258954322621315,0.08978795248984978
1639517870.724,0.4888048077635833,0.4413212495130963,0.34716447371419557,0.0910610897198007,0.010381943225104504,0.6649710523342727,0.08162171264532378,0.010073777069006858,0.01026427383094656,0.4769582604054181,0.43988580446017406,0.43488752715725565,0.402451819322974,0.4434865699135479,0.32231988099841385,0.4417584042520208,0.38168808389375486,0.6652906891880888,0.008490949292178338,0.4845263819232767,0.4342712422337252,0.08105172333400795,0.009878371890141388,0.4811320758465304,0.7139173903003406,0.003955317924484765,0.06833779047726307,0.010483594641538923,0.49122116151158257,0.6399830063840453,0.08225393105541956,0.48241214815374545,0.065075486714855,0.08657814078222725,0.011467742437035695,0.45021191024404117,0.009194513442188601,0.06858504461221851,0.4258954322621315,0.08978795248984978
1639517885.751,0.48798587423243245,0.4412833614452142,0.3479490037527624,0.08206814138983115,0.01056118877198736,0.6642287217808924,0.08162787898632047,0.01006868281634768,0.01022389274210617,0.4773375627592362,0.4399808054863952,0.4346623610752386,0.38273530820046253,0.4431831957456279,0.3051838108243767,0.4256452780028683,0.3559739094419561,0.6622401129172288,0.00853416985756415,0.4846458777785835,0.4341550405534473,0.08156983636889313,0.00991103957734062,0.48049983695593024,0.7450857074443511,0.004054041726677665,0.06815137104066601,0.010524830311380642,0.48999307886346544,0.6403315707122392,0.08180863940225816,0.46581601631541647,0.06498612153437383,0.08710214580328744,0.010816122407477216,0.4496980559156839,0.009099480421574088,0.06882026732141457,0.41465347465743957,0.09096939002767315
1639517900.777,0.48798587423243245,0.4412833614452142,0.3479490037527624,0.08206814138983115,0.01056118877198736,0.6642287217808924,0.08162787898632047,0.01006868281634768,0.01022389274210617,0.4773375627592362,0.4399808054863952,0.4346623610752386,0.38273530820046253,0.4431831957456279,0.3051838108243767,0.4256452780028683,0.3559739094419561,0.6622401129172288,0.00853416985756415,0.4846458777785835,0.4341550405534473,0.08156983636889313,0.00991103957734062,0.48049983695593024,0.7450857074443511,0.004054041726677665,0.06815137104066601,0.010524830311380642,0.48999307886346544,0.6403315707122392,0.08180863940225816,0.46581601631541647,0.06498612153437383,0.08710214580328744,0.010816122407477216,0.4496980559156839,0.009099480421574088,0.06882026732141457,0.41465347465743957,0.09096939002767315
1639517915.816,0.48704095335755715,0.44167588552030895,0.3508795930188589,0.09083802514859358,0.011402956214529818,0.6674175690240166,0.08160801373962416,0.010133197797282372,0.01016887313685305,0.4781915578742648,0.4384837535004622,0.43432988567967074,0.38182453312598974,0.44309196772628906,0.3013029228870264,0.4417789707111312,0.32427177196550133,0.6772624994040709,0.008458062099173855,0.4843868131084953,0.434139053179716,0.0815578293992383,0.009892498806984527,0.480438231014116,0.7389433621613597,0.0035714466776567803,0.06796460530198814,0.010602381786620282,0.490658782924855,0.6430132270733998,0.08212126187796079,0.4830668744622513,0.06434207285016746,0.0832167582765644,0.011573249276182803,0.4494319855675416,0.008907430896208088,0.06930679443912985,0.4336970129626222,0.08877431493522918
1639517930.835,0.48704095335755715,0.44167588552030895,0.3508795930188589,0.09083802514859358,0.011402956214529818,0.6674175690240166,0.08160801373962416,0.010133197797282372,0.01016887313685305,0.4781915578742648,0.4384837535004622,0.43432988567967074,0.38182453312598974,0.44309196772628906,0.3013029228870264,0.4417789707111312,0.32427177196550133,0.6772624994040709,0.008458062099173855,0.4843868131084953,0.434139053179716,0.0815578293992383,0.009892498806984527,0.480438231014116,0.7389433621613597,0.0035714466776567803,0.06796460530198814,0.010602381786620282,0.490658782924855,0.6430132270733998,0.08212126187796079,0.4830668744622513,0.06434207285016746,0.0832167582765644,0.011573249276182803,0.4494319855675416,0.008907430896208088,0.06930679443912985,0.4336970129626222,0.08877431493522918
