"Time","pod:productcatalogservice-w2-5d9b8d854-gsvpf_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-xggvt_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-gx86m_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-mlz4x_service:frontend_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-nfs99_service:adservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-2sxd7_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-v89hv_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-xmdtx_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-w5rbk_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-6zxj6_service:recommendationservice_node:worker--1","pod:redis-cart-w2-5fdf77f88c-mtrxp_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-52vb5_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-rwkbn_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-gzqss_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-6rd8g_service:productcatalogservice_node:worker--1","pod:frontend-w2-6646bc856b-zg5qf_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-77qn6_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-mpbl8_service:currencyservice_node:worker--4.novalocal","pod:adservice-w2-76766bdfb6-djd5n_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-csbfp_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-pw7pp_service:frontend_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-bxbtj_service:cartservice_node:worker--4.novalocal","pod:redis-cart-w4-84485f8b85-ppmm4_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-wd8t4_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-p2tw7_service:frontend_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-xbs85_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-2t5f4_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-r2wtx_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-zxn2x_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-t5q2l_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-zc2wz_service:frontend_node:worker--1","pod:recommendationservice-w2-6855bd669b-jvvth_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-4n7z9_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-t759j_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-86rb8_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-mvpl8_service:frontend_node:worker--1","pod:recommendationservice-w2-6855bd669b-7jq2v_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-lnld9_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-h4268_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-xnwmz_service:recommendationservice_node:worker--2.novalocal"
1639515178.909,0.08926983565367262,0.07944882976569646,0.4470990027532392,0.3979378484351075,0.33811602227936044,0.4234608865652333,0.6867622677145087,0.4005205673092578,0.08142261199565631,0.009395602850877741,0.03990205729491732,0.009839325439501901,0.07851560580175196,0.010634027799065183,0.06093939082745968,0.5851176154775,0.06442861894367377,0.6108530505969023,0.37033968246334614,0.07686890461628443,0.40534705662146264,0.3382483592779538,0.037462783624699986,0.436454163680266,0.3918776457872579,0.35604899376148014,0.44613077775415594,0.40400595977113934,0.010492712434918387,0.38619310399456097,0.38917457968730945,0.011447251653271215,0.5785430447026807,0.010306091567154826,0.4264212572413151,0.3946779606320381,0.010421395065506068,0.4478112840702134,0.07830556776882666,0.011140170647180795
1639515193.988,0.08926983565367262,0.07944882976569646,0.4470990027532392,0.3979378484351075,0.33811602227936044,0.4234608865652333,0.6867622677145087,0.4005205673092578,0.08142261199565631,0.009395602850877741,0.03990205729491732,0.009839325439501901,0.07851560580175196,0.010634027799065183,0.06093939082745968,0.5851176154775,0.06442861894367377,0.6108530505969023,0.37033968246334614,0.07686890461628443,0.40534705662146264,0.3382483592779538,0.037462783624699986,0.436454163680266,0.3918776457872579,0.35604899376148014,0.44613077775415594,0.40400595977113934,0.010492712434918387,0.38619310399456097,0.38917457968730945,0.011447251653271215,0.5785430447026807,0.010306091567154826,0.4264212572413151,0.3946779606320381,0.010421395065506068,0.4478112840702134,0.07830556776882666,0.011140170647180795
1639515209.037,0.09526218073708997,0.08503279423111988,0.4916585812847626,0.44906546195074193,0.35577016332883815,0.4802058780173043,0.7227793270909122,0.4440782044497372,0.08331128437948085,0.008800852536373294,0.04603798567218501,0.009373651206621338,0.08357812875935357,0.010390131540940241,0.0598492253397471,0.6712035342261957,0.06833569200083567,0.6723622622794679,0.343397464852941,0.08764407620263316,0.4499564409142074,0.36403265167138127,0.039408693166353606,0.48065683286268557,0.4271383944860603,0.38498672940510614,0.4863740828533644,0.4473200335203835,0.01029596487255723,0.4139134492663131,0.4410462822463793,0.01111076390078022,0.6458648726811678,0.010256093810229797,0.48135245265414073,0.4380832855163166,0.010708084137518035,0.48766652401533417,0.08326055652473585,0.010539657087182805
1639515224.054,0.09526218073708997,0.08503279423111988,0.4916585812847626,0.44906546195074193,0.35577016332883815,0.4802058780173043,0.7227793270909122,0.4440782044497372,0.08331128437948085,0.008800852536373294,0.04603798567218501,0.009373651206621338,0.08357812875935357,0.010390131540940241,0.0598492253397471,0.6712035342261957,0.06833569200083567,0.6723622622794679,0.343397464852941,0.08764407620263316,0.4499564409142074,0.36403265167138127,0.039408693166353606,0.48065683286268557,0.4271383944860603,0.38498672940510614,0.4863740828533644,0.4473200335203835,0.01029596487255723,0.4139134492663131,0.4410462822463793,0.01111076390078022,0.6458648726811678,0.010256093810229797,0.48135245265414073,0.4380832855163166,0.010708084137518035,0.48766652401533417,0.08326055652473585,0.010539657087182805
1639515239.068,0.08826454281612725,0.08773685425331093,0.49095973425474115,0.4513715650623701,0.33795800574418644,0.47907894926753414,0.7614804063309587,0.4467650898827938,0.08349620640595079,0.008691889071948782,0.04777239455407434,0.009264362713777485,0.08326591855064201,0.010289169672980273,0.06444104484057592,0.6788422993934251,0.0683978447960083,0.6735754238893964,0.3565653994715839,0.08767747217932007,0.45164188563668406,0.362745903378358,0.039699046993180276,0.4821581836966427,0.4372435073080166,0.3749717373515383,0.4866544712749771,0.44999783151035755,0.010377146403928316,0.436553276286016,0.44237218288246494,0.011376631648057136,0.6508970521717431,0.01027632471858757,0.43470238448421683,0.43965738049402936,0.01111647008914628,0.4899774952520265,0.08332347872302331,0.011097031179022495
1639515254.104,0.08826454281612725,0.08773685425331093,0.49095973425474115,0.4513715650623701,0.33795800574418644,0.47907894926753414,0.7614804063309587,0.4467650898827938,0.08349620640595079,0.008691889071948782,0.04777239455407434,0.009264362713777485,0.08326591855064201,0.010289169672980273,0.06444104484057592,0.6788422993934251,0.0683978447960083,0.6735754238893964,0.3565653994715839,0.08767747217932007,0.45164188563668406,0.362745903378358,0.039699046993180276,0.4821581836966427,0.4372435073080166,0.3749717373515383,0.4866544712749771,0.44999783151035755,0.010377146403928316,0.436553276286016,0.44237218288246494,0.011376631648057136,0.6508970521717431,0.01027632471858757,0.43470238448421683,0.43965738049402936,0.01111647008914628,0.4899774952520265,0.08332347872302331,0.011097031179022495
1639515269.126,0.08934057143071036,0.08820092106994395,0.49180511627933754,0.45279294458947017,0.32288043858712656,0.4786474466118052,0.7211606364045174,0.44788148173378484,0.0838319619783025,0.008194731063864496,0.0475868530078202,0.00925668854070673,0.08304420362379061,0.010348294082970104,0.06304215346928417,0.6939496424603504,0.06861424983159854,0.6785129907491483,0.3333924344846574,0.08872601799144653,0.45208602429722833,0.3653306112390987,0.039823659001765946,0.4819630390755271,0.4173501807863965,0.397346112983054,0.48697630649089113,0.4506474183107587,0.0104444654822725,0.4366791138849633,0.44187849137733737,0.01123890937410878,0.6543536773255338,0.010288258115783353,0.4482613791444324,0.4391917293828257,0.011064640578309939,0.49037102472157934,0.08367818332984975,0.010600249185740701
1639515284.163,0.08934057143071036,0.08820092106994395,0.49180511627933754,0.45279294458947017,0.32288043858712656,0.4786474466118052,0.7211606364045174,0.44788148173378484,0.0838319619783025,0.008194731063864496,0.0475868530078202,0.00925668854070673,0.08304420362379061,0.010348294082970104,0.06304215346928417,0.6939496424603504,0.06861424983159854,0.6785129907491483,0.3333924344846574,0.08872601799144653,0.45208602429722833,0.3653306112390987,0.039823659001765946,0.4819630390755271,0.4173501807863965,0.397346112983054,0.48697630649089113,0.4506474183107587,0.0104444654822725,0.4366791138849633,0.44187849137733737,0.01123890937410878,0.6543536773255338,0.010288258115783353,0.4482613791444324,0.4391917293828257,0.011064640578309939,0.49037102472157934,0.08367818332984975,0.010600249185740701
1639515299.411,0.08674608381938562,0.09397897628648946,0.49149241395982546,0.45312031796367075,0.3164994131132709,0.479057593963348,0.6988673788754107,0.4475240525327687,0.08322181132640775,0.00890651724050791,0.04654638333115348,0.009255527150956358,0.08410986763670858,0.010328001170795489,0.06446410093193781,0.6985045008222135,0.06888703603330612,0.6800370811787859,0.32969916477777095,0.09478806712982878,0.4526670110344315,0.36821407261821004,0.039773940922538026,0.4828794486564457,0.41094638085405155,0.3812922095325973,0.4870447300705777,0.4516010070641524,0.010363290048860885,0.43723107981013876,0.44259471530449446,0.011285457216956191,0.6558099839849557,0.010272370744310432,0.46081598119684264,0.44016524894351783,0.011066118782872853,0.49014622236661654,0.08379694192781982,0.011587032725737896
1639515314.428,0.08674608381938562,0.09397897628648946,0.49149241395982546,0.45312031796367075,0.3164994131132709,0.479057593963348,0.6988673788754107,0.4475240525327687,0.08322181132640775,0.00890651724050791,0.04654638333115348,0.009255527150956358,0.08410986763670858,0.010328001170795489,0.06446410093193781,0.6985045008222135,0.06888703603330612,0.6800370811787859,0.32969916477777095,0.09478806712982878,0.4526670110344315,0.36821407261821004,0.039773940922538026,0.4828794486564457,0.41094638085405155,0.3812922095325973,0.4870447300705777,0.4516010070641524,0.010363290048860885,0.43723107981013876,0.44259471530449446,0.011285457216956191,0.6558099839849557,0.010272370744310432,0.46081598119684264,0.44016524894351783,0.011066118782872853,0.49014622236661654,0.08379694192781982,0.011587032725737896
