"Time","pod:recommendationservice-w4-5c774597c5-97j72_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-lxwkq_service:currencyservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-6vxc6_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-qt885_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-ch8vr_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-r4nfp_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-kxlw4_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-z9xvc_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-724f9_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-wltc7_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-6kr2m_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-vqpwc_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-b9sw1_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-5mpn6_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-gwwkb_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-8ddd87c7b-z42zw_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-9r58p_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-msq2r_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-r6pqx_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w2-856bd974f7-s8r5r_service:cartservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-nblr8_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-lbqmn_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-q9gzm_service:frontend_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-pf7gs_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-dqpcv_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-pgr6k_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-f2vcv_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-gkh4h_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-x6l96_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-b9mq6_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-ljvs2_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w2-6d65c886c7-bfcbf_service:redis-cart_node:worker--2","pod:frontend-w1-777d8d5dcb-mrlmv_service:frontend_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-mdj98_service:adservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-j7cc2_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-bgvbp_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-lxnpx_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-9sxzk_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-pc5rr_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-z8cpm_service:currencyservice_node:worker--1.novalocal"
1639560241.105,0.010467629902965722,0.45748445019979966,0.010187342761669032,0.4077462106925,0.07656617044649458,0.5018071694114854,0.44499521189266267,0.41020659867290826,0.009411370695386983,0.059602742889974844,0.4086247148251678,0.40453299019014066,0.010210752413962495,0.2536050387080187,0.06782152789582958,0.47699570252481593,0.0645229240347595,0.06576180951568848,0.010515867121747234,0.24577762448330595,0.010039003942935857,0.49239606679083747,0.4396505454341956,0.27030883300509445,0.4843665546712466,0.06562477482746262,0.409633399249917,0.4055923200144344,0.06405459214257098,0.009909342971375995,0.4648012419034259,0.02972519386033628,0.3930828801023176,0.24829140942395625,0.05863629167730822,0.44605337890770835,0.01075994846384842,0.029049872760029193,0.44530926744583255,0.4502222696859226
1639560256.168,0.010467629902965722,0.45748445019979966,0.010187342761669032,0.4077462106925,0.07656617044649458,0.5018071694114854,0.44499521189266267,0.41020659867290826,0.009411370695386983,0.059602742889974844,0.4086247148251678,0.40453299019014066,0.010210752413962495,0.2536050387080187,0.06782152789582958,0.47699570252481593,0.0645229240347595,0.06576180951568848,0.010515867121747234,0.24577762448330595,0.010039003942935857,0.49239606679083747,0.4396505454341956,0.27030883300509445,0.4843665546712466,0.06562477482746262,0.409633399249917,0.4055923200144344,0.06405459214257098,0.009909342971375995,0.4648012419034259,0.02972519386033628,0.3930828801023176,0.24829140942395625,0.05863629167730822,0.44605337890770835,0.01075994846384842,0.029049872760029193,0.44530926744583255,0.4502222696859226
1639560271.228,0.010190672021448206,0.5022914150366193,0.009881078118174349,0.4550923625795964,0.07995910970749281,0.5593267625937969,0.49146174557684974,0.457442982294205,0.009249149608661146,0.06742849162057263,0.42367738264937355,0.4277042443270834,0.010847235543545232,0.280152656834648,0.07213742857045405,0.522898228819419,0.06673185606917592,0.07168556419263211,0.010221843998988872,0.26894958770231564,0.010274108848538086,0.5434831014557614,0.4760288228283224,0.28612583522038265,0.5376836455612239,0.07201222030749943,0.45448214207345716,0.45218218561603984,0.06661708995980964,0.009832935078077839,0.5101684808033945,0.0318793106897216,0.4377852733436326,0.27050403003902046,0.0676893614455346,0.5285061013372726,0.010381462919472229,0.03162777747891382,0.4891883183031045,0.49368402056551125
1639560286.289,0.010190672021448206,0.5022914150366193,0.009881078118174349,0.4550923625795964,0.07995910970749281,0.5593267625937969,0.49146174557684974,0.457442982294205,0.009249149608661146,0.06742849162057263,0.42367738264937355,0.4277042443270834,0.010847235543545232,0.280152656834648,0.07213742857045405,0.522898228819419,0.06673185606917592,0.07168556419263211,0.010221843998988872,0.26894958770231564,0.010274108848538086,0.5434831014557614,0.4760288228283224,0.28612583522038265,0.5376836455612239,0.07201222030749943,0.45448214207345716,0.45218218561603984,0.06661708995980964,0.009832935078077839,0.5101684808033945,0.0318793106897216,0.4377852733436326,0.27050403003902046,0.0676893614455346,0.5285061013372726,0.010381462919472229,0.03162777747891382,0.4891883183031045,0.49368402056551125
1639560301.304,0.010174195421062706,0.48334114137266415,0.00998375859075018,0.48554529923008843,0.07322805038868806,0.5664632157649175,0.49088396759542874,0.4581646783734111,0.00928332390908184,0.0614370576778628,0.4695666695756422,0.4385015147373928,0.010070528806085341,0.28263692783323896,0.07200297619746907,0.5438776312256619,0.06771924713961026,0.07163371142437627,0.010155182513580809,0.27393919693262453,0.010143352033476941,0.5194449598634877,0.45357388669021487,0.2638675264699525,0.5382842055785193,0.07296875579803831,0.45748943689808674,0.45395386612962846,0.06622206251498727,0.009779278804801811,0.5293661074055581,0.033236369912406936,0.440940402323687,0.25076624255447444,0.06541849613971938,0.5249463274273558,0.010282680883195073,0.03176547305682563,0.48785060552744086,0.4931235576407084
1639560316.325,0.010174195421062706,0.48334114137266415,0.00998375859075018,0.48554529923008843,0.07322805038868806,0.5664632157649175,0.49088396759542874,0.4581646783734111,0.00928332390908184,0.0614370576778628,0.4695666695756422,0.4385015147373928,0.010070528806085341,0.28263692783323896,0.07200297619746907,0.5438776312256619,0.06771924713961026,0.07163371142437627,0.010155182513580809,0.27393919693262453,0.010143352033476941,0.5194449598634877,0.45357388669021487,0.2638675264699525,0.5382842055785193,0.07296875579803831,0.45748943689808674,0.45395386612962846,0.06622206251498727,0.009779278804801811,0.5293661074055581,0.033236369912406936,0.440940402323687,0.25076624255447444,0.06541849613971938,0.5249463274273558,0.010282680883195073,0.03176547305682563,0.48785060552744086,0.4931235576407084
1639560331.569,0.010249824552902242,0.5227330723919753,0.00935497178349113,0.49700576261364177,0.07844328722149588,0.5677684768445973,0.49115010706843687,0.4574100791795779,0.009362019966369982,0.06863549910881835,0.4674901076141101,0.43096434134093314,0.010717573554111494,0.2815689031998645,0.0721002290885508,0.5488700003010601,0.06541437318588927,0.0719175434079061,0.010117342097807088,0.27825143927254836,0.010028836046055579,0.5302749447459985,0.4953197498243086,0.2506068315063373,0.538288459787404,0.07287996815187762,0.45740784677848656,0.4548364853329827,0.06677537639486832,0.0085019440275,0.5026730918169572,0.03357199248087547,0.4419027797686352,0.2362509781645215,0.06541494417893837,0.5089073559774562,0.010205545301711414,0.031937179486702015,0.48832200352357347,0.494521795160917
1639560346.72,0.010249824552902242,0.5227330723919753,0.00935497178349113,0.49700576261364177,0.07844328722149588,0.5677684768445973,0.49115010706843687,0.4574100791795779,0.009362019966369982,0.06863549910881835,0.4674901076141101,0.43096434134093314,0.010717573554111494,0.2815689031998645,0.0721002290885508,0.5488700003010601,0.06541437318588927,0.0719175434079061,0.010117342097807088,0.27825143927254836,0.010028836046055579,0.5302749447459985,0.4953197498243086,0.2506068315063373,0.538288459787404,0.07287996815187762,0.45740784677848656,0.4548364853329827,0.06677537639486832,0.0085019440275,0.5026730918169572,0.03357199248087547,0.4419027797686352,0.2362509781645215,0.06541494417893837,0.5089073559774562,0.010205545301711414,0.031937179486702015,0.48832200352357347,0.494521795160917
1639560361.736,0.010298559890253883,0.5209306881750246,0.009883119704370837,0.4979617831223886,0.08094573213609671,0.5698436325682082,0.4917754285613842,0.45712188452123764,0.009427297218092776,0.06606512604742126,0.4677922301653738,0.4562927312858479,0.010702596892793285,0.28281190916587007,0.07180862765521537,0.5481436194951751,0.06498572535997499,0.07222518444004554,0.01020544771079698,0.2787000838688318,0.010146644741316765,0.4997158101162086,0.4751520908351239,0.2422627546608031,0.5398771141108127,0.07321210817344101,0.45761556719790286,0.4546039062928644,0.06685333008622162,0.00979435165870537,0.5221127779284549,0.03283338609502197,0.44148151059150803,0.23203333689597555,0.0680643100254027,0.5025143094964837,0.01031225554370777,0.03244179778877038,0.4885901258239206,0.4949552417967026
1639560376.752,0.010298559890253883,0.5209306881750246,0.009883119704370837,0.4979617831223886,0.08094573213609671,0.5698436325682082,0.4917754285613842,0.45712188452123764,0.009427297218092776,0.06606512604742126,0.4677922301653738,0.4562927312858479,0.010702596892793285,0.28281190916587007,0.07180862765521537,0.5481436194951751,0.06498572535997499,0.07222518444004554,0.01020544771079698,0.2787000838688318,0.010146644741316765,0.4997158101162086,0.4751520908351239,0.2422627546608031,0.5398771141108127,0.07321210817344101,0.45761556719790286,0.4546039062928644,0.06685333008622162,0.00979435165870537,0.5221127779284549,0.03283338609502197,0.44148151059150803,0.23203333689597555,0.0680643100254027,0.5025143094964837,0.01031225554370777,0.03244179778877038,0.4885901258239206,0.4949552417967026
