"Time","pod:currencyservice-w1-cd78b8fd6-jfhzm_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-wvflx_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-bfmbf_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w4-6d5d8bb6bc-jjrvb_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-cr7b5_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-6d5kb_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-w8r65_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-x7p8k_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-jglzv_service:currencyservice_node:worker--3","pod:adservice-w4-76766bdfb6-rb4rz_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-6nnhw_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-4zqsf_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-psnq4_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-wml45_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-nbdxh_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-2fx6t_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-rlhts_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-vvnjb_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-qnnd6_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-blmtc_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-dwxq9_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-vltb6_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-lmtx9_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-ksrxv_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-4wfkf_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-j2j8l_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ltpsd_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-xgpf4_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-xmmn9_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-zqfml_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-h99vg_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-zqh7m_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-fkk9m_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-fmzxt_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-rsxdp_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-pj294_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-fv9lj_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-qzmlx_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-68pl7_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-pm6f2_service:recommendationservice_node:worker--4.novalocal"
1639483618.701,0.4405133671320432,0.39242698892496924,0.08136867976105833,0.35462834664026205,0.010738872585803822,0.43823759243871163,0.08129865890219914,0.010252820745229319,0.4364585103449382,0.3619028538787273,0.009452389993781138,0.010576223009817653,0.39730843104501057,0.4002756149790143,0.009470480204324602,0.647861269283081,0.6153120059373955,0.5838237888799604,0.44256837571862995,0.4029413067883257,0.3883885298758396,0.059255458035309815,0.08795803925658453,0.3357349800905435,0.08778649138420336,0.01111098108768469,0.004008522481919286,0.43285531881871253,0.3870267139249808,0.07939876080726681,0.42212369842005876,0.5751316598091667,0.08062627883164011,0.397268012842861,0.39965116201787104,0.05945969881799407,0.3442438091244765,0.010435776376106244,0.06814098862801365,0.010962633830747628
1639483633.745,0.4405133671320432,0.39242698892496924,0.08136867976105833,0.35462834664026205,0.010738872585803822,0.43823759243871163,0.08129865890219914,0.010252820745229319,0.4364585103449382,0.3619028538787273,0.009452389993781138,0.010576223009817653,0.39730843104501057,0.4002756149790143,0.009470480204324602,0.647861269283081,0.6153120059373955,0.5838237888799604,0.44256837571862995,0.4029413067883257,0.3883885298758396,0.059255458035309815,0.08795803925658453,0.3357349800905435,0.08778649138420336,0.01111098108768469,0.004008522481919286,0.43285531881871253,0.3870267139249808,0.07939876080726681,0.42212369842005876,0.5751316598091667,0.08062627883164011,0.397268012842861,0.39965116201787104,0.05945969881799407,0.3442438091244765,0.010435776376106244,0.06814098862801365,0.010962633830747628
1639483648.76,0.4790224068841729,0.43456034206565114,0.08317152189743149,0.3596269877019076,0.011378018104772137,0.47703694685763576,0.08233913442987967,0.010077990341983725,0.4851694082704373,0.3562806977332499,0.00884272019266729,0.010271410151536242,0.4295279121864488,0.4424305523825351,0.00874024604875876,0.7290854565566183,0.6719348369092235,0.6448634893532813,0.4654535145134673,0.4459329868187017,0.43903085454734847,0.0635584759952102,0.09208183817251285,0.3468784858245554,0.08999132317900152,0.010806960174809834,0.004015134208432529,0.4812742358266123,0.42905945390764577,0.08179021151714722,0.48445040527304906,0.6782980038779555,0.09445662790985526,0.4401006246476226,0.44253379251297253,0.06420655520161041,0.38279704210415394,0.010276089387488259,0.06833752916401996,0.011490004963961797
1639483663.777,0.4790224068841729,0.43456034206565114,0.08317152189743149,0.3596269877019076,0.011378018104772137,0.47703694685763576,0.08233913442987967,0.010077990341983725,0.4851694082704373,0.3562806977332499,0.00884272019266729,0.010271410151536242,0.4295279121864488,0.4424305523825351,0.00874024604875876,0.7290854565566183,0.6719348369092235,0.6448634893532813,0.4654535145134673,0.4459329868187017,0.43903085454734847,0.0635584759952102,0.09208183817251285,0.3468784858245554,0.08999132317900152,0.010806960174809834,0.004015134208432529,0.4812742358266123,0.42905945390764577,0.08179021151714722,0.48445040527304906,0.6782980038779555,0.09445662790985526,0.4401006246476226,0.44253379251297253,0.06420655520161041,0.38279704210415394,0.010276089387488259,0.06833752916401996,0.011490004963961797
1639483678.796,0.47977865536328623,0.4366201682354668,0.08309917711563804,0.36891287724366273,0.010513285028658741,0.4780110364566056,0.0825762502607198,0.010123408278531512,0.4396589252877725,0.33005899219449053,0.008823520137832067,0.010284317799772309,0.44000526873415036,0.4437640272362167,0.008539964112368644,0.7619770577400111,0.6755954703692426,0.6502108215838704,0.48343865060663005,0.4481640725802213,0.440815069410781,0.06472304304954438,0.09497540888560485,0.327734266838407,0.08790762063511884,0.010822882169995338,0.004685713643011795,0.4793910906753047,0.4304769164511303,0.08248070281838975,0.48589943816051356,0.6713250128607299,0.08188861502826526,0.44200820344235825,0.44405165115040424,0.06447041868983244,0.3851718374353359,0.010263687043484961,0.0654535915560845,0.011274287404864422
1639483693.811,0.47977865536328623,0.4366201682354668,0.08309917711563804,0.36891287724366273,0.010513285028658741,0.4780110364566056,0.0825762502607198,0.010123408278531512,0.4396589252877725,0.33005899219449053,0.008823520137832067,0.010284317799772309,0.44000526873415036,0.4437640272362167,0.008539964112368644,0.7619770577400111,0.6755954703692426,0.6502108215838704,0.48343865060663005,0.4481640725802213,0.440815069410781,0.06472304304954438,0.09497540888560485,0.327734266838407,0.08790762063511884,0.010822882169995338,0.004685713643011795,0.4793910906753047,0.4304769164511303,0.08248070281838975,0.48589943816051356,0.6713250128607299,0.08188861502826526,0.44200820344235825,0.44405165115040424,0.06447041868983244,0.3851718374353359,0.010263687043484961,0.0654535915560845,0.011274287404864422
1639483708.828,0.4792796954504126,0.43596100600489907,0.08272586206075519,0.3687587906393748,0.011260350809646385,0.4775292592397987,0.0821936004321844,0.010047790364003419,0.48392969719375983,0.34279622126787745,0.008733122802359126,0.010309626640809009,0.43919927606168396,0.44402806384770177,0.007986976324740961,0.6913852341478273,0.6755456375801285,0.6497171066084034,0.4655720390940809,0.4218341643660561,0.4404728761506745,0.06459893443043827,0.09286998446517544,0.3155682984606163,0.08344296467437808,0.011308115008787294,0.008993332822822261,0.4790065630339947,0.4306347219628734,0.082298813836891,0.4666438916003366,0.6507997512615742,0.08881704451277422,0.441043351950774,0.44348063434056656,0.06468234107076688,0.3846604764167443,0.010253693250726089,0.06165103764815284,0.011604007487405539
1639483723.842,0.4792796954504126,0.43596100600489907,0.08272586206075519,0.3687587906393748,0.011260350809646385,0.4775292592397987,0.0821936004321844,0.010047790364003419,0.48392969719375983,0.34279622126787745,0.008733122802359126,0.010309626640809009,0.43919927606168396,0.44402806384770177,0.007986976324740961,0.6913852341478273,0.6755456375801285,0.6497171066084034,0.4655720390940809,0.4218341643660561,0.4404728761506745,0.06459893443043827,0.09286998446517544,0.3155682984606163,0.08344296467437808,0.011308115008787294,0.008993332822822261,0.4790065630339947,0.4306347219628734,0.082298813836891,0.4666438916003366,0.6507997512615742,0.08881704451277422,0.441043351950774,0.44348063434056656,0.06468234107076688,0.3846604764167443,0.010253693250726089,0.06165103764815284,0.011604007487405539
1639483738.87,0.4793678309153053,0.436511325682099,0.08318853065605447,0.365185184783984,0.010737483590632037,0.4772885261167229,0.08203216595617241,0.010162151954550192,0.472419107091788,0.329007421151477,0.008708721207100865,0.010400514541683625,0.4405382724129413,0.4252736311090853,0.008737967428371966,0.7355711629786659,0.6765345391420461,0.6501179497299135,0.4836303987878663,0.44821995101185674,0.43288126690901263,0.06525412842138929,0.08709413339065511,0.31042017199619076,0.08740617824782995,0.011356749410181725,0.01366261975207655,0.4785417080923131,0.4313136315605913,0.08228832481133103,0.48708512334780657,0.6984895467909387,0.0904460761294709,0.4414228510443412,0.44332308923154906,0.06493323683449008,0.3849889230897995,0.010212191368070653,0.05882499734287358,0.010932953466886813
1639483753.89,0.4793678309153053,0.436511325682099,0.08318853065605447,0.365185184783984,0.010737483590632037,0.4772885261167229,0.08203216595617241,0.010162151954550192,0.472419107091788,0.329007421151477,0.008708721207100865,0.010400514541683625,0.4405382724129413,0.4252736311090853,0.008737967428371966,0.7355711629786659,0.6765345391420461,0.6501179497299135,0.4836303987878663,0.44821995101185674,0.43288126690901263,0.06525412842138929,0.08709413339065511,0.31042017199619076,0.08740617824782995,0.011356749410181725,0.01366261975207655,0.4785417080923131,0.4313136315605913,0.08228832481133103,0.48708512334780657,0.6984895467909387,0.0904460761294709,0.4414228510443412,0.44332308923154906,0.06493323683449008,0.3849889230897995,0.010212191368070653,0.05882499734287358,0.010932953466886813
