"Time","pod:frontend-w1-599b6846df-c9ssd_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-npvq9_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-nw9hk_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-s55ds_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-r9hrj_service:currencyservice_node:worker--3","pod:adservice-w4-76766bdfb6-rzgpw_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-8x6jg_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-v2rsh_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-9zs7z_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-zjmtt_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-bwfrg_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-knr6b_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-kz5gj_service:recommendationservice_node:worker--3","pod:cartservice-w1-86744bdcbd-2kw2f_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-gjcjc_service:productcatalogservice_node:worker--1.novalocal","pod:adservice-w1-5c67ddfffc-q8vfj_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-wfds9_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-wkw2f_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-xdtb6_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-fv7kv_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-fjqng_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-nbqhr_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-d7m82_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-p5nrl_service:recommendationservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-hpb7n_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-v4rl4_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-zhwzj_service:frontend_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-472sd_service:adservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-bl644_service:adservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-nvhxf_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-vrtk9_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-6c4hj_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-7n2z5_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-vl89l_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-pzflb_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-qpf6n_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-9ptf5_service:cartservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w4-6646bc856b-n566p_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-v6cp6_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-5vzmp_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal"
1636041996.771,0.34962559141511895,0.055045307080088896,0.39237698186163034,0.08865328792734076,0.18939847745926314,0.11001394092901981,0.26555148392456485,0.05427320790484698,0.2499456091306033,0.25106966210706594,0.1918921869259666,0.11546738040910351,0.054094284900970444,0.0980055095241504,0.11605611724279075,0.08580606194376984,0.11695269133292449,0.15223897219561866,0.20350947993985696,0.4016633472939014,0.1430149617169479,0.06574114521571411,0.3390789354079228,0.05563117735378835,0.1378712797669285,0.19872604071267963,0.35185562960416317,0.10577151497290563,0.08545019213333097,0.143124043994401,0.06524772564546466,0.3291931084811565,0.24920340356729168,0.06959087288982566,0.1372187134979044,0.11699646300354063,0.0038006167418798763,0.1276455760745303,0.01850661134947596,0.006629856928516628,0.41809384898945956,0.3888166920277083,0.06942222510863644,0.04596764755489311
1636042011.797,0.34962559141511895,0.055045307080088896,0.39237698186163034,0.08865328792734076,0.18939847745926314,0.11001394092901981,0.26555148392456485,0.05427320790484698,0.2499456091306033,0.25106966210706594,0.1918921869259666,0.11546738040910351,0.054094284900970444,0.0980055095241504,0.11605611724279075,0.08580606194376984,0.11695269133292449,0.15223897219561866,0.20350947993985696,0.4016633472939014,0.1430149617169479,0.06574114521571411,0.3390789354079228,0.05563117735378835,0.1378712797669285,0.19872604071267963,0.35185562960416317,0.10577151497290563,0.08545019213333097,0.143124043994401,0.06524772564546466,0.3291931084811565,0.24920340356729168,0.06959087288982566,0.1372187134979044,0.11699646300354063,0.0038006167418798763,0.1276455760745303,0.01850661134947596,0.006629856928516628,0.41809384898945956,0.3888166920277083,0.06942222510863644,0.04596764755489311
1636042026.823,0.39071516501468384,0.06031433457393996,0.4382381440953094,0.10580161717888631,0.21848950438244918,0.11795813022826909,0.2791747531607697,0.058746122163781896,0.27294024478660445,0.27573495505931006,0.2170788262000402,0.1267333597819511,0.059739930848222364,0.10755352162223178,0.12925222252169383,0.09109846649725725,0.1268928293944663,0.15512755926747437,0.22301260482140106,0.44992885953668144,0.1562055813269977,0.06837693642385084,0.38343624777431473,0.058475334797099966,0.13329357032932448,0.22214387200175573,0.39349073074254737,0.11318079304834885,0.08938170626766467,0.15417069662874278,0.06826674928220873,0.392039910899481,0.2892088176869748,0.06925601917716812,0.1510883485487016,0.12703340193644563,0.0037123591412010024,0.13924044884959838,0.019330080437478546,0.007353452350863309,0.460154714280727,0.4447214370039584,0.07435553719983734,0.0495951800293954
1636042041.843,0.39071516501468384,0.06031433457393996,0.4382381440953094,0.10580161717888631,0.21848950438244918,0.11795813022826909,0.2791747531607697,0.058746122163781896,0.27294024478660445,0.27573495505931006,0.2170788262000402,0.1267333597819511,0.059739930848222364,0.10755352162223178,0.12925222252169383,0.09109846649725725,0.1268928293944663,0.15512755926747437,0.22301260482140106,0.44992885953668144,0.1562055813269977,0.06837693642385084,0.38343624777431473,0.058475334797099966,0.13329357032932448,0.22214387200175573,0.39349073074254737,0.11318079304834885,0.08938170626766467,0.15417069662874278,0.06826674928220873,0.392039910899481,0.2892088176869748,0.06925601917716812,0.1510883485487016,0.12703340193644563,0.0037123591412010024,0.13924044884959838,0.019330080437478546,0.007353452350863309,0.460154714280727,0.4447214370039584,0.07435553719983734,0.0495951800293954
1636042056.872,0.4007881391114493,0.059083779649183155,0.44819422731309577,0.11018932946222637,0.21873954361647846,0.12118983863221541,0.29151238197484763,0.058701878600710966,0.2715451002198649,0.2726599500726109,0.21922790855731783,0.130253634396136,0.05970921801922299,0.10948002571287332,0.12941904993151096,0.09098836995112243,0.12424458587237161,0.16118670260728027,0.22137999170666067,0.46011107795520784,0.1565817243316282,0.06866037133787889,0.391149743777545,0.05957524241667269,0.1430476789421421,0.21985479828895196,0.40201942626147186,0.11306707678238435,0.09379818158851146,0.15392069807546002,0.06804601765825795,0.40194760369513094,0.27612151344243885,0.0740206644040313,0.15706717079085952,0.12823221421711467,0.0037547708271052104,0.13813347123717193,0.019482388351738496,0.008958694820767783,0.4762126385940423,0.47892880349197,0.07284903285336804,0.04679253469759441
1636042071.894,0.4007881391114493,0.059083779649183155,0.44819422731309577,0.11018932946222637,0.21873954361647846,0.12118983863221541,0.29151238197484763,0.058701878600710966,0.2715451002198649,0.2726599500726109,0.21922790855731783,0.130253634396136,0.05970921801922299,0.10948002571287332,0.12941904993151096,0.09098836995112243,0.12424458587237161,0.16118670260728027,0.22137999170666067,0.46011107795520784,0.1565817243316282,0.06866037133787889,0.391149743777545,0.05957524241667269,0.1430476789421421,0.21985479828895196,0.40201942626147186,0.11306707678238435,0.09379818158851146,0.15392069807546002,0.06804601765825795,0.40194760369513094,0.27612151344243885,0.0740206644040313,0.15706717079085952,0.12823221421711467,0.0037547708271052104,0.13813347123717193,0.019482388351738496,0.008958694820767783,0.4762126385940423,0.47892880349197,0.07284903285336804,0.04679253469759441
1636042086.918,0.40089726538818804,0.058390796255439775,0.44827911004885934,0.10810374990592894,0.20975520016651075,0.11972318272101548,0.3014953382556774,0.058717058302709915,0.2712433415333082,0.270635906297038,0.21073717974774409,0.13067266202838737,0.05987764357042155,0.10953548991538392,0.1292883196269828,0.09108458161508548,0.13027183492446917,0.1536381477968301,0.21979615604295294,0.4598040259336501,0.15699060213422417,0.06840361201946386,0.38365709477071874,0.059316299196175905,0.14268499899891077,0.22018796263601748,0.40230091782548605,0.11292896348507217,0.09052660138902513,0.15426131191766812,0.06807423551245294,0.40220947912067984,0.2892179185810267,0.07463319296023078,0.16628744727242645,0.12872044964498386,0.0037124844434080475,0.136455656202236,0.019410000424972162,0.009442498069435909,0.476802239473444,0.47875062226299303,0.07499034664886783,0.04272100439457089
1636042101.942,0.40089726538818804,0.058390796255439775,0.44827911004885934,0.10810374990592894,0.20975520016651075,0.11972318272101548,0.3014953382556774,0.058717058302709915,0.2712433415333082,0.270635906297038,0.21073717974774409,0.13067266202838737,0.05987764357042155,0.10953548991538392,0.1292883196269828,0.09108458161508548,0.13027183492446917,0.1536381477968301,0.21979615604295294,0.4598040259336501,0.15699060213422417,0.06840361201946386,0.38365709477071874,0.059316299196175905,0.14268499899891077,0.22018796263601748,0.40230091782548605,0.11292896348507217,0.09052660138902513,0.15426131191766812,0.06807423551245294,0.40220947912067984,0.2892179185810267,0.07463319296023078,0.16628744727242645,0.12872044964498386,0.0037124844434080475,0.136455656202236,0.019410000424972162,0.009442498069435909,0.476802239473444,0.47875062226299303,0.07499034664886783,0.04272100439457089
1636042116.964,0.3997483068593893,0.05838588636993068,0.4466163516386624,0.10763015569570078,0.21848064026112116,0.1145322655285762,0.29115370467668117,0.0587699283712934,0.26839930120746835,0.2693926598830615,0.21096991556168793,0.1302836987504236,0.05459076516161931,0.10887213128899215,0.12899101960172554,0.09094586533750916,0.1301141576397426,0.1640798518480635,0.21874075224309586,0.45843716003909085,0.1567383599188492,0.06801496352779463,0.39220678372630335,0.059074624810457624,0.14706860517508114,0.22031061664053464,0.40209324395762713,0.11259619106573954,0.09281047389697604,0.15411310147543578,0.06847944042658688,0.3888604193596197,0.2636936675431343,0.07375140825089693,0.15707251579784515,0.12886797698779764,0.0037149525317679557,0.13524244148473186,0.019405960940578174,0.01102664247130655,0.44044358010385176,0.46424984801673685,0.07151736275333126,0.04136684948298793
1636042132.001,0.3997483068593893,0.05838588636993068,0.4466163516386624,0.10763015569570078,0.21848064026112116,0.1145322655285762,0.29115370467668117,0.0587699283712934,0.26839930120746835,0.2693926598830615,0.21096991556168793,0.1302836987504236,0.05459076516161931,0.10887213128899215,0.12899101960172554,0.09094586533750916,0.1301141576397426,0.1640798518480635,0.21874075224309586,0.45843716003909085,0.1567383599188492,0.06801496352779463,0.39220678372630335,0.059074624810457624,0.14706860517508114,0.22031061664053464,0.40209324395762713,0.11259619106573954,0.09281047389697604,0.15411310147543578,0.06847944042658688,0.3888604193596197,0.2636936675431343,0.07375140825089693,0.15707251579784515,0.12886797698779764,0.0037149525317679557,0.13524244148473186,0.019405960940578174,0.01102664247130655,0.44044358010385176,0.46424984801673685,0.07151736275333126,0.04136684948298793
