"Time","pod:frontend-w3-777d8d5dcb-sp74b_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-649d8c7669-hj9hq_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-gpbn9_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-5t4dn_service:recommendationservice_node:worker--2","pod:cartservice-w4-86744bdcbd-ds4nt_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-74l4n_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-6f8d8654c5-9b95g_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-nzr2d_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w2-656689488c-5rvmc_service:currencyservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-4snvc_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-8nhvt_service:recommendationservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-b2cf2_service:redis-cart_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-lfchz_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-hkfvd_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w3-5bbcb977f8-x4gkf_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w2-754d7d8cd4-w1jvm_service:adservice_node:worker--2","pod:cartservice-w2-856bd974f7-8zrv4_service:cartservice_node:worker--2","pod:adservice-w4-5c67ddfffc-h2drw_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w3-66565874fb-jlgn5_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w2-8ddd87c7b-g7t7r_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-mrw8m_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-b2rmq_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-lbqsm_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-vhcgk_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w2-8649bb655b-xtj95_service:productcatalogservice_node:worker--2","pod:frontend-w1-6646bc856b-nf4xk_service:frontend_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-vqw8w_service:frontend_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-hrxjf_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-489pl_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w3-66565874fb-krkrm_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-84485f8b85-54d8w_service:redis-cart_node:worker--3.novalocal","pod:currencyservice-w1-649d8c7669-fkzkl_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-t7lhs_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-b9b55_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-xkw3x_service:frontend_node:worker--4.novalocal","pod:adservice-w3-9f97cf96-j49mb_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-s4s6v_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w1-649d8c7669-jjr6f_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-4vcdr_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-742vh_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w3-59ff89795c-fxlp7_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-7fxrk_service:productcatalogservice_node:worker--3.novalocal"
1641979329.904,0.4435298080688024,0.2920570827389583,0.09970749040738347,0.04766175378655471,0.12826211992062225,0.10080069760458173,0.2982220692559433,0.052757279559298265,0.25573890413820694,0.048513423398940214,0.04761882005164954,0.006938558116504848,0.10394103314255984,0.04340203701408547,0.051538073315527094,0.15866488537987666,0.12737860854433883,0.16253464634320944,0.11401076787726867,0.40579511601136553,0.10404927462542768,0.10338470538535303,0.04712667866928462,0.04909374735866505,0.10467983903967074,0.3822409280556945,0.41082809155406985,0.26470948275478157,0.04748222137772012,0.11551744227944521,0.004168716353855122,0.2933512855885416,0.40730367791029964,0.11330438349578584,0.42918797185146107,0.18493775731020706,0.053123160553703974,0.32545186205060106,0.3889630139712673,0.053031723311567094,0.13969744542082094,0.1122042114620489
1641979344.926,0.4950780264578604,0.330586257847878,0.1096054022839917,0.051515189008091045,0.1371216531213501,0.11362459459936489,0.32919115408861,0.05604552845854338,0.29579785304885076,0.05152210973648831,0.05086879735445704,0.006442759291738466,0.11496961061942548,0.048106425383626264,0.055586653282722706,0.16961671616092122,0.13877745546655232,0.1723021605294489,0.12367252917138281,0.45759148173285547,0.11099317476537149,0.11439570936925857,0.05086130979481262,0.05363178006648321,0.11104705749038785,0.43926057649509465,0.436788366701875,0.29945402247916664,0.051067574508618124,0.12534762975620473,0.004009520197568329,0.34524947623220975,0.44602930397453705,0.1255401015689047,0.4820841451506731,0.189673551035476,0.0547810950917946,0.34373810427236273,0.4169694439588977,0.05623315647327827,0.15421777055563318,0.12186939531340588
1641979359.955,0.4950780264578604,0.330586257847878,0.1096054022839917,0.051515189008091045,0.1371216531213501,0.11362459459936489,0.32919115408861,0.05604552845854338,0.29579785304885076,0.05152210973648831,0.05086879735445704,0.006442759291738466,0.11496961061942548,0.048106425383626264,0.055586653282722706,0.16961671616092122,0.13877745546655232,0.1723021605294489,0.12367252917138281,0.45759148173285547,0.11099317476537149,0.11439570936925857,0.05086130979481262,0.05363178006648321,0.11104705749038785,0.43926057649509465,0.436788366701875,0.29945402247916664,0.051067574508618124,0.12534762975620473,0.004009520197568329,0.34524947623220975,0.44602930397453705,0.1255401015689047,0.4820841451506731,0.189673551035476,0.0547810950917946,0.34373810427236273,0.4169694439588977,0.05623315647327827,0.15421777055563318,0.12186939531340588
1641979374.976,0.5124018226319257,0.34684858527628004,0.11243746570840117,0.051715349929789475,0.14193389966940728,0.11418836618001982,0.327381916169442,0.055716411056339524,0.29687965257287985,0.05186343090698749,0.051111859374790986,0.006635166949867901,0.11476713104008995,0.04820329238899334,0.0546280025099769,0.1515350684777751,0.14242234992093344,0.15389730585998543,0.12392345938697068,0.47741232270489764,0.11332488398229826,0.11468770842829314,0.05147677441747773,0.052880970713406986,0.11289061047772754,0.4495916596827497,0.4866041075690074,0.29985164413434384,0.05129438222821857,0.1253663671041364,0.004013344692282702,0.3301076617069916,0.4514616552094518,0.12572150143738173,0.49858570137254543,0.17151751392753908,0.054573835011615335,0.36370517400743513,0.44145925712794726,0.05913388470726249,0.15425960354313553,0.1222959765637363
1641979390.008,0.5124018226319257,0.34684858527628004,0.11243746570840117,0.051715349929789475,0.14193389966940728,0.11418836618001982,0.327381916169442,0.055716411056339524,0.29687965257287985,0.05186343090698749,0.051111859374790986,0.006635166949867901,0.11476713104008995,0.04820329238899334,0.0546280025099769,0.1515350684777751,0.14242234992093344,0.15389730585998543,0.12392345938697068,0.47741232270489764,0.11332488398229826,0.11468770842829314,0.05147677441747773,0.052880970713406986,0.11289061047772754,0.4495916596827497,0.4866041075690074,0.29985164413434384,0.05129438222821857,0.1253663671041364,0.004013344692282702,0.3301076617069916,0.4514616552094518,0.12572150143738173,0.49858570137254543,0.17151751392753908,0.054573835011615335,0.36370517400743513,0.44145925712794726,0.05913388470726249,0.15425960354313553,0.1222959765637363
1641979405.05,0.5143719205753643,0.34376339043650694,0.10699554830110589,0.05125358086988982,0.14203317317089853,0.11395364698907587,0.32780572796814045,0.05563993756095544,0.2968098069357789,0.05159644906315853,0.05168617654850326,0.006447358925604743,0.11419195059517799,0.04820072108887314,0.05489300146361674,0.1395313334536236,0.14262947107009202,0.14682218638930325,0.12366613955880285,0.4779967386234719,0.11346121281178115,0.11392050817119556,0.051320394525337404,0.0523617110486681,0.1096716396320041,0.47594199857788877,0.4571323088932764,0.29692317448380345,0.05114019884701483,0.12459885905583594,0.004061556537425842,0.336301209023778,0.45634131599106204,0.12498260684305082,0.4964216551988463,0.16553247903000776,0.05437683002868514,0.34907305987232995,0.44080388517379554,0.05930669735290289,0.15548557729297074,0.12256120465476136
1641979420.068,0.5143719205753643,0.34376339043650694,0.10699554830110589,0.05125358086988982,0.14203317317089853,0.11395364698907587,0.32780572796814045,0.05563993756095544,0.2968098069357789,0.05159644906315853,0.05168617654850326,0.006447358925604743,0.11419195059517799,0.04820072108887314,0.05489300146361674,0.1395313334536236,0.14262947107009202,0.14682218638930325,0.12366613955880285,0.4779967386234719,0.11346121281178115,0.11392050817119556,0.051320394525337404,0.0523617110486681,0.1096716396320041,0.47594199857788877,0.4571323088932764,0.29692317448380345,0.05114019884701483,0.12459885905583594,0.004061556537425842,0.336301209023778,0.45634131599106204,0.12498260684305082,0.4964216551988463,0.16553247903000776,0.05437683002868514,0.34907305987232995,0.44080388517379554,0.05930669735290289,0.15548557729297074,0.12256120465476136
1641979435.101,0.5131906024830775,0.32976639122115875,0.1120958521644109,0.05191870062525951,0.14213506843652574,0.1140385324811141,0.3279281126057014,0.05531805982086912,0.2970525580180771,0.05218521686251186,0.05144615797906512,0.006615343617458195,0.1145975892335162,0.048375509806200125,0.054989854656455145,0.13637798242612847,0.13631965189857226,0.14223956486138245,0.12363550546967553,0.47987731087158075,0.11354252332219875,0.11397862008619492,0.051792775217301794,0.05217174613845343,0.1135051390874701,0.45410618886758747,0.43834324158354454,0.296374353322021,0.05109772668827521,0.12406423673125322,0.004042162426446173,0.34512706701615486,0.44750086582252524,0.1237128107369948,0.4958344735454452,0.15624700288002139,0.05387347562197499,0.361209325760655,0.43897581500534116,0.06141309889851415,0.1556680472387329,0.12271263206753416
1641979450.127,0.5131906024830775,0.32976639122115875,0.1120958521644109,0.05191870062525951,0.14213506843652574,0.1140385324811141,0.3279281126057014,0.05531805982086912,0.2970525580180771,0.05218521686251186,0.05144615797906512,0.006615343617458195,0.1145975892335162,0.048375509806200125,0.054989854656455145,0.13637798242612847,0.13631965189857226,0.14223956486138245,0.12363550546967553,0.47987731087158075,0.11354252332219875,0.11397862008619492,0.051792775217301794,0.05217174613845343,0.1135051390874701,0.45410618886758747,0.43834324158354454,0.296374353322021,0.05109772668827521,0.12406423673125322,0.004042162426446173,0.34512706701615486,0.44750086582252524,0.1237128107369948,0.4958344735454452,0.15624700288002139,0.05387347562197499,0.361209325760655,0.43897581500534116,0.06141309889851415,0.1556680472387329,0.12271263206753416
1641979465.162,0.5136293739502501,0.33153370995754095,0.10999826528320271,0.05183978503407681,0.1406370002771684,0.11407730466581703,0.3267794759833753,0.055772091561018054,0.29769805381200914,0.05028737940569711,0.04955154567949754,0.006304010859006328,0.11417149012407524,0.04783297848258617,0.05497294420053961,0.1277583413626902,0.1426603792194176,0.13339479343705146,0.12309064149921445,0.479712890092382,0.11335146714297609,0.11316986894087652,0.05164282455179835,0.052016529782288684,0.11345425682640883,0.46014902233767024,0.4588407671071675,0.2950302110130143,0.050596806728998175,0.12399310339144333,0.003991122079281732,0.3341647012673217,0.461904272615783,0.1260182814584321,0.4930820319578575,0.1476708362907982,0.05379777104388865,0.34834661467179917,0.4363553128305496,0.056690775478615674,0.1553187504744052,0.12243885631220396
