"Time","pod:cartservice-w3-86744bdcbd-jkn56_service:cartservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-d65r2_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-mr7wr_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-bf4cp_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-rqhl9_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-dr5b7_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-6pwz5_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-48wkd_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-vwf9p_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-5qr7g_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-jp47j_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-8pbmt_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-gm7lg_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-5zvdn_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-nw8wv_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-x5dqs_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-dbwdb_service:productcatalogservice_node:worker--1","pod:redis-cart-w2-5fdf77f88c-p6npq_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-27pq6_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-l6dwj_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-pctjn_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-wzj22_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-mm967_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-sglmr_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w2-6d5d8bb6bc-j2j8r_service:cartservice_node:worker--2.novalocal","pod:adservice-w2-76766bdfb6-j8cxt_service:adservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-jgg5n_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-chcfv_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w4-84485f8b85-x6wcd_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-6dhwg_service:currencyservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-89b67_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-mhxlh_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-527tc_service:adservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-lw3px_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-ggkrg_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-xvpqr_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-bkm96_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-5x9kg_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-vb6z6_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-wn725_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-zmhtm_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-5b2k4_service:productcatalogservice_node:worker--2.novalocal"
1641930461.206,0.12248790208391244,0.04849616809649193,0.4550843352699334,0.21838208949228582,0.3365385122389573,0.04241024286220664,0.13865436680059767,0.04665872926669147,0.19091384952904727,0.11671771624737798,0.22126950125669237,0.33277269964529355,0.13417011738935128,0.10608128601041966,0.0527641914168422,0.32902865181343116,0.0852024204709401,0.040164926307324024,0.10031704609378045,0.04829103663083918,0.017948495168212925,0.11836844314711562,0.0546733436997578,0.05427144082943691,0.1585755407161335,0.2247675814743475,0.4949922717002667,0.05486858961436587,0.004122497435394229,0.2236040983283572,0.05900800140620205,0.05823021411927347,0.16043202314298743,0.10087193881426015,0.1420614159581293,0.33957555701992803,0.2687794487976458,0.42404127213984244,0.30681125180646585,0.11693228321640708,0.3343696761915821,0.13372007131884575
1641930476.234,0.13588521966663727,0.0517725626651105,0.5110835292618235,0.24000491820477,0.386013687894572,0.04601474919859849,0.13161981935017228,0.050748440308616576,0.19739393187333265,0.12666865166984412,0.2490684471957394,0.37560188239206077,0.14766901440147906,0.11410146490540894,0.05668981578495824,0.37238652986217335,0.09225719247203824,0.043532644376688995,0.11275894522518179,0.052113480562199985,0.01932972413813968,0.12620507738977202,0.057951157641783005,0.05746302517315941,0.16219903847534972,0.22692236775569746,0.5465363090699163,0.057958026977438626,0.004053532069879098,0.24474745739825837,0.06140357153620021,0.06043989447980641,0.17107834419371654,0.11314203060602912,0.15947733199522102,0.36723738327743305,0.299605371747196,0.47435159462073306,0.3405219006344077,0.12680158613812792,0.3652373283967484,0.13584383704757877
1641930491.273,0.13588521966663727,0.0517725626651105,0.5110835292618235,0.24000491820477,0.386013687894572,0.04601474919859849,0.13161981935017228,0.050748440308616576,0.19739393187333265,0.12666865166984412,0.2490684471957394,0.37560188239206077,0.14766901440147906,0.11410146490540894,0.05668981578495824,0.37238652986217335,0.09225719247203824,0.043532644376688995,0.11275894522518179,0.052113480562199985,0.01932972413813968,0.12620507738977202,0.057951157641783005,0.05746302517315941,0.16219903847534972,0.22692236775569746,0.5465363090699163,0.057958026977438626,0.004053532069879098,0.24474745739825837,0.06140357153620021,0.06043989447980641,0.17107834419371654,0.11314203060602912,0.15947733199522102,0.36723738327743305,0.299605371747196,0.47435159462073306,0.3405219006344077,0.12680158613812792,0.3652373283967484,0.13584383704757877
1641930506.295,0.13513466339315047,0.05204038011848655,0.529379607605218,0.2579013152639342,0.3830154736961304,0.04642551786997571,0.13373579273022773,0.05053086955293245,0.17857706402886453,0.1259957662073329,0.25735625016690655,0.3935995657237157,0.14048502473648575,0.1165515517784596,0.05597210352529422,0.39063108183847567,0.09580121891367349,0.04213911448613162,0.11435940033866714,0.052203757146265614,0.019989452623384026,0.12716991292770344,0.05791324196978616,0.05620582140447711,0.17238624988700835,0.2022745929992228,0.5263356536852064,0.05852960008471805,0.00405997461906524,0.2595137487646466,0.06059129893745299,0.06423857643187499,0.1500732451997618,0.1148463244948639,0.16076799260322677,0.38773071340601295,0.30268145793972645,0.4933691753851218,0.34238117508004795,0.12654690681991476,0.3986193266381331,0.13711752052970078
1641930521.322,0.13513466339315047,0.05204038011848655,0.529379607605218,0.2579013152639342,0.3830154736961304,0.04642551786997571,0.13373579273022773,0.05053086955293245,0.17857706402886453,0.1259957662073329,0.25735625016690655,0.3935995657237157,0.14048502473648575,0.1165515517784596,0.05597210352529422,0.39063108183847567,0.09580121891367349,0.04213911448613162,0.11435940033866714,0.052203757146265614,0.019989452623384026,0.12716991292770344,0.05791324196978616,0.05620582140447711,0.17238624988700835,0.2022745929992228,0.5263356536852064,0.05852960008471805,0.00405997461906524,0.2595137487646466,0.06059129893745299,0.06423857643187499,0.1500732451997618,0.1148463244948639,0.16076799260322677,0.38773071340601295,0.30268145793972645,0.4933691753851218,0.34238117508004795,0.12654690681991476,0.3986193266381331,0.13711752052970078
1641930536.514,0.13510860519367135,0.052101962802716735,0.5297175329178426,0.25650038819844234,0.4008684962884538,0.04671262280774981,0.13768786744415912,0.05008403381375893,0.16907860330245272,0.12641253245762696,0.2567887178277123,0.3860347336484621,0.13554157805832281,0.11536192364942408,0.05594141281724421,0.35915396829047797,0.09576705115891665,0.04179188407156501,0.11349696896884891,0.05141120199736865,0.019964602850392164,0.1268276236212081,0.057135432263741716,0.05540723549020811,0.1740874157866184,0.18804919312138096,0.5372943856014654,0.06004080423554353,0.004062505559823639,0.25945708474951673,0.06384663102856977,0.06387813223798687,0.14451357757749295,0.11407912632124723,0.1571147279333755,0.39108243564399986,0.3008654409253142,0.491345175401665,0.34211999820134104,0.12605949518514195,0.399734185495925,0.14629142035115805
1641930551.554,0.13510860519367135,0.052101962802716735,0.5297175329178426,0.25650038819844234,0.4008684962884538,0.04671262280774981,0.13768786744415912,0.05008403381375893,0.16907860330245272,0.12641253245762696,0.2567887178277123,0.3860347336484621,0.13554157805832281,0.11536192364942408,0.05594141281724421,0.35915396829047797,0.09576705115891665,0.04179188407156501,0.11349696896884891,0.05141120199736865,0.019964602850392164,0.1268276236212081,0.057135432263741716,0.05540723549020811,0.1740874157866184,0.18804919312138096,0.5372943856014654,0.06004080423554353,0.004062505559823639,0.25945708474951673,0.06384663102856977,0.06387813223798687,0.14451357757749295,0.11407912632124723,0.1571147279333755,0.39108243564399986,0.3008654409253142,0.491345175401665,0.34211999820134104,0.12605949518514195,0.399734185495925,0.14629142035115805
1641930566.575,0.13631754859254647,0.052028689207962345,0.5283622639190804,0.2565069017276125,0.4022771313492022,0.04710892109973334,0.13814866283574276,0.049656337936743414,0.15824825073265741,0.12571627174298966,0.2580812901167873,0.39452131018180814,0.14786702539834906,0.11494944491149543,0.05557806881577665,0.39213784801695306,0.09356249778761896,0.040960926740894826,0.11317908541334619,0.05131842143562104,0.020251433057455838,0.12603800397699721,0.05681773600168789,0.05548800733317184,0.171487606564321,0.17346530872510763,0.5437446484358326,0.05854792955145881,0.00407982349906509,0.2601669938955754,0.05969474250228103,0.059183991678233946,0.1372044305019599,0.11449360518929572,0.15376835736895075,0.3919147287869442,0.29980009838378807,0.4901897201933375,0.3385410543975109,0.12556076267625252,0.400491001316362,0.13204935620798378
1641930581.595,0.13631754859254647,0.052028689207962345,0.5283622639190804,0.2565069017276125,0.4022771313492022,0.04710892109973334,0.13814866283574276,0.049656337936743414,0.15824825073265741,0.12571627174298966,0.2580812901167873,0.39452131018180814,0.14786702539834906,0.11494944491149543,0.05557806881577665,0.39213784801695306,0.09356249778761896,0.040960926740894826,0.11317908541334619,0.05131842143562104,0.020251433057455838,0.12603800397699721,0.05681773600168789,0.05548800733317184,0.171487606564321,0.17346530872510763,0.5437446484358326,0.05854792955145881,0.00407982349906509,0.2601669938955754,0.05969474250228103,0.059183991678233946,0.1372044305019599,0.11449360518929572,0.15376835736895075,0.3919147287869442,0.29980009838378807,0.4901897201933375,0.3385410543975109,0.12556076267625252,0.400491001316362,0.13204935620798378
1641930596.633,0.13645597643459323,0.05202028900255721,0.5307257534792971,0.25596908225919346,0.40224136415002043,0.04717086986787035,0.14272711768493818,0.049786000906796475,0.15025556537402843,0.1263865505184923,0.24850015162252048,0.3945728002681466,0.1476618820441011,0.11480948039502714,0.055529685641353736,0.39159316202544886,0.09552662021397584,0.04136423203882775,0.11292691982411962,0.05170106817179279,0.020140967141043964,0.12614549802351369,0.05717680596332195,0.055619995463923884,0.17826835193865728,0.1613042699245479,0.5668436153626992,0.0617653157235042,0.004031220831307664,0.2595921505205323,0.05933085993386062,0.060337782081479566,0.124335243186175,0.11494421038866566,0.15420865635705766,0.39385754829848874,0.2997221230718726,0.4898142930814109,0.33921304832542754,0.12586662349883862,0.3781333620391125,0.14668218553308113
