"Time","pod:currencyservice-w3-cd78b8fd6-9ndnv_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-9czrb_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-8mfnj_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-h8bck_service:recommendationservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-bzf8s_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-5scz5_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w2-5fdf77f88c-7nb8z_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-mr64k_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-p7mk9_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-94bt5_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-566sz_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-c6sfg_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-76brp_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-jk8n7_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-l66j2_service:adservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-p75xj_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-dtszq_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-8rwj6_service:adservice_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-r2n5j_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-bvf8c_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-h8zxg_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-l7p98_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-4xlnl_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-qfj2n_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-l9spp_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-fv9zc_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-76766bdfb6-6kfgr_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-rshmq_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-tjfsb_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-2k4pc_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-lqcjc_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-drts4_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-l7q4r_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-9cr5l_service:frontend_node:worker--1","pod:recommendationservice-w2-6855bd669b-5t8k4_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-mllw4_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-qk2qh_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-z7lww_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-ldsh8_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-84485f8b85-2fsrp_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-ddnm4_service:frontend_node:worker--1","pod:frontend-w2-6646bc856b-wk7ff_service:frontend_node:worker--2.novalocal"
1641931774.737,0.27251582997673585,0.11905993482056432,0.08440299767954659,0.04274130289564486,0.15774627117047768,0.11891943646412437,0.03664880211988686,0.1252903884053137,0.10435361006058119,0.24025747157841393,0.35264990719171896,0.12649167197288502,0.04788441631718553,0.049309693645171945,0.1922717070255744,0.34274887048039016,0.13734964406737332,0.159715010662013,0.15715448980919677,0.3170865944286997,0.2158712527149688,0.3422128974706138,0.10368097049670713,0.016969036356688307,0.12261147769340613,0.05434143154874327,0.2187022891030524,0.12468778919388362,0.10161910886348688,0.04856824746395524,0.47151730767503075,0.05469077090716442,0.23164176624758692,0.34517149089633126,0.060790298933545185,0.057908661109174295,0.05901512780396388,0.4217860429421805,0.05368839490143152,0.004197941097928344,0.3456535910693577,0.45229530455084244
1641931789.772,0.27251582997673585,0.11905993482056432,0.08440299767954659,0.04274130289564486,0.15774627117047768,0.11891943646412437,0.03664880211988686,0.1252903884053137,0.10435361006058119,0.24025747157841393,0.35264990719171896,0.12649167197288502,0.04788441631718553,0.049309693645171945,0.1922717070255744,0.34274887048039016,0.13734964406737332,0.159715010662013,0.15715448980919677,0.3170865944286997,0.2158712527149688,0.3422128974706138,0.10368097049670713,0.016969036356688307,0.12261147769340613,0.05434143154874327,0.2187022891030524,0.12468778919388362,0.10161910886348688,0.04856824746395524,0.47151730767503075,0.05469077090716442,0.23164176624758692,0.34517149089633126,0.060790298933545185,0.057908661109174295,0.05901512780396388,0.4217860429421805,0.05368839490143152,0.004197941097928344,0.3456535910693577,0.45229530455084244
1641931804.793,0.30105572355167587,0.1290870966344808,0.09443416590570419,0.04828450035730818,0.16099742470528336,0.1284617565379243,0.04221127502215148,0.14136698062103153,0.114169303603954,0.26095268119612564,0.39626101501204986,0.14375698070481205,0.05201356017263207,0.05162278901165964,0.19890156587861507,0.38492755958643077,0.1372731917259666,0.16586168784668337,0.1708884756620015,0.35069717623560426,0.25409567406092437,0.3662264547624049,0.11330961047424723,0.018449389444936935,0.12970154831929248,0.05765849142345843,0.20988447785474335,0.14510003048002484,0.11444958701545083,0.051940802696554864,0.5269318265296425,0.05673528213270511,0.25127073002690925,0.3882069692793998,0.056919041906204025,0.05613136205036518,0.06017251276459478,0.4752037146237407,0.05611295071926749,0.004120226895689421,0.3875399524488481,0.5274157684767593
1641931819.821,0.30105572355167587,0.1290870966344808,0.09443416590570419,0.04828450035730818,0.16099742470528336,0.1284617565379243,0.04221127502215148,0.14136698062103153,0.114169303603954,0.26095268119612564,0.39626101501204986,0.14375698070481205,0.05201356017263207,0.05162278901165964,0.19890156587861507,0.38492755958643077,0.1372731917259666,0.16586168784668337,0.1708884756620015,0.35069717623560426,0.25409567406092437,0.3662264547624049,0.11330961047424723,0.018449389444936935,0.12970154831929248,0.05765849142345843,0.20988447785474335,0.14510003048002484,0.11444958701545083,0.051940802696554864,0.5269318265296425,0.05673528213270511,0.25127073002690925,0.3882069692793998,0.056919041906204025,0.05613136205036518,0.06017251276459478,0.4752037146237407,0.05611295071926749,0.004120226895689421,0.3875399524488481,0.5274157684767593
1641931834.839,0.30008822710883853,0.1291980813765315,0.09450164077394901,0.0442674449638881,0.1717913839100494,0.12958075537435496,0.04114799884997789,0.14175015035803473,0.1152854657542454,0.25286060769526997,0.40034881584112336,0.1432121909811245,0.05127065794643394,0.052245995455300384,0.17838084717380281,0.34991770201119843,0.1414928653644399,0.14754461514469477,0.17042141760064064,0.3494194083040524,0.25610975362291033,0.3867297985181965,0.11402897152969901,0.018575938429957257,0.12970677236225422,0.0576473239044627,0.1916312659941704,0.14131126116493684,0.11416974685008871,0.05192639256746238,0.5365164576084797,0.05647643225795493,0.25663964073642,0.3876502813384038,0.059720256056537864,0.05814866605398844,0.05928729856901292,0.48527132396787065,0.05665267969553134,0.00413348385882461,0.39541342011680924,0.5360291285386104
1641931849.874,0.30008822710883853,0.1291980813765315,0.09450164077394901,0.0442674449638881,0.1717913839100494,0.12958075537435496,0.04114799884997789,0.14175015035803473,0.1152854657542454,0.25286060769526997,0.40034881584112336,0.1432121909811245,0.05127065794643394,0.052245995455300384,0.17838084717380281,0.34991770201119843,0.1414928653644399,0.14754461514469477,0.17042141760064064,0.3494194083040524,0.25610975362291033,0.3867297985181965,0.11402897152969901,0.018575938429957257,0.12970677236225422,0.0576473239044627,0.1916312659941704,0.14131126116493684,0.11416974685008871,0.05192639256746238,0.5365164576084797,0.05647643225795493,0.25663964073642,0.3876502813384038,0.059720256056537864,0.05814866605398844,0.05928729856901292,0.48527132396787065,0.05665267969553134,0.00413348385882461,0.39541342011680924,0.5360291285386104
1641931864.893,0.29971615231538373,0.12937944994143025,0.09435323320459701,0.04638648170959674,0.16924997532983357,0.1307847961813094,0.04055185608064603,0.1417390838028113,0.11468448455004665,0.25901885764942545,0.38889833422360365,0.13083874251901867,0.051677984764775226,0.05246495799220815,0.16997918152320707,0.38800823290076836,0.13736769086596534,0.14005472803669658,0.17109184171968872,0.3484230951023813,0.25505254530073374,0.40073837003683715,0.11461932223180932,0.018472724284884397,0.13012562220334722,0.05866344637066648,0.1733973006490191,0.14270407969460513,0.11456346838414755,0.05176869336156881,0.5382138381083913,0.057143442191741146,0.24788607438128812,0.3950474850455229,0.057844141431774264,0.059100700927710054,0.05731651261670043,0.4864688022263254,0.057065328031632064,0.004146264004438233,0.39502420874424504,0.5582995294575043
1641931879.924,0.29971615231538373,0.12937944994143025,0.09435323320459701,0.04638648170959674,0.16924997532983357,0.1307847961813094,0.04055185608064603,0.1417390838028113,0.11468448455004665,0.25901885764942545,0.38889833422360365,0.13083874251901867,0.051677984764775226,0.05246495799220815,0.16997918152320707,0.38800823290076836,0.13736769086596534,0.14005472803669658,0.17109184171968872,0.3484230951023813,0.25505254530073374,0.40073837003683715,0.11461932223180932,0.018472724284884397,0.13012562220334722,0.05866344637066648,0.1733973006490191,0.14270407969460513,0.11456346838414755,0.05176869336156881,0.5382138381083913,0.057143442191741146,0.24788607438128812,0.3950474850455229,0.057844141431774264,0.059100700927710054,0.05731651261670043,0.4864688022263254,0.057065328031632064,0.004146264004438233,0.39502420874424504,0.5582995294575043
1641931894.949,0.30306351989913527,0.1295965108045785,0.09465215543436475,0.04591415811521211,0.17329648028714534,0.13128262509701183,0.044028905452692835,0.14394223625625402,0.11644794265104202,0.25772956797708074,0.37683215053290287,0.14415603605180052,0.05230839819976404,0.05297944207954207,0.16011168356599545,0.38804286732799326,0.1376627429772745,0.13411630868848573,0.17167894480880286,0.3503573067152217,0.25524733461117055,0.36948030106961005,0.11539892779564123,0.018752418820311416,0.13063898555645237,0.05922769785699547,0.18492089793717897,0.1357835316592747,0.11536243380294386,0.05219047140995989,0.5392989081584019,0.0574231815401332,0.24528000302703268,0.3953574048637463,0.05860028129114038,0.059796457298190435,0.05927581474889558,0.49045112759785675,0.05766609380271455,0.004197121123755698,0.39541193721647283,0.5557099956827879
1641931909.984,0.30306351989913527,0.1295965108045785,0.09465215543436475,0.04591415811521211,0.17329648028714534,0.13128262509701183,0.044028905452692835,0.14394223625625402,0.11644794265104202,0.25772956797708074,0.37683215053290287,0.14415603605180052,0.05230839819976404,0.05297944207954207,0.16011168356599545,0.38804286732799326,0.1376627429772745,0.13411630868848573,0.17167894480880286,0.3503573067152217,0.25524733461117055,0.36948030106961005,0.11539892779564123,0.018752418820311416,0.13063898555645237,0.05922769785699547,0.18492089793717897,0.1357835316592747,0.11536243380294386,0.05219047140995989,0.5392989081584019,0.0574231815401332,0.24528000302703268,0.3953574048637463,0.05860028129114038,0.059796457298190435,0.05927581474889558,0.49045112759785675,0.05766609380271455,0.004197121123755698,0.39541193721647283,0.5557099956827879
