"Time","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-v6sr5_service:currencyservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-5hj77_service:adservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-h42qd_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-wtxtp_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-9rl5z_service:productcatalogservice_node:worker--3","pod:recommendationservice-w1-5c774597c5-4vb29_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-2nzdm_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-lwmr2_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-pchs6_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-q9ks9_service:recommendationservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-5cz7h_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-s5dwb_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-86n2m_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-b42hq_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-6p4c4_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-2sszz_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-flkhp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-tlpfw_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-twmdf_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-hj4nh_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-599b6846df-r9d5m_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-zbf5c_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-7nf7k_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-28q6f_service:productcatalogservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-ltpbz_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-frlhh_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-qn8bf_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-dkv7b_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-dl2x6_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-scpr9_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-k9bbj_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-tvx72_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-g4rt9_service:frontend_node:worker--4.novalocal"
1636594143.483,0.17100185954372965,0.44919140630593507,0.1746591594096709,0.6657616930934103,0.06251018926965068,0.005526817245277315,0.1764682789150303,0.1297118651638329,0.05148811050210261,0.5089936346178984,0.062494095864606136,0.6145698486786308,0.05274132450759043,0.1603793896358896,0.1447633839727417,0.025212115828161404,0.18594896139990735,0.5131714024181713,0.1737933304169939,0.6338760746428234,0.5091909272212499,0.44626300022404924,0.5014342003380088,0.5641364088348176,0.15782589668345118,0.0685976880494706,0.024697795105765148,0.6111798628342232,0.13097836857623832,0.052426404792916916,0.1967090808415065,0.1303094255804798,0.17530206872986964,0.13173485879356617,0.05242032234818775,0.06764799522662188,0.14250648522665144,0.6104778493609055,0.019797859748356017,0.6325056768946127,0.1579728583809958,0.4427178751651154,0.4319603910921911,0.592115820261815
1636594158.511,0.17100185954372965,0.44919140630593507,0.1746591594096709,0.6657616930934103,0.06251018926965068,0.005526817245277315,0.1764682789150303,0.1297118651638329,0.05148811050210261,0.5089936346178984,0.062494095864606136,0.6145698486786308,0.05274132450759043,0.1603793896358896,0.1447633839727417,0.025212115828161404,0.18594896139990735,0.5131714024181713,0.1737933304169939,0.6338760746428234,0.5091909272212499,0.44626300022404924,0.5014342003380088,0.5641364088348176,0.15782589668345118,0.0685976880494706,0.024697795105765148,0.6111798628342232,0.13097836857623832,0.052426404792916916,0.1967090808415065,0.1303094255804798,0.17530206872986964,0.13173485879356617,0.05242032234818775,0.06764799522662188,0.14250648522665144,0.6104778493609055,0.019797859748356017,0.6325056768946127,0.1579728583809958,0.4427178751651154,0.4319603910921911,0.592115820261815
1636594173.534,0.18702570733035964,0.49944326964362135,0.18774980931651453,0.7450676008929984,0.063760565601961,0.00679586865534097,0.18409793257041596,0.1434439656064715,0.054846192946994415,0.5641050402284071,0.0637888216973915,0.69268865654611,0.05166200756546674,0.1694242321601392,0.1478747494184163,0.02649136135189413,0.18749883851445653,0.6081199268379155,0.18829266200301525,0.6708119385351553,0.601996614482357,0.502240139571928,0.5558917827504357,0.6483070511181181,0.19538627628382566,0.07144748436895344,0.024865979490135918,0.6909614050363491,0.14652476161390737,0.055562096070906876,0.21099843980149285,0.1356856493361516,0.19883455299606406,0.1442614778963715,0.054232417711611004,0.0704536404536578,0.15589932745725313,0.6830223847541467,0.02147819880443808,0.7070491512062526,0.16631276815772555,0.48223167817148704,0.47555425650681216,0.677383890297554
1636594188.556,0.18702570733035964,0.49944326964362135,0.18774980931651453,0.7450676008929984,0.063760565601961,0.00679586865534097,0.18409793257041596,0.1434439656064715,0.054846192946994415,0.5641050402284071,0.0637888216973915,0.69268865654611,0.05166200756546674,0.1694242321601392,0.1478747494184163,0.02649136135189413,0.18749883851445653,0.6081199268379155,0.18829266200301525,0.6708119385351553,0.601996614482357,0.502240139571928,0.5558917827504357,0.6483070511181181,0.19538627628382566,0.07144748436895344,0.024865979490135918,0.6909614050363491,0.14652476161390737,0.055562096070906876,0.21099843980149285,0.1356856493361516,0.19883455299606406,0.1442614778963715,0.054232417711611004,0.0704536404536578,0.15589932745725313,0.6830223847541467,0.02147819880443808,0.7070491512062526,0.16631276815772555,0.48223167817148704,0.47555425650681216,0.677383890297554
1636594203.577,0.1889863473270498,0.5014045301604563,0.18714787973160701,0.7636045968567685,0.06337857913058739,0.008234286207599986,0.18853619777150143,0.14103647658404966,0.05600118376255592,0.5692939751191309,0.0635430149673333,0.7054539086994789,0.054390839611454515,0.16920510890603566,0.1560376652985342,0.025843509852941544,0.19188369674054004,0.5892075208977494,0.1973241734875326,0.7274218334197314,0.5944983118091333,0.5039285123628494,0.5592083540673507,0.6115985414714769,0.18988521500108171,0.06620537383759176,0.022941467191318815,0.706800785252257,0.14675309151709104,0.05526018265674703,0.21080095926001402,0.14389832226595498,0.208202491686115,0.1446619883250111,0.05335804875033615,0.0711470420693413,0.15576764322069242,0.6969744774472292,0.021551954963874742,0.723414745058164,0.16585057947222265,0.47869156837965565,0.48109071172630247,0.6219549425174846
1636594218.599,0.1889863473270498,0.5014045301604563,0.18714787973160701,0.7636045968567685,0.06337857913058739,0.008234286207599986,0.18853619777150143,0.14103647658404966,0.05600118376255592,0.5692939751191309,0.0635430149673333,0.7054539086994789,0.054390839611454515,0.16920510890603566,0.1560376652985342,0.025843509852941544,0.19188369674054004,0.5892075208977494,0.1973241734875326,0.7274218334197314,0.5944983118091333,0.5039285123628494,0.5592083540673507,0.6115985414714769,0.18988521500108171,0.06620537383759176,0.022941467191318815,0.706800785252257,0.14675309151709104,0.05526018265674703,0.21080095926001402,0.14389832226595498,0.208202491686115,0.1446619883250111,0.05335804875033615,0.0711470420693413,0.15576764322069242,0.6969744774472292,0.021551954963874742,0.723414745058164,0.16585057947222265,0.47869156837965565,0.48109071172630247,0.6219549425174846
1636594233.621,0.18916574372874032,0.5021592595360299,0.18624838827314932,0.76236490057239,0.06312453705091074,0.009445656283605533,0.18686090744442224,0.14277451619258757,0.05595644183583885,0.5670796067229394,0.06336386526042168,0.7040240562135369,0.05367826644169818,0.1687686847261196,0.15650622058572145,0.02479698483295118,0.19809899732139846,0.6167881162547616,0.19829013261338052,0.7111622765143154,0.6192795884869251,0.5048396025685493,0.5591224367901018,0.6044058572574923,0.19053305441360482,0.06845230389414346,0.026701893399388207,0.7081264631002688,0.14645605848158905,0.0550012365651219,0.21051463573765705,0.14289815594612384,0.20050501693422113,0.14499357958380074,0.05215745676644179,0.07156970731085108,0.15559813798481137,0.6993693541166393,0.021583288542890617,0.7235900518338498,0.16601224949006613,0.4911590154385983,0.468085981338837,0.6537446640368596
1636594248.646,0.18916574372874032,0.5021592595360299,0.18624838827314932,0.76236490057239,0.06312453705091074,0.009445656283605533,0.18686090744442224,0.14277451619258757,0.05595644183583885,0.5670796067229394,0.06336386526042168,0.7040240562135369,0.05367826644169818,0.1687686847261196,0.15650622058572145,0.02479698483295118,0.19809899732139846,0.6167881162547616,0.19829013261338052,0.7111622765143154,0.6192795884869251,0.5048396025685493,0.5591224367901018,0.6044058572574923,0.19053305441360482,0.06845230389414346,0.026701893399388207,0.7081264631002688,0.14645605848158905,0.0550012365651219,0.21051463573765705,0.14289815594612384,0.20050501693422113,0.14499357958380074,0.05215745676644179,0.07156970731085108,0.15559813798481137,0.6993693541166393,0.021583288542890617,0.7235900518338498,0.16601224949006613,0.4911590154385983,0.468085981338837,0.6537446640368596
1636594263.667,0.18864037100862624,0.5023220028338323,0.18509985346576313,0.7589628274762794,0.06383185707376028,0.010731968521738612,0.1853308271679373,0.14267720760828273,0.056279348839620616,0.5667576735431654,0.0629992245397874,0.7052074423071032,0.05379721692947331,0.16784426542478922,0.1561919760630078,0.02359078674313046,0.19349244878258365,0.6087050267889148,0.18892415082238953,0.7298794462972326,0.5609333346839682,0.5025408509599012,0.5599835808631777,0.6534696105602298,0.18203308003546548,0.06565806320131103,0.025566004581186148,0.7061469319789581,0.14558818165569185,0.0545518967208429,0.2110889291369715,0.14230762620513643,0.18684508724142285,0.14494975675379232,0.05368123492179581,0.07156727107673935,0.15513453840551744,0.6992020661732946,0.021639946944506733,0.7228820470856085,0.16607540564998458,0.49004236766378606,0.48029137107963427,0.6436180540037022
1636594278.714,0.18864037100862624,0.5023220028338323,0.18509985346576313,0.7589628274762794,0.06383185707376028,0.010731968521738612,0.1853308271679373,0.14267720760828273,0.056279348839620616,0.5667576735431654,0.0629992245397874,0.7052074423071032,0.05379721692947331,0.16784426542478922,0.1561919760630078,0.02359078674313046,0.19349244878258365,0.6087050267889148,0.18892415082238953,0.7298794462972326,0.5609333346839682,0.5025408509599012,0.5599835808631777,0.6534696105602298,0.18203308003546548,0.06565806320131103,0.025566004581186148,0.7061469319789581,0.14558818165569185,0.0545518967208429,0.2110889291369715,0.14230762620513643,0.18684508724142285,0.14494975675379232,0.05368123492179581,0.07156727107673935,0.15513453840551744,0.6992020661732946,0.021639946944506733,0.7228820470856085,0.16607540564998458,0.49004236766378606,0.48029137107963427,0.6436180540037022
