"Time","pod:productcatalogservice-w4-8649bb655b-g9f4q_service:productcatalogservice_node:worker--4","pod:productcatalogservice-w3-5d9b8d854-7lgrx_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w2-86744bdcbd-tpxbv_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-fwpbz_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w2-7c75d55f4d-8b872_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w4-8597bb459d-b84gr_service:recommendationservice_node:worker--4","pod:recommendationservice-w3-6855bd669b-z9zx8_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w2-599b6846df-pml2q_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-5bwm4_service:productcatalogservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-f4h4q_service:productcatalogservice_node:worker--4","pod:cartservice-w3-6d5d8bb6bc-pkm59_service:cartservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-qs8zw_service:currencyservice_node:worker--3.novalocal","pod:adservice-w2-5c67ddfffc-gpnfw_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-876q9_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-777d8d5dcb-wcfqq_service:frontend_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-j2nzd_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-8kz6p_service:frontend_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-c5jdp_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-4dwck_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-9m8wh_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w2-56c4dd84bf-lb7sk_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-lx8hr_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-qv4v2_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-hz9hd_service:currencyservice_node:worker--4","pod:redis-cart-w3-5fdf77f88c-lh67t_service:redis-cart_node:worker--3.novalocal","pod:recommendationservice-w2-5c774597c5-6wgjz_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-6f8d8654c5-k48qz_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-rjldp_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w3-6855bd669b-vqc7n_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-v9ldb_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-287fs_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-29t2w_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-4fc9w_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-dmfgb_service:recommendationservice_node:worker--4","pod:redis-cart-w4-6d65c886c7-4dk42_service:redis-cart_node:worker--4","pod:adservice-w3-76766bdfb6-nrmcp_service:adservice_node:worker--3.novalocal","pod:currencyservice-w2-cd78b8fd6-qp6hx_service:currencyservice_node:worker--2.novalocal","pod:adservice-w4-754d7d8cd4-t8lzs_service:adservice_node:worker--4","pod:cartservice-w4-856bd974f7-7w5wj_service:cartservice_node:worker--4","pod:currencyservice-w1-6f8d8654c5-q9plg_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-tlk72_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w4-8597bb459d-r5tgz_service:recommendationservice_node:worker--4"
1642015382.413,0.09347992929656423,0.1207964866822118,0.1878122254514723,0.10290962881243407,0.02227186214917263,0.03481615710309929,0.04690246948776926,0.7239581562142849,0.09226075192168566,0.09450424883399247,0.20871605519746006,0.6616507118795487,0.214205308105446,0.03944026417340947,0.4298228021168169,0.4699534670797328,0.48477563370591126,0.9068402608203335,0.12125895047766325,0.04173307397999999,0.10419446914370654,0.1008130890861133,0.038737737979475904,0.49941780693208737,0.026003005508669713,0.03955708870078134,0.47513729708197644,0.4550788297811169,0.04227176723440942,0.1001180469560925,0.03727662030378536,0.1269575119044525,0.6676494633932809,0.03582253413423778,0.020842774089393903,0.2858436045600965,0.5239196151455977,0.21019706479368705,0.17210606297436662,0.4701939794444343,0.4058407591506171,0.03558445544097541
1642015397.435,0.09347992929656423,0.1207964866822118,0.1878122254514723,0.10290962881243407,0.02227186214917263,0.03481615710309929,0.04690246948776926,0.7239581562142849,0.09226075192168566,0.09450424883399247,0.20871605519746006,0.6616507118795487,0.214205308105446,0.03944026417340947,0.4298228021168169,0.4699534670797328,0.48477563370591126,0.9068402608203335,0.12125895047766325,0.04173307397999999,0.10419446914370654,0.1008130890861133,0.038737737979475904,0.49941780693208737,0.026003005508669713,0.03955708870078134,0.47513729708197644,0.4550788297811169,0.04227176723440942,0.1001180469560925,0.03727662030378536,0.1269575119044525,0.6676494633932809,0.03582253413423778,0.020842774089393903,0.2858436045600965,0.5239196151455977,0.21019706479368705,0.17210606297436662,0.4701939794444343,0.4058407591506171,0.03558445544097541
1642015412.809,0.10367665953648203,0.12755610256824704,0.20235626519293318,0.10943578370746128,0.02441756743834638,0.038848848570682354,0.04265081151733885,0.8096731858412144,0.09980667744181831,0.09894110727710188,0.24455192522375516,0.744265033043485,0.22411894148480793,0.041478910185461154,0.4794469865482903,0.5175725520365431,0.5433323732351655,0.9699760310473642,0.12828704214260936,0.04463463770067877,0.11108841469483613,0.10887762896274311,0.04082590713522355,0.5603326700759804,0.028846525488298073,0.04056750449530422,0.5250575634042496,0.5058622283083075,0.046100832983429,0.10631779232175737,0.037404617997050055,0.13550603680276074,0.747474850429745,0.03653785861470632,0.022844056043696333,0.2964988512574381,0.5823415374838918,0.2180244071740478,0.1968674932267704,0.5184338606293697,0.4519189297259941,0.03759571935101062
1642015427.824,0.10367665953648203,0.12755610256824704,0.20235626519293318,0.10943578370746128,0.02441756743834638,0.038848848570682354,0.04265081151733885,0.8096731858412144,0.09980667744181831,0.09894110727710188,0.24455192522375516,0.744265033043485,0.22411894148480793,0.041478910185461154,0.4794469865482903,0.5175725520365431,0.5433323732351655,0.9699760310473642,0.12828704214260936,0.04463463770067877,0.11108841469483613,0.10887762896274311,0.04082590713522355,0.5603326700759804,0.028846525488298073,0.04056750449530422,0.5250575634042496,0.5058622283083075,0.046100832983429,0.10631779232175737,0.037404617997050055,0.13550603680276074,0.747474850429745,0.03653785861470632,0.022844056043696333,0.2964988512574381,0.5823415374838918,0.2180244071740478,0.1968674932267704,0.5184338606293697,0.4519189297259941,0.03759571935101062
1642015442.839,0.10345508590904788,0.13972953436319932,0.20421353084647648,0.10946283523014899,0.024555097067334396,0.03668112366636592,0.044535924015568426,0.8193766438942298,0.09977871117267093,0.09614245408020598,0.23955392370798223,0.7918013020097365,0.2060624357844848,0.04097650656956548,0.4816577892938641,0.5204972400074258,0.5564143208078087,0.9727014064032826,0.12873018273918968,0.04514506422856859,0.1115322636954943,0.10911384855445677,0.040222805435629755,0.5476405763969341,0.029148468579559106,0.04010463672885345,0.5280243967020477,0.5119754727793223,0.044364414253237366,0.10576517660255996,0.03699838492249819,0.1359329224059657,0.7596921139926796,0.03630728087676549,0.02295617260281144,0.23552407088405852,0.5851741071567972,0.1963800622973954,0.19761071383397028,0.5216683177889684,0.45802286373242523,0.03780481880825093
1642015457.853,0.10345508590904788,0.13972953436319932,0.20421353084647648,0.10946283523014899,0.024555097067334396,0.03668112366636592,0.044535924015568426,0.8193766438942298,0.09977871117267093,0.09614245408020598,0.23955392370798223,0.7918013020097365,0.2060624357844848,0.04097650656956548,0.4816577892938641,0.5204972400074258,0.5564143208078087,0.9727014064032826,0.12873018273918968,0.04514506422856859,0.1115322636954943,0.10911384855445677,0.040222805435629755,0.5476405763969341,0.029148468579559106,0.04010463672885345,0.5280243967020477,0.5119754727793223,0.044364414253237366,0.10576517660255996,0.03699838492249819,0.1359329224059657,0.7596921139926796,0.03630728087676549,0.02295617260281144,0.23552407088405852,0.5851741071567972,0.1963800622973954,0.19761071383397028,0.5216683177889684,0.45802286373242523,0.03780481880825093
1642015472.868,0.10087651787942638,0.12770438166583437,0.20546319948146136,0.10941282482315773,0.024511219248823844,0.038191466811561686,0.04564021101550677,0.8257165919398116,0.09746468519825553,0.10395806442978436,0.25929936446039814,0.7611498268212011,0.19077644696491536,0.040657587512417416,0.4844124624772226,0.5223814087717886,0.5522773813498509,0.990401436317373,0.1260764506661478,0.04542251609437461,0.11167981514827746,0.10898163914612097,0.04022354869740678,0.5677963153360706,0.030620573638284347,0.039870300944726475,0.5285875403790854,0.5119016220561102,0.04650346918980394,0.10583521864344941,0.0371508141990964,0.12569055512438213,0.7589771608370185,0.03713853086873333,0.02299855421948313,0.2429498663810628,0.5862384124100809,0.17371984510936295,0.19190852092019178,0.5225527741975745,0.45672157249292006,0.03826002567404608
1642015487.893,0.10087651787942638,0.12770438166583437,0.20546319948146136,0.10941282482315773,0.024511219248823844,0.038191466811561686,0.04564021101550677,0.8257165919398116,0.09746468519825553,0.10395806442978436,0.25929936446039814,0.7611498268212011,0.19077644696491536,0.040657587512417416,0.4844124624772226,0.5223814087717886,0.5522773813498509,0.990401436317373,0.1260764506661478,0.04542251609437461,0.11167981514827746,0.10898163914612097,0.04022354869740678,0.5677963153360706,0.030620573638284347,0.039870300944726475,0.5285875403790854,0.5119016220561102,0.04650346918980394,0.10583521864344941,0.0371508141990964,0.12569055512438213,0.7589771608370185,0.03713853086873333,0.02299855421948313,0.2429498663810628,0.5862384124100809,0.17371984510936295,0.19190852092019178,0.5225527741975745,0.45672157249292006,0.03826002567404608
1642015503.379,0.10316280285087481,0.12866625828424802,0.2044520950329315,0.10934797213572511,0.024608490570422616,0.038747568436951485,0.04534405248387556,0.826281559303758,0.10200223818956661,0.10407916235145133,0.26000853176694383,0.7924350167395666,0.18179114576021432,0.040398983312043786,0.4853393554431529,0.5212194497770901,0.5520328676456989,1.0673822836186855,0.1297689005454855,0.045098701649509784,0.11097987874427362,0.10843941796188744,0.040547603630145264,0.548644679504743,0.02904464111299574,0.039517071450894586,0.5285656013647335,0.5109529912195954,0.04762368143801202,0.10592915288892753,0.036809227249463734,0.12908016066788752,0.7607036623859128,0.03727042197599427,0.022993610207262975,0.22625902952893134,0.5847766375478547,0.17419660837785816,0.19754520107654308,0.5234807606994498,0.45898564131225705,0.03821469546215092
1642015518.423,0.10316280285087481,0.12866625828424802,0.2044520950329315,0.10934797213572511,0.024608490570422616,0.038747568436951485,0.04534405248387556,0.826281559303758,0.10200223818956661,0.10407916235145133,0.26000853176694383,0.7924350167395666,0.18179114576021432,0.040398983312043786,0.4853393554431529,0.5212194497770901,0.5520328676456989,1.0673822836186855,0.1297689005454855,0.045098701649509784,0.11097987874427362,0.10843941796188744,0.040547603630145264,0.548644679504743,0.02904464111299574,0.039517071450894586,0.5285656013647335,0.5109529912195954,0.04762368143801202,0.10592915288892753,0.036809227249463734,0.12908016066788752,0.7607036623859128,0.03727042197599427,0.022993610207262975,0.22625902952893134,0.5847766375478547,0.17419660837785816,0.19754520107654308,0.5234807606994498,0.45898564131225705,0.03821469546215092
