"Time","pod:frontend-w4-599b6846df-hbm2m_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w3-66565874fb-kmctd_service:productcatalogservice_node:worker--3.novalocal","pod:adservice-w2-754d7d8cd4-v9l4q_service:adservice_node:worker--2","pod:cartservice-w2-856bd974f7-cfgmc_service:cartservice_node:worker--2","pod:recommendationservice-w4-5c774597c5-2jz5n_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w3-9f97cf96-6wjwq_service:adservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-w8hlg_service:frontend_node:worker--3.novalocal","pod:redis-cart-w2-6d65c886c7-prsk4_service:redis-cart_node:worker--2","pod:currencyservice-w1-649d8c7669-cln4t_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-fhpp8_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-tvv2r_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w4-5c67ddfffc-696g6_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w3-66565874fb-h5c44_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-p8wds_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-84485f8b85-87wzb_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w2-8649bb655b-n4r6g_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-pvmgv_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-6f8d8654c5-c42q6_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-99mcj_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w2-656689488c-nfz8h_service:currencyservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-mngcg_service:recommendationservice_node:worker--2","pod:currencyservice-w1-649d8c7669-wnscs_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w4-86744bdcbd-7rw5g_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w3-5bbcb977f8-xwgdb_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w2-8649bb655b-q924n_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-jxftw_service:recommendationservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-jbbqm_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-h4742_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-649d8c7669-2tfr2_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-7pmjt_service:frontend_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-qm5lr_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-k2bnr_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-zkbbr_service:recommendationservice_node:worker--2","pod:frontend-w1-6646bc856b-cgxj5_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w4-5c774597c5-c65cr_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-xdh6j_service:redis-cart_node:worker--4.novalocal","pod:cartservice-w3-59ff89795c-9d95g_service:cartservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-88k7c_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-gspz8_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-dwkp7_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-6gc4f_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-6646bc856b-zlrqb_service:frontend_node:worker--1.novalocal"
1642061276.199,0.664103885154966,0.10675606076460567,0.17573614602146884,0.15662447746077945,0.03648475380847774,0.21751147053322498,0.7391420944412412,0.020268758327193836,0.4619610235650625,0.3883397788330082,0.043023037215340634,0.18349192288049504,0.10483842765471867,0.10643164130596862,0.02099374120789603,0.09424383175335646,0.09131738819387075,0.5000844653645253,0.04205707303747898,0.4235500065850752,0.03878207465791163,0.4334894169594881,0.15524475406588606,0.04123931151736408,0.08974959302198222,0.039668063195151426,0.08844245108483355,0.03746627031423816,0.4703261581359265,0.4190588534198045,0.5869631037132617,0.0895564171694082,0.038186643442144313,0.44437979847364706,0.037107005681461455,0.018188404628994306,0.18512478607607655,0.040923419640624806,0.11502866904255533,0.4233020181862274,0.09002975684493988,0.4159712220482339
1642061291.228,0.664103885154966,0.10675606076460567,0.17573614602146884,0.15662447746077945,0.03648475380847774,0.21751147053322498,0.7391420944412412,0.020268758327193836,0.4619610235650625,0.3883397788330082,0.043023037215340634,0.18349192288049504,0.10483842765471867,0.10643164130596862,0.02099374120789603,0.09424383175335646,0.09131738819387075,0.5000844653645253,0.04205707303747898,0.4235500065850752,0.03878207465791163,0.4334894169594881,0.15524475406588606,0.04123931151736408,0.08974959302198222,0.039668063195151426,0.08844245108483355,0.03746627031423816,0.4703261581359265,0.4190588534198045,0.5869631037132617,0.0895564171694082,0.038186643442144313,0.44437979847364706,0.037107005681461455,0.018188404628994306,0.18512478607607655,0.040923419640624806,0.11502866904255533,0.4233020181862274,0.09002975684493988,0.4159712220482339
1642061306.267,0.7357753219695328,0.11080699194685306,0.1510049366441146,0.17151201583514958,0.03760194895489484,0.20486158632110568,0.814943577931329,0.021750687162976894,0.509695675947033,0.41267785127637446,0.04477687339832601,0.18491550904878287,0.11027535760517249,0.1095454778194904,0.021882982605862987,0.09793690482246409,0.09707092577024883,0.5429354086345086,0.04314888906324106,0.4537230348698412,0.040339739560274146,0.47471965381971254,0.16643854684362935,0.041943612229452816,0.0969461544886463,0.03774103389743529,0.09579896073607959,0.03917338211092823,0.49850908900215707,0.4434277107721054,0.5981747640902265,0.09734791717969216,0.039328178664327404,0.45893814329580257,0.03812656873578808,0.01934518614932724,0.19399421805822936,0.04153647960379951,0.10807779390713552,0.458361063413444,0.09622045974923815,0.4302845300950926
1642061321.288,0.7357753219695328,0.11080699194685306,0.1510049366441146,0.17151201583514958,0.03760194895489484,0.20486158632110568,0.814943577931329,0.021750687162976894,0.509695675947033,0.41267785127637446,0.04477687339832601,0.18491550904878287,0.11027535760517249,0.1095454778194904,0.021882982605862987,0.09793690482246409,0.09707092577024883,0.5429354086345086,0.04314888906324106,0.4537230348698412,0.040339739560274146,0.47471965381971254,0.16643854684362935,0.041943612229452816,0.0969461544886463,0.03774103389743529,0.09579896073607959,0.03917338211092823,0.49850908900215707,0.4434277107721054,0.5981747640902265,0.09734791717969216,0.039328178664327404,0.45893814329580257,0.03812656873578808,0.01934518614932724,0.19399421805822936,0.04153647960379951,0.10807779390713552,0.458361063413444,0.09622045974923815,0.4302845300950926
1642061336.321,0.7413990346163021,0.11108193290174007,0.16282468083748827,0.17358047212769695,0.03801663643341893,0.19365544830710762,0.8260871927602635,0.02205485859901346,0.5064887824890696,0.43051653748437024,0.04438758927632895,0.17090979534773487,0.11019575011827007,0.1098350471739542,0.02198883632145672,0.09362641764881216,0.09749907879279358,0.54446224780232,0.043086370696145584,0.4594187320075076,0.03798493765845778,0.5058414584087186,0.16719008756933962,0.041405904311280634,0.09487869985376081,0.04004818410350797,0.09580657809101774,0.039334632743561596,0.5317456425045617,0.4762425937965041,0.6511467853240162,0.09286077881472342,0.04078946602385252,0.46566751949560736,0.03828500427178777,0.01939591421982411,0.19488853273118095,0.04157040092341676,0.11012848935245957,0.45994248450673325,0.09665577697398295,0.42950012096786433
1642061351.344,0.7413990346163021,0.11108193290174007,0.16282468083748827,0.17358047212769695,0.03801663643341893,0.19365544830710762,0.8260871927602635,0.02205485859901346,0.5064887824890696,0.43051653748437024,0.04438758927632895,0.17090979534773487,0.11019575011827007,0.1098350471739542,0.02198883632145672,0.09362641764881216,0.09749907879279358,0.54446224780232,0.043086370696145584,0.4594187320075076,0.03798493765845778,0.5058414584087186,0.16719008756933962,0.041405904311280634,0.09487869985376081,0.04004818410350797,0.09580657809101774,0.039334632743561596,0.5317456425045617,0.4762425937965041,0.6511467853240162,0.09286077881472342,0.04078946602385252,0.46566751949560736,0.03828500427178777,0.01939591421982411,0.19488853273118095,0.04157040092341676,0.11012848935245957,0.45994248450673325,0.09665577697398295,0.42950012096786433
1642061366.378,0.7390956768072425,0.1106265869793285,0.16082723015441802,0.166683129570534,0.03821798391066925,0.1822828350326607,0.8189545080045643,0.020630839599619744,0.4953185452143345,0.4504456677445902,0.04530596871613729,0.15852665534712218,0.10955770714239635,0.10923226557158544,0.02184251934155546,0.09790569501201762,0.09687835197073039,0.5426901310579836,0.04295579621908222,0.47141370043487674,0.03895572325967066,0.5067723654541358,0.16460312113445436,0.04185566230371266,0.09779984740944968,0.03828372501211598,0.09541055337853441,0.039390804650297276,0.5006564385073985,0.4889213880666958,0.6392409220923522,0.09565508552183226,0.039424474280074936,0.49971582251905083,0.038482931872675416,0.01916185865848067,0.19331774909931046,0.04213877673899599,0.120012224053345,0.4572569142691418,0.09636680411874982,0.4484640472912178
1642061381.401,0.7390956768072425,0.1106265869793285,0.16082723015441802,0.166683129570534,0.03821798391066925,0.1822828350326607,0.8189545080045643,0.020630839599619744,0.4953185452143345,0.4504456677445902,0.04530596871613729,0.15852665534712218,0.10955770714239635,0.10923226557158544,0.02184251934155546,0.09790569501201762,0.09687835197073039,0.5426901310579836,0.04295579621908222,0.47141370043487674,0.03895572325967066,0.5067723654541358,0.16460312113445436,0.04185566230371266,0.09779984740944968,0.03828372501211598,0.09541055337853441,0.039390804650297276,0.5006564385073985,0.4889213880666958,0.6392409220923522,0.09565508552183226,0.039424474280074936,0.49971582251905083,0.038482931872675416,0.01916185865848067,0.19331774909931046,0.04213877673899599,0.120012224053345,0.4572569142691418,0.09636680411874982,0.4484640472912178
1642061396.731,0.7433246256035497,0.11104490906601215,0.15010620299054425,0.16716350047177256,0.0376713019438946,0.17612817662869504,0.8124629073762296,0.02123759944281112,0.5179933631050732,0.4487278247508573,0.048200733892709666,0.15156391651647588,0.10945368468669592,0.10907746048204439,0.0217224400051093,0.09513335400435836,0.09724504864011245,0.5426185191957649,0.042265905227334935,0.4508142638811352,0.040255118762455425,0.511539173115034,0.16391968249663574,0.042197077475249346,0.09764941845623533,0.03978441730630375,0.09533250487252645,0.039551971062982236,0.5107952497758426,0.4814410090081919,0.6501566275702864,0.09756716672058158,0.041225406732269654,0.49645691896097244,0.038455684493723344,0.01902344974498424,0.19226767178517623,0.041494790704000944,0.11424293289015451,0.4561650028515257,0.09618382931606198,0.46860813694892145
1642061411.812,0.7433246256035497,0.11104490906601215,0.15010620299054425,0.16716350047177256,0.0376713019438946,0.17612817662869504,0.8124629073762296,0.02123759944281112,0.5179933631050732,0.4487278247508573,0.048200733892709666,0.15156391651647588,0.10945368468669592,0.10907746048204439,0.0217224400051093,0.09513335400435836,0.09724504864011245,0.5426185191957649,0.042265905227334935,0.4508142638811352,0.040255118762455425,0.511539173115034,0.16391968249663574,0.042197077475249346,0.09764941845623533,0.03978441730630375,0.09533250487252645,0.039551971062982236,0.5107952497758426,0.4814410090081919,0.6501566275702864,0.09756716672058158,0.041225406732269654,0.49645691896097244,0.038455684493723344,0.01902344974498424,0.19226767178517623,0.041494790704000944,0.11424293289015451,0.4561650028515257,0.09618382931606198,0.46860813694892145
