"Time","pod:recommendationservice-w4-6855bd669b-mgw57_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-d5z64_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-xkvxk_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-kfb66_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-x8n7p_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-2rvs6_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-h9mvp_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-vbl24_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-cjtv5_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-sdkg4_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-5wmk4_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:adservice-w4-76766bdfb6-rzgpw_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-svscm_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-k9nfw_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-p8n6s_service:currencyservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-hpb7n_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-4q96m_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-8hrzv_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-xlgpx_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w3-754d7d8cd4-bl644_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-4dmtk_service:productcatalogservice_node:worker--3","pod:cartservice-w1-86744bdcbd-2kw2f_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-4bpbm_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-dzp6j_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-kk2nh_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-r9ccg_service:frontend_node:worker--3","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-pvsv5_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-94z9q_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-fx7wb_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-q8vfj_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-btjmh_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-jpjtj_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-qxzmj_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-k6vnt_service:recommendationservice_node:worker--3","pod:adservice-w2-9f97cf96-472sd_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-78d8x_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-ndsht_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-s55ds_service:cartservice_node:worker--3","pod:currencyservice-w4-649d8c7669-tfc4r_service:currencyservice_node:worker--4.novalocal"
1636036790.371,0.010479296490892017,0.5937783092054658,0.5544051681550916,0.01994768423984988,0.5456521992935186,0.09773599340948295,0.0699583124867385,0.009934792713531872,0.4716672348881168,0.5423437216431986,0.07192911234895219,0.010212901199434545,0.005515346197127964,0.17666828313938424,0.07010343104313495,0.017347262626108955,0.6568078745122984,0.4860815339384389,0.1741885191620332,0.5745235922364008,0.557230668755737,0.09667937098931463,0.13729949674279582,0.07093918452765706,0.15434328096186287,0.4854807503652353,0.18930347290232402,0.08440595422240654,0.00999477557123345,0.5574544661620044,0.03254502132276073,0.616132677661114,0.08295835243863044,0.009904182869035551,0.13436187383734302,0.4747953638138959,0.6292900885438397,0.010041596596365568,0.009658639471284161,0.17446604748857447,0.5542852888368313,0.010162386582834743,0.15634269157600533,0.5609808992977083
1636036805.417,0.009958038820878437,0.670858278506566,0.622446465417632,0.021173171842700133,0.6589991305582062,0.09705329231745716,0.07720590339932024,0.009198786482820197,0.543302509803821,0.621906902948156,0.07199834261289204,0.009230042844635324,0.004915853114630125,0.19332933921269463,0.07718115118231157,0.019283525243599664,0.7367251021219903,0.5395597907376173,0.19718204991082794,0.675153298959291,0.6815789005371273,0.09734095854094638,0.15193403609815437,0.08024283610138644,0.17190708423086326,0.5422231061715774,0.2032962329290045,0.09195587775140318,0.009348392299805046,0.6753850317983315,0.038611262339447956,0.6925347120844998,0.0921858355141971,0.00967425446694127,0.14410354983721255,0.5404863837154753,0.706604309333432,0.009504403601179766,0.009368836667618532,0.1914696861224878,0.6239456878990841,0.009721623390692945,0.17883919811442678,0.639720738876875
1636036820.438,0.009958038820878437,0.670858278506566,0.622446465417632,0.021173171842700133,0.6589991305582062,0.09705329231745716,0.07720590339932024,0.009198786482820197,0.543302509803821,0.621906902948156,0.07199834261289204,0.009230042844635324,0.004915853114630125,0.19332933921269463,0.07718115118231157,0.019283525243599664,0.7367251021219903,0.5395597907376173,0.19718204991082794,0.675153298959291,0.6815789005371273,0.09734095854094638,0.15193403609815437,0.08024283610138644,0.17190708423086326,0.5422231061715774,0.2032962329290045,0.09195587775140318,0.009348392299805046,0.6753850317983315,0.038611262339447956,0.6925347120844998,0.0921858355141971,0.00967425446694127,0.14410354983721255,0.5404863837154753,0.706604309333432,0.009504403601179766,0.009368836667618532,0.1914696861224878,0.6239456878990841,0.009721623390692945,0.17883919811442678,0.639720738876875
1636036835.466,0.01058854212269416,0.7264105833798691,0.667488928268458,0.019274500685128072,0.7229211349298699,0.10283724380491496,0.08048797318971634,0.008886424352022639,0.5397355907913646,0.6832963343371745,0.08403698728835024,0.008007951950207964,0.004886538795921238,0.20202270853242474,0.08005431089814904,0.020137456852731408,0.8010447530219185,0.5596497428861319,0.20985830832992353,0.7260359869562858,0.7253826622818108,0.10377289639403141,0.15348083780496702,0.08167263834418503,0.18113430202287106,0.5818728337119605,0.20914656750385674,0.09407116529916244,0.009244098061361661,0.7300674018669872,0.040202544196353954,0.7506718190862329,0.09384488667839468,0.009579708336301342,0.15268153027102072,0.5730835053316421,0.7658205778571308,0.009143189921089083,0.008922742490838837,0.1943611356199837,0.6671508503114558,0.009597638640357727,0.1874966611975659,0.7142469261600064
1636036850.489,0.01058854212269416,0.7264105833798691,0.667488928268458,0.019274500685128072,0.7229211349298699,0.10283724380491496,0.08048797318971634,0.008886424352022639,0.5397355907913646,0.6832963343371745,0.08403698728835024,0.008007951950207964,0.004886538795921238,0.20202270853242474,0.08005431089814904,0.020137456852731408,0.8010447530219185,0.5596497428861319,0.20985830832992353,0.7260359869562858,0.7253826622818108,0.10377289639403141,0.15348083780496702,0.08167263834418503,0.18113430202287106,0.5818728337119605,0.20914656750385674,0.09407116529916244,0.009244098061361661,0.7300674018669872,0.040202544196353954,0.7506718190862329,0.09384488667839468,0.009579708336301342,0.15268153027102072,0.5730835053316421,0.7658205778571308,0.009143189921089083,0.008922742490838837,0.1943611356199837,0.6671508503114558,0.009597638640357727,0.1874966611975659,0.7142469261600064
1636036865.514,0.009631819412520535,0.7248104941558925,0.6676942801857141,0.017450951083674986,0.7221320561012977,0.10574009246168109,0.08034618683580258,0.008786286905080938,0.5888675337858434,0.6283377584872187,0.0845456447836754,0.00893226701983478,0.004734933048494017,0.20093101521972823,0.07956970499626681,0.02177032884234111,0.8005292975547993,0.5925951847704598,0.20076675660485743,0.7244104430271886,0.7244897560011234,0.11168765880259728,0.16132044152172342,0.08072908731433961,0.1801172300451555,0.57921043581451,0.20698325773474094,0.09404197624473765,0.009310528388182695,0.7279550963107883,0.03875104669423334,0.7526754103914143,0.09349147913853037,0.010001303082108216,0.15153406650345652,0.5720339118539588,0.7661879440049094,0.009067298260634224,0.008920534011292156,0.19454979429281144,0.667935060446117,0.009675507446233064,0.19220673002500177,0.6957377174064914
1636036880.549,0.009631819412520535,0.7248104941558925,0.6676942801857141,0.017450951083674986,0.7221320561012977,0.10574009246168109,0.08034618683580258,0.008786286905080938,0.5888675337858434,0.6283377584872187,0.0845456447836754,0.00893226701983478,0.004734933048494017,0.20093101521972823,0.07956970499626681,0.02177032884234111,0.8005292975547993,0.5925951847704598,0.20076675660485743,0.7244104430271886,0.7244897560011234,0.11168765880259728,0.16132044152172342,0.08072908731433961,0.1801172300451555,0.57921043581451,0.20698325773474094,0.09404197624473765,0.009310528388182695,0.7279550963107883,0.03875104669423334,0.7526754103914143,0.09349147913853037,0.010001303082108216,0.15153406650345652,0.5720339118539588,0.7661879440049094,0.009067298260634224,0.008920534011292156,0.19454979429281144,0.667935060446117,0.009675507446233064,0.19220673002500177,0.6957377174064914
1636036895.647,0.010580555082626614,0.7253258296966089,0.6684135206030172,0.015483768176121671,0.6800632822294476,0.10509364133967829,0.08047977490938446,0.00880150074280905,0.5578162417085826,0.6459587773821837,0.08367589070129504,0.009064137074164286,0.005163670925888516,0.19297228135779176,0.07923387543557302,0.023221310040068343,0.7997492535499791,0.5897120558216205,0.1978759685587556,0.7432313336057146,0.7366102776721162,0.10877409224547428,0.1599701896496537,0.08442928816626136,0.1808331623340609,0.578684195845436,0.20571795522361888,0.09415005112840275,0.009350186305494243,0.7236201661379088,0.04116477524066485,0.7517316535234804,0.09332669089505141,0.009838967693759056,0.15177425523667673,0.5721879324955584,0.7637772890311605,0.009062073289050955,0.008897606446891027,0.19404353191634982,0.6692857379644253,0.009642827276304052,0.18336707524268453,0.6873860053223686
1636036910.681,0.010580555082626614,0.7253258296966089,0.6684135206030172,0.015483768176121671,0.6800632822294476,0.10509364133967829,0.08047977490938446,0.00880150074280905,0.5578162417085826,0.6459587773821837,0.08367589070129504,0.009064137074164286,0.005163670925888516,0.19297228135779176,0.07923387543557302,0.023221310040068343,0.7997492535499791,0.5897120558216205,0.1978759685587556,0.7432313336057146,0.7366102776721162,0.10877409224547428,0.1599701896496537,0.08442928816626136,0.1808331623340609,0.578684195845436,0.20571795522361888,0.09415005112840275,0.009350186305494243,0.7236201661379088,0.04116477524066485,0.7517316535234804,0.09332669089505141,0.009838967693759056,0.15177425523667673,0.5721879324955584,0.7637772890311605,0.009062073289050955,0.008897606446891027,0.19404353191634982,0.6692857379644253,0.009642827276304052,0.18336707524268453,0.6873860053223686
1636036925.697,0.010035636024078205,0.7218486982718025,0.6677185043954512,0.013443847963352984,0.7164120882372914,0.10163949305792623,0.08062851196202435,0.008817169654887866,0.584750139142369,0.6562210605775621,0.08152588957910704,0.008423420978976165,0.005166849581573516,0.19743548972604855,0.07960652570677865,0.024393197598126175,0.7997192456715495,0.5891098062777561,0.19556360287068808,0.6714895893953317,0.7202885958790248,0.10451180462060902,0.15928748755977795,0.08384075631947235,0.1798245514951276,0.5782773985621561,0.20522157251011672,0.09439837960766816,0.009395632379234683,0.6730497892386674,0.038748831015763284,0.7512651693263241,0.0935761304857813,0.009798436371059567,0.15205494260635755,0.5725533474114891,0.7674978868239167,0.009180106240089077,0.008875214275945295,0.19307740092756231,0.669554205521864,0.009626262840501838,0.18197287511395122,0.6788301295065494
