"Time","pod:frontend-w4-8ddd87c7b-7gp45_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-vrp9v_service:frontend_node:worker--4","pod:currencyservice-w1-649d8c7669-xrm8q_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-fwvzh_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-gctft_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-8zl6m_service:frontend_node:worker--2.novalocal","pod:frontend-w2-599b6846df-qmgh5_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-4ht5j_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-6f8d8654c5-cdkz7_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-hp644_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w1-6855bd669b-7lppk_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-xtv7l_service:redis-cart_node:worker--1.novalocal","pod:frontend-w3-777d8d5dcb-vnz5v_service:frontend_node:worker--3.novalocal","pod:adservice-w1-76766bdfb6-tw16q_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-d8r48_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-spmjh_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-66565874fb-zjbnd_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-prjj7_service:currencyservice_node:worker--4","pod:cartservice-w1-6d5d8bb6bc-sh6pk_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w4-656689488c-gnbzr_service:currencyservice_node:worker--4","pod:frontend-w4-8ddd87c7b-l48fd_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-wc6d8_service:frontend_node:worker--4","pod:frontend-w2-599b6846df-9nwdj_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-9lrwj_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-w1mq6_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-698gh_service:recommendationservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-46959_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-c7shk_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-nl7l9_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-lvw85_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-s4z49_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-vd95q_service:currencyservice_node:worker--4","pod:frontend-w3-777d8d5dcb-v49mn_service:frontend_node:worker--3.novalocal","pod:frontend-w1-6646bc856b-vsffm_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-wbwh8_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-l9jsf_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-wnxck_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-ktvwm_service:recommendationservice_node:worker--2.novalocal"
1642202258.819,0.3530556175327494,0.3904725385449781,0.5107385520958033,0.0746588583374555,0.39404661071900937,0.39571626431769596,0.39233491296339235,0.42585696840650444,0.42355442895418993,0.0638218331596232,0.08001937835042328,0.016946227978797506,0.4143750646849647,0.4093932773470125,0.217273046295,0.21312366789141668,0.181253429082157,0.3862211063804525,0.4242004218139121,0.39193520094251566,0.40030321903686517,0.3919829829307642,0.40119465379534225,0.4221519203137528,0.1576508866007223,0.059086800558103635,0.22687817051887316,0.08004402077865583,0.4009025906017634,0.4086109568343105,0.371844392090914,0.4007665811335147,0.4166009995194808,0.515966528609939,0.40001507153398896,0.39401764078470614,0.16270784402732716,0.059953706806641166
1642202273.844,0.39923217767073715,0.4427057441205184,0.5936019024383333,0.08127229728648638,0.44015623756022026,0.4428263476394821,0.4405748773725535,0.475013231301633,0.4725442685935813,0.06699848398498376,0.07665665888812198,0.018636631070696092,0.4644142895803592,0.48394197752415224,0.23823010605732123,0.26022307732771516,0.1996935207270315,0.43291065349789815,0.48914439722406755,0.4469741446491948,0.4463748380242352,0.44316413624071993,0.4477418803546726,0.4721270143687568,0.17930614600501993,0.06529013869811601,0.2550208514396486,0.0825463608786784,0.44028979515480715,0.45735025690259967,0.41386895631091,0.43788719083141103,0.4667403443399337,0.6166297071030566,0.44644810976549565,0.4422788326072449,0.1845281315126737,0.06561319579091315
1642202288.875,0.39923217767073715,0.4427057441205184,0.5936019024383333,0.08127229728648638,0.44015623756022026,0.4428263476394821,0.4405748773725535,0.475013231301633,0.4725442685935813,0.06699848398498376,0.07665665888812198,0.018636631070696092,0.4644142895803592,0.48394197752415224,0.23823010605732123,0.26022307732771516,0.1996935207270315,0.43291065349789815,0.48914439722406755,0.4469741446491948,0.4463748380242352,0.44316413624071993,0.4477418803546726,0.4721270143687568,0.17930614600501993,0.06529013869811601,0.2550208514396486,0.0825463608786784,0.44028979515480715,0.45735025690259967,0.41386895631091,0.43788719083141103,0.4667403443399337,0.6166297071030566,0.44644810976549565,0.4422788326072449,0.1845281315126737,0.06561319579091315
1642202303.953,0.40923144745185597,0.45870800360616565,0.6009899489937269,0.08138731340796425,0.450255135196452,0.4602132213147252,0.4558944949718403,0.4837021098641985,0.47967592086605815,0.06797685263110018,0.08478472896787746,0.018471099507136136,0.4798545553537496,0.4610265696343128,0.2340890742407173,0.2638944316273094,0.20080913690201102,0.447230428101398,0.5040887814454278,0.4549258659176429,0.46645138459474605,0.45934621051172947,0.46211759609383446,0.48164604536188443,0.18101008080373734,0.065403898113508,0.24259024621300013,0.0802316808078393,0.45194794532910676,0.47514707554588437,0.4257890035812504,0.4543152287034106,0.4831101088477964,0.6311359972199859,0.452396424652898,0.4597423335263375,0.1867607775369586,0.06584116755505334
1642202318.987,0.40923144745185597,0.45870800360616565,0.6009899489937269,0.08138731340796425,0.450255135196452,0.4602132213147252,0.4558944949718403,0.4837021098641985,0.47967592086605815,0.06797685263110018,0.08478472896787746,0.018471099507136136,0.4798545553537496,0.4610265696343128,0.2340890742407173,0.2638944316273094,0.20080913690201102,0.447230428101398,0.5040887814454278,0.4549258659176429,0.46645138459474605,0.45934621051172947,0.46211759609383446,0.48164604536188443,0.18101008080373734,0.065403898113508,0.24259024621300013,0.0802316808078393,0.45194794532910676,0.47514707554588437,0.4257890035812504,0.4543152287034106,0.4831101088477964,0.6311359972199859,0.452396424652898,0.4597423335263375,0.1867607775369586,0.06584116755505334
1642202334.017,0.41669228119435775,0.45827241194200136,0.5979505826372267,0.0781835505529539,0.45054226185163293,0.46080265298168976,0.45673580959987103,0.4835626735399141,0.47905137076133786,0.06825059385834849,0.08727953791312154,0.01957703532442941,0.48050612267979254,0.5125853029047948,0.2435099384755245,0.2460837998785953,0.20056927410528413,0.4244599721993325,0.5387597489166646,0.4543612584482177,0.45828945010446376,0.45923222342345993,0.46284166151180767,0.48182645651837397,0.18442263055365793,0.06539303123681567,0.24145986631457744,0.08075194800427755,0.45196097129418,0.4750655127226601,0.42417562097653305,0.4298724095605191,0.48324101704199107,0.6225241569920476,0.45323222695616094,0.4614355075014275,0.1873747048011539,0.06600018198970191
1642202349.033,0.41669228119435775,0.45827241194200136,0.5979505826372267,0.0781835505529539,0.45054226185163293,0.46080265298168976,0.45673580959987103,0.4835626735399141,0.47905137076133786,0.06825059385834849,0.08727953791312154,0.01957703532442941,0.48050612267979254,0.5125853029047948,0.2435099384755245,0.2460837998785953,0.20056927410528413,0.4244599721993325,0.5387597489166646,0.4543612584482177,0.45828945010446376,0.45923222342345993,0.46284166151180767,0.48182645651837397,0.18442263055365793,0.06539303123681567,0.24145986631457744,0.08075194800427755,0.45196097129418,0.4750655127226601,0.42417562097653305,0.4298724095605191,0.48324101704199107,0.6225241569920476,0.45323222695616094,0.4614355075014275,0.1873747048011539,0.06600018198970191
1642202364.354,0.41699479568141445,0.4347279208752973,0.610246998866152,0.08432050923450923,0.4483634703692412,0.4603197072725267,0.45724621198339277,0.48160694693792316,0.47848255203898526,0.06874579264503324,0.08339341260626912,0.017166004254117344,0.47842467762979607,0.5548673625242586,0.247867962765503,0.24755368224794283,0.201366735315863,0.4463662203141918,0.5274869012852789,0.4532506983064275,0.4472618726597095,0.43840907920927663,0.46351946436550395,0.48084663748574197,0.18427957894317507,0.0654719913836655,0.23971730114760798,0.08484556378726324,0.4511472843986549,0.4732932972871631,0.41858126966722936,0.4543682717362684,0.4811243369715913,0.6118403627710042,0.45357234146499653,0.46175476857742515,0.18739272918181687,0.0662305583731838
1642202379.39,0.41699479568141445,0.4347279208752973,0.610246998866152,0.08432050923450923,0.4483634703692412,0.4603197072725267,0.45724621198339277,0.48160694693792316,0.47848255203898526,0.06874579264503324,0.08339341260626912,0.017166004254117344,0.47842467762979607,0.5548673625242586,0.247867962765503,0.24755368224794283,0.201366735315863,0.4463662203141918,0.5274869012852789,0.4532506983064275,0.4472618726597095,0.43840907920927663,0.46351946436550395,0.48084663748574197,0.18427957894317507,0.0654719913836655,0.23971730114760798,0.08484556378726324,0.4511472843986549,0.4732932972871631,0.41858126966722936,0.4543682717362684,0.4811243369715913,0.6118403627710042,0.45357234146499653,0.46175476857742515,0.18739272918181687,0.0662305583731838
1642202394.406,0.4140405872551969,0.4574137445181168,0.6096083200259158,0.08738162838086745,0.44688360866354204,0.45949238163865175,0.4563828468568042,0.4809039438971929,0.4770766578337938,0.0691482619983911,0.08361150750054769,0.016574611900978413,0.47958290121825037,0.5494422950487566,0.26031939299405504,0.23984743660022795,0.20122015463216963,0.4415992287331568,0.48279449802835656,0.43526859976067755,0.46448450550367,0.45783489747087736,0.46038520536730826,0.48053501480303906,0.18384827525727238,0.06512795636729443,0.255521784589062,0.08077937984748912,0.4473565349413447,0.4732758958912824,0.41921522579595416,0.4493518731203622,0.4816220890057751,0.5740671249620423,0.4490826356530013,0.46060222430908637,0.18720508782018044,0.06656840544163473
