"Time","pod:frontend-w3-6646bc856b-78bh4_service:frontend_node:worker--3.novalocal","pod:frontend-w2-8ddd87c7b-mln6x_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-hbc4j_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-f8mpw_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-6qw78_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-grjzg_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-clpsc_service:frontend_node:worker--2","pod:recommendationservice-w1-5bbcb977f8-sb86c_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-5k6pt_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-5sw4h_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-wkwrf_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-vt6r6_service:frontend_node:worker--3.novalocal","pod:adservice-w1-9f97cf96-6t2gd_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-xggn5_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-ck2pc_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-jncjv_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w1-5bbcb977f8-4ld9z_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-rfw3h_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-jk2hk_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-wsbqm_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-8v8fq_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-56rlf_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-5lkbb_service:frontend_node:worker--2","pod:recommendationservice-w3-6855bd669b-4hq85_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-pmtfl_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-48xzg_service:frontend_node:worker--4.novalocal","pod:redis-cart-w1-84485f8b85-gwrgb_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w1-59ff89795c-l4xnm_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-slv99_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-cqbwl_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-9h6kh_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-mtb84_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-bgt7g_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-29qfv_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w3-649d8c7669-k4xld_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-ttvfv_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-9qkzh_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-2m2ns_service:currencyservice_node:worker--2"
1642172110.135,0.3518995124429166,0.34449380532058554,0.3631283994320139,0.36175562512622894,0.3789295426478531,0.3587820242880366,0.36626586258686333,0.06752134973871608,0.0617008858502046,0.4418865408531193,0.44166018613380226,0.3526123155312776,0.5007629828764146,0.1876091989836552,0.06609134151866591,0.19913098140305494,0.06493346057133202,0.15251370786891588,0.15471042812259608,0.46614231462724476,0.1900472623987707,0.3983398701739323,0.37507944758445466,0.07879010779294829,0.37216938275216727,0.4056662164890883,0.02824400986166733,0.4375555615024531,0.1879618670502094,0.36607703688950155,0.3542942906997101,0.3712375111621677,0.38993498613390865,0.06296800890536074,0.42887110411871776,0.40332787122017866,0.4475947000269448,0.35504876541990493
1642172125.158,0.4015510941664584,0.36992083064919523,0.4180406796855969,0.41424231843402715,0.42488024508691813,0.3901462580203335,0.41145154277731844,0.07243738448499261,0.06431036494251452,0.4750653459260107,0.4970225006530477,0.425255568168006,0.5403663571957131,0.20750871644535424,0.06954582354921987,0.19964498574290906,0.07035497416018337,0.1581356082317691,0.17639007158543232,0.5198606521159961,0.20766688419441817,0.44280381959145565,0.4241622179085882,0.08632204619628381,0.4169243260842217,0.4571525343992596,0.030167145642288624,0.4860092980889036,0.20727175315970953,0.39477784272095595,0.43117262623057495,0.4129807702967396,0.4388662428193709,0.06803846997397853,0.4527842689964824,0.45508320412746833,0.49774416055769055,0.4072006100862002
1642172140.188,0.4015510941664584,0.36992083064919523,0.4180406796855969,0.41424231843402715,0.42488024508691813,0.3901462580203335,0.41145154277731844,0.07243738448499261,0.06431036494251452,0.4750653459260107,0.4970225006530477,0.425255568168006,0.5403663571957131,0.20750871644535424,0.06954582354921987,0.19964498574290906,0.07035497416018337,0.1581356082317691,0.17639007158543232,0.5198606521159961,0.20766688419441817,0.44280381959145565,0.4241622179085882,0.08632204619628381,0.4169243260842217,0.4571525343992596,0.030167145642288624,0.4860092980889036,0.20727175315970953,0.39477784272095595,0.43117262623057495,0.4129807702967396,0.4388662428193709,0.06803846997397853,0.4527842689964824,0.45508320412746833,0.49774416055769055,0.4072006100862002
1642172155.217,0.4117437114332722,0.39779755179346427,0.43229954303223567,0.4207245874872232,0.43898160708559075,0.41243475790798856,0.428880427538161,0.0721189413867388,0.06554100829526749,0.5045186774233505,0.4915835197805698,0.42504689883680674,0.5389145290032227,0.2075397293653763,0.06939495360613596,0.2087266081168459,0.06919748445965748,0.16351977381450122,0.17607351060605153,0.5369209217167026,0.20766970078458435,0.4634423058694016,0.4387651082827093,0.07695164273950753,0.42016759002760606,0.47344514324385356,0.030923336302108383,0.4972685856825704,0.20704060687772247,0.3962624867408286,0.4460310336992455,0.4163515637622991,0.45378526781845896,0.06732971938729862,0.47330324407814905,0.4686959069234441,0.5047315808465879,0.40198109737898235
1642172170.25,0.4117437114332722,0.39779755179346427,0.43229954303223567,0.4207245874872232,0.43898160708559075,0.41243475790798856,0.428880427538161,0.0721189413867388,0.06554100829526749,0.5045186774233505,0.4915835197805698,0.42504689883680674,0.5389145290032227,0.2075397293653763,0.06939495360613596,0.2087266081168459,0.06919748445965748,0.16351977381450122,0.17607351060605153,0.5369209217167026,0.20766970078458435,0.4634423058694016,0.4387651082827093,0.07695164273950753,0.42016759002760606,0.47344514324385356,0.030923336302108383,0.4972685856825704,0.20704060687772247,0.3962624867408286,0.4460310336992455,0.4163515637622991,0.45378526781845896,0.06732971938729862,0.47330324407814905,0.4686959069234441,0.5047315808465879,0.40198109737898235
1642172185.279,0.4118326393867325,0.39935505853897196,0.4647438821754155,0.41966137509806367,0.4368855312130921,0.4121726204101935,0.4182514644937877,0.07158324200260455,0.06286231155168308,0.49391498758914665,0.504611144365537,0.4463602187675395,0.5281357256695633,0.2074812617064577,0.06861666563043908,0.21020193742100096,0.06926153230066515,0.17276200857129753,0.1762776252245827,0.5393873218592014,0.2072569423295656,0.4553892905723571,0.41852592275819667,0.08570668257310078,0.42001188777714216,0.47489289857059114,0.03116849297762743,0.4972060289332466,0.20594726704570154,0.4115183737850314,0.4468515002136597,0.4160701313019675,0.45103661600353373,0.0671236264175244,0.4770059829281466,0.4715085337008668,0.5029742096210859,0.41240006619226144
1642172200.307,0.4118326393867325,0.39935505853897196,0.4647438821754155,0.41966137509806367,0.4368855312130921,0.4121726204101935,0.4182514644937877,0.07158324200260455,0.06286231155168308,0.49391498758914665,0.504611144365537,0.4463602187675395,0.5281357256695633,0.2074812617064577,0.06861666563043908,0.21020193742100096,0.06926153230066515,0.17276200857129753,0.1762776252245827,0.5393873218592014,0.2072569423295656,0.4553892905723571,0.41852592275819667,0.08570668257310078,0.42001188777714216,0.47489289857059114,0.03116849297762743,0.4972060289332466,0.20594726704570154,0.4115183737850314,0.4468515002136597,0.4160701313019675,0.45103661600353373,0.0671236264175244,0.4770059829281466,0.4715085337008668,0.5029742096210859,0.41240006619226144
1642172215.343,0.4017912935460284,0.4010800466247905,0.4297282338835008,0.4187174259480917,0.43424456919288107,0.412180556929605,0.4275653378349164,0.07206476736439253,0.06534564656682357,0.4776348377276888,0.4505469604731056,0.44341797672288036,0.5211477276696249,0.20690251062146275,0.06826992184004299,0.20705949214951583,0.06962110951509803,0.1618801157870063,0.17702976390124683,0.5412309357906743,0.20705090656411906,0.4618880283559561,0.4342943710203122,0.08468274526197461,0.4200096328755223,0.4753073337930281,0.03101105541669652,0.49660214051181356,0.2056481364075584,0.41167838652655353,0.4386290289254404,0.4165078372005132,0.4521166070784144,0.06638470172720264,0.4831603337781244,0.47239450400421523,0.5036469761913889,0.4130082351802092
1642172230.384,0.4017912935460284,0.4010800466247905,0.4297282338835008,0.4187174259480917,0.43424456919288107,0.412180556929605,0.4275653378349164,0.07206476736439253,0.06534564656682357,0.4776348377276888,0.4505469604731056,0.44341797672288036,0.5211477276696249,0.20690251062146275,0.06826992184004299,0.20705949214951583,0.06962110951509803,0.1618801157870063,0.17702976390124683,0.5412309357906743,0.20705090656411906,0.4618880283559561,0.4342943710203122,0.08468274526197461,0.4200096328755223,0.4753073337930281,0.03101105541669652,0.49660214051181356,0.2056481364075584,0.41167838652655353,0.4386290289254404,0.4165078372005132,0.4521166070784144,0.06638470172720264,0.4831603337781244,0.47239450400421523,0.5036469761913889,0.4130082351802092
1642172245.408,0.3965680036171628,0.40236622816504086,0.42491351524830195,0.4184006540113113,0.43361613048236475,0.412027894418042,0.4179950698747689,0.07114788145312767,0.06494465010078287,0.4806872746287438,0.45052043535648006,0.44643126012868095,0.5173514121365469,0.20691980049786385,0.06837715699790611,0.2226913474128443,0.06988825347083888,0.16952621931214976,0.1769777409644397,0.5435520681009622,0.20720639779954397,0.45555690560358547,0.41248914969403905,0.07912689465507558,0.41998492506972446,0.47548686833638354,0.030905182722728325,0.4970327321660096,0.20606646793318528,0.4123063156559778,0.4339636906207141,0.41671860218988793,0.45115570332245614,0.06675557745102785,0.50014754615863,0.4739959977330411,0.5023326033194848,0.41311301481427976
