"Time","pod:frontend-w2-8ddd87c7b-fhcl2_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-g69q8_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-rrdt9_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-7fffq_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-pzfzm_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-xrc9r_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-r6lpv_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-9pwww_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w4-56c4dd84bf-d6r6m_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-d64h7_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-4cbhz_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-dml2t_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-bcw8m_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-v5zld_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-qhtjs_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-ccxqm_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-qvq2t_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-9rpdj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-km8vb_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-bjcdb_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-q6964_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-sv7wx_service:frontend_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-dcqfx_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w1-59ff89795c-zdgkc_service:cartservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-vkkr8_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-2zchl_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-qgsmp_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-g5s8v_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-4n2dj_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-5sxb2_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-bsg8j_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-sqptl_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-n498m_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-qt8lc_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-p9xvl_service:currencyservice_node:worker--2","pod:currencyservice-w4-cd78b8fd6-nrdxg_service:currencyservice_node:worker--4.novalocal","pod:frontend-w3-6646bc856b-kdz4v_service:frontend_node:worker--3.novalocal","pod:frontend-w1-777d8d5dcb-j4czv_service:frontend_node:worker--1.novalocal"
1642170804.474,0.40213423575632457,0.4035056622753187,0.4528139815212968,0.4474581720551451,0.07082705012637623,0.3185248732933517,0.37287312591701394,0.20335967447413206,0.16511973816339887,0.07134354839860071,0.15899260647560454,0.4229429960828704,0.38706595206492156,0.1989492106391061,0.06114841816051865,0.44862029467387676,0.0731145446375793,0.20057635351241632,0.07342597544723349,0.029964793108613864,0.385341070704016,0.39059215779567347,0.1998473555745826,0.46657132293497294,0.42607420419000597,0.0626847344616044,0.5159699082818864,0.4784002292377677,0.3814682028445314,0.38978532384102227,0.4295030556688535,0.3833687297445626,0.385658597085797,0.40024132716856803,0.371714329612009,0.3788598350816236,0.3642893563686571,0.4966499341494448
1642170819.497,0.40213423575632457,0.4035056622753187,0.4528139815212968,0.4474581720551451,0.07082705012637623,0.3185248732933517,0.37287312591701394,0.20335967447413206,0.16511973816339887,0.07134354839860071,0.15899260647560454,0.4229429960828704,0.38706595206492156,0.1989492106391061,0.06114841816051865,0.44862029467387676,0.0731145446375793,0.20057635351241632,0.07342597544723349,0.029964793108613864,0.385341070704016,0.39059215779567347,0.1998473555745826,0.46657132293497294,0.42607420419000597,0.0626847344616044,0.5159699082818864,0.4784002292377677,0.3814682028445314,0.38978532384102227,0.4295030556688535,0.3833687297445626,0.385658597085797,0.40024132716856803,0.371714329612009,0.3788598350816236,0.3642893563686571,0.4966499341494448
1642170834.529,0.42219181747763856,0.44293340574718937,0.4888258343434938,0.48979687003887296,0.07115191313286987,0.35780895891769254,0.40945168165958934,0.21124473772709604,0.1753126896418924,0.0721871964235134,0.17613972931682403,0.46828830318299564,0.4134230985468583,0.2096556588422771,0.06374536607052018,0.4902453928943278,0.07918262044171875,0.21064889755384247,0.07311529777333708,0.03111903243859395,0.41497931666716203,0.4355314409139717,0.2299403614205098,0.497506687062481,0.4667933113559838,0.06495509350572803,0.5497614349399237,0.5134660803195976,0.39922113456072444,0.3985863679690908,0.4737198292345537,0.41115736923252866,0.4206379937067888,0.44432327777924363,0.4164181785017891,0.4072373659527573,0.4006003570641994,0.5454066853538483
1642170849.555,0.42219181747763856,0.44293340574718937,0.4888258343434938,0.48979687003887296,0.07115191313286987,0.35780895891769254,0.40945168165958934,0.21124473772709604,0.1753126896418924,0.0721871964235134,0.17613972931682403,0.46828830318299564,0.4134230985468583,0.2096556588422771,0.06374536607052018,0.4902453928943278,0.07918262044171875,0.21064889755384247,0.07311529777333708,0.03111903243859395,0.41497931666716203,0.4355314409139717,0.2299403614205098,0.497506687062481,0.4667933113559838,0.06495509350572803,0.5497614349399237,0.5134660803195976,0.39922113456072444,0.3985863679690908,0.4737198292345537,0.41115736923252866,0.4206379937067888,0.44432327777924363,0.4164181785017891,0.4072373659527573,0.4006003570641994,0.5454066853538483
1642170864.582,0.44166322378513734,0.44219208141616845,0.4878033355094715,0.49141151252101556,0.07192710077518381,0.35721841465706394,0.39853534400170787,0.2124874517720557,0.17593656822301154,0.0725597751941427,0.1745258184588439,0.5041837791297779,0.41298477434382197,0.2113312623625896,0.06569765244433394,0.5019628219747838,0.08569204758517529,0.21227898671205112,0.07329845664168015,0.031200444032000167,0.4133625092107909,0.45673798234420515,0.21971960576333344,0.502413232369096,0.4684516588415375,0.06565490069144611,0.5366029129375604,0.5156838189304055,0.41300336289800893,0.39888251993671897,0.4748975543721592,0.4107317742007055,0.4215486364727862,0.4470748259611795,0.4148276373511742,0.4092103177756095,0.42344476308988666,0.5481949346882362
1642170879.61,0.44166322378513734,0.44219208141616845,0.4878033355094715,0.49141151252101556,0.07192710077518381,0.35721841465706394,0.39853534400170787,0.2124874517720557,0.17593656822301154,0.0725597751941427,0.1745258184588439,0.5041837791297779,0.41298477434382197,0.2113312623625896,0.06569765244433394,0.5019628219747838,0.08569204758517529,0.21227898671205112,0.07329845664168015,0.031200444032000167,0.4133625092107909,0.45673798234420515,0.21971960576333344,0.502413232369096,0.4684516588415375,0.06565490069144611,0.5366029129375604,0.5156838189304055,0.41300336289800893,0.39888251993671897,0.4748975543721592,0.4107317742007055,0.4215486364727862,0.4470748259611795,0.4148276373511742,0.4092103177756095,0.42344476308988666,0.5481949346882362
1642170894.645,0.4199350700473018,0.4206758999372868,0.463164197910905,0.49307330229827695,0.07208575951946805,0.3574652393746522,0.4367800646764406,0.21273557617006578,0.17537250724832956,0.07336949342443697,0.16984265820495853,0.48738421827204015,0.41247062659348116,0.2113125551402584,0.06619115027149354,0.47273385860033523,0.0783827384896521,0.2126036640594016,0.07390007138482035,0.031373112093490585,0.4135816302158215,0.4552024987673144,0.21956985024924083,0.5027730916984023,0.4670046077434934,0.06527967872372009,0.5291102203900054,0.5158984026376899,0.39783961287437064,0.4068963031411812,0.46694888421744185,0.4109222890536969,0.4223260126296523,0.44492685181450653,0.4056546774453768,0.4085507027232753,0.43951028260485014,0.5492882058972228
1642170909.68,0.4199350700473018,0.4206758999372868,0.463164197910905,0.49307330229827695,0.07208575951946805,0.3574652393746522,0.4367800646764406,0.21273557617006578,0.17537250724832956,0.07336949342443697,0.16984265820495853,0.48738421827204015,0.41247062659348116,0.2113125551402584,0.06619115027149354,0.47273385860033523,0.0783827384896521,0.2126036640594016,0.07390007138482035,0.031373112093490585,0.4135816302158215,0.4552024987673144,0.21956985024924083,0.5027730916984023,0.4670046077434934,0.06527967872372009,0.5291102203900054,0.5158984026376899,0.39783961287437064,0.4068963031411812,0.46694888421744185,0.4109222890536969,0.4223260126296523,0.44492685181450653,0.4056546774453768,0.4085507027232753,0.43951028260485014,0.5492882058972228
1642170924.703,0.44122588174907656,0.44055870255569807,0.4487980435841697,0.4934570916556111,0.07204370591041559,0.3565813601362714,0.4275273267830747,0.2123672614521393,0.17601128348033468,0.07289394037146282,0.1740034288893964,0.4921368444044981,0.4132633225454174,0.2114532945437976,0.06692180105949262,0.5023126482644944,0.08129140937687804,0.2125975756495889,0.07363174128300182,0.03145215757942606,0.41404390363021587,0.4548452104331361,0.21517670482478962,0.5043749449388374,0.4690843802675936,0.06472861663270349,0.5260645706135472,0.515292277555097,0.41311817401345663,0.3969060141457686,0.46394434927936445,0.4118140823871842,0.4230083784662228,0.44437369035405533,0.3998731274746686,0.40942426059051473,0.4095608706490568,0.550109465363706
1642170939.73,0.44122588174907656,0.44055870255569807,0.4487980435841697,0.4934570916556111,0.07204370591041559,0.3565813601362714,0.4275273267830747,0.2123672614521393,0.17601128348033468,0.07289394037146282,0.1740034288893964,0.4921368444044981,0.4132633225454174,0.2114532945437976,0.06692180105949262,0.5023126482644944,0.08129140937687804,0.2125975756495889,0.07363174128300182,0.03145215757942606,0.41404390363021587,0.4548452104331361,0.21517670482478962,0.5043749449388374,0.4690843802675936,0.06472861663270349,0.5260645706135472,0.515292277555097,0.41311817401345663,0.3969060141457686,0.46394434927936445,0.4118140823871842,0.4230083784662228,0.44437369035405533,0.3998731274746686,0.40942426059051473,0.4095608706490568,0.550109465363706
