"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 14:04:00,0.0940,0.159,0.382,0.352,,0.513,0.529,0.112,0.00829,0.0192
2021-06-04 14:04:30,0.0982,0.157,0.391,0.353,,0.540,0.529,0.114,0.00807,0.0193
2021-06-04 14:05:00,0.0986,0.171,0.389,0.332,,0.556,0.485,0.107,0.00813,0.0200
2021-06-04 14:05:30,0.0935,0.144,0.382,0.359,,0.539,0.530,0.105,0.00758,0.0204
2021-06-04 14:06:00,0.105,0.160,0.378,0.415,,0.549,0.518,0.102,0.00731,0.0227
2021-06-04 14:06:30,0.103,0.157,0.413,0.397,,0.530,0.541,0.0985,0.00776,0.0222
2021-06-04 14:07:00,0.109,0.153,0.371,0.403,,0.495,0.544,0.0965,0.00773,0.0223
2021-06-04 14:07:30,0.0981,0.151,0.406,0.431,,0.519,0.559,0.105,0.00727,0.0216
2021-06-04 14:08:00,0.107,0.154,0.394,0.408,,0.544,0.561,0.0996,0.00784,0.0218
2021-06-04 14:08:30,0.0984,0.152,0.360,0.386,,0.478,0.523,0.0944,0.00865,0.0224
2021-06-04 14:09:00,0.0920,0.132,0.313,0.358,,0.449,0.440,0.0849,0.00924,0.0199
2021-06-04 14:09:30,0.0845,0.113,0.250,0.293,,0.387,0.373,0.0744,0.0105,0.0168
