"Time","pod:productcatalogservice-w4-8649bb655b-s2wh6_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-865vs_service:recommendationservice_node:worker--4","pod:adservice-w2-5c67ddfffc-bfsmt_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-cd78b8fd6-jh74k_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-rbxzs_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w1-5bbcb977f8-48jfm_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w4-754d7d8cd4-zwg85_service:adservice_node:worker--4","pod:currencyservice-w4-656689488c-49bb7_service:currencyservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-hz9gj_service:recommendationservice_node:worker--4","pod:productcatalogservice-w3-5d9b8d854-rmsjc_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-vq6pm_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w2-56c4dd84bf-nkflp_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-vxc9q_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-6f8d8654c5-gvxhh_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-f7xrv_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-ggglg_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w1-777d8d5dcb-jcf2f_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-9427w_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w4-8649bb655b-2xk74_service:productcatalogservice_node:worker--4","pod:cartservice-w3-6d5d8bb6bc-q8jlc_service:cartservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-qsntm_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-75tkf_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w2-86744bdcbd-llt8h_service:cartservice_node:worker--2.novalocal","pod:redis-cart-w2-7c75d55f4d-9x2qk_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-vf4cg_service:productcatalogservice_node:worker--4","pod:frontend-w2-599b6846df-c72cj_service:frontend_node:worker--2.novalocal","pod:currencyservice-w1-6f8d8654c5-9d6mf_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-hbvx2_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w3-6855bd669b-x5kgj_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w2-56c4dd84bf-n29w5_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w1-777d8d5dcb-45fzk_service:frontend_node:worker--1.novalocal","pod:cartservice-w4-856bd974f7-75jm9_service:cartservice_node:worker--4","pod:frontend-w4-8ddd87c7b-2tgsd_service:frontend_node:worker--4","pod:redis-cart-w4-6d65c886c7-mv9s5_service:redis-cart_node:worker--4","pod:adservice-w3-76766bdfb6-f54f6_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w2-5c774597c5-mlg7x_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-777d8d5dcb-pnjqg_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-zbqb6_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-5fdf77f88c-8ps47_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w2-56c4dd84bf-zlnkc_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w1-777d8d5dcb-47fpg_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w4-8597bb459d-gr527_service:recommendationservice_node:worker--4"
1642021961.808,0.09280998546364681,0.04277580467227429,0.20340393031282922,0.4935659564975933,0.045471824520564266,0.04409265920769309,0.19664638056612446,0.4685317940652684,0.04042287986705078,0.12963250187505643,0.13671677026055917,0.10912106453741274,0.04569229936010836,0.43809604028572635,0.6256577112902959,0.05306705115887958,0.421319544046181,0.10530725054831952,0.10743208563244208,0.2170066271699262,0.7924680185958333,0.054441208615394296,0.18050890005193562,0.004087964133416489,0.10245407730143377,0.6785455552031558,0.43867715030352905,0.4335953372884572,0.05451851126362532,0.10852639499950475,0.43889733612676407,0.16418520301958195,0.6792909133235959,0.03318025323596782,0.2794519366654682,0.045761940329085836,0.46030780127832466,0.141037824304714,0.026496531658879004,0.10539990830331769,0.43673980195266054,0.042154848183324524
1642021977.02,0.1100553187167237,0.04678690748866227,0.21760694629334784,0.5546792573919956,0.049197737740511845,0.04643513767911156,0.19844947875715713,0.5260660053659736,0.046207097351032296,0.13840325056725433,0.143879572432718,0.12041885275241529,0.05011071280827459,0.4885199075522253,0.6833821442510416,0.054765297851552694,0.4690772470613306,0.1136486629618749,0.10940542348425933,0.24045175442700212,0.9393501523177716,0.052708082880408284,0.19803018889406057,0.0038985607582146514,0.10881850101028148,0.7614384108255448,0.4906717872410038,0.4856442050977052,0.05969321718917895,0.12008941934368539,0.4878849587824027,0.181896572388829,0.7683236748339086,0.03692631066618693,0.28574581640341384,0.0494368797544632,0.5195253820643871,0.1497186456831861,0.029136689833930113,0.11958920832332968,0.489095220705382,0.04549491893698003
1642021992.066,0.1100553187167237,0.04678690748866227,0.21760694629334784,0.5546792573919956,0.049197737740511845,0.04643513767911156,0.19844947875715713,0.5260660053659736,0.046207097351032296,0.13840325056725433,0.143879572432718,0.12041885275241529,0.05011071280827459,0.4885199075522253,0.6833821442510416,0.054765297851552694,0.4690772470613306,0.1136486629618749,0.10940542348425933,0.24045175442700212,0.9393501523177716,0.052708082880408284,0.19803018889406057,0.0038985607582146514,0.10881850101028148,0.7614384108255448,0.4906717872410038,0.4856442050977052,0.05969321718917895,0.12008941934368539,0.4878849587824027,0.181896572388829,0.7683236748339086,0.03692631066618693,0.28574581640341384,0.0494368797544632,0.5195253820643871,0.1497186456831861,0.029136689833930113,0.11958920832332968,0.489095220705382,0.04549491893698003
1642022007.081,0.11424027363237745,0.04580416164398646,0.20156462042358475,0.5710852883173938,0.048645553265143096,0.04667131902332686,0.20206001625575926,0.5491590811061241,0.0471099802572269,0.14895259436262115,0.15216811611366268,0.1215550425621086,0.050600055774786795,0.5023503109879563,0.7182425528187371,0.05387956241142493,0.4912480787946228,0.11479757894945233,0.1144906353767664,0.2542470237152103,1.0402336614832532,0.059177846509255665,0.2045014191262581,0.003879905751097204,0.11118188754686045,0.8043999205846613,0.5052294614969963,0.49925223783429407,0.05665587542700136,0.12039127751322926,0.5129160143252527,0.18868710439280606,0.7692377802072867,0.03891330582384395,0.25498017327732814,0.04944204718492832,0.5384079912342525,0.14856458462758793,0.02791835685547267,0.11932526144591368,0.5096353912140291,0.04512416492387335
1642022022.097,0.11424027363237745,0.04580416164398646,0.20156462042358475,0.5710852883173938,0.048645553265143096,0.04667131902332686,0.20206001625575926,0.5491590811061241,0.0471099802572269,0.14895259436262115,0.15216811611366268,0.1215550425621086,0.050600055774786795,0.5023503109879563,0.7182425528187371,0.05387956241142493,0.4912480787946228,0.11479757894945233,0.1144906353767664,0.2542470237152103,1.0402336614832532,0.059177846509255665,0.2045014191262581,0.003879905751097204,0.11118188754686045,0.8043999205846613,0.5052294614969963,0.49925223783429407,0.05665587542700136,0.12039127751322926,0.5129160143252527,0.18868710439280606,0.7692377802072867,0.03891330582384395,0.25498017327732814,0.04944204718492832,0.5384079912342525,0.14856458462758793,0.02791835685547267,0.11932526144591368,0.5096353912140291,0.04512416492387335
1642022037.111,0.11168883277146455,0.047549283667777734,0.18578919854145987,0.5728381386485807,0.04850295674812964,0.04672300499889383,0.1796870750680863,0.5492600276892163,0.047394291887255344,0.1453173472676836,0.1521760288694747,0.12188693015020258,0.05096333596963472,0.5018011616158484,0.744354368631946,0.05770761611914868,0.4927787279582448,0.11550325586170222,0.11513487507466574,0.254997635220949,1.0637460939768424,0.058572816431924676,0.20546582383240358,0.003904095979306514,0.10700053523333494,0.8029945557255049,0.5051318241713534,0.4999652449296698,0.0572020784930065,0.12037483777883931,0.5118572421440726,0.18884696558133648,0.8062987155857981,0.03929240123736123,0.24499886895344442,0.049523554381942,0.537670063804007,0.15702248790479448,0.029046912477883647,0.11997338022734527,0.508590240224574,0.045681231693196316
1642022052.124,0.11168883277146455,0.047549283667777734,0.18578919854145987,0.5728381386485807,0.04850295674812964,0.04672300499889383,0.1796870750680863,0.5492600276892163,0.047394291887255344,0.1453173472676836,0.1521760288694747,0.12188693015020258,0.05096333596963472,0.5018011616158484,0.744354368631946,0.05770761611914868,0.4927787279582448,0.11550325586170222,0.11513487507466574,0.254997635220949,1.0637460939768424,0.058572816431924676,0.20546582383240358,0.003904095979306514,0.10700053523333494,0.8029945557255049,0.5051318241713534,0.4999652449296698,0.0572020784930065,0.12037483777883931,0.5118572421440726,0.18884696558133648,0.8062987155857981,0.03929240123736123,0.24499886895344442,0.049523554381942,0.537670063804007,0.15702248790479448,0.029046912477883647,0.11997338022734527,0.508590240224574,0.045681231693196316
1642022067.137,0.11375337209153003,0.04432165168511092,0.17737594297720627,0.574504388607931,0.04859797539886651,0.04712577989532858,0.17089701961279985,0.5279874725573374,0.04667810546276681,0.1470757339134456,0.15338392624402877,0.12208842781251347,0.050880106454139526,0.5016642320219697,0.7421394212887052,0.05662805734886541,0.4915014208223893,0.1162220991905971,0.1148338703787862,0.25514194186675604,1.0139140207931499,0.05684645217287482,0.20450738835142396,0.003921988880573504,0.1111613218223852,0.8041163494548591,0.5061843440827384,0.5008793898096886,0.0600384923319183,0.12085102101349622,0.5115144713192187,0.18734267960591022,0.7629091395998316,0.03905959969528905,0.24291207128505726,0.04934495468042841,0.5319229186865901,0.15274069773621007,0.028164461412694082,0.11996664978570806,0.512865215320496,0.04475168873820042
1642022082.155,0.11375337209153003,0.04432165168511092,0.17737594297720627,0.574504388607931,0.04859797539886651,0.04712577989532858,0.17089701961279985,0.5279874725573374,0.04667810546276681,0.1470757339134456,0.15338392624402877,0.12208842781251347,0.050880106454139526,0.5016642320219697,0.7421394212887052,0.05662805734886541,0.4915014208223893,0.1162220991905971,0.1148338703787862,0.25514194186675604,1.0139140207931499,0.05684645217287482,0.20450738835142396,0.003921988880573504,0.1111613218223852,0.8041163494548591,0.5061843440827384,0.5008793898096886,0.0600384923319183,0.12085102101349622,0.5115144713192187,0.18734267960591022,0.7629091395998316,0.03905959969528905,0.24291207128505726,0.04934495468042841,0.5319229186865901,0.15274069773621007,0.028164461412694082,0.11996664978570806,0.512865215320496,0.04475168873820042
1642022097.169,0.11406154577240729,0.04737927681695772,0.17587435345731425,0.5734853803930523,0.04852687285547318,0.047273724044163454,0.16821847898451625,0.5458336546315183,0.04668837556458397,0.14823648022537073,0.14128249692222775,0.12169088669708147,0.050414467940275126,0.503846670831924,0.7410503504518979,0.05538625143418663,0.4901147951858372,0.11633870453801379,0.1154118943266752,0.24891506175911535,0.9835400635478115,0.058516940322661824,0.2030841829262235,0.00394679853694988,0.11376975373394599,0.8018396105690215,0.504672855861715,0.5005352297283855,0.06203273825128497,0.12055554899439805,0.5153639847396029,0.1873399895926789,0.7691676442722108,0.03814583362475352,0.23070913903497986,0.04963694451060098,0.5302242806882758,0.14097520557946724,0.029191393163930473,0.12002677753544522,0.513239798524001,0.0461998415756055
