"Time","pod:cartservice-w4-59ff89795c-57w4c_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-7t9mz_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-tnsp5_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-84485f8b85-sp92v_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-9jvwv_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-fltd5_service:frontend_node:worker--1","pod:currencyservice-w2-649d8c7669-k5jp9_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-fmv4v_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w3-86744bdcbd-fjdb9_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-rw2k4_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-slc9r_service:frontend_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-hj5zn_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-t4xw4_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-6s5mr_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-2xrnn_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-4zpp9_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-24f6m_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-fwcrd_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-wgvdz_service:productcatalogservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-57p2l_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-4llks_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-5fmj6_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-qzhfn_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-2pdlz_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-gdlpm_service:redis-cart_node:worker--2.novalocal","pod:adservice-w4-9f97cf96-l4hd8_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-zwslf_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w3-7c75d55f4d-bg5p5_service:redis-cart_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-l47sc_service:currencyservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-gxrmp_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w4-5bbcb977f8-l7sln_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-5c774597c5-94fhz_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-w3cbt_service:frontend_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-8ht9z_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-x26z6_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-pxfc5_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-mbrx5_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-787zq_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-84g8r_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-fs9tj_service:productcatalogservice_node:worker--3.novalocal","pod:adservice-w2-76766bdfb6-t87pd_service:adservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-jvvcj_service:frontend_node:worker--3.novalocal"
1642039134.591,0.2238564675092024,0.6303202644621819,0.12737571107903956,0.04060380519726014,0.42786763913693565,0.4740509891505088,0.759517088378054,0.04779332757396498,0.1901780624208678,0.11182993420218565,0.5031758107683426,0.25772925217058035,0.8739541824295732,0.0571918044103397,0.21577566115450275,0.05144633464223818,0.44519745170299563,0.4551409568044721,0.09468240395597488,0.5553288275474527,0.13021610115462376,0.12915860320620676,0.05181571120228437,0.16006604950367492,0.0037114509109760626,0.2552117355278394,0.06096136030888048,0.019024362210756353,0.45403148106176694,0.1551143441025275,0.05037497121622232,0.04739495869612967,0.8801409049366447,0.4804225001568093,0.04035980578692054,0.1381691464189906,0.05796656646188719,0.04742082842796025,0.11359132038801312,0.11440679616520388,0.29563610071179414,0.7843784678605081
1642039149.627,0.2238564675092024,0.6303202644621819,0.12737571107903956,0.04060380519726014,0.42786763913693565,0.4740509891505088,0.759517088378054,0.04779332757396498,0.1901780624208678,0.11182993420218565,0.5031758107683426,0.25772925217058035,0.8739541824295732,0.0571918044103397,0.21577566115450275,0.05144633464223818,0.44519745170299563,0.4551409568044721,0.09468240395597488,0.5553288275474527,0.13021610115462376,0.12915860320620676,0.05181571120228437,0.16006604950367492,0.0037114509109760626,0.2552117355278394,0.06096136030888048,0.019024362210756353,0.45403148106176694,0.1551143441025275,0.05037497121622232,0.04739495869612967,0.8801409049366447,0.4804225001568093,0.04035980578692054,0.1381691464189906,0.05796656646188719,0.04742082842796025,0.11359132038801312,0.11440679616520388,0.29563610071179414,0.7843784678605081
1642039164.686,0.23220194124558236,0.6848345736670086,0.1351413138279764,0.04284680857620467,0.49110179025470746,0.5119064846594324,0.7717418071961482,0.04959616972444887,0.20101140353639668,0.12122520400468076,0.5540705358677654,0.24129720412182243,0.9466794045493925,0.056225661952382114,0.21743407024148506,0.05224628425293653,0.48484641089944625,0.500948016918246,0.1008945308648175,0.603081201413763,0.13457187204378918,0.13402275771595357,0.0525715961176358,0.15663706559983864,0.003753792624983391,0.25400141754863903,0.060506394273052544,0.019999652912182066,0.46632403333298095,0.14555740646590332,0.05071525697424803,0.04914653233743807,0.9756914237181056,0.5247037932912295,0.043023385798382434,0.14970306835638436,0.05923936560178707,0.04865064533024106,0.1208502557027905,0.12058469695145123,0.28025556805213386,0.8664228745412148
1642039179.708,0.23220194124558236,0.6848345736670086,0.1351413138279764,0.04284680857620467,0.49110179025470746,0.5119064846594324,0.7717418071961482,0.04959616972444887,0.20101140353639668,0.12122520400468076,0.5540705358677654,0.24129720412182243,0.9466794045493925,0.056225661952382114,0.21743407024148506,0.05224628425293653,0.48484641089944625,0.500948016918246,0.1008945308648175,0.603081201413763,0.13457187204378918,0.13402275771595357,0.0525715961176358,0.15663706559983864,0.003753792624983391,0.25400141754863903,0.060506394273052544,0.019999652912182066,0.46632403333298095,0.14555740646590332,0.05071525697424803,0.04914653233743807,0.9756914237181056,0.5247037932912295,0.043023385798382434,0.14970306835638436,0.05923936560178707,0.04865064533024106,0.1208502557027905,0.12058469695145123,0.28025556805213386,0.8664228745412148
1642039194.741,0.2346307017112872,0.6860721733990978,0.13585509229370343,0.043048041769980595,0.49052863428787896,0.522227224483913,0.8260841758057266,0.04936268828437575,0.2005903253137814,0.1211462984410179,0.5473233342323875,0.2610971641792956,0.9575532485264052,0.06160170144693285,0.20102041395692866,0.05228351183517638,0.48435436370243284,0.4893488097818687,0.1056815293437846,0.6013759178397596,0.13524332974627876,0.1346110197352231,0.053021839872847774,0.15047786090722792,0.003770407604454084,0.23300444308475532,0.05928164969115138,0.020196248486228575,0.4927876555489406,0.16339375399426545,0.050777592283029235,0.048819337239788305,0.9815888765100884,0.5061967017613727,0.044746203841492166,0.15473320234602533,0.05655957481099457,0.048858415251337085,0.12070496404837444,0.11980298213294269,0.26770996860139606,0.8657725538984178
1642039209.795,0.2346307017112872,0.6860721733990978,0.13585509229370343,0.043048041769980595,0.49052863428787896,0.522227224483913,0.8260841758057266,0.04936268828437575,0.2005903253137814,0.1211462984410179,0.5473233342323875,0.2610971641792956,0.9575532485264052,0.06160170144693285,0.20102041395692866,0.05228351183517638,0.48435436370243284,0.4893488097818687,0.1056815293437846,0.6013759178397596,0.13524332974627876,0.1346110197352231,0.053021839872847774,0.15047786090722792,0.003770407604454084,0.23300444308475532,0.05928164969115138,0.020196248486228575,0.4927876555489406,0.16339375399426545,0.050777592283029235,0.048819337239788305,0.9815888765100884,0.5061967017613727,0.044746203841492166,0.15473320234602533,0.05655957481099457,0.048858415251337085,0.12070496404837444,0.11980298213294269,0.26770996860139606,0.8657725538984178
1642039224.812,0.23484769135316846,0.6884400764359075,0.1357932068116037,0.04307980474369036,0.4732199563824025,0.5004470870023963,0.7813815532144952,0.0498230242754603,0.20143255781080996,0.12150341231410666,0.547266427336719,0.24797366326753864,0.9183143732718806,0.05733916440084004,0.18949969198385058,0.05222290602677811,0.4836653257574197,0.4993100384509973,0.10355082295100339,0.6048473712194972,0.13520212434449919,0.13435434401592913,0.053074174695385556,0.15546827157567944,0.003935550777547749,0.22420951428614666,0.060019853576295065,0.020312814105829424,0.46252733420176984,0.16313481543700803,0.05061781572627964,0.048703055008313755,0.9777356654554912,0.5209141411209222,0.044476468756604756,0.14337656715545982,0.058290532398652964,0.049361782669708226,0.12142851059677073,0.12052179899833204,0.26084518495530584,0.8693415052218273
1642039239.965,0.23484769135316846,0.6884400764359075,0.1357932068116037,0.04307980474369036,0.4732199563824025,0.5004470870023963,0.7813815532144952,0.0498230242754603,0.20143255781080996,0.12150341231410666,0.547266427336719,0.24797366326753864,0.9183143732718806,0.05733916440084004,0.18949969198385058,0.05222290602677811,0.4836653257574197,0.4993100384509973,0.10355082295100339,0.6048473712194972,0.13520212434449919,0.13435434401592913,0.053074174695385556,0.15546827157567944,0.003935550777547749,0.22420951428614666,0.060019853576295065,0.020312814105829424,0.46252733420176984,0.16313481543700803,0.05061781572627964,0.048703055008313755,0.9777356654554912,0.5209141411209222,0.044476468756604756,0.14337656715545982,0.058290532398652964,0.049361782669708226,0.12142851059677073,0.12052179899833204,0.26084518495530584,0.8693415052218273
1642039254.986,0.2335184616478465,0.6861568765539974,0.13530432640065396,0.04296789006466761,0.49066885557986717,0.5192413781977268,0.7382380171562792,0.05015591823475522,0.20253629055839256,0.12216781336019367,0.5448515908471556,0.2685754275215837,0.919401008053161,0.05898135790887914,0.18742702125567753,0.05219728253665186,0.4673700542498641,0.451595338917794,0.09926784975907754,0.6051312524690889,0.13491174848757037,0.13385573744307797,0.052764969409410084,0.15805190824393692,0.003854755291713692,0.22046876288683756,0.05907670675049696,0.020508439676806198,0.4813323716019877,0.15791929980566582,0.05102450367321375,0.04818349175826072,0.9749657428044309,0.5340652005562481,0.04241244300343315,0.15808200743756648,0.06012427057313303,0.049705637104777656,0.12182959457657774,0.1208464736443996,0.259250629453374,0.8705285857416911
1642039270.008,0.2335184616478465,0.6861568765539974,0.13530432640065396,0.04296789006466761,0.49066885557986717,0.5192413781977268,0.7382380171562792,0.05015591823475522,0.20253629055839256,0.12216781336019367,0.5448515908471556,0.2685754275215837,0.919401008053161,0.05898135790887914,0.18742702125567753,0.05219728253665186,0.4673700542498641,0.451595338917794,0.09926784975907754,0.6051312524690889,0.13491174848757037,0.13385573744307797,0.052764969409410084,0.15805190824393692,0.003854755291713692,0.22046876288683756,0.05907670675049696,0.020508439676806198,0.4813323716019877,0.15791929980566582,0.05102450367321375,0.04818349175826072,0.9749657428044309,0.5340652005562481,0.04241244300343315,0.15808200743756648,0.06012427057313303,0.049705637104777656,0.12182959457657774,0.1208464736443996,0.259250629453374,0.8705285857416911
