"Time","pod:adservice-w3-754d7d8cd4-d9rtb_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-p5nkw_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-vc2c2_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-nc6gx_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-p8nqv_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-z84k8_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-8n4jh_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-9dfph_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-trzck_service:recommendationservice_node:worker--3","pod:redis-cart-w4-5fdf77f88c-5pvzb_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-txhpf_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-cvpvg_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-ftt9w_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w1-599b6846df-mth5b_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-qbp66_service:frontend_node:worker--1.novalocal","pod:cartservice-w4-6d5d8bb6bc-bbrzj_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-t8xxb_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-794x8_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-5cdvq_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-668ms_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-c244x_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-lwkbj_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-4p75p_service:currencyservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-p44hr_service:redis-cart_node:worker--3","pod:recommendationservice-w1-5c774597c5-jdxn4_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-cpxn4_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-lfdmp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-4nl9s_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-v84bq_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-z6jzb_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-pdhqh_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-fm2fs_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-6rdn4_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-dlvwm_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w4-76766bdfb6-xjw7r_service:adservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-7rn74_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-7cbbh_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-xvzpb_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-wfj8f_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-v7h5x_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-6f4r2_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-lhshz_service:frontend_node:worker--1.novalocal"
1642004784.933,0.2072134379854982,0.10798939059016395,0.052082640269999994,0.44844416594230857,0.0522706381802267,0.03963819778871773,0.10737969018878712,0.04529025563040167,0.0455741051324348,0.004300238950850873,0.44399056191339015,0.49422097973653545,0.12761386264670604,0.5045635969846827,0.4758940051808581,0.230164247182852,0.13878105541146657,0.7518734480528279,0.1087359697696943,0.1299488121763965,0.052979062969459714,0.18698955292757174,0.5296503483071164,0.02115995922213947,0.04471486701630559,0.25653717172305257,0.6288040944178372,0.8815496013842222,0.05233912639286929,0.677425784732469,0.143529478854585,0.10280655249256174,0.21940100583982777,0.05743747823235755,0.30240147042792276,0.8340082078445995,0.12790298781197346,0.04531447223349457,0.14923176124888493,0.05612073059296923,0.44632553858034696,0.4442321049692117
1642004799.963,0.2072134379854982,0.10798939059016395,0.052082640269999994,0.44844416594230857,0.0522706381802267,0.03963819778871773,0.10737969018878712,0.04529025563040167,0.0455741051324348,0.004300238950850873,0.44399056191339015,0.49422097973653545,0.12761386264670604,0.5045635969846827,0.4758940051808581,0.230164247182852,0.13878105541146657,0.7518734480528279,0.1087359697696943,0.1299488121763965,0.052979062969459714,0.18698955292757174,0.5296503483071164,0.02115995922213947,0.04471486701630559,0.25653717172305257,0.6288040944178372,0.8815496013842222,0.05233912639286929,0.677425784732469,0.143529478854585,0.10280655249256174,0.21940100583982777,0.05743747823235755,0.30240147042792276,0.8340082078445995,0.12790298781197346,0.04531447223349457,0.14923176124888493,0.05612073059296923,0.44632553858034696,0.4442321049692117
1642004815.011,0.2245351252617111,0.11547086817784825,0.06066715378989446,0.48442564856046455,0.05412928787298247,0.040442505194537084,0.11413290754161526,0.04711915792148538,0.047845432647445035,0.00418278076702183,0.4839102361150788,0.5391740073413283,0.1335437962887995,0.554670263557251,0.5200978735440881,0.2673002074492438,0.14861636543471413,0.8369489548918283,0.11396196990946063,0.13361362132209484,0.05288748642067478,0.19504912320609816,0.578370019312505,0.022652187874430352,0.04610540865431571,0.24705698428271022,0.6838582438125165,0.9802708776375322,0.052644270270979135,0.7826119799511984,0.16142421821668682,0.10786122203118659,0.23216831625966666,0.0580081022074342,0.29545000929684784,0.9207016452219501,0.1347448812192612,0.04824522744871253,0.14641504769715796,0.05370560148973455,0.48613405423647155,0.4922517117376583
1642004830.027,0.2245351252617111,0.11547086817784825,0.06066715378989446,0.48442564856046455,0.05412928787298247,0.040442505194537084,0.11413290754161526,0.04711915792148538,0.047845432647445035,0.00418278076702183,0.4839102361150788,0.5391740073413283,0.1335437962887995,0.554670263557251,0.5200978735440881,0.2673002074492438,0.14861636543471413,0.8369489548918283,0.11396196990946063,0.13361362132209484,0.05288748642067478,0.19504912320609816,0.578370019312505,0.022652187874430352,0.04610540865431571,0.24705698428271022,0.6838582438125165,0.9802708776375322,0.052644270270979135,0.7826119799511984,0.16142421821668682,0.10786122203118659,0.23216831625966666,0.0580081022074342,0.29545000929684784,0.9207016452219501,0.1347448812192612,0.04824522744871253,0.14641504769715796,0.05370560148973455,0.48613405423647155,0.4922517117376583
1642004845.054,0.20287516680958104,0.11592865146903905,0.05591977848426376,0.4844369063022893,0.05441540805319131,0.04036929356059722,0.10881290753424891,0.0469335630006417,0.04612242462988668,0.004184676633076938,0.4832840345931647,0.539462908912854,0.13356675203721868,0.5578665564150551,0.5188812047916556,0.24298497076301012,0.14715012738087752,0.8212101888959974,0.11635522051299092,0.13404644477516142,0.05270953411719405,0.1876315930456205,0.5456417436629476,0.022530925389065044,0.04635740532778595,0.23282795297783082,0.6821487709638125,0.9805395392047402,0.05272029651198994,0.7344878097113753,0.1577147140942179,0.10807103516095631,0.23152683479704958,0.0594618081753789,0.2769197127782518,0.9104521477940443,0.13462337115590095,0.048117320682562734,0.1486273881930078,0.05961257490570441,0.48622860969145065,0.48891370421980673
1642004860.094,0.20287516680958104,0.11592865146903905,0.05591977848426376,0.4844369063022893,0.05441540805319131,0.04036929356059722,0.10881290753424891,0.0469335630006417,0.04612242462988668,0.004184676633076938,0.4832840345931647,0.539462908912854,0.13356675203721868,0.5578665564150551,0.5188812047916556,0.24298497076301012,0.14715012738087752,0.8212101888959974,0.11635522051299092,0.13404644477516142,0.05270953411719405,0.1876315930456205,0.5456417436629476,0.022530925389065044,0.04635740532778595,0.23282795297783082,0.6821487709638125,0.9805395392047402,0.05272029651198994,0.7344878097113753,0.1577147140942179,0.10807103516095631,0.23152683479704958,0.0594618081753789,0.2769197127782518,0.9104521477940443,0.13462337115590095,0.048117320682562734,0.1486273881930078,0.05961257490570441,0.48622860969145065,0.48891370421980673
1642004875.126,0.18791900921738186,0.10920263065685754,0.058914208809263735,0.484882782963196,0.054637677996423856,0.04046702947718166,0.11423067956559271,0.04703634282603589,0.04836449655080787,0.00412411222940713,0.4828119959514404,0.5376990492217325,0.1351943394268067,0.5555942904612075,0.5214024150259102,0.24319039888074934,0.15007741366043836,0.8393436549087693,0.10950140642095212,0.1345450214272203,0.052218851528731985,0.19477060654268663,0.5784395389927238,0.022066732346896486,0.04643537713682022,0.22032811783148623,0.6876350014999487,0.9839826216907437,0.052660929496366304,0.8047620968427824,0.15152619949877252,0.10826360300603693,0.232676025158434,0.059599225709243614,0.25945683249685914,0.9485568160576059,0.13446199764612504,0.043361632218419974,0.1472665479028001,0.05772858583070868,0.48629090337972464,0.4916924944227134
1642004890.155,0.18791900921738186,0.10920263065685754,0.058914208809263735,0.484882782963196,0.054637677996423856,0.04046702947718166,0.11423067956559271,0.04703634282603589,0.04836449655080787,0.00412411222940713,0.4828119959514404,0.5376990492217325,0.1351943394268067,0.5555942904612075,0.5214024150259102,0.24319039888074934,0.15007741366043836,0.8393436549087693,0.10950140642095212,0.1345450214272203,0.052218851528731985,0.19477060654268663,0.5784395389927238,0.022066732346896486,0.04643537713682022,0.22032811783148623,0.6876350014999487,0.9839826216907437,0.052660929496366304,0.8047620968427824,0.15152619949877252,0.10826360300603693,0.232676025158434,0.059599225709243614,0.25945683249685914,0.9485568160576059,0.13446199764612504,0.043361632218419974,0.1472665479028001,0.05772858583070868,0.48629090337972464,0.4916924944227134
1642004905.189,0.1777307715763255,0.11533632660166016,0.057518524230693834,0.48434575660596,0.053880624447094655,0.04062220808764521,0.10669619214530374,0.046695464902322015,0.04656402499924485,0.004027392408943163,0.48113995638650464,0.5394154815187926,0.13519269565446365,0.5540521638317675,0.5285835373217977,0.24577588970475017,0.1529565437757937,0.7610683722091813,0.11387530246906995,0.13495309739319206,0.05204199338991759,0.19487331954839265,0.5762131340544189,0.02164433710196119,0.04683434566866365,0.21686072446811566,0.6879811067686472,0.9803288615096023,0.05274648035539982,0.8095432546126842,0.15490886236784873,0.10821879312253829,0.23264684386821036,0.05934112287822701,0.2589518410248063,0.9283376483078738,0.13420878019280102,0.047498622788503725,0.15340475551231245,0.05582112585754131,0.4855034881079714,0.48973345311704813
1642004920.212,0.1777307715763255,0.11533632660166016,0.057518524230693834,0.48434575660596,0.053880624447094655,0.04062220808764521,0.10669619214530374,0.046695464902322015,0.04656402499924485,0.004027392408943163,0.48113995638650464,0.5394154815187926,0.13519269565446365,0.5540521638317675,0.5285835373217977,0.24577588970475017,0.1529565437757937,0.7610683722091813,0.11387530246906995,0.13495309739319206,0.05204199338991759,0.19487331954839265,0.5762131340544189,0.02164433710196119,0.04683434566866365,0.21686072446811566,0.6879811067686472,0.9803288615096023,0.05274648035539982,0.8095432546126842,0.15490886236784873,0.10821879312253829,0.23264684386821036,0.05934112287822701,0.2589518410248063,0.9283376483078738,0.13420878019280102,0.047498622788503725,0.15340475551231245,0.05582112585754131,0.4855034881079714,0.48973345311704813
