"Time","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-zjctt_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-d6whm_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-kvw88_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-4zftk_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-gd5rm_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-fg5tv_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-862mt_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-jcdjx_service:productcatalogservice_node:worker--3","pod:cartservice-w1-86744bdcbd-xppqm_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-85288_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-7q72c_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-7jws8_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-l8mnz_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-4jzbn_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-fspz9_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-sl76h_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-7gq9v_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-g98ch_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-kxgq6_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-shp7p_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-rfrfm_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-9tlpn_service:frontend_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-pvmsq_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-cr57r_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-z9kgx_service:frontend_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-dlhnw_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-6xhfb_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-6nrp8_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:frontend-w3-8ddd87c7b-8f55r_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-l8s7f_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-d566d_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-5v94k_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-b48t4_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-g829s_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-9q5hw_service:recommendationservice_node:worker--1.novalocal"
1637889155.116,0.004333924179631032,0.2623389969928591,0.15538323222701253,0.25150617691583843,0.12286143670620112,0.17995667952422523,0.2416789722155307,0.42105240660272175,0.24986727605521317,0.3964115551978768,0.243663349248752,0.24415505902014456,0.42043224735836554,0.13489498572292757,0.4086044051477412,0.4217066712541598,0.36833217550803565,0.2410350983117665,0.12245452117244046,0.04775243780860598,0.4080764487363502,0.37969358340145837,0.4026222052255197,0.39501345784371383,0.36402192068376416,0.39765597369529143,0.3690301178490256,0.3953972879101843,0.41236393562908635,0.2533419199522066,0.1365408013001186,0.38714732745795366,0.22475824933474803,0.3958887825535559,0.24191383728250138,0.12387942761635376,0.2204996691036442,0.2764968962235277,0.2508602115367796,0.1348492805215905
1637889170.142,0.004333924179631032,0.2623389969928591,0.15538323222701253,0.25150617691583843,0.12286143670620112,0.17995667952422523,0.2416789722155307,0.42105240660272175,0.24986727605521317,0.3964115551978768,0.243663349248752,0.24415505902014456,0.42043224735836554,0.13489498572292757,0.4086044051477412,0.4217066712541598,0.36833217550803565,0.2410350983117665,0.12245452117244046,0.04775243780860598,0.4080764487363502,0.37969358340145837,0.4026222052255197,0.39501345784371383,0.36402192068376416,0.39765597369529143,0.3690301178490256,0.3953972879101843,0.41236393562908635,0.2533419199522066,0.1365408013001186,0.38714732745795366,0.22475824933474803,0.3958887825535559,0.24191383728250138,0.12387942761635376,0.2204996691036442,0.2764968962235277,0.2508602115367796,0.1348492805215905
1637889185.172,0.004092888680846581,0.28941958448964294,0.16330993925542497,0.29122363098961496,0.13568100997218774,0.1917448562683807,0.26748019039184684,0.4728078898591439,0.279714302435841,0.44318668200342404,0.27092813509632885,0.2751989160033955,0.4712779074713948,0.14508584530616425,0.4643138903892212,0.4876366021419619,0.40581488636064494,0.273115996357305,0.13123013802520822,0.05177088025246348,0.3967760586391238,0.42084854169960084,0.4507291459747662,0.44706885735312496,0.40449480848919706,0.4433022879294173,0.4078503057033685,0.4412263459079677,0.4551073228090463,0.2792876461339551,0.15119309453033863,0.4332523629201183,0.2510750166009262,0.43472369996587246,0.2587046734808751,0.13900358654301004,0.23669795124174692,0.311720586613902,0.2805979532783343,0.14832879931787402
1637889200.251,0.004092888680846581,0.28941958448964294,0.16330993925542497,0.29122363098961496,0.13568100997218774,0.1917448562683807,0.26748019039184684,0.4728078898591439,0.279714302435841,0.44318668200342404,0.27092813509632885,0.2751989160033955,0.4712779074713948,0.14508584530616425,0.4643138903892212,0.4876366021419619,0.40581488636064494,0.273115996357305,0.13123013802520822,0.05177088025246348,0.3967760586391238,0.42084854169960084,0.4507291459747662,0.44706885735312496,0.40449480848919706,0.4433022879294173,0.4078503057033685,0.4412263459079677,0.4551073228090463,0.2792876461339551,0.15119309453033863,0.4332523629201183,0.2510750166009262,0.43472369996587246,0.2587046734808751,0.13900358654301004,0.23669795124174692,0.311720586613902,0.2805979532783343,0.14832879931787402
1637889215.265,0.0037818498379955812,0.2896702349514466,0.16249880553053353,0.2967065804235926,0.13258013053697992,0.19899546577517846,0.26909229370538323,0.4842726590342187,0.28281090550849286,0.4516301720029372,0.2728237097299351,0.2803718186375276,0.48374495988309163,0.147362370615242,0.4890395185874824,0.48682961684624043,0.40505054553251496,0.2730826949105825,0.13628896834940651,0.048944610694381004,0.4548587065627146,0.4420228185474544,0.4593929151731476,0.4597592200611131,0.406131126890126,0.4511112695680837,0.4077304426833165,0.44886312050921584,0.4723883392346955,0.2847391947657026,0.150994581840376,0.44151153617528366,0.2530078808272099,0.45354203237395885,0.25405968942045143,0.13871917446867527,0.2502938486440952,0.32165209131398276,0.2833521477489267,0.1495271800749039
1637889230.301,0.0037818498379955812,0.2896702349514466,0.16249880553053353,0.2967065804235926,0.13258013053697992,0.19899546577517846,0.26909229370538323,0.4842726590342187,0.28281090550849286,0.4516301720029372,0.2728237097299351,0.2803718186375276,0.48374495988309163,0.147362370615242,0.4890395185874824,0.48682961684624043,0.40505054553251496,0.2730826949105825,0.13628896834940651,0.048944610694381004,0.4548587065627146,0.4420228185474544,0.4593929151731476,0.4597592200611131,0.406131126890126,0.4511112695680837,0.4077304426833165,0.44886312050921584,0.4723883392346955,0.2847391947657026,0.150994581840376,0.44151153617528366,0.2530078808272099,0.45354203237395885,0.25405968942045143,0.13871917446867527,0.2502938486440952,0.32165209131398276,0.2833521477489267,0.1495271800749039
1637889245.324,0.0037478972492809575,0.29013193094245543,0.16201134211514673,0.28749634452974016,0.12874512539273225,0.18161995437736317,0.2684963268659312,0.4839780461564788,0.2831334461677738,0.4522624824648127,0.26812130231971476,0.2802135147066442,0.48318501145888815,0.14724719554762625,0.4894276992220231,0.4887753471095975,0.40516687362430404,0.27240187730253806,0.1361914656368401,0.052292882210279404,0.4446245989051735,0.4198082109807312,0.4602592546229577,0.45790001583944767,0.40633769038457673,0.4503577529744502,0.4064585764038619,0.4501270464570921,0.4428507956665147,0.28517743273409873,0.15228725395292025,0.44192241281684624,0.25228569561148484,0.44512723368961826,0.27455716497567684,0.13856273238865327,0.23263790195893297,0.31632413496575035,0.2831416237071535,0.14928666804020346
1637889260.356,0.0037478972492809575,0.29013193094245543,0.16201134211514673,0.28749634452974016,0.12874512539273225,0.18161995437736317,0.2684963268659312,0.4839780461564788,0.2831334461677738,0.4522624824648127,0.26812130231971476,0.2802135147066442,0.48318501145888815,0.14724719554762625,0.4894276992220231,0.4887753471095975,0.40516687362430404,0.27240187730253806,0.1361914656368401,0.052292882210279404,0.4446245989051735,0.4198082109807312,0.4602592546229577,0.45790001583944767,0.40633769038457673,0.4503577529744502,0.4064585764038619,0.4501270464570921,0.4428507956665147,0.28517743273409873,0.15228725395292025,0.44192241281684624,0.25228569561148484,0.44512723368961826,0.27455716497567684,0.13856273238865327,0.23263790195893297,0.31632413496575035,0.2831416237071535,0.14928666804020346
1637889275.385,0.003791042504880591,0.2900733353685879,0.16235169938694283,0.29517879140231934,0.13412858308528935,0.18922681609800351,0.2690517412393355,0.4840822407666773,0.2835518064353355,0.45141647687721553,0.2670951551643257,0.27912469579702837,0.48441107317747945,0.14727917703446405,0.4992502704366455,0.44897354173351456,0.4053664006510225,0.25886898102344197,0.136386456516563,0.05225636140186142,0.4374223752743056,0.4431342764052152,0.4599802426134868,0.47985974894004746,0.4071100890214557,0.4507792050072119,0.4063709587678228,0.4501405649956115,0.4497030405470357,0.28513268479799864,0.15244543530391785,0.4427187886753484,0.25213784856176796,0.45352140094308824,0.27466693855189506,0.13912076327632067,0.23510528124386693,0.3205578291812331,0.28378741078884095,0.1494946861088271
1637889290.418,0.003791042504880591,0.2900733353685879,0.16235169938694283,0.29517879140231934,0.13412858308528935,0.18922681609800351,0.2690517412393355,0.4840822407666773,0.2835518064353355,0.45141647687721553,0.2670951551643257,0.27912469579702837,0.48441107317747945,0.14727917703446405,0.4992502704366455,0.44897354173351456,0.4053664006510225,0.25886898102344197,0.136386456516563,0.05225636140186142,0.4374223752743056,0.4431342764052152,0.4599802426134868,0.47985974894004746,0.4071100890214557,0.4507792050072119,0.4063709587678228,0.4501405649956115,0.4497030405470357,0.28513268479799864,0.15244543530391785,0.4427187886753484,0.25213784856176796,0.45352140094308824,0.27466693855189506,0.13912076327632067,0.23510528124386693,0.3205578291812331,0.28378741078884095,0.1494946861088271
