"Time","pod:recommendationservice-w1-5c774597c5-brq5x_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:frontend-w3-8ddd87c7b-5fcbp_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-fcdmg_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-nmsb8_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-xwfd7_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-45wfg_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-tpp4w_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-sgbcq_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-rpbzl_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-dxwb7_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-pnsrp_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-zgmb9_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-9965t_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-hkgkv_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-277p8_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-h6ggt_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-ck84s_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-5jml4_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-fww4k_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-9g8jm_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-89bvk_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-dx6k6_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-7gppx_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-hkdjx_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-q5q5h_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-6gr88_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-khkk4_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-8nkdt_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-wrsmt_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-jx8v4_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-tgtqd_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-4sm9c_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-4xxgn_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-9r684_service:productcatalogservice_node:worker--3"
1637882661.317,0.13000474754406344,0.21375642100016123,0.37252244756906777,0.10877113138793224,0.3730247116710079,0.3854703530602359,0.2052495477876307,0.2590720812510369,0.33012661614167016,0.3637768267574992,0.2249642390070408,0.39563520967018545,0.23621109415031605,0.3537766889469147,0.23507316886344434,0.13276856207880586,0.11515119334803335,0.025522861170141763,0.24861689933052145,0.3671370968304528,0.400151429132392,0.16038301058519838,0.38180800967861367,0.23453569421340187,0.3277524125180936,0.12777765428122279,0.12547473792656189,0.33269541240825984,0.36391950397558875,0.23468316555118357,0.374085309569065,0.22481174802906612,0.23963093899622198,0.02524623812668606,0.11476338074066461,0.36071734334819383,0.3806167191469959,0.36611349430125684,0.2319562895105315,0.21568298808084302
1637882676.346,0.145493140004336,0.23808336394844154,0.4222786745551303,0.12678052931518624,0.4242346731215836,0.43657708270539813,0.2331593261750055,0.289821097328379,0.37084878022354584,0.40948672254630225,0.25171268152790716,0.4292030430725,0.2673063650773094,0.39782637740453203,0.26456821785740636,0.14672910927654048,0.1332135752780768,0.028619717144524836,0.2881657949927655,0.4157700566303609,0.43038931639312494,0.19667290233146395,0.4312843822050669,0.26699346964415904,0.37104105794581943,0.14464205105193734,0.1430113871572366,0.37313197005428994,0.40974240737917494,0.25471014679906495,0.4266673537281661,0.2563069913996125,0.2693207283962387,0.028127702159325873,0.1295155546631131,0.40794154639584734,0.4301472840097424,0.41190506466234295,0.2597778690306938,0.26153101882444285
1637882691.385,0.145493140004336,0.23808336394844154,0.4222786745551303,0.12678052931518624,0.4242346731215836,0.43657708270539813,0.2331593261750055,0.289821097328379,0.37084878022354584,0.40948672254630225,0.25171268152790716,0.4292030430725,0.2673063650773094,0.39782637740453203,0.26456821785740636,0.14672910927654048,0.1332135752780768,0.028619717144524836,0.2881657949927655,0.4157700566303609,0.43038931639312494,0.19667290233146395,0.4312843822050669,0.26699346964415904,0.37104105794581943,0.14464205105193734,0.1430113871572366,0.37313197005428994,0.40974240737917494,0.25471014679906495,0.4266673537281661,0.2563069913996125,0.2693207283962387,0.028127702159325873,0.1295155546631131,0.40794154639584734,0.4301472840097424,0.41190506466234295,0.2597778690306938,0.26153101882444285
1637882706.463,0.1508094798407575,0.2552586475843061,0.45873628099362546,0.13667613732678358,0.4227880332707269,0.42482856381486234,0.23801597018544718,0.29040059332701035,0.3901073898050348,0.441670454478451,0.2594426941951852,0.48910228167217146,0.2815110201015967,0.4292968035494423,0.2771641369149763,0.15022396427693446,0.13862607181234393,0.030355395606184377,0.3011084139054462,0.4510669415845995,0.4754389872785788,0.19499425718942626,0.46529732545829683,0.284981686681954,0.3910677637466306,0.14999986470255267,0.14832953176135072,0.39212313984816183,0.4413842588416707,0.276396608444023,0.5001389437626801,0.2662274776951821,0.2844017474008541,0.029224247510348526,0.1378142972436473,0.4264524685240967,0.4640893697864105,0.44213221421329957,0.2851547268743703,0.27434424003135593
1637882721.493,0.1508094798407575,0.2552586475843061,0.45873628099362546,0.13667613732678358,0.4227880332707269,0.42482856381486234,0.23801597018544718,0.29040059332701035,0.3901073898050348,0.441670454478451,0.2594426941951852,0.48910228167217146,0.2815110201015967,0.4292968035494423,0.2771641369149763,0.15022396427693446,0.13862607181234393,0.030355395606184377,0.3011084139054462,0.4510669415845995,0.4754389872785788,0.19499425718942626,0.46529732545829683,0.284981686681954,0.3910677637466306,0.14999986470255267,0.14832953176135072,0.39212313984816183,0.4413842588416707,0.276396608444023,0.5001389437626801,0.2662274776951821,0.2844017474008541,0.029224247510348526,0.1378142972436473,0.4264524685240967,0.4640893697864105,0.44213221421329957,0.2851547268743703,0.27434424003135593
1637882736.518,0.15070316437009834,0.25554695588756154,0.4383632295153282,0.1378703946215504,0.44591927390686764,0.4203365608720352,0.23305678978996808,0.29610441201206383,0.389933222136628,0.4417279905132167,0.2720859692830747,0.46531736761151393,0.28243291761714323,0.4291842531486186,0.27761612945254455,0.15004448822465316,0.1391234991530001,0.0301139677608327,0.3001997202346464,0.4517342193463893,0.5001459885765881,0.19479723686669406,0.4654757775273767,0.2853065806509463,0.391435337730495,0.1492153480109473,0.14854041172541665,0.3912594907191923,0.44169282040946034,0.2770209326545163,0.4905893584603197,0.26636006157206155,0.28541359640892733,0.029050350673095245,0.13427117802269722,0.41410176043708097,0.4640655161418322,0.44251717105503596,0.2838776761794458,0.27522494882168647
1637882751.552,0.15070316437009834,0.25554695588756154,0.4383632295153282,0.1378703946215504,0.44591927390686764,0.4203365608720352,0.23305678978996808,0.29610441201206383,0.389933222136628,0.4417279905132167,0.2720859692830747,0.46531736761151393,0.28243291761714323,0.4291842531486186,0.27761612945254455,0.15004448822465316,0.1391234991530001,0.0301139677608327,0.3001997202346464,0.4517342193463893,0.5001459885765881,0.19479723686669406,0.4654757775273767,0.2853065806509463,0.391435337730495,0.1492153480109473,0.14854041172541665,0.3912594907191923,0.44169282040946034,0.2770209326545163,0.4905893584603197,0.26636006157206155,0.28541359640892733,0.029050350673095245,0.13427117802269722,0.41410176043708097,0.4640655161418322,0.44251717105503596,0.2838776761794458,0.27522494882168647
1637882766.633,0.15085544376629773,0.24726344244609283,0.45797172276220743,0.1383932993327101,0.4566810719819854,0.458761576970657,0.2441423668272072,0.2862128884925492,0.3897448444060623,0.4414324713476324,0.24817146103169127,0.4630920851245794,0.2825206028318932,0.4295255256267976,0.2778434187809441,0.15030886523732206,0.13383460659281696,0.0296841969931418,0.29944516284639733,0.4303592868396726,0.4924481668998645,0.19526032413878336,0.46453448066831443,0.2839140820131671,0.3919841185407068,0.14958517437050883,0.14894452338837771,0.3908601953113324,0.44180242501815314,0.27764100415751736,0.45673499557020975,0.2652767889989827,0.2849600824734867,0.029115333192025472,0.13845621520690565,0.41984916286663654,0.46393580990235583,0.4424113771303765,0.28515545250724267,0.27544555666586545
1637882781.653,0.15085544376629773,0.24726344244609283,0.45797172276220743,0.1383932993327101,0.4566810719819854,0.458761576970657,0.2441423668272072,0.2862128884925492,0.3897448444060623,0.4414324713476324,0.24817146103169127,0.4630920851245794,0.2825206028318932,0.4295255256267976,0.2778434187809441,0.15030886523732206,0.13383460659281696,0.0296841969931418,0.29944516284639733,0.4303592868396726,0.4924481668998645,0.19526032413878336,0.46453448066831443,0.2839140820131671,0.3919841185407068,0.14958517437050883,0.14894452338837771,0.3908601953113324,0.44180242501815314,0.27764100415751736,0.45673499557020975,0.2652767889989827,0.2849600824734867,0.029115333192025472,0.13845621520690565,0.41984916286663654,0.46393580990235583,0.4424113771303765,0.28515545250724267,0.27544555666586545
1637882796.672,0.14990667777064898,0.25318028792088343,0.43549058047909966,0.13840549622807863,0.44630865072568304,0.42061511799813367,0.24445927256861238,0.29653305362065036,0.38859774881902664,0.44156978360678945,0.2736631976369586,0.4459279879883929,0.28285300585526274,0.4297089968712031,0.27768833635804663,0.1511590353626971,0.13937310333723535,0.030175173401260753,0.29807689362976936,0.452219045074642,0.46690851495708974,0.19389598312830553,0.4647929155430105,0.28358463416949853,0.39146857511137834,0.1492707306162985,0.14995790272249573,0.3901947385481245,0.4417224272905575,0.25914808104329534,0.46752776224401493,0.26489799411939907,0.28481152321779635,0.02876816686333021,0.13306231910694039,0.4320533976409022,0.463371742674653,0.44310177148895125,0.2847752064871208,0.27548768899219317
