"Time","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:frontend-w3-8ddd87c7b-q9668_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-5jz42_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-4ggmw_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-8h7vn_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-9bgr8_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-kksjb_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-vdsvl_service:recommendationservice_node:worker--3","pod:frontend-w1-599b6846df-btddc_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-kcvdr_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-ct2n5_service:recommendationservice_node:worker--3","pod:recommendationservice-w1-5c774597c5-nzgt9_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-8sqtb_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-xplkx_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-2rkz5_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-wpbm9_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-pm69v_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-7kf2h_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-j4z7q_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-48j5x_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-4rmcx_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-n65cq_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-fvsrf_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-z9nl9_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-qtf6z_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-wxgbj_service:productcatalogservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-9rknx_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-hnrbn_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w4-6855bd669b-p6847_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-8bgzr_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-pl2d6_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-h6dvl_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-jj7sd_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-t5pwk_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-xrrdg_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal"
1637885258.639,0.21858707108009068,0.3841224626422425,0.3721484168033563,0.28268178714272774,0.2510705336887942,0.35453027665404335,0.24176869608154505,0.11875786825798215,0.4113492208901127,0.2317661582021747,0.1232732694858317,0.1352264735307837,0.406506822470586,0.13154247090002286,0.3850034843407256,0.12268761071118749,0.3769200292888779,0.3971454077215393,0.24678291764477156,0.1373280723663794,0.22238789753960972,0.3892487378529845,0.25075562596222456,0.02646666185440267,0.35518533043149436,0.3902251977040054,0.23654763741621243,0.02853606086969201,0.3784856045199634,0.39226683085882935,0.2608082057009804,0.16502386459941384,0.24551477669849958,0.13258670017166285,0.35360613482708164,0.38378135917023926,0.38410609727945216,0.38503038776844667,0.25480443647311635,0.23319456911551545
1637885274.072,0.2263866241746402,0.4365278352528777,0.4488491104144408,0.3137392430939775,0.2789942460090145,0.3937211194252037,0.2689184466122415,0.12969135075429195,0.4593644891795967,0.2590699676045064,0.1380664721583659,0.1483900474839748,0.4505151844547916,0.14808330861660274,0.42956520108750185,0.13675886110579843,0.43316440174004345,0.4451889838711268,0.2724559827378094,0.15019802393060078,0.21807297408437498,0.47145900962304615,0.27756349607341646,0.029017505506516134,0.3933105717815523,0.453408397112275,0.2552822934801067,0.029320870236599864,0.4395516290299242,0.4658538235367962,0.29025687491690383,0.1897504150480513,0.2780575623743441,0.1483663571484486,0.3933794570164529,0.4301272244095624,0.42998078078607904,0.43006897776573316,0.27855683599511755,0.2620140623913954
1637885289.386,0.2263866241746402,0.4365278352528777,0.4488491104144408,0.3137392430939775,0.2789942460090145,0.3937211194252037,0.2689184466122415,0.12969135075429195,0.4593644891795967,0.2590699676045064,0.1380664721583659,0.1483900474839748,0.4505151844547916,0.14808330861660274,0.42956520108750185,0.13675886110579843,0.43316440174004345,0.4451889838711268,0.2724559827378094,0.15019802393060078,0.21807297408437498,0.47145900962304615,0.27756349607341646,0.029017505506516134,0.3933105717815523,0.453408397112275,0.2552822934801067,0.029320870236599864,0.4395516290299242,0.4658538235367962,0.29025687491690383,0.1897504150480513,0.2780575623743441,0.1483663571484486,0.3933794570164529,0.4301272244095624,0.42998078078607904,0.43006897776573316,0.27855683599511755,0.2620140623913954
1637885304.402,0.2500674122343929,0.45084341803167005,0.45518655078241144,0.3197637477259885,0.2806716763003338,0.3984985505634012,0.27407713339005335,0.13941415227378892,0.4745532262942168,0.27267417391813464,0.1364336380241107,0.1486749400638756,0.4680318215440506,0.1488783285836275,0.44322794902937307,0.13006257500781998,0.4385702058864567,0.45803794050303087,0.28000131051582955,0.15164744939156238,0.25094910386291325,0.47399100590390697,0.2834588613971164,0.02904703128220793,0.39747419126521655,0.46569845306208746,0.2711286209975389,0.02971196273625721,0.41691375482022897,0.4523209158949248,0.2939809658611997,0.19273028874160966,0.2827577854802045,0.14740923579348963,0.39889818287369205,0.4430194820619646,0.44364140369402655,0.4446583884747569,0.28513865067319805,0.2641277686255476
1637885319.42,0.2500674122343929,0.45084341803167005,0.45518655078241144,0.3197637477259885,0.2806716763003338,0.3984985505634012,0.27407713339005335,0.13941415227378892,0.4745532262942168,0.27267417391813464,0.1364336380241107,0.1486749400638756,0.4680318215440506,0.1488783285836275,0.44322794902937307,0.13006257500781998,0.4385702058864567,0.45803794050303087,0.28000131051582955,0.15164744939156238,0.25094910386291325,0.47399100590390697,0.2834588613971164,0.02904703128220793,0.39747419126521655,0.46569845306208746,0.2711286209975389,0.02971196273625721,0.41691375482022897,0.4523209158949248,0.2939809658611997,0.19273028874160966,0.2827577854802045,0.14740923579348963,0.39889818287369205,0.4430194820619646,0.44364140369402655,0.4446583884747569,0.28513865067319805,0.2641277686255476
1637885334.439,0.24837988417897267,0.4203567178940396,0.4322296568186875,0.2991483618608829,0.2805541816305274,0.39768603394692514,0.27396047821250524,0.13874800634834156,0.4734983099992175,0.2722764123663992,0.13988453735884263,0.14857301175445853,0.47506304064070787,0.14886743976253758,0.44453971839298867,0.13866073710251475,0.43516433432872104,0.46032036572649,0.281121927230587,0.15186629436842009,0.2333742763527673,0.4256894316675,0.28421531165714553,0.02893415318670914,0.39696473214982075,0.4670662170542883,0.2716138994917501,0.030389103501094403,0.3965648349406423,0.46140397839314845,0.29297232879470236,0.18741903795913056,0.28279137185313613,0.1475921659808401,0.3977670341554037,0.44318492213762917,0.4434134627604807,0.44497909642891964,0.28508538194615834,0.2645449139266556
1637885349.46,0.24837988417897267,0.4203567178940396,0.4322296568186875,0.2991483618608829,0.2805541816305274,0.39768603394692514,0.27396047821250524,0.13874800634834156,0.4734983099992175,0.2722764123663992,0.13988453735884263,0.14857301175445853,0.47506304064070787,0.14886743976253758,0.44453971839298867,0.13866073710251475,0.43516433432872104,0.46032036572649,0.281121927230587,0.15186629436842009,0.2333742763527673,0.4256894316675,0.28421531165714553,0.02893415318670914,0.39696473214982075,0.4670662170542883,0.2716138994917501,0.030389103501094403,0.3965648349406423,0.46140397839314845,0.29297232879470236,0.18741903795913056,0.28279137185313613,0.1475921659808401,0.3977670341554037,0.44318492213762917,0.4434134627604807,0.44497909642891964,0.28508538194615834,0.2645449139266556
1637885364.478,0.2477224229509682,0.42266440137456646,0.41320628589867525,0.31888479825392135,0.2812366572929621,0.3989373164626322,0.2578821043927736,0.13743538628835678,0.47519430335516766,0.26560430875644936,0.13890748974389278,0.14869611671977534,0.501249639150184,0.15015743849770724,0.44433005149029337,0.1333235762986512,0.41870145327242325,0.46122946885135696,0.28170203651314424,0.1522992632408955,0.25053650606287026,0.4917671516728846,0.28498846187132976,0.02923912738811554,0.3981988507636628,0.4431071819871827,0.2719777965512203,0.029034103123830833,0.41506413291138167,0.45920598012772174,0.2955400560902276,0.18875010002334214,0.2828629772964494,0.14811413762801656,0.39856765585888443,0.44375516572720314,0.44307822201229335,0.4447964726876623,0.2850105839634081,0.2648623875801622
1637885379.494,0.2477224229509682,0.42266440137456646,0.41320628589867525,0.31888479825392135,0.2812366572929621,0.3989373164626322,0.2578821043927736,0.13743538628835678,0.47519430335516766,0.26560430875644936,0.13890748974389278,0.14869611671977534,0.501249639150184,0.15015743849770724,0.44433005149029337,0.1333235762986512,0.41870145327242325,0.46122946885135696,0.28170203651314424,0.1522992632408955,0.25053650606287026,0.4917671516728846,0.28498846187132976,0.02923912738811554,0.3981988507636628,0.4431071819871827,0.2719777965512203,0.029034103123830833,0.41506413291138167,0.45920598012772174,0.2955400560902276,0.18875010002334214,0.2828629772964494,0.14811413762801656,0.39856765585888443,0.44375516572720314,0.44307822201229335,0.4447964726876623,0.2850105839634081,0.2648623875801622
1637885394.512,0.24826465661806352,0.4522008384035524,0.4351790735722285,0.2996821492551539,0.2816783475706113,0.3982143753834,0.27535632934290544,0.13845152109302383,0.4750346828643126,0.24123420843596868,0.13430885507317325,0.14836345851462807,0.4989916734164432,0.14961215796173682,0.44374580954836207,0.13820223515549207,0.44282045963191463,0.4616873762158888,0.28103775247851126,0.15271258078433397,0.24222434710431134,0.47464092081782494,0.28461992210342096,0.029202255840277955,0.3969455936978549,0.4465301072457626,0.2740736856839999,0.03059557611805071,0.4215320014558064,0.44248085253481106,0.2947954017965259,0.19405680550764876,0.2821256830802393,0.14839146485567767,0.397847380372591,0.44373091680051735,0.44303201417785687,0.4451880527035275,0.2604448661728129,0.2659357791118777
