"Time","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-mzn82_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-2kn5r_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-rn6gn_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-rbb7x_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-s7hl4_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-nj2mw_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-2v7zn_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-b95gh_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-b76gr_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-d7xsr_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-gm8kr_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-rwh52_service:productcatalogservice_node:worker--3","pod:currencyservice-w3-656689488c-8tr78_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-wh2bn_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-n6l9k_service:recommendationservice_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-zl7px_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-xj6dw_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-c58mw_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-5r72g_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-ngbsx_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-5k59w_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-2tn5h_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:frontend-w1-599b6846df-gqngk_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-x6z82_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-78n7k_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-4dswd_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-tnk2j_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-9wnnj_service:recommendationservice_node:worker--4.novalocal"
1637255012.263,0.12945897342528084,0.19363738118609458,0.042747197221882666,0.04146142217833592,0.032120039342973514,0.14944161617676494,0.5055404716804021,0.040435084624425154,0.043425283731706225,0.04309671339576664,0.03638285455552115,0.045415100095937355,0.32562307028890114,0.1949358505737676,0.19158288339929616,0.3190053448957424,0.3135083243866814,0.031309279082045,0.04192861491358757,0.4801914877511245,0.18311476338985205,0.04145606026177877,0.3282809649214564,0.5155887812120253,0.03253587772068023,0.004000693920900673,0.5378700137217263,0.043487103364974425,0.12307977969382222,0.04043491181355725,0.1583062425024405,0.04300703617828856,0.031002650920396786,0.04344837429035316
1637255027.29,0.12945897342528084,0.19363738118609458,0.042747197221882666,0.04146142217833592,0.032120039342973514,0.14944161617676494,0.5055404716804021,0.040435084624425154,0.043425283731706225,0.04309671339576664,0.03638285455552115,0.045415100095937355,0.32562307028890114,0.1949358505737676,0.19158288339929616,0.3190053448957424,0.3135083243866814,0.031309279082045,0.04192861491358757,0.4801914877511245,0.18311476338985205,0.04145606026177877,0.3282809649214564,0.5155887812120253,0.03253587772068023,0.004000693920900673,0.5378700137217263,0.043487103364974425,0.12307977969382222,0.04043491181355725,0.1583062425024405,0.04300703617828856,0.031002650920396786,0.04344837429035316
1637255042.318,0.13684290439131686,0.20919926884331988,0.04431468596989975,0.04402809720250042,0.03281914578284172,0.1629303293493306,0.5628911441217221,0.047437054288502756,0.045107939031398876,0.04471948648816873,0.04031085786157692,0.04458631777956851,0.3609334727891248,0.2112169279128731,0.2057096615335393,0.3447689351264851,0.3312741394680888,0.03269029268297548,0.04372364914826013,0.5680212125014487,0.20725213975596465,0.04376417670183758,0.35920998374351754,0.5779775364611941,0.03378068183370312,0.003821282226328184,0.6022298991041528,0.0452451192118833,0.13657604719756528,0.043981005721119626,0.17345070077535052,0.04429060453347587,0.03252070439934168,0.04473411564670013
1637255057.351,0.13684290439131686,0.20919926884331988,0.04431468596989975,0.04402809720250042,0.03281914578284172,0.1629303293493306,0.5628911441217221,0.047437054288502756,0.045107939031398876,0.04471948648816873,0.04031085786157692,0.04458631777956851,0.3609334727891248,0.2112169279128731,0.2057096615335393,0.3447689351264851,0.3312741394680888,0.03269029268297548,0.04372364914826013,0.5680212125014487,0.20725213975596465,0.04376417670183758,0.35920998374351754,0.5779775364611941,0.03378068183370312,0.003821282226328184,0.6022298991041528,0.0452451192118833,0.13657604719756528,0.043981005721119626,0.17345070077535052,0.04429060453347587,0.03252070439934168,0.04473411564670013
1637255072.363,0.13788427500336112,0.20875657029186123,0.04445706341304931,0.04423840192034664,0.032784755294871584,0.16426642114476642,0.5755469315675248,0.04380515206463639,0.04507919912957174,0.04442393204738099,0.04051907605569599,0.043843454363596726,0.35882333077834444,0.21196176112541643,0.19388986767213362,0.3526413304246614,0.33437123604154984,0.031977228231486375,0.04395109861384763,0.5262549210694912,0.19673495792777768,0.045868063255214406,0.3565906322710338,0.58592064236322,0.03391387451639917,0.003794113946304567,0.6094301266508374,0.04470164736735137,0.13577886374603831,0.0452344722519033,0.17306010040109165,0.044057369100228096,0.031155233235326842,0.04300432898206118
1637255087.385,0.13788427500336112,0.20875657029186123,0.04445706341304931,0.04423840192034664,0.032784755294871584,0.16426642114476642,0.5755469315675248,0.04380515206463639,0.04507919912957174,0.04442393204738099,0.04051907605569599,0.043843454363596726,0.35882333077834444,0.21196176112541643,0.19388986767213362,0.3526413304246614,0.33437123604154984,0.031977228231486375,0.04395109861384763,0.5262549210694912,0.19673495792777768,0.045868063255214406,0.3565906322710338,0.58592064236322,0.03391387451639917,0.003794113946304567,0.6094301266508374,0.04470164736735137,0.13577886374603831,0.0452344722519033,0.17306010040109165,0.044057369100228096,0.031155233235326842,0.04300432898206118
1637255102.409,0.138324773654499,0.20961244074252317,0.04422586518785296,0.0450932191523613,0.03286423437934681,0.16462117778126406,0.5754726396952888,0.04830783560729316,0.04464165869166735,0.04491049903737632,0.04041511225521225,0.04460271179431363,0.35996536986053707,0.21294859505675437,0.20719741138964234,0.33292054358148393,0.3474462114664214,0.03258744497576721,0.04337899467718946,0.5757364843427866,0.20646394782064162,0.04431872681299609,0.35769938599138446,0.5868183552248274,0.033550012895125776,0.003814071476160269,0.6102816353774423,0.04510753786810624,0.12922504212945357,0.04544797950289428,0.172821552130157,0.043499134284786994,0.03249421777635511,0.045009087868717
1637255117.438,0.138324773654499,0.20961244074252317,0.04422586518785296,0.0450932191523613,0.03286423437934681,0.16462117778126406,0.5754726396952888,0.04830783560729316,0.04464165869166735,0.04491049903737632,0.04041511225521225,0.04460271179431363,0.35996536986053707,0.21294859505675437,0.20719741138964234,0.33292054358148393,0.3474462114664214,0.03258744497576721,0.04337899467718946,0.5757364843427866,0.20646394782064162,0.04431872681299609,0.35769938599138446,0.5868183552248274,0.033550012895125776,0.003814071476160269,0.6102816353774423,0.04510753786810624,0.12922504212945357,0.04544797950289428,0.172821552130157,0.043499134284786994,0.03249421777635511,0.045009087868717
1637255132.471,0.13850235120015167,0.20960796802502485,0.044974724102892404,0.042921881834245015,0.03316417761336016,0.16790275244554087,0.5399225458913268,0.04487354608919357,0.04375266122268921,0.044669146496941585,0.039219836873984414,0.045257983166578836,0.3597313958643429,0.21398864332496084,0.196595006711067,0.3512886216785896,0.3472488806049579,0.030095567858626618,0.043711740318176234,0.547839362727584,0.2057844498257554,0.044441817534666646,0.3584125732909563,0.5865241200439301,0.03353819680827567,0.003925890097317444,0.6090956623305396,0.04551364408072643,0.13565161267559916,0.04341410776491422,0.17263165382416673,0.04333830111529731,0.03289872827883092,0.041439118953512766
1637255147.483,0.13850235120015167,0.20960796802502485,0.044974724102892404,0.042921881834245015,0.03316417761336016,0.16790275244554087,0.5399225458913268,0.04487354608919357,0.04375266122268921,0.044669146496941585,0.039219836873984414,0.045257983166578836,0.3597313958643429,0.21398864332496084,0.196595006711067,0.3512886216785896,0.3472488806049579,0.030095567858626618,0.043711740318176234,0.547839362727584,0.2057844498257554,0.044441817534666646,0.3584125732909563,0.5865241200439301,0.03353819680827567,0.003925890097317444,0.6090956623305396,0.04551364408072643,0.13565161267559916,0.04341410776491422,0.17263165382416673,0.04333830111529731,0.03289872827883092,0.041439118953512766
