"Time","pod:frontend-w2-6646bc856b-pqjch_service:frontend_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-vlmsj_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w1-56c4dd84bf-wbpfx_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-pkxx2_service:frontend_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-swhgr_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-4v984_service:recommendationservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-ddzz5_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w4-66565874fb-z7dnh_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-7429c_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-649d8c7669-zjpnm_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-p28w7_service:frontend_node:worker--3","pod:currencyservice-w4-6f8d8654c5-rkpzf_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-xh7kh_service:currencyservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-pl9h9_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-ndl8b_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-4q4c2_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-pk7sw_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-dhxmd_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-v4k9l_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-29dsg_service:frontend_node:worker--3","pod:frontend-w2-6646bc856b-r7mbw_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-9bj6t_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-htpgp_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-sh227_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-mvdfg_service:productcatalogservice_node:worker--3","pod:frontend-w2-6646bc856b-4ffv2_service:frontend_node:worker--2.novalocal","pod:currencyservice-w2-649d8c7669-786rp_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-h9z4h_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-2qdc7_service:frontend_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-m76sp_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-nc95k_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-bshrw_service:currencyservice_node:worker--3","pod:frontend-w4-777d8d5dcb-vcjdh_service:frontend_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-c5xnn_service:frontend_node:worker--3","pod:adservice-w1-5c67ddfffc-dtvhr_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-vf579_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-xqfv6_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-7564n_service:currencyservice_node:worker--4.novalocal"
1642155764.145,0.34907933055486895,0.41124356186392197,0.09369302939893387,0.3779850369921911,0.3587510647258165,0.009997667842749035,0.09149042237232606,0.0926169420098722,0.4470033561219309,0.447730519945549,0.35639314888656554,0.42929990035502097,0.3773962207224464,0.45007376607411537,0.09406368947891425,0.010970810963785911,0.010541271535728357,0.42982405367616827,0.3811585370882131,0.34495863793606496,0.35262018575625564,0.010875435641974886,0.41654716588386753,0.03613722000972304,0.07949087972892523,0.3960710284616922,0.4408012649279761,0.10726196847356548,0.3804454966226646,0.38525163489261116,0.009443459802395752,0.37919466060515755,0.37598430757775175,0.3518604803031906,0.44215984955131504,0.4412537994138743,0.010808587176626491,0.4299309148330741
1642155779.161,0.4118655156828105,0.4633031904499498,0.10199170142560195,0.4249412182176059,0.3964961088941798,0.009349521447053786,0.10220046219720975,0.10021929790377165,0.5178043457118359,0.5093740479881066,0.3987465142955646,0.4814638533842145,0.4315868635074938,0.5075886790290369,0.1040223179462266,0.010359562470315324,0.010226576872996239,0.4766097484601598,0.43235227399214615,0.3887657378295614,0.3886120427319245,0.010144214404388441,0.46909558809400453,0.039123976948184286,0.08694533513189297,0.42401373459685876,0.5162556171741127,0.12870563962651416,0.4263972001537998,0.43413028002076964,0.009007180337894358,0.42470040710038853,0.42125284727621487,0.39953008250313754,0.49437358839509604,0.49644182794343816,0.010419238759283255,0.480749298445841
1642155794.191,0.4118655156828105,0.4633031904499498,0.10199170142560195,0.4249412182176059,0.3964961088941798,0.009349521447053786,0.10220046219720975,0.10021929790377165,0.5178043457118359,0.5093740479881066,0.3987465142955646,0.4814638533842145,0.4315868635074938,0.5075886790290369,0.1040223179462266,0.010359562470315324,0.010226576872996239,0.4766097484601598,0.43235227399214615,0.3887657378295614,0.3886120427319245,0.010144214404388441,0.46909558809400453,0.039123976948184286,0.08694533513189297,0.42401373459685876,0.5162556171741127,0.12870563962651416,0.4263972001537998,0.43413028002076964,0.009007180337894358,0.42470040710038853,0.42125284727621487,0.39953008250313754,0.49437358839509604,0.49644182794343816,0.010419238759283255,0.480749298445841
1642155809.216,0.422366194911657,0.45813806064826457,0.10432501187413099,0.44613156760419465,0.38811174790121383,0.00856011166705371,0.10431984515816772,0.10211533500108622,0.4783369354950918,0.46737185336625,0.3976503054342896,0.49674563677550876,0.4465364067590202,0.5299951165352434,0.10509442286608806,0.010234272836237502,0.00991521059752987,0.49385624307143017,0.4550967709325253,0.39902280845618643,0.4365423471501973,0.01060396520333206,0.4843022684329469,0.040632068814040856,0.09118652160149512,0.46065369438255777,0.4960928155789579,0.12274038049871222,0.4462170494466545,0.45583351064948724,0.008965155253249884,0.4497838672935349,0.44181684556848827,0.4198252575677969,0.5004670425800555,0.5216661217896917,0.010251681946955466,0.4947627570973007
1642155824.245,0.422366194911657,0.45813806064826457,0.10432501187413099,0.44613156760419465,0.38811174790121383,0.00856011166705371,0.10431984515816772,0.10211533500108622,0.4783369354950918,0.46737185336625,0.3976503054342896,0.49674563677550876,0.4465364067590202,0.5299951165352434,0.10509442286608806,0.010234272836237502,0.00991521059752987,0.49385624307143017,0.4550967709325253,0.39902280845618643,0.4365423471501973,0.01060396520333206,0.4843022684329469,0.040632068814040856,0.09118652160149512,0.46065369438255777,0.4960928155789579,0.12274038049871222,0.4462170494466545,0.45583351064948724,0.008965155253249884,0.4497838672935349,0.44181684556848827,0.4198252575677969,0.5004670425800555,0.5216661217896917,0.010251681946955466,0.4947627570973007
1642155839.28,0.44643461595706274,0.46287959693049957,0.1059588036882286,0.4371742071519897,0.42002636170564883,0.009007003751346677,0.10535729530396559,0.10331771087876344,0.5216105705987557,0.5180868797971606,0.41872411207587124,0.4695004959233612,0.4413708678195304,0.5260124507136191,0.10472658896268641,0.010138577114115348,0.010068710693602044,0.46740263210477667,0.4478998635518532,0.40959137481984953,0.42421783718486483,0.009178939043280102,0.45555889914090014,0.039502148608179855,0.09149993656587706,0.46393447668868926,0.49931684082450245,0.1300671146915,0.4420264141452585,0.4513533625304684,0.009129941683594605,0.44375781429494565,0.42720030468055215,0.40935225517632645,0.4797543349205815,0.515268067744132,0.010304315306684707,0.470325264141668
1642155854.303,0.44643461595706274,0.46287959693049957,0.1059588036882286,0.4371742071519897,0.42002636170564883,0.009007003751346677,0.10535729530396559,0.10331771087876344,0.5216105705987557,0.5180868797971606,0.41872411207587124,0.4695004959233612,0.4413708678195304,0.5260124507136191,0.10472658896268641,0.010138577114115348,0.010068710693602044,0.46740263210477667,0.4478998635518532,0.40959137481984953,0.42421783718486483,0.009178939043280102,0.45555889914090014,0.039502148608179855,0.09149993656587706,0.46393447668868926,0.49931684082450245,0.1300671146915,0.4420264141452585,0.4513533625304684,0.009129941683594605,0.44375781429494565,0.42720030468055215,0.40935225517632645,0.4797543349205815,0.515268067744132,0.010304315306684707,0.470325264141668
1642155869.334,0.4378119830019074,0.4707411812146557,0.10880397676746806,0.42693302410362266,0.40559767797598345,0.008977122418969441,0.10810994212690511,0.105278471392526,0.48877835335279884,0.49089330992287905,0.40478908285746334,0.4555170472734968,0.4091745352370617,0.48509593905725723,0.10942760637784946,0.010391182787883053,0.010238548044404107,0.45321288495651063,0.4168766996918757,0.3826860001462845,0.4097565155892115,0.010652527221703019,0.4467005506781826,0.03637511131165791,0.09479908754107516,0.4794365811943768,0.4757205284264049,0.12994004844479687,0.42928768708390364,0.4346451592590005,0.009199397759455323,0.40144066026236797,0.42058354603493286,0.3961245509834057,0.43499200295586254,0.4967924362928525,0.010582968244730838,0.4540864076142773
1642155884.377,0.4378119830019074,0.4707411812146557,0.10880397676746806,0.42693302410362266,0.40559767797598345,0.008977122418969441,0.10810994212690511,0.105278471392526,0.48877835335279884,0.49089330992287905,0.40478908285746334,0.4555170472734968,0.4091745352370617,0.48509593905725723,0.10942760637784946,0.010391182787883053,0.010238548044404107,0.45321288495651063,0.4168766996918757,0.3826860001462845,0.4097565155892115,0.010652527221703019,0.4467005506781826,0.03637511131165791,0.09479908754107516,0.4794365811943768,0.4757205284264049,0.12994004844479687,0.42928768708390364,0.4346451592590005,0.009199397759455323,0.40144066026236797,0.42058354603493286,0.3961245509834057,0.43499200295586254,0.4967924362928525,0.010582968244730838,0.4540864076142773
1642155899.601,0.43263464923214934,0.43184054300625185,0.10882486536762243,0.42679511009675586,0.40636258125078006,0.009487569462403351,0.10771169212758111,0.10538177472245659,0.48330658826338346,0.4798947180829935,0.4032028201171743,0.453289647581098,0.4083085475119869,0.4837691415569584,0.10886194229510576,0.01031717724199495,0.010258649533274638,0.4518097947565224,0.41691341259860143,0.39304168254956917,0.41944440829581525,0.010396789397364381,0.44884467675887235,0.03623517148212251,0.09532496444239821,0.4441574965187419,0.4825286048785984,0.13352716952952456,0.4288879497645043,0.43218758392674983,0.009176403527675566,0.41340106628330153,0.41920199737193403,0.4019998729917198,0.4296103524006206,0.49487990029511375,0.010577886974302755,0.45214945580241217
