"Time","pod:currencyservice-w3-cd78b8fd6-jbp5p_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-8nb7h_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-2lql2_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-qv7pt_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w1-856bd974f7-s6qmh_service:cartservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-2hxq2_service:productcatalogservice_node:worker--1","pod:currencyservice-w4-649d8c7669-klt7d_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-xw5rl_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-2jtc8_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-4qbpk_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-jjxcl_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-xbgx7_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-zmdrv_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-v9lzm_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-tqx7w_service:recommendationservice_node:worker--1","pod:recommendationservice-w3-5c774597c5-g7s9t_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-dblt9_service:frontend_node:worker--2.novalocal","pod:adservice-w1-754d7d8cd4-jwjbv_service:adservice_node:worker--1","pod:frontend-w2-777d8d5dcb-wm2mh_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-679wm_service:productcatalogservice_node:worker--1","pod:frontend-w4-6646bc856b-f4hp8_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-pxw7q_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-vm7vj_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-vk722_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-7lzm8_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-r9tml_service:recommendationservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-hgtbh_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-mrk9j_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-s5n8w_service:frontend_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-d26j8_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-9jt2b_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-k6b49_service:currencyservice_node:worker--1","pod:currencyservice-w4-649d8c7669-t5zxl_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-tjxwc_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-g5snn_service:recommendationservice_node:worker--1","pod:redis-cart-w1-6d65c886c7-6666s_service:redis-cart_node:worker--1","pod:frontend-w4-6646bc856b-fvj65_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-48fq6_service:recommendationservice_node:worker--4.novalocal"
1642104354.478,0.41908630049874956,0.4518997756685694,0.12685552492720714,0.4569025064346856,0.4281135339671466,0.0894499814291804,0.46202892201243584,0.47981429650662544,0.4154891260122942,0.41827826808250207,0.3756640868010328,0.3887953898846138,0.08994852611247073,0.4066291840800198,0.009380782211088503,0.010766526191900683,0.3967614743223739,0.44515640880980784,0.4068026021041937,0.08850579910748876,0.41749320124887035,0.38648478723782403,0.45372269988734854,0.09681202156963659,0.09137611182797178,0.00942893939561253,0.4157941722684186,0.388276665448575,0.3970944970244674,0.42167691421544595,0.009268780004753728,0.44827924927140195,0.47890955593164974,0.44928803222856634,0.010024307126337137,0.03872695091259733,0.38958188249604164,0.010366201292354361
1642104369.524,0.41908630049874956,0.4518997756685694,0.12685552492720714,0.4569025064346856,0.4281135339671466,0.0894499814291804,0.46202892201243584,0.47981429650662544,0.4154891260122942,0.41827826808250207,0.3756640868010328,0.3887953898846138,0.08994852611247073,0.4066291840800198,0.009380782211088503,0.010766526191900683,0.3967614743223739,0.44515640880980784,0.4068026021041937,0.08850579910748876,0.41749320124887035,0.38648478723782403,0.45372269988734854,0.09681202156963659,0.09137611182797178,0.00942893939561253,0.4157941722684186,0.388276665448575,0.3970944970244674,0.42167691421544595,0.009268780004753728,0.44827924927140195,0.47890955593164974,0.44928803222856634,0.010024307126337137,0.03872695091259733,0.38958188249604164,0.010366201292354361
1642104384.543,0.4494287729532324,0.4848373716545093,0.1265108891939566,0.4897612600552963,0.4445580351588977,0.09488180702912745,0.5068532472868472,0.5069621370075275,0.4688368330126407,0.4482844111370691,0.40882103098013,0.42350258710167443,0.09500965319156772,0.4438467457297487,0.009829881900935828,0.010217643098523518,0.431863784838622,0.4723984811218185,0.4445539658142337,0.09617740510846345,0.44458067758094677,0.4298887200015228,0.490094141304416,0.1008093192162676,0.09338458122532527,0.009620422436916286,0.44419471778159747,0.4256457634207971,0.4346321747793072,0.4623496336337059,0.009146380691506913,0.45849002430770497,0.48491178629469706,0.48966683030208863,0.009639891572270886,0.04069624815180742,0.4258074081215016,0.010663765602356313
1642104399.584,0.4494287729532324,0.4848373716545093,0.1265108891939566,0.4897612600552963,0.4445580351588977,0.09488180702912745,0.5068532472868472,0.5069621370075275,0.4688368330126407,0.4482844111370691,0.40882103098013,0.42350258710167443,0.09500965319156772,0.4438467457297487,0.009829881900935828,0.010217643098523518,0.431863784838622,0.4723984811218185,0.4445539658142337,0.09617740510846345,0.44458067758094677,0.4298887200015228,0.490094141304416,0.1008093192162676,0.09338458122532527,0.009620422436916286,0.44419471778159747,0.4256457634207971,0.4346321747793072,0.4623496336337059,0.009146380691506913,0.45849002430770497,0.48491178629469706,0.48966683030208863,0.009639891572270886,0.04069624815180742,0.4258074081215016,0.010663765602356313
1642104414.608,0.4510521362609774,0.4856693273705194,0.120766465821056,0.49014657665055184,0.4419928934707559,0.09766149190582918,0.5313562340738359,0.5156101366961933,0.47925105488314496,0.4486530300640609,0.41222835532830027,0.4264435610228297,0.09589290940589082,0.44574677864183376,0.009789540659868739,0.010066633631845961,0.43528701681772763,0.43873641593335777,0.44438590789598303,0.09628698296504383,0.4211493678767553,0.45561691203810567,0.48950776303702837,0.10138086607502428,0.09483005544222695,0.009665148848797316,0.44438033862694065,0.42733875413358025,0.4366449153385528,0.4616795585954042,0.009088573083593454,0.493796387328329,0.5314727964257564,0.4917601446665754,0.009636616122569707,0.04056804318013406,0.45771631534114043,0.010527341752464631
1642104429.641,0.4510521362609774,0.4856693273705194,0.120766465821056,0.49014657665055184,0.4419928934707559,0.09766149190582918,0.5313562340738359,0.5156101366961933,0.47925105488314496,0.4486530300640609,0.41222835532830027,0.4264435610228297,0.09589290940589082,0.44574677864183376,0.009789540659868739,0.010066633631845961,0.43528701681772763,0.43873641593335777,0.44438590789598303,0.09628698296504383,0.4211493678767553,0.45561691203810567,0.48950776303702837,0.10138086607502428,0.09483005544222695,0.009665148848797316,0.44438033862694065,0.42733875413358025,0.4366449153385528,0.4616795585954042,0.009088573083593454,0.493796387328329,0.5314727964257564,0.4917601446665754,0.009636616122569707,0.04056804318013406,0.45771631534114043,0.010527341752464631
1642104444.677,0.4517596229457723,0.4863147746415952,0.12282390955376052,0.4919082273739427,0.4452396197271723,0.09678272834011717,0.5248879848574666,0.4862972001965402,0.4325115177905866,0.44895600759041365,0.4144874678792884,0.42891871175452156,0.0961202881947576,0.4475978229662485,0.009753242443091014,0.010095225943992352,0.4358001634327291,0.4338334080756515,0.4466238841006711,0.08379725818429776,0.4521496417237282,0.4093075647568774,0.49053278674267975,0.1015721922395362,0.09712600942781688,0.008938325877136943,0.44537650685504515,0.4268464103931715,0.43723935565872957,0.4625490731455767,0.009119954556660566,0.4701978288485013,0.5176949505843749,0.4489729695577931,0.009415726060795456,0.0408019431547938,0.466637577779765,0.01068976770156288
1642104459.705,0.4517596229457723,0.4863147746415952,0.12282390955376052,0.4919082273739427,0.4452396197271723,0.09678272834011717,0.5248879848574666,0.4862972001965402,0.4325115177905866,0.44895600759041365,0.4144874678792884,0.42891871175452156,0.0961202881947576,0.4475978229662485,0.009753242443091014,0.010095225943992352,0.4358001634327291,0.4338334080756515,0.4466238841006711,0.08379725818429776,0.4521496417237282,0.4093075647568774,0.49053278674267975,0.1015721922395362,0.09712600942781688,0.008938325877136943,0.44537650685504515,0.4268464103931715,0.43723935565872957,0.4625490731455767,0.009119954556660566,0.4701978288485013,0.5176949505843749,0.4489729695577931,0.009415726060795456,0.0408019431547938,0.466637577779765,0.01068976770156288
1642104474.751,0.45206962881418783,0.4870948476008279,0.12767105988122687,0.49366545483016705,0.46540528404220355,0.09692529545987699,0.5463464749770901,0.5185523659452003,0.44364263288910966,0.45090014754597063,0.4164525843474613,0.43150078920432655,0.09569913295811941,0.44826703055002437,0.009769811621588772,0.010118309744297279,0.4395200051372686,0.44441086828559084,0.44796414074567814,0.09577019451050803,0.4540632699825768,0.4397179556917184,0.4920052007891146,0.10220344761053055,0.0967893755697623,0.009093200813961172,0.446181665262231,0.42954782076606157,0.43852755095238494,0.46309429129484236,0.009168065137077418,0.4767938920319782,0.5227218165803784,0.4665814219377339,0.009641996033994482,0.041136832622259895,0.4334938943439741,0.010878549976517285
1642104489.786,0.45206962881418783,0.4870948476008279,0.12767105988122687,0.49366545483016705,0.46540528404220355,0.09692529545987699,0.5463464749770901,0.5185523659452003,0.44364263288910966,0.45090014754597063,0.4164525843474613,0.43150078920432655,0.09569913295811941,0.44826703055002437,0.009769811621588772,0.010118309744297279,0.4395200051372686,0.44441086828559084,0.44796414074567814,0.09577019451050803,0.4540632699825768,0.4397179556917184,0.4920052007891146,0.10220344761053055,0.0967893755697623,0.009093200813961172,0.446181665262231,0.42954782076606157,0.43852755095238494,0.46309429129484236,0.009168065137077418,0.4767938920319782,0.5227218165803784,0.4665814219377339,0.009641996033994482,0.041136832622259895,0.4334938943439741,0.010878549976517285
