"Time","pod:frontend-w4-599b6846df-pcwrk_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-lt94c_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-qsrxq_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-jfznv_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-xgd5m_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-tw3wj_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w2-8649bb655b-q42q6_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-h6z67_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-wxkvk_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w2-8ddd87c7b-vnrhd_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-jffgp_service:recommendationservice_node:worker--2","pod:frontend-w4-599b6846df-bc4k7_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-ft9vt_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-59ff89795c-6hrl8_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-qc87k_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-58rrm_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-tmmxj_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-lvbks_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-7ff4k_service:frontend_node:worker--3.novalocal","pod:adservice-w1-9f97cf96-gklqr_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-wzhzf_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w3-6855bd669b-zbc72_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-wrjkb_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-8drbz_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-th7dg_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-p7pfq_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-ltjd8_service:frontend_node:worker--2","pod:frontend-w4-599b6846df-bhphm_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-fqbhz_service:frontend_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-7zngm_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-dn5jw_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-ttrqx_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-42x6b_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-brn7c_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-xsj9s_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-vvtj6_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-gz7t9_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-bqmjt_service:currencyservice_node:worker--3.novalocal"
1642089942.041,0.3623036469040904,0.08327730269971913,0.36983369465436866,0.36568804352365136,0.3815324541860417,0.3907847776888819,0.07438447039897174,0.432721211515413,0.11051124102629736,0.34317249152398793,0.009117513233407268,0.364303645554708,0.010639827519756485,0.4738695346028476,0.03731164832449496,0.35303849617728755,0.35506651301608,0.4394642538685417,0.37502952214557606,0.4882498661173241,0.10041240926480265,0.01085521036753884,0.510078026607135,0.10421548727869004,0.010232936716708134,0.35536329613777,0.32698482044527144,0.3495502079283415,0.355160833828839,0.46163779572926017,0.3751140701002783,0.3670554910179166,0.3956921705698466,0.010204944494658863,0.39613942416950576,0.10663260182386647,0.010360521974668295,0.4404569737043734
1642089958.013,0.40971478809264456,0.09273595114927247,0.4064018513273951,0.4069664017283333,0.4624622902257679,0.44386854691007205,0.08360008119193044,0.48226618495062495,0.1242475022020823,0.3716010617803133,0.008949174626263188,0.4097986866264292,0.010106289471813858,0.531440345264977,0.04177650641492292,0.3889455294598463,0.39449733004774895,0.5078310961259225,0.4447877455493504,0.535511980994056,0.11103908409026819,0.011287489917230342,0.5685888434963999,0.11171234716072852,0.010034537697862745,0.4239766094654982,0.36816832090388507,0.39298179286168317,0.39816268683843653,0.5163249745011468,0.40708975889401117,0.42843808410971146,0.44125076346508274,0.0100728074431855,0.43445453939938683,0.11436129476852598,0.009954663611039007,0.5118155007127035
1642089973.237,0.40971478809264456,0.09273595114927247,0.4064018513273951,0.4069664017283333,0.4624622902257679,0.44386854691007205,0.08360008119193044,0.48226618495062495,0.1242475022020823,0.3716010617803133,0.008949174626263188,0.4097986866264292,0.010106289471813858,0.531440345264977,0.04177650641492292,0.3889455294598463,0.39449733004774895,0.5078310961259225,0.4447877455493504,0.535511980994056,0.11103908409026819,0.011287489917230342,0.5685888434963999,0.11171234716072852,0.010034537697862745,0.4239766094654982,0.36816832090388507,0.39298179286168317,0.39816268683843653,0.5163249745011468,0.40708975889401117,0.42843808410971146,0.44125076346508274,0.0100728074431855,0.43445453939938683,0.11436129476852598,0.009954663611039007,0.5118155007127035
1642089988.258,0.42659508390532197,0.09285729891573606,0.43870022870506914,0.4206917063819933,0.4814751846140378,0.4526972636462735,0.08757676937881229,0.4880429629551657,0.13122810027782816,0.38624867177124134,0.00885037711613476,0.42486338660372136,0.009850296488939729,0.5439491390941651,0.0417187979494206,0.39709758896709346,0.4177935804133517,0.5273965779943801,0.4666510687457835,0.5411814680322647,0.11117215533480043,0.010556987386075758,0.582265252205075,0.11102400631063555,0.009998192021376726,0.43666187295447306,0.3882410016892038,0.40767877893301735,0.41351132158617826,0.535107982574055,0.4174485861409689,0.4365214794223355,0.4538327914838395,0.010079304430832714,0.45155429879225334,0.11374792940101994,0.009857753828622418,0.4958896955093266
1642090003.281,0.42659508390532197,0.09285729891573606,0.43870022870506914,0.4206917063819933,0.4814751846140378,0.4526972636462735,0.08757676937881229,0.4880429629551657,0.13122810027782816,0.38624867177124134,0.00885037711613476,0.42486338660372136,0.009850296488939729,0.5439491390941651,0.0417187979494206,0.39709758896709346,0.4177935804133517,0.5273965779943801,0.4666510687457835,0.5411814680322647,0.11117215533480043,0.010556987386075758,0.582265252205075,0.11102400631063555,0.009998192021376726,0.43666187295447306,0.3882410016892038,0.40767877893301735,0.41351132158617826,0.535107982574055,0.4174485861409689,0.4365214794223355,0.4538327914838395,0.010079304430832714,0.45155429879225334,0.11374792940101994,0.009857753828622418,0.4958896955093266
1642090018.416,0.4301600211008934,0.09392387316609865,0.4386258175180143,0.42519862466016844,0.40543323285,0.4541585656617413,0.08761760116275476,0.5109189462934016,0.1282861923422533,0.4072619128821173,0.008860029855562668,0.4233308176801437,0.009897791438472097,0.5469879599286458,0.04171338564011927,0.41695766021910535,0.40237513872478053,0.5122554546112885,0.4668983910423,0.5346293497448817,0.11204225915753452,0.010863648345555173,0.5884385036929465,0.11222829510019994,0.009942736637444277,0.4371805147560011,0.3735376858473781,0.4121996521493612,0.4164974761255267,0.5388843511773429,0.4341242176045742,0.4387903871211563,0.45429061892518063,0.010156285950760343,0.45166490277052024,0.11403546241510343,0.009862546742999058,0.49360683599785127
1642090033.724,0.4301600211008934,0.09392387316609865,0.4386258175180143,0.42519862466016844,0.40543323285,0.4541585656617413,0.08761760116275476,0.5109189462934016,0.1282861923422533,0.4072619128821173,0.008860029855562668,0.4233308176801437,0.009897791438472097,0.5469879599286458,0.04171338564011927,0.41695766021910535,0.40237513872478053,0.5122554546112885,0.4668983910423,0.5346293497448817,0.11204225915753452,0.010863648345555173,0.5884385036929465,0.11222829510019994,0.009942736637444277,0.4371805147560011,0.3735376858473781,0.4121996521493612,0.4164974761255267,0.5388843511773429,0.4341242176045742,0.4387903871211563,0.45429061892518063,0.010156285950760343,0.45166490277052024,0.11403546241510343,0.009862546742999058,0.49360683599785127
1642090048.738,0.4309874489193945,0.09453240946775249,0.4309050192425693,0.449380872702303,0.4448228524568572,0.4555845388736548,0.08481916896015829,0.5129531691352225,0.12160437295208962,0.40964699754249945,0.007880621145354653,0.42424040985320105,0.009783963678718978,0.5481924463203272,0.041877231050792496,0.3957990064816598,0.42333678102828276,0.4804485152307307,0.47715727057984403,0.5270715090920155,0.1113686185469181,0.01042654962568237,0.5868176909134658,0.11206246767852505,0.010023726783209123,0.43948417955213337,0.3948617205602705,0.4157140894716934,0.42040725763186426,0.536703054760701,0.4362887941711429,0.44161311531615643,0.4576357548971616,0.01007279726034828,0.4532513618911429,0.11358557445332049,0.00982458708929329,0.5253761600276452
1642090063.757,0.4309874489193945,0.09453240946775249,0.4309050192425693,0.449380872702303,0.4448228524568572,0.4555845388736548,0.08481916896015829,0.5129531691352225,0.12160437295208962,0.40964699754249945,0.007880621145354653,0.42424040985320105,0.009783963678718978,0.5481924463203272,0.041877231050792496,0.3957990064816598,0.42333678102828276,0.4804485152307307,0.47715727057984403,0.5270715090920155,0.1113686185469181,0.01042654962568237,0.5868176909134658,0.11206246767852505,0.010023726783209123,0.43948417955213337,0.3948617205602705,0.4157140894716934,0.42040725763186426,0.536703054760701,0.4362887941711429,0.44161311531615643,0.4576357548971616,0.01007279726034828,0.4532513618911429,0.11358557445332049,0.00982458708929329,0.5253761600276452
1642090078.773,0.4301774699207578,0.0941841052878769,0.44214881167693587,0.4447876489507419,0.47697784494113427,0.4558478438174306,0.08416517068712638,0.5006902040772377,0.12477781452023798,0.40110527474713675,0.009043023675958932,0.42325131748806366,0.009799475284223855,0.547646554029587,0.04205968305538284,0.4225914886009914,0.42298266198229645,0.5181576534568352,0.4411403929449089,0.5209373862940928,0.11051773301138024,0.010548360454849812,0.5840535952603417,0.1114972517858757,0.010019848544793772,0.4250630079326574,0.3927480726783433,0.4121028511567687,0.41777788873769045,0.5369501595809204,0.4221428531375501,0.4365212196417896,0.45765997437061107,0.009947722826032976,0.4530030464102338,0.11249870824978103,0.009854427839418863,0.528089533355094
