"Time","pod:frontend-w4-8ddd87c7b-d57vk_service:frontend_node:worker--4","pod:adservice-w1-76766bdfb6-l92lw_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-6d5d8bb6bc-n5wdg_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-gwk6r_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-zvhmg_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-48zwk_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-6f8d8654c5-j9n84_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-stq57_service:currencyservice_node:worker--4","pod:currencyservice-w1-649d8c7669-rxh4q_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-r7gk9_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-777d8d5dcb-nf9q9_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-7xwlp_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-qld5l_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-pd4kt_service:recommendationservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-7x56n_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-hftv6_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-rfcfs_service:currencyservice_node:worker--4","pod:frontend-w1-6646bc856b-2fjrd_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-4wlmn_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-j9fxg_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-snl2m_service:frontend_node:worker--4","pod:recommendationservice-w1-6855bd669b-7gb6v_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-scgbn_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-6nvqh_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-cd78b8fd6-xszsd_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-9h7t6_service:frontend_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-lcwlj_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-hkgh5_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-8ddd87c7b-2hhqc_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-8ld4d_service:productcatalogservice_node:worker--4","pod:recommendationservice-w1-6855bd669b-s6llr_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-86w3w_service:frontend_node:worker--2.novalocal","pod:frontend-w2-599b6846df-9c9vv_service:frontend_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-qmp75_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-qs85k_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-rtrx9_service:currencyservice_node:worker--4","pod:recommendationservice-w2-5c774597c5-4g2c4_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-75xm4_service:frontend_node:worker--4"
1642120066.313,0.3561493903735574,0.551304748966712,0.47475464885943897,0.409100480001963,0.361765007787189,0.4330111989949214,0.4352525502824712,0.39768733446400617,0.5577267972854628,0.11647535551705984,0.3815222577729165,0.09932288058123454,0.009750357343517835,0.008787625495370589,0.11918854054883864,0.09067557352836994,0.3864327732285704,0.5076687218124253,0.02723131666369446,0.4379046454917242,0.35586938223492737,0.011501263939457558,0.010609403495717708,0.4082894552755354,0.40508436168869083,0.36504622308713874,0.37932663108603637,0.11397413146600627,0.35416303725947806,0.08333529920588637,0.011229034536732914,0.3685141362606181,0.368763636003972,0.38014586674253625,0.3803283371325014,0.40266655487245695,0.01071573230457978,0.35719915515515566
1642120081.592,0.4084109342892258,0.5871360847643041,0.5218028087604736,0.4600602856512025,0.4040125154787761,0.48721853607465526,0.48798555955724865,0.4418988699546029,0.6246599186341667,0.14353016757097456,0.4287358551178657,0.111555321078044,0.009380401369017938,0.009255691069092471,0.14341960660949601,0.10129643760184465,0.43381229430291013,0.5918000136342283,0.030099108557303966,0.49038215986917155,0.400603995986434,0.010616707007435151,0.01027720017525241,0.4624104438443643,0.4582627179996557,0.41706208794360944,0.42669629017849475,0.13622121579326685,0.4002571371903353,0.09252750750992174,0.010485259158308032,0.4171554031515172,0.41563200456542637,0.426634461870479,0.4268878591422913,0.4425377471731855,0.010083651277876552,0.3985657498101299
1642120096.637,0.4084109342892258,0.5871360847643041,0.5218028087604736,0.4600602856512025,0.4040125154787761,0.48721853607465526,0.48798555955724865,0.4418988699546029,0.6246599186341667,0.14353016757097456,0.4287358551178657,0.111555321078044,0.009380401369017938,0.009255691069092471,0.14341960660949601,0.10129643760184465,0.43381229430291013,0.5918000136342283,0.030099108557303966,0.49038215986917155,0.400603995986434,0.010616707007435151,0.01027720017525241,0.4624104438443643,0.4582627179996557,0.41706208794360944,0.42669629017849475,0.13622121579326685,0.4002571371903353,0.09252750750992174,0.010485259158308032,0.4171554031515172,0.41563200456542637,0.426634461870479,0.4268878591422913,0.4425377471731855,0.010083651277876552,0.3985657498101299
1642120111.651,0.4345798546887008,0.5841598666711988,0.5501833739598824,0.4798813599986479,0.43039204359501704,0.5042703022536914,0.5066511694305998,0.4573321046639266,0.6692369770381366,0.13046381079986186,0.4535937307740645,0.11210017746758524,0.009337017564330979,0.008966620267892425,0.13805628618711724,0.1047277341085711,0.44022001188880655,0.6326756210991848,0.031604204505677094,0.5088645906563829,0.4178892852362872,0.01063128197942241,0.0111305644117956,0.48044467360813026,0.47944340981705225,0.44058719736381646,0.45156185385326014,0.1392248097485789,0.4172069106475157,0.09772294284999312,0.010250529090404312,0.4420011025527264,0.44127877274605537,0.45169263114109914,0.45189807212616484,0.45580803644818807,0.009850572341902905,0.429653048894442
1642120126.668,0.4345798546887008,0.5841598666711988,0.5501833739598824,0.4798813599986479,0.43039204359501704,0.5042703022536914,0.5066511694305998,0.4573321046639266,0.6692369770381366,0.13046381079986186,0.4535937307740645,0.11210017746758524,0.009337017564330979,0.008966620267892425,0.13805628618711724,0.1047277341085711,0.44022001188880655,0.6326756210991848,0.031604204505677094,0.5088645906563829,0.4178892852362872,0.01063128197942241,0.0111305644117956,0.48044467360813026,0.47944340981705225,0.44058719736381646,0.45156185385326014,0.1392248097485789,0.4172069106475157,0.09772294284999312,0.010250529090404312,0.4420011025527264,0.44127877274605537,0.45169263114109914,0.45189807212616484,0.45580803644818807,0.009850572341902905,0.429653048894442
1642120141.687,0.4346107459620468,0.6069221184742197,0.525646854835609,0.47722518252654456,0.43003730742597723,0.5018329799752251,0.5038661054968149,0.4468094202416664,0.7055792234478055,0.1369957191007301,0.4537776225464243,0.11217596765388996,0.009268972061488457,0.008895581621915833,0.13991353284697755,0.10496195258562487,0.44711483428747345,0.5822160304180315,0.031995079936770685,0.5043874507676784,0.4265362214266236,0.01127740335028836,0.010964584835302355,0.47877332330133454,0.47618315053047344,0.44032400262551785,0.45097370391811076,0.1392687220022482,0.41190616818812853,0.09795399559074831,0.010257866868901937,0.4409075302704742,0.4405553978851277,0.4493855914450162,0.4505105271140534,0.46730470880270447,0.009707610660853662,0.4294894023201061
1642120156.718,0.4346107459620468,0.6069221184742197,0.525646854835609,0.47722518252654456,0.43003730742597723,0.5018329799752251,0.5038661054968149,0.4468094202416664,0.7055792234478055,0.1369957191007301,0.4537776225464243,0.11217596765388996,0.009268972061488457,0.008895581621915833,0.13991353284697755,0.10496195258562487,0.44711483428747345,0.5822160304180315,0.031995079936770685,0.5043874507676784,0.4265362214266236,0.01127740335028836,0.010964584835302355,0.47877332330133454,0.47618315053047344,0.44032400262551785,0.45097370391811076,0.1392687220022482,0.41190616818812853,0.09795399559074831,0.010257866868901937,0.4409075302704742,0.4405553978851277,0.4493855914450162,0.4505105271140534,0.46730470880270447,0.009707610660853662,0.4294894023201061
1642120171.964,0.43262740880286166,0.6255165831731442,0.5915281938280881,0.47440053422547634,0.4283859722231951,0.5003143658491517,0.5018489961256449,0.4499702443157945,0.7044205799302502,0.14399610171607602,0.45232294601038286,0.11207375812604431,0.009305880261412937,0.009097306202174454,0.13721147490716618,0.10448359479685454,0.461309819834623,0.6065920453765032,0.029264776037725943,0.5029851779796581,0.4255807858931024,0.011278152326578006,0.011228286444725268,0.4774929014882641,0.47291514951196645,0.43876403607324777,0.45066426508912183,0.14034880481134354,0.4222690943824866,0.09733096138295311,0.010370320964047856,0.44005129965139084,0.43910684565712615,0.45018493644378454,0.45105411838621357,0.4659951482390089,0.009667855996389578,0.4212336218899467
1642120187.046,0.43262740880286166,0.6255165831731442,0.5915281938280881,0.47440053422547634,0.4283859722231951,0.5003143658491517,0.5018489961256449,0.4499702443157945,0.7044205799302502,0.14399610171607602,0.45232294601038286,0.11207375812604431,0.009305880261412937,0.009097306202174454,0.13721147490716618,0.10448359479685454,0.461309819834623,0.6065920453765032,0.029264776037725943,0.5029851779796581,0.4255807858931024,0.011278152326578006,0.011228286444725268,0.4774929014882641,0.47291514951196645,0.43876403607324777,0.45066426508912183,0.14034880481134354,0.4222690943824866,0.09733096138295311,0.010370320964047856,0.44005129965139084,0.43910684565712615,0.45018493644378454,0.45105411838621357,0.4659951482390089,0.009667855996389578,0.4212336218899467
1642120202.062,0.4331524366356513,0.5846729281742686,0.5744331477188191,0.47311131196004236,0.4282347741680474,0.49863753592471766,0.4985072091213695,0.4658970346614258,0.7044427218420461,0.1310102262243391,0.45108655218076704,0.11135675330389837,0.009201909748495463,0.009139980020194059,0.13315386391895187,0.10460717055974911,0.4447878031162973,0.61778881620527,0.028478603197505524,0.5003411165225644,0.4023033758482185,0.011388862870314674,0.011124707543400565,0.4756834620405592,0.4723181799491667,0.4369566739813209,0.4482464008509282,0.13449048105146533,0.4110102033728009,0.09229309274076869,0.010235599841000982,0.43813881915373226,0.4378169477496171,0.45002790711098634,0.4505627703628442,0.46565747454605644,0.009684587933014858,0.4005143125500382
