"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 18:35:30,0.146,0.189,,0.521,0.525,0.766,0.703,0.139,0.00701,0.0266
2021-06-04 18:36:00,0.147,0.172,,0.497,0.534,0.767,0.697,0.140,0.00712,0.0259
2021-06-04 18:36:30,0.152,0.174,,0.534,0.553,0.764,0.698,0.140,0.00716,0.0272
2021-06-04 18:37:00,0.158,0.180,,0.534,0.537,0.739,0.718,0.146,0.00698,0.0266
2021-06-04 18:37:30,0.159,0.178,,0.524,0.545,0.732,0.703,0.151,0.00755,0.0267
2021-06-04 18:38:00,0.151,0.175,,0.537,0.527,0.696,0.733,0.137,0.00690,0.0277
2021-06-04 18:38:30,0.150,0.180,,0.548,0.534,0.725,0.706,0.137,0.00688,0.0275
2021-06-04 18:39:00,0.158,0.179,,0.545,0.560,0.715,0.739,0.144,0.00675,0.0276
2021-06-04 18:39:30,0.144,0.173,,0.508,0.551,0.747,0.756,0.138,0.00718,0.0266
2021-06-04 18:40:00,0.150,0.177,,0.529,0.538,0.695,0.713,0.138,0.00723,0.0252
2021-06-04 18:40:30,0.137,0.151,,0.467,0.458,0.605,0.637,0.125,0.00785,0.0228
2021-06-04 18:41:00,0.126,0.133,,0.401,0.397,0.528,0.537,0.104,0.00960,0.0206
