"Time","pod:recommendationservice-w2-5bbcb977f8-zt2xr_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-k27r2_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-wjt44_service:recommendationservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-m8xd7_service:productcatalogservice_node:worker--3","pod:frontend-w1-599b6846df-lf5g6_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-ltz5l_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-59m6j_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-s8wwc_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-fprwz_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-t6hvm_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-zmb8n_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-gp5f6_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-5mz4l_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-tv89q_service:currencyservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w4-6646bc856b-7c7g4_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-6d6bn_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-wcc56_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-hxb54_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-wp75h_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-zhn6c_service:frontend_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-2npt9_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-flcxs_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-qxnn8_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-64xkp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-qtvcl_service:frontend_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-l4w4g_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-s4pxt_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-5bfw9_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-7x4rs_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-8p7p9_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-jbsdt_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-7xc69_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-6hwft_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-n7fhj_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-gnzqx_service:adservice_node:worker--3","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-wv2zk_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-g2f8c_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-zvnxw_service:recommendationservice_node:worker--4.novalocal"
1637086817.594,0.010210296522397407,0.010260234148168873,0.009413119838047566,0.046217571744963874,0.36310150652926204,0.4435223941403894,0.39594132084030553,0.40503008018167863,0.047508895298732035,0.49554117327068486,0.3932804121965998,0.04803414587088985,0.05624179960617234,0.3729915947539585,0.006596026481700001,0.4182144759448292,0.010994821823933885,0.010917346221992254,0.39165964977928014,0.3630550052976759,0.04629970199147174,0.35966219120838916,0.010145258325683023,0.19791150513098757,0.010221557959439673,0.44450885132946466,0.4024264003271799,0.5069282397563155,0.06355621422231404,0.010509849055354275,0.05730160423560246,0.364807062309885,0.35038495790789376,0.43442694584851477,0.05034669088019232,0.01024710117889423,0.1735681846002558,0.2058082263417096,0.17381870686045117,0.42976439368841235,0.06586035916188897,0.012116790783158735
1637086832.644,0.009857354233686059,0.009881475381507219,0.009039390350955492,0.052491994273200254,0.4140054540544519,0.49615999087729634,0.4442010360525269,0.4539918836869111,0.05253740824030803,0.5776967676301884,0.4407936852693213,0.05356103185218859,0.06333745771791194,0.42803579244849654,0.005994848066770851,0.4996390268616451,0.010849525806433388,0.011158907418094353,0.44170393923207807,0.4085189043607165,0.05167299008626543,0.4065411832912484,0.009847294744289454,0.2251689428298731,0.009467761334956552,0.4979308869830268,0.4512507168493785,0.5823089402595826,0.0742376922822133,0.009994135525624878,0.06403568154737566,0.4277489146299489,0.40394729819163355,0.46788151385647003,0.055830557002011755,0.00974809139161692,0.18025506298078883,0.23406535392723032,0.19110139547171429,0.4745352018258632,0.0655517340358332,0.011734580590224242
1637086847.662,0.009857354233686059,0.009881475381507219,0.009039390350955492,0.052491994273200254,0.4140054540544519,0.49615999087729634,0.4442010360525269,0.4539918836869111,0.05253740824030803,0.5776967676301884,0.4407936852693213,0.05356103185218859,0.06333745771791194,0.42803579244849654,0.005994848066770851,0.4996390268616451,0.010849525806433388,0.011158907418094353,0.44170393923207807,0.4085189043607165,0.05167299008626543,0.4065411832912484,0.009847294744289454,0.2251689428298731,0.009467761334956552,0.4979308869830268,0.4512507168493785,0.5823089402595826,0.0742376922822133,0.009994135525624878,0.06403568154737566,0.4277489146299489,0.40394729819163355,0.46788151385647003,0.055830557002011755,0.00974809139161692,0.18025506298078883,0.23406535392723032,0.19110139547171429,0.4745352018258632,0.0655517340358332,0.011734580590224242
1637086862.679,0.009789530798914427,0.009585057921599261,0.008847507329168539,0.054091462869229195,0.43949940214654004,0.519690660216028,0.4726350569024452,0.4833320272145363,0.05566138868073088,0.5537873841834843,0.45986916051987425,0.055411103741637005,0.06350702376884228,0.4449984470736899,0.005815989227689448,0.5287642376325403,0.010723786558919968,0.010420259919727849,0.45969202748868937,0.4343173303756825,0.05278702364131141,0.43322880620459864,0.00985825780337429,0.23219613641876363,0.009317224072251972,0.5201839251172635,0.480912061250499,0.5850708801446296,0.07235617537464145,0.00973504939981737,0.06340041886144489,0.44542754171185994,0.43344810172712855,0.5078728183477254,0.05614285369216292,0.009737263915718237,0.18729315338265679,0.24701722990185884,0.19491167471519555,0.5170921745555224,0.06321915292125,0.011653719915915997
1637086877.712,0.009789530798914427,0.009585057921599261,0.008847507329168539,0.054091462869229195,0.43949940214654004,0.519690660216028,0.4726350569024452,0.4833320272145363,0.05566138868073088,0.5537873841834843,0.45986916051987425,0.055411103741637005,0.06350702376884228,0.4449984470736899,0.005815989227689448,0.5287642376325403,0.010723786558919968,0.010420259919727849,0.45969202748868937,0.4343173303756825,0.05278702364131141,0.43322880620459864,0.00985825780337429,0.23219613641876363,0.009317224072251972,0.5201839251172635,0.480912061250499,0.5850708801446296,0.07235617537464145,0.00973504939981737,0.06340041886144489,0.44542754171185994,0.43344810172712855,0.5078728183477254,0.05614285369216292,0.009737263915718237,0.18729315338265679,0.24701722990185884,0.19491167471519555,0.5170921745555224,0.06321915292125,0.011653719915915997
1637086892.739,0.009750734245909453,0.008748611471945845,0.009473299083974056,0.05458735981573639,0.44092521507229154,0.5185900397475087,0.472905239259396,0.483141021253902,0.05463273519303051,0.5820126420909637,0.4590886090649925,0.05556700256527765,0.06346570938254734,0.42464610475873205,0.005686550528054783,0.5174964892739321,0.010196354652133907,0.011126631768495408,0.4595451764182307,0.43484651739729074,0.052746758024877084,0.41734180622142203,0.00970003991285163,0.2333532834417481,0.009519401359227547,0.5190514144344198,0.48057909288754996,0.6053978286462167,0.07497272355689599,0.00972281794739362,0.06296257660538908,0.4322900461862489,0.43417165180816775,0.5340620104196498,0.05629077408499179,0.009657674085443095,0.18179856831489544,0.24133592300421694,0.19562800917450063,0.49767555028807536,0.06754702406501027,0.010956604914769422
1637086907.758,0.009750734245909453,0.008748611471945845,0.009473299083974056,0.05458735981573639,0.44092521507229154,0.5185900397475087,0.472905239259396,0.483141021253902,0.05463273519303051,0.5820126420909637,0.4590886090649925,0.05556700256527765,0.06346570938254734,0.42464610475873205,0.005686550528054783,0.5174964892739321,0.010196354652133907,0.011126631768495408,0.4595451764182307,0.43484651739729074,0.052746758024877084,0.41734180622142203,0.00970003991285163,0.2333532834417481,0.009519401359227547,0.5190514144344198,0.48057909288754996,0.6053978286462167,0.07497272355689599,0.00972281794739362,0.06296257660538908,0.4322900461862489,0.43417165180816775,0.5340620104196498,0.05629077408499179,0.009657674085443095,0.18179856831489544,0.24133592300421694,0.19562800917450063,0.49767555028807536,0.06754702406501027,0.010956604914769422
1637086922.783,0.009592983686159767,0.00965647430727807,0.00941428189115728,0.05168606727160634,0.44038692276750185,0.5172363095239374,0.47132236311332076,0.48161437550855146,0.05629565123449591,0.579355342498149,0.4597486630479665,0.056102141261803004,0.06332161515407017,0.44642693728931954,0.005717474515766501,0.48354577864789694,0.010889397104989835,0.00995621144907814,0.45883603478472373,0.43439996701619055,0.05265954890314048,0.43524445871026446,0.009674445666359147,0.23415206772730962,0.009671225510996202,0.5170277845215971,0.4795735846677516,0.6037642173949964,0.07417349380102567,0.009785966091163834,0.06297514654730921,0.4467841956623043,0.4037736567056989,0.4858845236450777,0.056524754242042674,0.009692724992202148,0.19466292856942705,0.2462066183701655,0.19522153169119538,0.4953537769026418,0.07148874617091869,0.010813750293325377
1637086937.805,0.009592983686159767,0.00965647430727807,0.00941428189115728,0.05168606727160634,0.44038692276750185,0.5172363095239374,0.47132236311332076,0.48161437550855146,0.05629565123449591,0.579355342498149,0.4597486630479665,0.056102141261803004,0.06332161515407017,0.44642693728931954,0.005717474515766501,0.48354577864789694,0.010889397104989835,0.00995621144907814,0.45883603478472373,0.43439996701619055,0.05265954890314048,0.43524445871026446,0.009674445666359147,0.23415206772730962,0.009671225510996202,0.5170277845215971,0.4795735846677516,0.6037642173949964,0.07417349380102567,0.009785966091163834,0.06297514654730921,0.4467841956623043,0.4037736567056989,0.4858845236450777,0.056524754242042674,0.009692724992202148,0.19466292856942705,0.2462066183701655,0.19522153169119538,0.4953537769026418,0.07148874617091869,0.010813750293325377
1637086952.831,0.00958297729782978,0.00972847222573221,0.009434811045217715,0.05512592597055267,0.4394834866730024,0.5163575729060393,0.4708567463639699,0.48173030757657187,0.05648653223986118,0.5998755699561346,0.4587617905885891,0.0560447791102002,0.0631582221609959,0.42362297720884623,0.005745157299147554,0.5151649657484039,0.010993286759240122,0.01041935451685989,0.4583447295411076,0.4330950213899573,0.052179584987675866,0.43443096759756294,0.009630912704075532,0.23313631254299189,0.00964757217542497,0.5162322607903053,0.47945409700201846,0.6014211253324917,0.07044948274360291,0.009852309649564078,0.06293432468164652,0.4461514424503334,0.4348845977154163,0.5062028411289345,0.05653755151874365,0.009754846136130086,0.19474772585083053,0.24481146196456843,0.19453446894656573,0.4994676174441301,0.07408396744426148,0.010912846090098152
