"Time","pod:currencyservice-w2-6f8d8654c5-22lf2_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-q4f7r_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ng64l_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-g92mg_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-6xs6d_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-9vx2p_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-6n8tk_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-5tgdx_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-gnzqx_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-zplkz_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-8r6kt_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-c6z9m_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-g489k_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-jcqw4_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-64xrg_service:currencyservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-9rwcl_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-gxkh9_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-9lpj7_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-c7vxn_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-gl2rb_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-pg8np_service:currencyservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-j4265_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-85vwj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-ff4z4_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-2hl5j_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-nj7pm_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-cmbg7_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-xcl7p_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-945fr_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-5wq67_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-qbgxk_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-9zzbv_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-qq7bd_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-hpwfb_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-g8kzs_service:frontend_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-m75h6_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-flcxs_service:cartservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-26krf_service:frontend_node:worker--4.novalocal"
1637089415.969,0.47809800225716215,0.43070481904867536,0.05975075750546617,0.06808239073580895,0.40544795464961325,0.0509360526492341,0.046977565952624235,0.4748202420333423,0.010698168298649056,0.17414450249305646,0.049991229600891585,0.009724339859189517,0.41985190435164566,0.010500279153540919,0.010467082218825072,0.3935429045304904,0.006190892302593086,0.010509936712659486,0.37952330121502337,0.43247395986651704,0.06177804200669344,0.01060926495684049,0.39122090755659844,0.40529629008855494,0.051536666798772494,0.010521840160962321,0.2205606598747659,0.05005019512229941,0.4154873453838418,0.010133383157408037,0.17583287473686027,0.3843761377186769,0.01058134685767414,0.38290468655878196,0.3724823087949851,0.009704218273611386,0.5303598699235779,0.061805690357438256,0.4259716715711222,0.474073449794917,0.216104420999726,0.41294134669354166
1637089430.999,0.47809800225716215,0.43070481904867536,0.05975075750546617,0.06808239073580895,0.40544795464961325,0.0509360526492341,0.046977565952624235,0.4748202420333423,0.010698168298649056,0.17414450249305646,0.049991229600891585,0.009724339859189517,0.41985190435164566,0.010500279153540919,0.010467082218825072,0.3935429045304904,0.006190892302593086,0.010509936712659486,0.37952330121502337,0.43247395986651704,0.06177804200669344,0.01060926495684049,0.39122090755659844,0.40529629008855494,0.051536666798772494,0.010521840160962321,0.2205606598747659,0.05005019512229941,0.4154873453838418,0.010133383157408037,0.17583287473686027,0.3843761377186769,0.01058134685767414,0.38290468655878196,0.3724823087949851,0.009704218273611386,0.5303598699235779,0.061805690357438256,0.4259716715711222,0.474073449794917,0.216104420999726,0.41294134669354166
1637089446.027,0.5294189738058397,0.47867036313848355,0.06431963069766622,0.06966235270285707,0.45810348809881385,0.055606835644456704,0.051984371539795945,0.5258543429673755,0.010297979203524007,0.18179356501874055,0.05577144087178535,0.009519045144801924,0.4899071072067981,0.009931650128752191,0.009843762712762927,0.4414244427019872,0.005669711614779022,0.01013853152273132,0.43362421810107266,0.481662947704268,0.06392785152433014,0.010311050495227864,0.4272118558052725,0.4565122641971761,0.056476647775145036,0.009966726080155858,0.233921208199246,0.055965335777331614,0.4944522366176226,0.00985608570155962,0.19294064845038017,0.43145393232758034,0.01024209739070113,0.4079396458329468,0.4162098866210503,0.009090324154402462,0.5318698917049651,0.06879883038464919,0.474790942359392,0.555057688902764,0.24206229105876298,0.49851328739129935
1637089461.041,0.5294189738058397,0.47867036313848355,0.06431963069766622,0.06966235270285707,0.45810348809881385,0.055606835644456704,0.051984371539795945,0.5258543429673755,0.010297979203524007,0.18179356501874055,0.05577144087178535,0.009519045144801924,0.4899071072067981,0.009931650128752191,0.009843762712762927,0.4414244427019872,0.005669711614779022,0.01013853152273132,0.43362421810107266,0.481662947704268,0.06392785152433014,0.010311050495227864,0.4272118558052725,0.4565122641971761,0.056476647775145036,0.009966726080155858,0.233921208199246,0.055965335777331614,0.4944522366176226,0.00985608570155962,0.19294064845038017,0.43145393232758034,0.01024209739070113,0.4079396458329468,0.4162098866210503,0.009090324154402462,0.5318698917049651,0.06879883038464919,0.474790942359392,0.555057688902764,0.24206229105876298,0.49851328739129935
1637089476.064,0.5315456030041442,0.48719009068465635,0.06417220840162759,0.06901463327287213,0.4593570239193193,0.05591467655597542,0.05284844415383946,0.5271982919599418,0.01036002446180468,0.19090026776419322,0.054373001172843674,0.009432791507918713,0.5193169790766956,0.010792620641751828,0.00982128125051711,0.4283006777252915,0.005923577320070844,0.0100482784019747,0.4419062246265727,0.49105032366629664,0.06409278927080256,0.010300727487870438,0.44912942523016663,0.4589176377929338,0.05657151089561282,0.00992247537427877,0.2386615149206459,0.05604853406708986,0.5043684849602811,0.010376089495610035,0.19372278572910273,0.4386102809751911,0.010066861043732587,0.43739915590650413,0.42698027851121034,0.009428420097215182,0.5477620003946672,0.06728469265543183,0.4847017905463262,0.5721125493161021,0.24198461639458885,0.4738161007037164
1637089491.085,0.5315456030041442,0.48719009068465635,0.06417220840162759,0.06901463327287213,0.4593570239193193,0.05591467655597542,0.05284844415383946,0.5271982919599418,0.01036002446180468,0.19090026776419322,0.054373001172843674,0.009432791507918713,0.5193169790766956,0.010792620641751828,0.00982128125051711,0.4283006777252915,0.005923577320070844,0.0100482784019747,0.4419062246265727,0.49105032366629664,0.06409278927080256,0.010300727487870438,0.44912942523016663,0.4589176377929338,0.05657151089561282,0.00992247537427877,0.2386615149206459,0.05604853406708986,0.5043684849602811,0.010376089495610035,0.19372278572910273,0.4386102809751911,0.010066861043732587,0.43739915590650413,0.42698027851121034,0.009428420097215182,0.5477620003946672,0.06728469265543183,0.4847017905463262,0.5721125493161021,0.24198461639458885,0.4738161007037164
1637089506.112,0.5318266160157693,0.4874780031367074,0.06434158951317659,0.06587035829531128,0.4596270409708019,0.056011582267155885,0.05274241655005384,0.5287901433489022,0.01042426002092361,0.19201494903958416,0.05616012310396875,0.009536902660224592,0.5090248506196478,0.010130453648928582,0.009826823720588601,0.4464590119335781,0.0058333935191084325,0.009720268103964699,0.44177472368193915,0.4915316252112699,0.06447547599534344,0.01035541103131092,0.448834384546441,0.4588308773932285,0.05617703095066008,0.009907978640931561,0.2164991278237533,0.05637851643385126,0.5052433889443015,0.009871074380080136,0.19405258688265284,0.43893976471008345,0.010180867528880885,0.4274163595910761,0.4374895896609169,0.009531694487072605,0.5555584874481329,0.0716244803548518,0.48538389785986474,0.5746719042699269,0.24118579660809644,0.5230831865847575
1637089521.131,0.5318266160157693,0.4874780031367074,0.06434158951317659,0.06587035829531128,0.4596270409708019,0.056011582267155885,0.05274241655005384,0.5287901433489022,0.01042426002092361,0.19201494903958416,0.05616012310396875,0.009536902660224592,0.5090248506196478,0.010130453648928582,0.009826823720588601,0.4464590119335781,0.0058333935191084325,0.009720268103964699,0.44177472368193915,0.4915316252112699,0.06447547599534344,0.01035541103131092,0.448834384546441,0.4588308773932285,0.05617703095066008,0.009907978640931561,0.2164991278237533,0.05637851643385126,0.5052433889443015,0.009871074380080136,0.19405258688265284,0.43893976471008345,0.010180867528880885,0.4274163595910761,0.4374895896609169,0.009531694487072605,0.5555584874481329,0.0716244803548518,0.48538389785986474,0.5746719042699269,0.24118579660809644,0.5230831865847575
1637089536.152,0.5297460583043476,0.48714827432402025,0.06419795900949649,0.06569409743296808,0.4593028007380132,0.05603719354586166,0.052663537643520913,0.5276948586773978,0.010344649722303517,0.19108290589550525,0.05611112197616404,0.009333137959362343,0.5089390485934421,0.009544888282814343,0.009825864974495668,0.44703798374318227,0.005798228332375569,0.010804758679531325,0.44170798026940616,0.4903273279718461,0.06409028728258792,0.01038557616231679,0.4483773756775867,0.46011413909804244,0.05612396550229003,0.009863365448978902,0.225235329662055,0.05318449760600821,0.5086526881835217,0.010532545904685987,0.19426543393955392,0.4399375156447267,0.010102633691088974,0.43737472480368134,0.4256060717748147,0.008837803296211057,0.5590435299347877,0.06740550803295246,0.48443695830356437,0.5791267846348809,0.24106465228253923,0.5224086755561288
1637089551.177,0.5297460583043476,0.48714827432402025,0.06419795900949649,0.06569409743296808,0.4593028007380132,0.05603719354586166,0.052663537643520913,0.5276948586773978,0.010344649722303517,0.19108290589550525,0.05611112197616404,0.009333137959362343,0.5089390485934421,0.009544888282814343,0.009825864974495668,0.44703798374318227,0.005798228332375569,0.010804758679531325,0.44170798026940616,0.4903273279718461,0.06409028728258792,0.01038557616231679,0.4483773756775867,0.46011413909804244,0.05612396550229003,0.009863365448978902,0.225235329662055,0.05318449760600821,0.5086526881835217,0.010532545904685987,0.19426543393955392,0.4399375156447267,0.010102633691088974,0.43737472480368134,0.4256060717748147,0.008837803296211057,0.5590435299347877,0.06740550803295246,0.48443695830356437,0.5791267846348809,0.24106465228253923,0.5224086755561288
