"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 17:21:00,0.149,0.192,,0.530,0.514,0.616,0.720,0.146,0.00677,0.0266
2021-06-04 17:21:30,0.156,0.192,,0.529,0.524,0.695,0.730,0.153,0.00693,0.0256
2021-06-04 17:22:00,0.146,0.188,,0.551,0.524,0.692,0.735,0.148,0.00706,0.0246
2021-06-04 17:22:30,0.154,0.181,,0.567,0.525,0.685,0.691,0.148,0.00739,0.0243
2021-06-04 17:23:00,0.154,0.175,,0.519,0.558,0.711,0.693,0.149,0.00672,0.0234
2021-06-04 17:23:30,0.162,0.185,,0.504,0.579,0.695,0.759,0.141,0.00744,0.0247
2021-06-04 17:24:00,0.153,0.177,,0.547,0.577,0.730,0.760,0.143,0.00674,0.0253
2021-06-04 17:24:30,0.161,0.179,,0.530,0.532,0.703,0.692,0.154,0.00673,0.0248
2021-06-04 17:25:00,0.154,0.181,,0.528,0.530,0.711,0.758,0.134,0.00732,0.0254
2021-06-04 17:25:30,0.146,0.179,,0.522,0.534,0.677,0.723,0.142,0.00670,0.0251
2021-06-04 17:26:00,0.154,0.186,,0.557,0.562,0.712,0.720,0.148,0.00730,0.0266
2021-06-04 17:26:30,0.156,0.180,,0.553,0.577,0.696,0.721,0.148,0.00716,0.0254
