"Time","pod:currencyservice-w3-656689488c-rxgxx_service:currencyservice_node:worker--3","pod:currencyservice-w4-649d8c7669-b4rqv_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-6cz8n_service:productcatalogservice_node:worker--3","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4czm2_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-67lc2_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-sr5n2_service:currencyservice_node:worker--3","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-fphfw_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-w56vs_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-dm889_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-llwpq_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-ng2tx_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-g4wgw_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-bbkpx_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-ws6lm_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-xpbfh_service:productcatalogservice_node:worker--3","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-f58h4_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-fbd8q_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-kcvnk_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-2c4cl_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-4ctgz_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-k9bgh_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-22997_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-mmtbh_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-k9hfw_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-7rpcs_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-m2q6w_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-xf6jd_service:recommendationservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-jqd4w_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-7npw8_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-tcnfd_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-m527d_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-xtnjw_service:frontend_node:worker--4.novalocal"
1636569399.415,0.4282828916732445,0.49390145701633115,0.1877456350266186,0.11191797874304103,0.13208183376900706,0.1151235109630436,0.6003891116254746,0.4224360665258752,0.16366889275586582,0.14989352028949804,0.5040191102464584,0.15381348175394916,0.43349123552457874,0.5604217656256847,0.6029009354894893,0.13615801903082314,0.04746504910573442,0.11287647636394894,0.011940174747783385,0.1324242056735277,0.14274857517287604,0.1615080968598986,0.041342619752175125,0.49754570885560284,0.13494405200672438,0.04752544578931117,0.008730550243500099,0.041031153314234424,0.04911244860718503,0.5602568382808333,0.049187978870688945,0.16892013915959864,0.4969877958785834,0.5539512819688485,0.5507397095098281,0.041228403578592226,0.18383971695472767,0.43789411929810085,0.5614002459129311,0.009637924581318128,0.041346888442007776,0.11712654738078043,0.04127569201789573,0.6332695663160017
1636569414.444,0.4823404803343348,0.5790153625180126,0.20910682823218069,0.12517676611904832,0.14272700537913616,0.12550929647080944,0.6714845903873566,0.4718811618722017,0.1778140131522038,0.16151255112416485,0.598826104106334,0.16210958291180727,0.4908093563418301,0.6298605519375144,0.6736744275435242,0.14827599863596033,0.04932510412289505,0.12707720894459884,0.011742541841105254,0.15212506005358012,0.16636541247956174,0.18339245399982698,0.044783668083060724,0.5561914027061324,0.14710405890064937,0.04949537952487961,0.010334922802830474,0.04339837089688918,0.0535581736204689,0.6460101195835417,0.05279109016539632,0.17984538050895948,0.5545655774676123,0.6307865028973083,0.6366353303874788,0.04258398704902228,0.19029616487918044,0.4916418253407848,0.6304152546467898,0.01142233432425149,0.04434947725838849,0.12870822848254443,0.043671987487215555,0.6607916220938792
1636569429.475,0.4823404803343348,0.5790153625180126,0.20910682823218069,0.12517676611904832,0.14272700537913616,0.12550929647080944,0.6714845903873566,0.4718811618722017,0.1778140131522038,0.16151255112416485,0.598826104106334,0.16210958291180727,0.4908093563418301,0.6298605519375144,0.6736744275435242,0.14827599863596033,0.04932510412289505,0.12707720894459884,0.011742541841105254,0.15212506005358012,0.16636541247956174,0.18339245399982698,0.044783668083060724,0.5561914027061324,0.14710405890064937,0.04949537952487961,0.010334922802830474,0.04339837089688918,0.0535581736204689,0.6460101195835417,0.05279109016539632,0.17984538050895948,0.5545655774676123,0.6307865028973083,0.6366353303874788,0.04258398704902228,0.19029616487918044,0.4916418253407848,0.6304152546467898,0.01142233432425149,0.04434947725838849,0.12870822848254443,0.043671987487215555,0.6607916220938792
1636569444.495,0.5023952953706674,0.6111158457975993,0.21021793611274858,0.1284038250562056,0.1452074126864548,0.12650989090845235,0.6990824367060345,0.4837369038054814,0.1896922986764777,0.1605615998855527,0.5841564639952831,0.17288032904454664,0.5008471876660127,0.6566626188481853,0.7016889678681131,0.14844315723512666,0.0489089185332471,0.12959931070060085,0.009822281525391626,0.15259669128760578,0.17383940935361508,0.18270035697944398,0.043801298771290714,0.5672715338083363,0.14680089863779555,0.049671847843573785,0.011707168948570273,0.043979117559557565,0.05201995671153516,0.667905133723814,0.04930785134542325,0.18021818272873397,0.5642408493153975,0.66676352227965,0.665546340049828,0.0448339920385013,0.20026549010834466,0.4998594373244556,0.6549321487075108,0.013194888523075593,0.044740320313701815,0.12802780384468218,0.04385695122473972,0.7063979032228171
1636569459.522,0.5023952953706674,0.6111158457975993,0.21021793611274858,0.1284038250562056,0.1452074126864548,0.12650989090845235,0.6990824367060345,0.4837369038054814,0.1896922986764777,0.1605615998855527,0.5841564639952831,0.17288032904454664,0.5008471876660127,0.6566626188481853,0.7016889678681131,0.14844315723512666,0.0489089185332471,0.12959931070060085,0.009822281525391626,0.15259669128760578,0.17383940935361508,0.18270035697944398,0.043801298771290714,0.5672715338083363,0.14680089863779555,0.049671847843573785,0.011707168948570273,0.043979117559557565,0.05201995671153516,0.667905133723814,0.04930785134542325,0.18021818272873397,0.5642408493153975,0.66676352227965,0.665546340049828,0.0448339920385013,0.20026549010834466,0.4998594373244556,0.6549321487075108,0.013194888523075593,0.044740320313701815,0.12802780384468218,0.04385695122473972,0.7063979032228171
1636569474.545,0.5027449636874135,0.6110779939019406,0.2103337711587323,0.1263472749202621,0.1452867265955717,0.12666144283536265,0.6995816080642644,0.4986740477744882,0.18346445727476496,0.161641628247867,0.5711462235329123,0.1607947550243689,0.5016074675712271,0.6561084752544941,0.701301787982287,0.1484087839418121,0.04868289475465873,0.12234605350610649,0.0088544693174217,0.15290496895621636,0.16430889962755083,0.18160465312674015,0.043716388794002095,0.5680544408563,0.14654596212590854,0.05007747792289529,0.013366250961384838,0.042749482139453496,0.050873227665919014,0.6997753139680616,0.05384267811913217,0.17987968285868255,0.5654441220377191,0.6688032544086825,0.6377038646436503,0.04355925562473535,0.20174494087132,0.5012326892468711,0.6540152960565173,0.01534564810749859,0.04289206221703738,0.12807553313880904,0.04378531565242515,0.711892072784687
1636569489.565,0.5027449636874135,0.6110779939019406,0.2103337711587323,0.1263472749202621,0.1452867265955717,0.12666144283536265,0.6995816080642644,0.4986740477744882,0.18346445727476496,0.161641628247867,0.5711462235329123,0.1607947550243689,0.5016074675712271,0.6561084752544941,0.701301787982287,0.1484087839418121,0.04868289475465873,0.12234605350610649,0.0088544693174217,0.15290496895621636,0.16430889962755083,0.18160465312674015,0.043716388794002095,0.5680544408563,0.14654596212590854,0.05007747792289529,0.013366250961384838,0.042749482139453496,0.050873227665919014,0.6997753139680616,0.05384267811913217,0.17987968285868255,0.5654441220377191,0.6688032544086825,0.6377038646436503,0.04355925562473535,0.20174494087132,0.5012326892468711,0.6540152960565173,0.01534564810749859,0.04289206221703738,0.12807553313880904,0.04378531565242515,0.711892072784687
1636569504.589,0.4780843339086765,0.609471804803357,0.21214293232446443,0.1288162530034595,0.1444981553540803,0.1265611181422961,0.7008821399766441,0.48429389269997986,0.18887412426067388,0.16567023364596828,0.5713067800141123,0.16415538675240066,0.5036003803573381,0.6563441644779868,0.7014410950981091,0.1490278461298617,0.04895441201244821,0.1295724912000344,0.006616385439698856,0.15239709597280335,0.1759025210820177,0.1827598332374839,0.04357730970141853,0.5679192738559045,0.1462357929386507,0.05003032141857845,0.014396972527230979,0.045302367332314804,0.05156527142096052,0.6956106711611533,0.052564544416329316,0.18058170292760173,0.5646492149032765,0.6669584192593969,0.6487847042968748,0.04484322295983777,0.1967900155624125,0.5000122156271417,0.6528327739130293,0.01705966803754925,0.041219650536433866,0.12823249588536179,0.043958028027790634,0.6929378998383723
1636569519.642,0.4780843339086765,0.609471804803357,0.21214293232446443,0.1288162530034595,0.1444981553540803,0.1265611181422961,0.7008821399766441,0.48429389269997986,0.18887412426067388,0.16567023364596828,0.5713067800141123,0.16415538675240066,0.5036003803573381,0.6563441644779868,0.7014410950981091,0.1490278461298617,0.04895441201244821,0.1295724912000344,0.006616385439698856,0.15239709597280335,0.1759025210820177,0.1827598332374839,0.04357730970141853,0.5679192738559045,0.1462357929386507,0.05003032141857845,0.014396972527230979,0.045302367332314804,0.05156527142096052,0.6956106711611533,0.052564544416329316,0.18058170292760173,0.5646492149032765,0.6669584192593969,0.6487847042968748,0.04484322295983777,0.1967900155624125,0.5000122156271417,0.6528327739130293,0.01705966803754925,0.041219650536433866,0.12823249588536179,0.043958028027790634,0.6929378998383723
1636569534.665,0.48155404070516206,0.5499485618329871,0.21114792695770707,0.1287454610394943,0.14404699728129286,0.12629890914951913,0.698429398434846,0.48580662395403285,0.1905292705552118,0.1626615463808451,0.6191769914426131,0.16581270092464767,0.5034873952758339,0.6555696716947473,0.7022768156306219,0.14910550615283558,0.04835871030176886,0.12943600964281177,0.004201027802734889,0.14834887201560737,0.17327809123247068,0.182851677632407,0.043787603394244645,0.5675787745911258,0.14655489212581405,0.04978159964787953,0.015742950038478306,0.04387621442451774,0.051116890898980444,0.702007061618787,0.0521938949030209,0.18082199684690803,0.5656293916945471,0.6662419592528478,0.5903841243957779,0.044683760889230636,0.18451813488902508,0.5003492420715203,0.6522737495633751,0.01919642348978081,0.0397357573109932,0.12748586840417453,0.04409069508790964,0.7399390904116624
