"Time","pod:frontend-w4-599b6846df-785pm_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-xst6v_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-jcck9_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-kjvc9_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-p6hm2_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-jw5tm_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-j7lns_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-qsbsb_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-754d7d8cd4-kltml_service:adservice_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-65pkv_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-pslqk_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-k64xc_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-7b6mc_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-wk2pf_service:frontend_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-j95kg_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-t92nz_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-j79qn_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-7vzlq_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-qww89_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-4hsqw_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-m77r4_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w3-6855bd669b-fm46r_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-g96rx_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-z8qjf_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-8fbcc_service:cartservice_node:worker--2","pod:currencyservice-w3-649d8c7669-ht97n_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-xnqkx_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-5s2qb_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-d9wv6_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-mkfw1_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-gblbg_service:recommendationservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-t9jsm_service:redis-cart_node:worker--2","pod:recommendationservice-w3-6855bd669b-hj5n7_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-pdzpt_service:adservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-nk9bs_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-vl7km_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-cp8zx_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-67kgl_service:frontend_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-78hmh_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-9tt4q_service:currencyservice_node:worker--2","pod:currencyservice-w2-656689488c-kb7jd_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-ggbn5_service:frontend_node:worker--2"
1638455285.025,0.4667128396389659,0.00963575487369761,0.5393276512199622,0.5426052224488317,0.6316840769828895,0.08628236429355943,0.011760989431678467,0.009597096895441784,0.2625547908281103,0.09716910941619392,0.4965231922647573,0.0668755506630871,0.042804253777545834,0.4989645956534743,0.47690646533963593,0.5031449897320834,0.49283336894713914,0.06787222455223163,0.500146893375444,0.00901031066379712,0.008763559035801673,0.010589490270836083,0.45858123203560064,0.008987778486662712,0.23794467563671853,0.5857867778108375,0.5402949012222467,0.07300402373546336,0.0752122777017959,0.06853621825762385,0.009677026180111525,0.005548374325232889,0.011150335494355606,0.2672843087820387,0.5202519303613803,0.06975575569377096,0.00883660378502535,0.569871112169336,0.24157585758272254,0.48548807175214487,0.49263043467437145,0.4890774307824404
1638455300.52,0.4667128396389659,0.00963575487369761,0.5393276512199622,0.5426052224488317,0.6316840769828895,0.08628236429355943,0.011760989431678467,0.009597096895441784,0.2625547908281103,0.09716910941619392,0.4965231922647573,0.0668755506630871,0.042804253777545834,0.4989645956534743,0.47690646533963593,0.5031449897320834,0.49283336894713914,0.06787222455223163,0.500146893375444,0.00901031066379712,0.008763559035801673,0.010589490270836083,0.45858123203560064,0.008987778486662712,0.23794467563671853,0.5857867778108375,0.5402949012222467,0.07300402373546336,0.0752122777017959,0.06853621825762385,0.009677026180111525,0.005548374325232889,0.011150335494355606,0.2672843087820387,0.5202519303613803,0.06975575569377096,0.00883660378502535,0.569871112169336,0.24157585758272254,0.48548807175214487,0.49263043467437145,0.4890774307824404
1638455315.58,0.5250008560273826,0.009027730059785195,0.6010498833017778,0.6048933513243411,0.682122651682614,0.10281708596330844,0.011354542798243945,0.009069737573078059,0.2776463855628036,0.10092177753314902,0.5512462354507888,0.07485693077428139,0.048075802433635906,0.558724686796003,0.5307749736522642,0.5852275303716858,0.5487549727730905,0.07350000609209356,0.5597986434713222,0.008765363779759889,0.008571024010713137,0.010538949752474361,0.5173089517218151,0.008659881065265404,0.26860282894167503,0.6646055529458024,0.5711772685854166,0.07852838172723847,0.07981264786342304,0.07695873443144734,0.009049335193467746,0.005209807623353012,0.011087247371851815,0.28164863186526434,0.5799682343203711,0.0773982511933767,0.009090632348700705,0.5865570184073793,0.2685892672253402,0.5463149896057501,0.5474887333806597,0.5514860377006777
1638455330.645,0.5250008560273826,0.009027730059785195,0.6010498833017778,0.6048933513243411,0.682122651682614,0.10281708596330844,0.011354542798243945,0.009069737573078059,0.2776463855628036,0.10092177753314902,0.5512462354507888,0.07485693077428139,0.048075802433635906,0.558724686796003,0.5307749736522642,0.5852275303716858,0.5487549727730905,0.07350000609209356,0.5597986434713222,0.008765363779759889,0.008571024010713137,0.010538949752474361,0.5173089517218151,0.008659881065265404,0.26860282894167503,0.6646055529458024,0.5711772685854166,0.07852838172723847,0.07981264786342304,0.07695873443144734,0.009049335193467746,0.005209807623353012,0.011087247371851815,0.28164863186526434,0.5799682343203711,0.0773982511933767,0.009090632348700705,0.5865570184073793,0.2685892672253402,0.5463149896057501,0.5474887333806597,0.5514860377006777
1638455345.707,0.5367510706240131,0.00891416407933552,0.6071766151812901,0.611489862408795,0.6646508443119824,0.10330708898450139,0.010373654573026194,0.009064934750787491,0.24676056262262938,0.10536344345142787,0.5573253073461049,0.07446888609757604,0.048550345660950456,0.5707113839411622,0.554124842214661,0.6257323289594913,0.5535728428392731,0.07485485933868935,0.5720627316909614,0.008771145128200196,0.00856248339631396,0.010734630718877508,0.5268746536135801,0.008715522516964634,0.2587193031316625,0.7052130580926899,0.6204712376367769,0.07888125308466813,0.080090219935916,0.07485150024057596,0.008466876886988401,0.005164255757901938,0.010393655461169816,0.2691209913704921,0.5924426838022101,0.07808619533852049,0.008798057666743698,0.6068427694702581,0.2696510440631794,0.5434607694511934,0.5607253869215826,0.5275610637259097
1638455360.732,0.5367510706240131,0.00891416407933552,0.6071766151812901,0.611489862408795,0.6646508443119824,0.10330708898450139,0.010373654573026194,0.009064934750787491,0.24676056262262938,0.10536344345142787,0.5573253073461049,0.07446888609757604,0.048550345660950456,0.5707113839411622,0.554124842214661,0.6257323289594913,0.5535728428392731,0.07485485933868935,0.5720627316909614,0.008771145128200196,0.00856248339631396,0.010734630718877508,0.5268746536135801,0.008715522516964634,0.2587193031316625,0.7052130580926899,0.6204712376367769,0.07888125308466813,0.080090219935916,0.07485150024057596,0.008466876886988401,0.005164255757901938,0.010393655461169816,0.2691209913704921,0.5924426838022101,0.07808619533852049,0.008798057666743698,0.6068427694702581,0.2696510440631794,0.5434607694511934,0.5607253869215826,0.5275610637259097
1638455375.747,0.5373191351554067,0.008989745736192593,0.6082189061862697,0.611398250365955,0.6560455855934921,0.10000094331135459,0.010473434358938175,0.009040491013882566,0.2574519894058241,0.0970777646923355,0.5561833492430116,0.0748213126075212,0.04829213056250238,0.5700900720519506,0.5570764150486762,0.6226144024085897,0.5537753987885853,0.07492160380446068,0.5723890462261438,0.008820608876477821,0.008554440725732502,0.010542609175680083,0.5276830567569671,0.008683339005052568,0.2771112140781367,0.7061778301004543,0.5984545058724922,0.07926047686050039,0.08017161968860739,0.07711527806034342,0.00858492666764858,0.0049699676804522384,0.010895886205092202,0.2502362147432087,0.5922613358653196,0.07804791348424422,0.008967371865168017,0.619711377432069,0.26929910404814583,0.5606145050711084,0.5624750018405098,0.556818168317653
1638455390.776,0.5373191351554067,0.008989745736192593,0.6082189061862697,0.611398250365955,0.6560455855934921,0.10000094331135459,0.010473434358938175,0.009040491013882566,0.2574519894058241,0.0970777646923355,0.5561833492430116,0.0748213126075212,0.04829213056250238,0.5700900720519506,0.5570764150486762,0.6226144024085897,0.5537753987885853,0.07492160380446068,0.5723890462261438,0.008820608876477821,0.008554440725732502,0.010542609175680083,0.5276830567569671,0.008683339005052568,0.2771112140781367,0.7061778301004543,0.5984545058724922,0.07926047686050039,0.08017161968860739,0.07711527806034342,0.00858492666764858,0.0049699676804522384,0.010895886205092202,0.2502362147432087,0.5922613358653196,0.07804791348424422,0.008967371865168017,0.619711377432069,0.26929910404814583,0.5606145050711084,0.5624750018405098,0.556818168317653
1638455405.792,0.5359599280953016,0.00891630968687862,0.608177831103404,0.6108217484557219,0.6695312328927927,0.10311366428059154,0.010438202242130858,0.009020933506004468,0.25408064566432825,0.10597862244666414,0.5568568330003381,0.07455214787978266,0.04864508225783964,0.5705125718404241,0.5583282266755183,0.5867867378120281,0.5535969011752565,0.07479574177485156,0.5732253635983489,0.008952078635684327,0.008554959465149798,0.011111843105673112,0.5270030123992849,0.00861674366048222,0.27803534224555604,0.6480745169567954,0.5997687214312389,0.07881299330510633,0.07964213498544054,0.07752791241912071,0.009030764964574015,0.00516133586872475,0.010014363177578759,0.24564051823552857,0.5933766150398527,0.07752011349556691,0.00897293719413817,0.6231457445799617,0.26883566390577845,0.5609983510639173,0.5406182082279882,0.5672364115254908
1638455420.806,0.5359599280953016,0.00891630968687862,0.608177831103404,0.6108217484557219,0.6695312328927927,0.10311366428059154,0.010438202242130858,0.009020933506004468,0.25408064566432825,0.10597862244666414,0.5568568330003381,0.07455214787978266,0.04864508225783964,0.5705125718404241,0.5583282266755183,0.5867867378120281,0.5535969011752565,0.07479574177485156,0.5732253635983489,0.008952078635684327,0.008554959465149798,0.011111843105673112,0.5270030123992849,0.00861674366048222,0.27803534224555604,0.6480745169567954,0.5997687214312389,0.07881299330510633,0.07964213498544054,0.07752791241912071,0.009030764964574015,0.00516133586872475,0.010014363177578759,0.24564051823552857,0.5933766150398527,0.07752011349556691,0.00897293719413817,0.6231457445799617,0.26883566390577845,0.5609983510639173,0.5406182082279882,0.5672364115254908
